Cases_Black_race,Cases_Other_race,Cases_Unknown_race,Cases_White_race,Deaths_Black_race,Deaths_Other_race,Deaths_Unknown_race,Deaths_White_race,LDHH,Parish,Scrape Time
970,67,108,365,55,0,0,41,3,St. John the Baptist,2020-09-13 20:03:04.922519
1316,396,300,1076,44,0,0,70,4,St. Landry,2020-09-13 20:03:04.922519
738,384,103,756,23,0,0,34,4,St. Martin,2020-09-13 20:03:04.922519
709,262,236,558,38,2,0,30,3,St. Mary,2020-09-13 20:03:04.922519
1044,429,317,4275,33,1,0,206,9,St. Tammany,2020-09-13 20:03:04.922519
1400,489,204,1938,35,0,0,67,9,Tangipahoa,2020-09-13 20:03:04.922519
89,7,11,40,,,,,8,Tensas,2020-09-13 20:03:04.922519
999,378,239,1715,32,4,0,63,3,Terrebonne,2020-09-13 20:03:04.922519
385,166,65,205,17,0,0,22,8,Union,2020-09-13 20:03:04.922519
479,314,190,870,10,1,0,35,4,Vermilion,2020-09-13 20:03:04.922519
152,180,210,410,5,0,0,34,6,Vernon,2020-09-13 20:03:04.922519
477,282,116,583,24,0,0,35,9,Washington,2020-09-13 20:03:04.922519
393,261,69,308,,,,,7,Webster,2020-09-13 20:03:04.922519
388,84,65,292,25,0,0,14,2,West Baton Rouge,2020-09-13 20:03:04.922519
98,65,46,102,,,,,8,West Carroll,2020-09-13 20:03:04.922519
234,188,28,136,,,,,2,West Feliciana,2020-09-13 20:03:04.922519
160,131,124,130,,,,,6,Winn,2020-09-13 20:03:04.922519
742,681,385,995,22,1,0,70,4,Acadia,2020-09-14 20:05:18.456737
320,334,282,508,7,3,0,30,5,Allen,2020-09-14 20:05:18.456737
1116,371,294,1554,45,1,0,46,2,Ascension,2020-09-14 20:05:18.456737
359,30,42,244,,,,,3,Assumption,2020-09-14 20:05:18.456737
441,187,132,526,19,1,0,26,6,Avoyelles,2020-09-14 20:05:18.456737
133,137,207,468,4,1,0,26,5,Beauregard,2020-09-14 20:05:18.456737
169,128,29,86,16,0,0,16,7,Bienville,2020-09-14 20:05:18.456737
985,304,196,1231,33,1,0,59,7,Bossier,2020-09-14 20:05:18.456737
4352,619,568,1853,210,1,0,112,7,Caddo,2020-09-14 20:05:18.456737
2327,852,837,3406,62,1,0,128,5,Calcasieu,2020-09-14 20:05:18.456737
48,60,58,111,,,,,8,Caldwell,2020-09-14 20:05:18.456737
20,33,26,132,,,,,5,Cameron,2020-09-14 20:05:18.456737
64,75,126,111,,,,,6,Catahoula,2020-09-14 20:05:18.456737
207,67,12,96,,,,,7,Claiborne,2020-09-14 20:05:18.456737
177,61,69,128,,,,,6,Concordia,2020-09-14 20:05:18.456737
469,91,40,218,20,0,0,13,7,De Soto,2020-09-14 20:05:18.456737
6253,1591,1730,4143,236,9,0,170,2,East Baton Rouge,2020-09-14 20:05:18.456737
280,85,80,85,,,,,8,East Carroll,2020-09-14 20:05:18.456737
555,130,46,358,20,0,0,25,2,East Feliciana,2020-09-14 20:05:18.456737
350,292,164,315,8,1,0,18,4,Evangeline,2020-09-14 20:05:18.456737
391,86,251,358,14,0,0,17,8,Franklin,2020-09-14 20:05:18.456737
89,75,58,215,12,0,0,18,6,Grant,2020-09-14 20:05:18.456737
1026,364,309,1025,26,0,0,61,4,Iberia,2020-09-14 20:05:18.456737
689,120,90,438,38,1,0,16,2,Iberville,2020-09-14 20:05:18.456737
81,264,72,56,,,,,8,Jackson,2020-09-14 20:05:18.456737
4565,2891,1807,7207,255,18,0,276,1,Jefferson,2020-09-14 20:05:18.456737
279,179,132,568,11,0,0,25,5,Jefferson Davis,2020-09-14 20:05:18.456737
38,146,51,152,,,,,6,La Salle,2020-09-14 20:05:18.456737
2819,1316,994,3151,46,2,0,63,4,Lafayette,2020-09-14 20:05:18.456737
713,694,213,1660,30,0,0,80,3,Lafourche,2020-09-14 20:05:18.456737
346,278,90,195,23,0,0,17,8,Lincoln,2020-09-14 20:05:18.456737
486,528,259,2114,11,0,0,55,9,Livingston,2020-09-14 20:05:18.456737
375,170,112,136,,,,,8,Madison,2020-09-14 20:05:18.456737
345,83,59,113,,,,,8,Morehouse,2020-09-14 20:05:18.456737
395,96,93,332,,,,,7,Natchitoches,2020-09-14 20:05:18.456737
6601,1163,1158,2594,432,10,0,135,1,Orleans,2020-09-14 20:05:18.456737
2469,1278,643,1111,67,1,0,60,8,Ouachita,2020-09-14 20:05:18.456737
68,39,105,56,,,,,,Parish Under Investigation,2020-09-14 20:05:18.456737
134,46,78,264,,,,,1,Plaquemines,2020-09-14 20:05:18.456737
426,147,70,311,16,0,0,21,2,Pointe Coupee,2020-09-14 20:05:18.456737
1629,584,416,1192,64,2,0,69,6,Rapides,2020-09-14 20:05:18.456737
193,22,13,92,,,,,7,Red River,2020-09-14 20:05:18.456737
299,104,80,215,,,,,8,Richland,2020-09-14 20:05:18.456737
121,345,42,246,,,,,7,Sabine,2020-09-14 20:05:18.456737
359,134,72,672,14,0,0,13,1,St. Bernard,2020-09-14 20:05:18.456737
634,91,124,802,23,0,0,33,3,St. Charles,2020-09-14 20:05:18.456737
216,43,32,84,,,,,9,St. Helena,2020-09-14 20:05:18.456737
425,34,52,251,25,0,0,11,3,St. James,2020-09-14 20:05:18.456737
970,67,108,365,55,0,0,41,3,St. John the Baptist,2020-09-14 20:05:18.456737
1316,396,300,1076,44,0,0,70,4,St. Landry,2020-09-14 20:05:18.456737
738,384,103,756,23,0,0,34,4,St. Martin,2020-09-14 20:05:18.456737
709,262,236,558,38,2,0,30,3,St. Mary,2020-09-14 20:05:18.456737
1044,429,317,4275,33,1,0,206,9,St. Tammany,2020-09-14 20:05:18.456737
1400,489,204,1938,35,0,0,67,9,Tangipahoa,2020-09-14 20:05:18.456737
89,7,11,40,,,,,8,Tensas,2020-09-14 20:05:18.456737
999,378,239,1715,32,4,0,63,3,Terrebonne,2020-09-14 20:05:18.456737
385,166,65,205,17,0,0,22,8,Union,2020-09-14 20:05:18.456737
479,314,190,870,10,1,0,35,4,Vermilion,2020-09-14 20:05:18.456737
152,180,210,410,5,0,0,34,6,Vernon,2020-09-14 20:05:18.456737
477,282,116,583,24,0,0,35,9,Washington,2020-09-14 20:05:18.456737
393,261,69,308,,,,,7,Webster,2020-09-14 20:05:18.456737
388,84,65,292,25,0,0,14,2,West Baton Rouge,2020-09-14 20:05:18.456737
98,65,46,102,,,,,8,West Carroll,2020-09-14 20:05:18.456737
234,188,28,136,,,,,2,West Feliciana,2020-09-14 20:05:18.456737
160,131,124,130,,,,,6,Winn,2020-09-14 20:05:18.456737
743,690,389,1012,22,1,0,71,4,Acadia,2020-09-16 09:45:59.442389
321,351,276,515,9,3,0,32,5,Allen,2020-09-16 09:45:59.442389
1137,389,288,1639,46,1,0,46,2,Ascension,2020-09-16 09:45:59.442389
362,34,43,257,,,,,3,Assumption,2020-09-16 09:45:59.442389
458,192,131,552,19,1,0,27,6,Avoyelles,2020-09-16 09:45:59.442389
135,137,205,479,4,1,0,27,5,Beauregard,2020-09-16 09:45:59.442389
171,130,30,90,16,0,0,16,7,Bienville,2020-09-16 09:45:59.442389
1012,319,210,1305,35,1,0,62,7,Bossier,2020-09-16 09:45:59.442389
4471,634,568,1973,216,1,0,115,7,Caddo,2020-09-16 09:45:59.442389
2340,861,815,3447,62,1,0,130,5,Calcasieu,2020-09-16 09:45:59.442389
49,63,58,123,,,,,8,Caldwell,2020-09-16 09:45:59.442389
20,32,25,135,,,,,5,Cameron,2020-09-16 09:45:59.442389
65,74,124,127,,,,,6,Catahoula,2020-09-16 09:45:59.442389
243,67,13,116,,,,,7,Claiborne,2020-09-16 09:45:59.442389
188,62,73,142,,,,,6,Concordia,2020-09-16 09:45:59.442389
474,92,42,224,21,0,0,13,7,De Soto,2020-09-16 09:45:59.442389
6389,1622,1793,4403,242,9,0,175,2,East Baton Rouge,2020-09-16 09:45:59.442389
282,86,80,86,,,,,8,East Carroll,2020-09-16 09:45:59.442389
813,129,46,463,21,0,0,29,2,East Feliciana,2020-09-16 09:45:59.442389
373,307,195,331,8,1,0,19,4,Evangeline,2020-09-16 09:45:59.442389
400,90,262,366,14,0,0,18,8,Franklin,2020-09-16 09:45:59.442389
92,77,61,226,12,0,0,18,6,Grant,2020-09-16 09:45:59.442389
1049,368,299,1051,26,0,0,62,4,Iberia,2020-09-16 09:45:59.442389
697,120,96,455,39,1,0,16,2,Iberville,2020-09-16 09:45:59.442389
90,287,96,67,,,,,8,Jackson,2020-09-16 09:45:59.442389
4638,2943,1769,7462,257,19,0,280,1,Jefferson,2020-09-16 09:45:59.442389
279,181,135,572,11,0,0,26,5,Jefferson Davis,2020-09-16 09:45:59.442389
41,150,58,154,,,,,6,La Salle,2020-09-16 09:45:59.442389
2889,1343,996,3235,47,2,0,67,4,Lafayette,2020-09-16 09:45:59.442389
720,705,207,1725,30,0,0,85,3,Lafourche,2020-09-16 09:45:59.442389
368,287,100,206,24,0,0,18,8,Lincoln,2020-09-16 09:45:59.442389
486,532,259,2209,11,0,0,58,9,Livingston,2020-09-16 09:45:59.442389
386,200,112,146,,,,,8,Madison,2020-09-16 09:45:59.442389
362,83,60,126,,,,,8,Morehouse,2020-09-16 09:45:59.442389
408,99,103,360,14,0,0,11,7,Natchitoches,2020-09-16 09:45:59.442389
6717,1224,1125,2870,434,10,2,136,1,Orleans,2020-09-16 09:45:59.442389
2535,1319,636,1176,68,2,0,62,8,Ouachita,2020-09-16 09:45:59.442389
68,41,100,61,,,,,,Parish Under Investigation,2020-09-16 09:45:59.442389
144,48,155,289,,,,,1,Plaquemines,2020-09-16 09:45:59.442389
436,155,69,330,16,0,0,22,2,Pointe Coupee,2020-09-16 09:45:59.442389
1672,603,406,1223,64,2,0,70,6,Rapides,2020-09-16 09:45:59.442389
199,24,14,98,,,,,7,Red River,2020-09-16 09:45:59.442389
309,105,82,226,,,,,8,Richland,2020-09-16 09:45:59.442389
126,357,42,261,,,,,7,Sabine,2020-09-16 09:45:59.442389
366,140,77,710,14,0,0,14,1,St. Bernard,2020-09-16 09:45:59.442389
652,98,121,833,24,0,0,33,3,St. Charles,2020-09-16 09:45:59.442389
228,44,30,86,,,,,9,St. Helena,2020-09-16 09:45:59.442389
428,33,49,256,26,0,0,11,3,St. James,2020-09-16 09:45:59.442389
985,67,106,383,56,0,0,41,3,St. John the Baptist,2020-09-16 09:45:59.442389
1341,407,301,1099,45,0,0,71,4,St. Landry,2020-09-16 09:45:59.442389
751,389,107,769,23,0,0,35,4,St. Martin,2020-09-16 09:45:59.442389
711,268,230,582,38,2,0,32,3,St. Mary,2020-09-16 09:45:59.442389
1085,446,314,4546,33,1,0,211,9,St. Tammany,2020-09-16 09:45:59.442389
1448,498,193,2027,39,0,0,68,9,Tangipahoa,2020-09-16 09:45:59.442389
92,7,10,44,,,,,8,Tensas,2020-09-16 09:45:59.442389
1025,389,236,1770,33,4,0,66,3,Terrebonne,2020-09-16 09:45:59.442389
405,166,65,224,17,0,0,22,8,Union,2020-09-16 09:45:59.442389
483,326,188,901,12,1,0,37,4,Vermilion,2020-09-16 09:45:59.442389
160,188,199,431,5,0,0,36,6,Vernon,2020-09-16 09:45:59.442389
498,299,124,603,24,0,0,35,9,Washington,2020-09-16 09:45:59.442389
403,277,74,326,,,,,7,Webster,2020-09-16 09:45:59.442389
398,84,64,301,26,0,0,14,2,West Baton Rouge,2020-09-16 09:45:59.442389
99,67,47,111,,,,,8,West Carroll,2020-09-16 09:45:59.442389
255,229,27,149,,,,,2,West Feliciana,2020-09-16 09:45:59.442389
161,139,135,135,,,,,6,Winn,2020-09-16 09:45:59.442389
749,704,403,1027,22,1,0,71,4,Acadia,2020-09-16 20:29:39.377897
337,352,278,553,9,3,0,33,5,Allen,2020-09-16 20:29:39.377897
1157,409,298,1711,47,1,0,48,2,Ascension,2020-09-16 20:29:39.377897
383,35,48,272,,,,,3,Assumption,2020-09-16 20:29:39.377897
480,202,163,585,20,1,0,28,6,Avoyelles,2020-09-16 20:29:39.377897
135,138,210,486,5,0,0,31,5,Beauregard,2020-09-16 20:29:39.377897
176,133,33,94,16,0,0,16,7,Bienville,2020-09-16 20:29:39.377897
1044,332,229,1358,35,0,0,67,7,Bossier,2020-09-16 20:29:39.377897
4549,658,605,2086,220,0,0,116,7,Caddo,2020-09-16 20:29:39.377897
2361,871,844,3536,66,1,0,135,5,Calcasieu,2020-09-16 20:29:39.377897
50,63,59,126,,,,,8,Caldwell,2020-09-16 20:29:39.377897
21,31,27,143,,,,,5,Cameron,2020-09-16 20:29:39.377897
73,76,129,144,,,,,6,Catahoula,2020-09-16 20:29:39.377897
270,70,18,123,,,,,7,Claiborne,2020-09-16 20:29:39.377897
195,65,76,164,,,,,6,Concordia,2020-09-16 20:29:39.377897
488,98,46,230,21,0,0,13,7,De Soto,2020-09-16 20:29:39.377897
6508,1665,1873,4562,244,0,0,180,2,East Baton Rouge,2020-09-16 20:29:39.377897
284,87,82,85,,,,,8,East Carroll,2020-09-16 20:29:39.377897
933,182,54,508,22,1,0,41,2,East Feliciana,2020-09-16 20:29:39.377897
390,317,209,354,9,1,0,20,4,Evangeline,2020-09-16 20:29:39.377897
418,91,264,391,15,0,0,20,8,Franklin,2020-09-16 20:29:39.377897
94,79,66,238,12,0,0,18,6,Grant,2020-09-16 20:29:39.377897
1075,377,314,1093,26,0,0,63,4,Iberia,2020-09-16 20:29:39.377897
701,125,95,470,40,0,0,17,2,Iberville,2020-09-16 20:29:39.377897
90,303,120,75,,,,,8,Jackson,2020-09-16 20:29:39.377897
4675,3004,1781,7610,259,7,0,285,1,Jefferson,2020-09-16 20:29:39.377897
281,182,137,591,11,0,0,27,5,Jefferson Davis,2020-09-16 20:29:39.377897
43,159,59,154,,,,,6,La Salle,2020-09-16 20:29:39.377897
2934,1370,1074,3328,51,2,0,69,4,Lafayette,2020-09-16 20:29:39.377897
739,726,216,1784,30,0,0,88,3,Lafourche,2020-09-16 20:29:39.377897
377,307,124,240,26,0,0,18,8,Lincoln,2020-09-16 20:29:39.377897
493,548,270,2267,11,0,0,60,9,Livingston,2020-09-16 20:29:39.377897
393,201,114,148,,,,,8,Madison,2020-09-16 20:29:39.377897
386,87,67,158,,,,,8,Morehouse,2020-09-16 20:29:39.377897
422,103,111,389,13,0,0,12,7,Natchitoches,2020-09-16 20:29:39.377897
6785,1260,1138,3006,435,5,0,138,1,Orleans,2020-09-16 20:29:39.377897
2582,1393,702,1213,69,1,0,66,8,Ouachita,2020-09-16 20:29:39.377897
66,41,102,63,,,,,,Parish Under Investigation,2020-09-16 20:29:39.377897
146,50,152,298,,,,,1,Plaquemines,2020-09-16 20:29:39.377897
449,158,71,351,16,0,0,24,2,Pointe Coupee,2020-09-16 20:29:39.377897
1705,617,418,1271,65,1,0,72,6,Rapides,2020-09-16 20:29:39.377897
208,23,15,101,,,,,7,Red River,2020-09-16 20:29:39.377897
314,105,87,236,,,,,8,Richland,2020-09-16 20:29:39.377897
127,369,47,277,,,,,7,Sabine,2020-09-16 20:29:39.377897
369,145,80,742,14,0,0,14,1,St. Bernard,2020-09-16 20:29:39.377897
663,99,115,866,24,0,0,34,3,St. Charles,2020-09-16 20:29:39.377897
231,45,34,88,,,,,9,St. Helena,2020-09-16 20:29:39.377897
440,32,51,259,27,0,0,11,3,St. James,2020-09-16 20:29:39.377897
998,73,106,384,57,0,0,41,3,St. John the Baptist,2020-09-16 20:29:39.377897
1370,419,307,1125,48,0,0,72,4,St. Landry,2020-09-16 20:29:39.377897
766,393,114,788,23,0,0,36,4,St. Martin,2020-09-16 20:29:39.377897
728,271,235,601,40,0,0,33,3,St. Mary,2020-09-16 20:29:39.377897
1115,458,326,4774,33,0,0,216,9,St. Tammany,2020-09-16 20:29:39.377897
1469,521,202,2083,38,0,0,73,9,Tangipahoa,2020-09-16 20:29:39.377897
94,7,11,46,,,,,8,Tensas,2020-09-16 20:29:39.377897
1035,399,243,1823,34,0,0,69,3,Terrebonne,2020-09-16 20:29:39.377897
436,170,64,242,19,0,0,22,8,Union,2020-09-16 20:29:39.377897
486,333,207,940,13,1,0,40,4,Vermilion,2020-09-16 20:29:39.377897
160,199,205,448,5,0,0,41,6,Vernon,2020-09-16 20:29:39.377897
512,311,128,622,25,0,0,36,9,Washington,2020-09-16 20:29:39.377897
419,289,83,356,,,,,7,Webster,2020-09-16 20:29:39.377897
407,85,69,308,27,0,0,14,2,West Baton Rouge,2020-09-16 20:29:39.377897
99,67,48,119,,,,,8,West Carroll,2020-09-16 20:29:39.377897
258,249,30,158,,,,,2,West Feliciana,2020-09-16 20:29:39.377897
165,142,141,140,,,,,6,Winn,2020-09-16 20:29:39.377897
749,704,403,1027,22,1,0,71,4,Acadia,2020-09-17 20:16:26.346863
337,352,278,553,9,3,0,33,5,Allen,2020-09-17 20:16:26.346863
1157,409,298,1711,47,1,0,48,2,Ascension,2020-09-17 20:16:26.346863
383,35,48,272,,,,,3,Assumption,2020-09-17 20:16:26.346863
480,202,163,585,20,1,0,28,6,Avoyelles,2020-09-17 20:16:26.346863
135,138,210,486,5,0,0,31,5,Beauregard,2020-09-17 20:16:26.346863
176,133,33,94,16,0,0,16,7,Bienville,2020-09-17 20:16:26.346863
1044,332,229,1358,35,0,0,67,7,Bossier,2020-09-17 20:16:26.346863
4549,658,605,2086,220,0,0,116,7,Caddo,2020-09-17 20:16:26.346863
2361,871,844,3536,66,1,0,135,5,Calcasieu,2020-09-17 20:16:26.346863
50,63,59,126,,,,,8,Caldwell,2020-09-17 20:16:26.346863
21,31,27,143,,,,,5,Cameron,2020-09-17 20:16:26.346863
73,76,129,144,,,,,6,Catahoula,2020-09-17 20:16:26.346863
270,70,18,123,,,,,7,Claiborne,2020-09-17 20:16:26.346863
195,65,76,164,,,,,6,Concordia,2020-09-17 20:16:26.346863
488,98,46,230,21,0,0,13,7,De Soto,2020-09-17 20:16:26.346863
6508,1665,1873,4562,244,0,0,180,2,East Baton Rouge,2020-09-17 20:16:26.346863
284,87,82,85,,,,,8,East Carroll,2020-09-17 20:16:26.346863
933,182,54,508,22,1,0,41,2,East Feliciana,2020-09-17 20:16:26.346863
390,317,209,354,9,1,0,20,4,Evangeline,2020-09-17 20:16:26.346863
418,91,264,391,15,0,0,20,8,Franklin,2020-09-17 20:16:26.346863
94,79,66,238,12,0,0,18,6,Grant,2020-09-17 20:16:26.346863
1075,377,314,1093,26,0,0,63,4,Iberia,2020-09-17 20:16:26.346863
701,125,95,470,40,0,0,17,2,Iberville,2020-09-17 20:16:26.346863
90,303,120,75,,,,,8,Jackson,2020-09-17 20:16:26.346863
4675,3004,1781,7610,259,7,0,285,1,Jefferson,2020-09-17 20:16:26.346863
281,182,137,591,11,0,0,27,5,Jefferson Davis,2020-09-17 20:16:26.346863
43,159,59,154,,,,,6,La Salle,2020-09-17 20:16:26.346863
2934,1370,1074,3328,51,2,0,69,4,Lafayette,2020-09-17 20:16:26.346863
739,726,216,1784,30,0,0,88,3,Lafourche,2020-09-17 20:16:26.346863
377,307,124,240,26,0,0,18,8,Lincoln,2020-09-17 20:16:26.346863
493,548,270,2267,11,0,0,60,9,Livingston,2020-09-17 20:16:26.346863
393,201,114,148,,,,,8,Madison,2020-09-17 20:16:26.346863
386,87,67,158,,,,,8,Morehouse,2020-09-17 20:16:26.346863
422,103,111,389,13,0,0,12,7,Natchitoches,2020-09-17 20:16:26.346863
6785,1260,1138,3006,435,5,0,138,1,Orleans,2020-09-17 20:16:26.346863
2582,1393,702,1213,69,1,0,66,8,Ouachita,2020-09-17 20:16:26.346863
66,41,102,63,,,,,,Parish Under Investigation,2020-09-17 20:16:26.346863
146,50,152,298,,,,,1,Plaquemines,2020-09-17 20:16:26.346863
449,158,71,351,16,0,0,24,2,Pointe Coupee,2020-09-17 20:16:26.346863
1705,617,418,1271,65,1,0,72,6,Rapides,2020-09-17 20:16:26.346863
208,23,15,101,,,,,7,Red River,2020-09-17 20:16:26.346863
314,105,87,236,,,,,8,Richland,2020-09-17 20:16:26.346863
127,369,47,277,,,,,7,Sabine,2020-09-17 20:16:26.346863
369,145,80,742,14,0,0,14,1,St. Bernard,2020-09-17 20:16:26.346863
663,99,115,866,24,0,0,34,3,St. Charles,2020-09-17 20:16:26.346863
231,45,34,88,,,,,9,St. Helena,2020-09-17 20:16:26.346863
440,32,51,259,27,0,0,11,3,St. James,2020-09-17 20:16:26.346863
998,73,106,384,57,0,0,41,3,St. John the Baptist,2020-09-17 20:16:26.346863
1370,419,307,1125,48,0,0,72,4,St. Landry,2020-09-17 20:16:26.346863
766,393,114,788,23,0,0,36,4,St. Martin,2020-09-17 20:16:26.346863
728,271,235,601,40,0,0,33,3,St. Mary,2020-09-17 20:16:26.346863
1115,458,326,4774,33,0,0,216,9,St. Tammany,2020-09-17 20:16:26.346863
1469,521,202,2083,38,0,0,73,9,Tangipahoa,2020-09-17 20:16:26.346863
94,7,11,46,,,,,8,Tensas,2020-09-17 20:16:26.346863
1035,399,243,1823,34,0,0,69,3,Terrebonne,2020-09-17 20:16:26.346863
436,170,64,242,19,0,0,22,8,Union,2020-09-17 20:16:26.346863
486,333,207,940,13,1,0,40,4,Vermilion,2020-09-17 20:16:26.346863
160,199,205,448,5,0,0,41,6,Vernon,2020-09-17 20:16:26.346863
512,311,128,622,25,0,0,36,9,Washington,2020-09-17 20:16:26.346863
419,289,83,356,,,,,7,Webster,2020-09-17 20:16:26.346863
407,85,69,308,27,0,0,14,2,West Baton Rouge,2020-09-17 20:16:26.346863
99,67,48,119,,,,,8,West Carroll,2020-09-17 20:16:26.346863
258,249,30,158,,,,,2,West Feliciana,2020-09-17 20:16:26.346863
165,142,141,140,,,,,6,Winn,2020-09-17 20:16:26.346863
749,704,403,1027,22,1,0,71,4,Acadia,2020-09-18 20:06:26.362591
337,352,278,553,9,3,0,33,5,Allen,2020-09-18 20:06:26.362591
1157,409,298,1711,47,1,0,48,2,Ascension,2020-09-18 20:06:26.362591
383,35,48,272,,,,,3,Assumption,2020-09-18 20:06:26.362591
480,202,163,585,20,1,0,28,6,Avoyelles,2020-09-18 20:06:26.362591
135,138,210,486,5,0,0,31,5,Beauregard,2020-09-18 20:06:26.362591
176,133,33,94,16,0,0,16,7,Bienville,2020-09-18 20:06:26.362591
1044,332,229,1358,35,0,0,67,7,Bossier,2020-09-18 20:06:26.362591
4549,658,605,2086,220,0,0,116,7,Caddo,2020-09-18 20:06:26.362591
2361,871,844,3536,66,1,0,135,5,Calcasieu,2020-09-18 20:06:26.362591
50,63,59,126,,,,,8,Caldwell,2020-09-18 20:06:26.362591
21,31,27,143,,,,,5,Cameron,2020-09-18 20:06:26.362591
73,76,129,144,,,,,6,Catahoula,2020-09-18 20:06:26.362591
270,70,18,123,,,,,7,Claiborne,2020-09-18 20:06:26.362591
195,65,76,164,,,,,6,Concordia,2020-09-18 20:06:26.362591
488,98,46,230,21,0,0,13,7,De Soto,2020-09-18 20:06:26.362591
6508,1665,1873,4562,244,0,0,180,2,East Baton Rouge,2020-09-18 20:06:26.362591
284,87,82,85,,,,,8,East Carroll,2020-09-18 20:06:26.362591
933,182,54,508,22,1,0,41,2,East Feliciana,2020-09-18 20:06:26.362591
390,317,209,354,9,1,0,20,4,Evangeline,2020-09-18 20:06:26.362591
418,91,264,391,15,0,0,20,8,Franklin,2020-09-18 20:06:26.362591
94,79,66,238,12,0,0,18,6,Grant,2020-09-18 20:06:26.362591
1075,377,314,1093,26,0,0,63,4,Iberia,2020-09-18 20:06:26.362591
701,125,95,470,40,0,0,17,2,Iberville,2020-09-18 20:06:26.362591
90,303,120,75,,,,,8,Jackson,2020-09-18 20:06:26.362591
4675,3004,1781,7610,259,7,0,285,1,Jefferson,2020-09-18 20:06:26.362591
281,182,137,591,11,0,0,27,5,Jefferson Davis,2020-09-18 20:06:26.362591
43,159,59,154,,,,,6,La Salle,2020-09-18 20:06:26.362591
2934,1370,1074,3328,51,2,0,69,4,Lafayette,2020-09-18 20:06:26.362591
739,726,216,1784,30,0,0,88,3,Lafourche,2020-09-18 20:06:26.362591
377,307,124,240,26,0,0,18,8,Lincoln,2020-09-18 20:06:26.362591
493,548,270,2267,11,0,0,60,9,Livingston,2020-09-18 20:06:26.362591
393,201,114,148,,,,,8,Madison,2020-09-18 20:06:26.362591
386,87,67,158,,,,,8,Morehouse,2020-09-18 20:06:26.362591
422,103,111,389,13,0,0,12,7,Natchitoches,2020-09-18 20:06:26.362591
6785,1260,1138,3006,435,5,0,138,1,Orleans,2020-09-18 20:06:26.362591
2582,1393,702,1213,69,1,0,66,8,Ouachita,2020-09-18 20:06:26.362591
66,41,102,63,,,,,,Parish Under Investigation,2020-09-18 20:06:26.362591
146,50,152,298,,,,,1,Plaquemines,2020-09-18 20:06:26.362591
449,158,71,351,16,0,0,24,2,Pointe Coupee,2020-09-18 20:06:26.362591
1705,617,418,1271,65,1,0,72,6,Rapides,2020-09-18 20:06:26.362591
208,23,15,101,,,,,7,Red River,2020-09-18 20:06:26.362591
314,105,87,236,,,,,8,Richland,2020-09-18 20:06:26.362591
127,369,47,277,,,,,7,Sabine,2020-09-18 20:06:26.362591
369,145,80,742,14,0,0,14,1,St. Bernard,2020-09-18 20:06:26.362591
663,99,115,866,24,0,0,34,3,St. Charles,2020-09-18 20:06:26.362591
231,45,34,88,,,,,9,St. Helena,2020-09-18 20:06:26.362591
440,32,51,259,27,0,0,11,3,St. James,2020-09-18 20:06:26.362591
998,73,106,384,57,0,0,41,3,St. John the Baptist,2020-09-18 20:06:26.362591
1370,419,307,1125,48,0,0,72,4,St. Landry,2020-09-18 20:06:26.362591
766,393,114,788,23,0,0,36,4,St. Martin,2020-09-18 20:06:26.362591
728,271,235,601,40,0,0,33,3,St. Mary,2020-09-18 20:06:26.362591
1115,458,326,4774,33,0,0,216,9,St. Tammany,2020-09-18 20:06:26.362591
1469,521,202,2083,38,0,0,73,9,Tangipahoa,2020-09-18 20:06:26.362591
94,7,11,46,,,,,8,Tensas,2020-09-18 20:06:26.362591
1035,399,243,1823,34,0,0,69,3,Terrebonne,2020-09-18 20:06:26.362591
436,170,64,242,19,0,0,22,8,Union,2020-09-18 20:06:26.362591
486,333,207,940,13,1,0,40,4,Vermilion,2020-09-18 20:06:26.362591
160,199,205,448,5,0,0,41,6,Vernon,2020-09-18 20:06:26.362591
512,311,128,622,25,0,0,36,9,Washington,2020-09-18 20:06:26.362591
419,289,83,356,,,,,7,Webster,2020-09-18 20:06:26.362591
407,85,69,308,27,0,0,14,2,West Baton Rouge,2020-09-18 20:06:26.362591
99,67,48,119,,,,,8,West Carroll,2020-09-18 20:06:26.362591
258,249,30,158,,,,,2,West Feliciana,2020-09-18 20:06:26.362591
165,142,141,140,,,,,6,Winn,2020-09-18 20:06:26.362591
749,704,403,1027,22,1,0,71,4,Acadia,2020-09-19 20:57:37.888107
337,352,278,553,9,3,0,33,5,Allen,2020-09-19 20:57:37.888107
1157,409,298,1711,47,1,0,48,2,Ascension,2020-09-19 20:57:37.888107
383,35,48,272,,,,,3,Assumption,2020-09-19 20:57:37.888107
480,202,163,585,20,1,0,28,6,Avoyelles,2020-09-19 20:57:37.888107
135,138,210,486,5,0,0,31,5,Beauregard,2020-09-19 20:57:37.888107
176,133,33,94,16,0,0,16,7,Bienville,2020-09-19 20:57:37.888107
1044,332,229,1358,35,0,0,67,7,Bossier,2020-09-19 20:57:37.888107
4549,658,605,2086,220,0,0,116,7,Caddo,2020-09-19 20:57:37.888107
2361,871,844,3536,66,1,0,135,5,Calcasieu,2020-09-19 20:57:37.888107
50,63,59,126,,,,,8,Caldwell,2020-09-19 20:57:37.888107
21,31,27,143,,,,,5,Cameron,2020-09-19 20:57:37.888107
73,76,129,144,,,,,6,Catahoula,2020-09-19 20:57:37.888107
