County Name,Scrape Time,Total Cases,Total Deaths
Lafayette,2020-06-06 20:34:34.106783,81,2
Nodaway,2020-06-06 20:34:34.106783,14,0
Gasconade,2020-06-06 20:34:34.106783,2,0
Kansas City,2020-06-06 20:34:34.106783,1501,27
Livingston,2020-06-06 20:34:34.106783,5,0
Perry,2020-06-06 20:34:34.106783,69,0
Franklin,2020-06-06 20:34:34.106783,150,17
New Madrid,2020-06-06 20:34:34.106783,21,1
Iron,2020-06-06 20:34:34.106783,2,0
Howard,2020-06-06 20:34:34.106783,3,0
Randolph,2020-06-06 20:34:34.106783,10,0
Lewis,2020-06-06 20:34:34.106783,7,1
Texas,2020-06-06 20:34:34.106783,1,0
Douglas,2020-06-06 20:34:34.106783,2,0
Moniteau,2020-06-06 20:34:34.106783,49,1
Callaway,2020-06-06 20:34:34.106783,32,1
Atchison,2020-06-06 20:34:34.106783,3,0
St Charles,2020-06-06 20:34:34.106783,835,59
Ste Genevieve,2020-06-06 20:34:34.106783,12,1
Jasper,2020-06-06 20:34:34.106783,32,0
Joplin,2020-06-06 20:34:34.106783,18,0
Cedar,2020-06-06 20:34:34.106783,9,0
Andrew,2020-06-06 20:34:34.106783,33,0
Carroll,2020-06-06 20:34:34.106783,9,0
Henry,2020-06-06 20:34:34.106783,12,3
Madison,2020-06-06 20:34:34.106783,3,0
Boone,2020-06-06 20:34:34.106783,178,1
Ray,2020-06-06 20:34:34.106783,23,0
Sullivan,2020-06-06 20:34:34.106783,65,0
Taney,2020-06-06 20:34:34.106783,13,2
St Louis City,2020-06-06 20:34:34.106783,1919,128
Newton,2020-06-06 20:34:34.106783,26,1
Webster,2020-06-06 20:34:34.106783,18,0
Lawrence,2020-06-06 20:34:34.106783,7,0
Dunklin,2020-06-06 20:34:34.106783,48,2
Macon,2020-06-06 20:34:34.106783,6,0
Polk,2020-06-06 20:34:34.106783,4,0
Camden,2020-06-06 20:34:34.106783,37,1
Chariton,2020-06-06 20:34:34.106783,6,0
St Francois,2020-06-06 20:34:34.106783,39,2
Morgan,2020-06-06 20:34:34.106783,9,0
Holt,2020-06-06 20:34:34.106783,1,0
Audrain,2020-06-06 20:34:34.106783,111,2
Mercer,2020-06-06 20:34:34.106783,4,0
St Louis,2020-06-06 20:34:34.106783,5029,457
Carter,2020-06-06 20:34:34.106783,5,1
Shelby,2020-06-07 20:32:37.200157,1,0
Warren,2020-06-07 20:32:37.200157,29,0
St Clair,2020-06-07 20:32:37.200157,2,0
Shannon,2020-06-07 20:32:37.200157,5,0
Pemiscot,2020-06-07 20:32:37.200157,91,5
Ralls,2020-06-07 20:32:37.200157,5,0
Pulaski,2020-06-07 20:32:37.200157,39,1
Harrison,2020-06-07 20:32:37.200157,9,0
Grundy,2020-06-07 20:32:37.200157,5,0
Oregon,2020-06-07 20:32:37.200157,2,0
Dade,2020-06-07 20:32:37.200157,0,0
Scotland,2020-06-07 20:32:37.200157,9,0
Cass,2020-06-07 20:32:37.200157,102,8
Wayne,2020-06-07 20:32:37.200157,0,0
Hickory,2020-06-07 20:32:37.200157,0,0
Dallas,2020-06-07 20:32:37.200157,5,0
Washington,2020-06-07 20:32:37.200157,13,1
Pike,2020-06-07 20:32:37.200157,28,1
Caldwell,2020-06-07 20:32:37.200157,8,0
Adair,2020-06-07 20:32:37.200157,72,0
Platte,2020-06-07 20:32:37.200157,77,2
Butler,2020-06-07 20:32:37.200157,37,0
Cape Girardeau,2020-06-07 20:32:37.200157,85,3
Ozark,2020-06-07 20:32:37.200157,0,0
Bates,2020-06-07 20:32:37.200157,12,1
Putnam,2020-06-07 20:32:37.200157,1,0
Osage,2020-06-07 20:32:37.200157,5,0
Jackson,2020-06-07 20:32:37.200157,702,22
Stoddard,2020-06-07 20:32:37.200157,106,5
Johnson,2020-06-07 20:32:37.200157,77,0
McDonald,2020-06-07 20:32:37.200157,26,0
Crawford,2020-06-07 20:32:37.200157,8,0
Clinton,2020-06-07 20:32:37.200157,19,0
Linn,2020-06-07 20:32:37.200157,10,1
Barry,2020-06-07 20:32:37.200157,9,0
Cole,2020-06-07 20:32:37.200157,57,1
Dent,2020-06-07 20:32:37.200157,1,0
Miller,2020-06-07 20:32:37.200157,4,0
Reynolds,2020-06-07 20:32:37.200157,2,0
Saline,2020-06-07 20:32:37.200157,269,2
Christian,2020-06-07 20:32:37.200157,28,0
Montgomery,2020-06-07 20:32:37.200157,11,0
Worth,2020-06-07 20:32:37.200157,4,0
Pettis,2020-06-07 20:32:37.200157,81,1
Clark,2020-06-07 20:32:37.200157,1,0
Marion,2020-06-07 20:32:37.200157,5,0
Cooper,2020-06-07 20:32:37.200157,9,0
Phelps,2020-06-07 20:32:37.200157,5,0
Greene,2020-06-07 20:32:37.200157,166,8
Monroe,2020-06-07 20:32:37.200157,3,0
Daviess,2020-06-07 20:32:37.200157,4,0
Barton,2020-06-07 20:32:37.200157,0,0
Ripley,2020-06-07 20:32:37.200157,11,0
Gentry,2020-06-07 20:32:37.200157,52,4
Benton,2020-06-07 20:32:37.200157,13,0
Wright,2020-06-07 20:32:37.200157,14,0
Lincoln,2020-06-07 20:32:37.200157,87,1
Howell,2020-06-07 20:32:37.200157,12,0
Schuyler,2020-06-07 20:32:37.200157,1,0
Maries,2020-06-07 20:32:37.200157,2,0
Laclede,2020-06-07 20:32:37.200157,7,0
DeKalb,2020-06-07 20:32:37.200157,7,0
Vernon,2020-06-07 20:32:37.200157,11,0
Buchanan,2020-06-07 20:32:37.200157,748,2
Clay,2020-06-07 20:32:37.200157,233,4
Stone,2020-06-07 20:32:37.200157,8,0
Bollinger,2020-06-07 20:32:37.200157,7,0
Jefferson,2020-06-07 20:32:37.200157,367,17
Knox,2020-06-07 20:32:37.200157,0,0
Lafayette,2020-06-07 20:32:37.200157,81,2
Nodaway,2020-06-07 20:32:37.200157,14,0
Gasconade,2020-06-07 20:32:37.200157,2,0
Kansas City,2020-06-07 20:32:37.200157,1527,27
Livingston,2020-06-07 20:32:37.200157,5,0
Perry,2020-06-07 20:32:37.200157,70,0
Franklin,2020-06-07 20:32:37.200157,150,17
New Madrid,2020-06-07 20:32:37.200157,21,1
Iron,2020-06-07 20:32:37.200157,2,0
Howard,2020-06-07 20:32:37.200157,3,0
Randolph,2020-06-07 20:32:37.200157,10,0
Lewis,2020-06-07 20:32:37.200157,7,1
Texas,2020-06-07 20:32:37.200157,1,0
Douglas,2020-06-07 20:32:37.200157,2,0
Moniteau,2020-06-07 20:32:37.200157,49,1
Callaway,2020-06-07 20:32:37.200157,33,1
Atchison,2020-06-07 20:32:37.200157,3,0
St Charles,2020-06-07 20:32:37.200157,837,59
Ste Genevieve,2020-06-07 20:32:37.200157,12,1
Jasper,2020-06-07 20:32:37.200157,37,0
Joplin,2020-06-07 20:32:37.200157,19,0
Cedar,2020-06-07 20:32:37.200157,9,0
Andrew,2020-06-07 20:32:37.200157,33,0
Carroll,2020-06-07 20:32:37.200157,9,0
Henry,2020-06-07 20:32:37.200157,12,3
Madison,2020-06-07 20:32:37.200157,3,0
Boone,2020-06-07 20:32:37.200157,189,1
Ray,2020-06-07 20:32:37.200157,23,0
Sullivan,2020-06-07 20:32:37.200157,66,0
Taney,2020-06-07 20:32:37.200157,13,2
St Louis City,2020-06-07 20:32:37.200157,1924,128
Newton,2020-06-07 20:32:37.200157,26,1
Webster,2020-06-07 20:32:37.200157,18,0
Lawrence,2020-06-07 20:32:37.200157,7,0
Dunklin,2020-06-07 20:32:37.200157,49,2
Macon,2020-06-07 20:32:37.200157,6,0
Polk,2020-06-07 20:32:37.200157,4,0
Camden,2020-06-07 20:32:37.200157,37,1
Chariton,2020-06-07 20:32:37.200157,6,0
St Francois,2020-06-07 20:32:37.200157,39,2
Morgan,2020-06-07 20:32:37.200157,9,0
Holt,2020-06-07 20:32:37.200157,1,0
Audrain,2020-06-07 20:32:37.200157,111,2
Mercer,2020-06-07 20:32:37.200157,4,0
St Louis,2020-06-07 20:32:37.200157,5054,457
Carter,2020-06-07 20:32:37.200157,5,1
Shelby,2020-06-08 20:30:16.417709,1,0
Warren,2020-06-08 20:30:16.417709,29,0
St Clair,2020-06-08 20:30:16.417709,2,0
Shannon,2020-06-08 20:30:16.417709,5,0
Pemiscot,2020-06-08 20:30:16.417709,94,5
Ralls,2020-06-08 20:30:16.417709,5,0
Pulaski,2020-06-08 20:30:16.417709,39,1
Harrison,2020-06-08 20:30:16.417709,9,0
Grundy,2020-06-08 20:30:16.417709,4,0
Oregon,2020-06-08 20:30:16.417709,2,0
Dade,2020-06-08 20:30:16.417709,0,0
Scotland,2020-06-08 20:30:16.417709,9,0
Cass,2020-06-08 20:30:16.417709,104,8
Wayne,2020-06-08 20:30:16.417709,0,0
Hickory,2020-06-08 20:30:16.417709,0,0
Dallas,2020-06-08 20:30:16.417709,5,0
Washington,2020-06-08 20:30:16.417709,13,1
Pike,2020-06-08 20:30:16.417709,28,1
Caldwell,2020-06-08 20:30:16.417709,8,0
Adair,2020-06-08 20:30:16.417709,72,0
Platte,2020-06-08 20:30:16.417709,79,2
Butler,2020-06-08 20:30:16.417709,39,0
Cape Girardeau,2020-06-08 20:30:16.417709,87,3
Ozark,2020-06-08 20:30:16.417709,0,0
Bates,2020-06-08 20:30:16.417709,12,1
Putnam,2020-06-08 20:30:16.417709,1,0
Osage,2020-06-08 20:30:16.417709,6,0
Jackson,2020-06-08 20:30:16.417709,716,22
Stoddard,2020-06-08 20:30:16.417709,106,5
Johnson,2020-06-08 20:30:16.417709,78,0
McDonald,2020-06-08 20:30:16.417709,29,0
Crawford,2020-06-08 20:30:16.417709,8,0
Clinton,2020-06-08 20:30:16.417709,19,0
Linn,2020-06-08 20:30:16.417709,10,1
Barry,2020-06-08 20:30:16.417709,9,0
Cole,2020-06-08 20:30:16.417709,57,1
Dent,2020-06-08 20:30:16.417709,1,0
Miller,2020-06-08 20:30:16.417709,4,0
Reynolds,2020-06-08 20:30:16.417709,2,0
Saline,2020-06-08 20:30:16.417709,270,2
Christian,2020-06-08 20:30:16.417709,28,0
Montgomery,2020-06-08 20:30:16.417709,13,0
Worth,2020-06-08 20:30:16.417709,4,0
Pettis,2020-06-08 20:30:16.417709,81,1
Clark,2020-06-08 20:30:16.417709,1,0
Marion,2020-06-08 20:30:16.417709,5,0
Cooper,2020-06-08 20:30:16.417709,9,0
Phelps,2020-06-08 20:30:16.417709,5,0
Greene,2020-06-08 20:30:16.417709,170,8
Monroe,2020-06-08 20:30:16.417709,3,0
Daviess,2020-06-08 20:30:16.417709,4,0
Barton,2020-06-08 20:30:16.417709,0,0
Ripley,2020-06-08 20:30:16.417709,11,0
Gentry,2020-06-08 20:30:16.417709,54,4
Benton,2020-06-08 20:30:16.417709,13,0
Wright,2020-06-08 20:30:16.417709,14,0
Lincoln,2020-06-08 20:30:16.417709,87,1
Howell,2020-06-08 20:30:16.417709,15,0
Schuyler,2020-06-08 20:30:16.417709,1,0
Maries,2020-06-08 20:30:16.417709,2,0
Laclede,2020-06-08 20:30:16.417709,7,0
DeKalb,2020-06-08 20:30:16.417709,7,0
Vernon,2020-06-08 20:30:16.417709,12,0
Buchanan,2020-06-08 20:30:16.417709,754,2
Clay,2020-06-08 20:30:16.417709,240,3
Stone,2020-06-08 20:30:16.417709,8,0
Bollinger,2020-06-08 20:30:16.417709,7,0
Jefferson,2020-06-08 20:30:16.417709,371,17
Knox,2020-06-08 20:30:16.417709,0,0
Lafayette,2020-06-08 20:30:16.417709,81,2
Nodaway,2020-06-08 20:30:16.417709,14,0
Gasconade,2020-06-08 20:30:16.417709,2,0
Kansas City,2020-06-08 20:30:16.417709,1565,27
Livingston,2020-06-08 20:30:16.417709,4,0
Perry,2020-06-08 20:30:16.417709,71,0
Franklin,2020-06-08 20:30:16.417709,153,18
New Madrid,2020-06-08 20:30:16.417709,22,1
Iron,2020-06-08 20:30:16.417709,2,0
Howard,2020-06-08 20:30:16.417709,3,0
Randolph,2020-06-08 20:30:16.417709,10,0
Lewis,2020-06-08 20:30:16.417709,7,1
Texas,2020-06-08 20:30:16.417709,1,0
Douglas,2020-06-08 20:30:16.417709,3,0
Moniteau,2020-06-08 20:30:16.417709,49,1
Callaway,2020-06-08 20:30:16.417709,34,1
Atchison,2020-06-08 20:30:16.417709,3,0
St Charles,2020-06-08 20:30:16.417709,841,60
Ste Genevieve,2020-06-08 20:30:16.417709,12,1
Jasper,2020-06-08 20:30:16.417709,41,0
Joplin,2020-06-08 20:30:16.417709,21,0
Cedar,2020-06-08 20:30:16.417709,9,0
Andrew,2020-06-08 20:30:16.417709,33,0
Carroll,2020-06-08 20:30:16.417709,9,0
Henry,2020-06-08 20:30:16.417709,12,3
Madison,2020-06-08 20:30:16.417709,3,0
Boone,2020-06-08 20:30:16.417709,193,1
Ray,2020-06-08 20:30:16.417709,23,0
Sullivan,2020-06-08 20:30:16.417709,67,0
Taney,2020-06-08 20:30:16.417709,13,2
St Louis City,2020-06-08 20:30:16.417709,1944,130
Newton,2020-06-08 20:30:16.417709,28,1
Webster,2020-06-08 20:30:16.417709,18,0
Lawrence,2020-06-08 20:30:16.417709,7,0
Dunklin,2020-06-08 20:30:16.417709,49,2
Macon,2020-06-08 20:30:16.417709,6,0
Polk,2020-06-08 20:30:16.417709,4,0
Camden,2020-06-08 20:30:16.417709,37,1
Chariton,2020-06-08 20:30:16.417709,6,0
St Francois,2020-06-08 20:30:16.417709,41,2
Morgan,2020-06-08 20:30:16.417709,9,0
Holt,2020-06-08 20:30:16.417709,1,0
Audrain,2020-06-08 20:30:16.417709,117,1
Mercer,2020-06-08 20:30:16.417709,4,0
St Louis,2020-06-08 20:30:16.417709,5083,464
Carter,2020-06-08 20:30:16.417709,5,1
Shelby,2020-06-09 20:32:14.401032,1,0
Warren,2020-06-09 20:32:14.401032,30,0
St Clair,2020-06-09 20:32:14.401032,2,0
Shannon,2020-06-09 20:32:14.401032,6,0
Pemiscot,2020-06-09 20:32:14.401032,97,5
Ralls,2020-06-09 20:32:14.401032,5,0
Pulaski,2020-06-09 20:32:14.401032,39,1
Harrison,2020-06-09 20:32:14.401032,9,0
Grundy,2020-06-09 20:32:14.401032,4,0
Oregon,2020-06-09 20:32:14.401032,2,0
Dade,2020-06-09 20:32:14.401032,0,0
Scotland,2020-06-09 20:32:14.401032,9,0
Cass,2020-06-09 20:32:14.401032,105,8
Wayne,2020-06-09 20:32:14.401032,0,0
Hickory,2020-06-09 20:32:14.401032,0,0
Dallas,2020-06-09 20:32:14.401032,6,0
Washington,2020-06-09 20:32:14.401032,13,1
Pike,2020-06-09 20:32:14.401032,28,1
Caldwell,2020-06-09 20:32:14.401032,6,0
Adair,2020-06-09 20:32:14.401032,74,0
Platte,2020-06-09 20:32:14.401032,80,3
Butler,2020-06-09 20:32:14.401032,41,0
Cape Girardeau,2020-06-09 20:32:14.401032,86,3
Ozark,2020-06-09 20:32:14.401032,0,0
Bates,2020-06-09 20:32:14.401032,12,1
Putnam,2020-06-09 20:32:14.401032,1,0
Osage,2020-06-09 20:32:14.401032,6,0
Jackson,2020-06-09 20:32:14.401032,727,22
Stoddard,2020-06-09 20:32:14.401032,109,5
Johnson,2020-06-09 20:32:14.401032,78,0
McDonald,2020-06-09 20:32:14.401032,40,0
Crawford,2020-06-09 20:32:14.401032,8,0
Clinton,2020-06-09 20:32:14.401032,19,0
Linn,2020-06-09 20:32:14.401032,10,1
Barry,2020-06-09 20:32:14.401032,9,0
Cole,2020-06-09 20:32:14.401032,57,1
Dent,2020-06-09 20:32:14.401032,1,0
Miller,2020-06-09 20:32:14.401032,4,0
Reynolds,2020-06-09 20:32:14.401032,2,0
Saline,2020-06-09 20:32:14.401032,270,3
Christian,2020-06-09 20:32:14.401032,28,0
Montgomery,2020-06-09 20:32:14.401032,12,0
Worth,2020-06-09 20:32:14.401032,4,0
Pettis,2020-06-09 20:32:14.401032,82,1
Clark,2020-06-09 20:32:14.401032,1,0
Marion,2020-06-09 20:32:14.401032,6,0
Cooper,2020-06-09 20:32:14.401032,9,0
Phelps,2020-06-09 20:32:14.401032,5,0
Greene,2020-06-09 20:32:14.401032,172,8
Monroe,2020-06-09 20:32:14.401032,3,0
Daviess,2020-06-09 20:32:14.401032,6,0
Barton,2020-06-09 20:32:14.401032,0,0
Ripley,2020-06-09 20:32:14.401032,11,0
Gentry,2020-06-09 20:32:14.401032,54,4
Benton,2020-06-09 20:32:14.401032,13,0
Wright,2020-06-09 20:32:14.401032,14,0
Lincoln,2020-06-09 20:32:14.401032,87,1
Howell,2020-06-09 20:32:14.401032,14,0
Schuyler,2020-06-09 20:32:14.401032,1,0
Maries,2020-06-09 20:32:14.401032,2,0
Laclede,2020-06-09 20:32:14.401032,7,0
DeKalb,2020-06-09 20:32:14.401032,6,0
Vernon,2020-06-09 20:32:14.401032,12,0
Buchanan,2020-06-09 20:32:14.401032,755,2
Clay,2020-06-09 20:32:14.401032,249,3
Stone,2020-06-09 20:32:14.401032,8,0
Bollinger,2020-06-09 20:32:14.401032,7,0
Jefferson,2020-06-09 20:32:14.401032,375,18
Knox,2020-06-09 20:32:14.401032,0,0
Lafayette,2020-06-09 20:32:14.401032,83,2
Nodaway,2020-06-09 20:32:14.401032,14,0
Gasconade,2020-06-09 20:32:14.401032,2,0
Kansas City,2020-06-09 20:32:14.401032,1594,28
Livingston,2020-06-09 20:32:14.401032,4,0
Perry,2020-06-09 20:32:14.401032,75,0
Franklin,2020-06-09 20:32:14.401032,156,18
New Madrid,2020-06-09 20:32:14.401032,23,1
Iron,2020-06-09 20:32:14.401032,2,0
Howard,2020-06-09 20:32:14.401032,3,0
Randolph,2020-06-09 20:32:14.401032,10,0
Lewis,2020-06-09 20:32:14.401032,7,1
Texas,2020-06-09 20:32:14.401032,1,0
Douglas,2020-06-09 20:32:14.401032,3,0
Moniteau,2020-06-09 20:32:14.401032,49,1
Callaway,2020-06-09 20:32:14.401032,32,1
Atchison,2020-06-09 20:32:14.401032,3,0
St Charles,2020-06-09 20:32:14.401032,851,60
Ste Genevieve,2020-06-09 20:32:14.401032,12,1
Jasper,2020-06-09 20:32:14.401032,48,0
Joplin,2020-06-09 20:32:14.401032,22,0
Cedar,2020-06-09 20:32:14.401032,9,0
Andrew,2020-06-09 20:32:14.401032,33,0
Carroll,2020-06-09 20:32:14.401032,9,0
Henry,2020-06-09 20:32:14.401032,12,3
Madison,2020-06-09 20:32:14.401032,3,0
Boone,2020-06-09 20:32:14.401032,194,1
Ray,2020-06-09 20:32:14.401032,24,0
Sullivan,2020-06-09 20:32:14.401032,68,0
Taney,2020-06-09 20:32:14.401032,13,2
St Louis City,2020-06-09 20:32:14.401032,1961,132
Newton,2020-06-09 20:32:14.401032,36,1
Webster,2020-06-09 20:32:14.401032,18,0
Lawrence,2020-06-09 20:32:14.401032,7,0
Dunklin,2020-06-09 20:32:14.401032,48,2
Macon,2020-06-09 20:32:14.401032,6,0
Polk,2020-06-09 20:32:14.401032,4,0
Camden,2020-06-09 20:32:14.401032,37,1
Chariton,2020-06-09 20:32:14.401032,6,0
St Francois,2020-06-09 20:32:14.401032,41,2
Morgan,2020-06-09 20:32:14.401032,9,0
Holt,2020-06-09 20:32:14.401032,1,0
Audrain,2020-06-09 20:32:14.401032,117,2
Mercer,2020-06-09 20:32:14.401032,4,0
St Louis,2020-06-09 20:32:14.401032,5123,478
Carter,2020-06-09 20:32:14.401032,5,1
Shelby,2020-06-10 20:36:21.955466,1,0
Warren,2020-06-10 20:36:21.955466,31,0
St Clair,2020-06-10 20:36:21.955466,2,0
Shannon,2020-06-10 20:36:21.955466,6,0
Pemiscot,2020-06-10 20:36:21.955466,99,6
Ralls,2020-06-10 20:36:21.955466,5,0
Pulaski,2020-06-10 20:36:21.955466,106,1
Harrison,2020-06-10 20:36:21.955466,9,0
Grundy,2020-06-10 20:36:21.955466,7,0
Oregon,2020-06-10 20:36:21.955466,2,0
Dade,2020-06-10 20:36:21.955466,0,0
Scotland,2020-06-10 20:36:21.955466,8,1
Cass,2020-06-10 20:36:21.955466,108,8
Wayne,2020-06-10 20:36:21.955466,0,0
Hickory,2020-06-10 20:36:21.955466,0,0
Dallas,2020-06-10 20:36:21.955466,6,0
Washington,2020-06-10 20:36:21.955466,13,1
Pike,2020-06-10 20:36:21.955466,29,1
Caldwell,2020-06-10 20:36:21.955466,7,0
Adair,2020-06-10 20:36:21.955466,74,0
Platte,2020-06-10 20:36:21.955466,81,3
Butler,2020-06-10 20:36:21.955466,39,0
Cape Girardeau,2020-06-10 20:36:21.955466,88,3
Ozark,2020-06-10 20:36:21.955466,0,0
Bates,2020-06-10 20:36:21.955466,12,1
Putnam,2020-06-10 20:36:21.955466,1,0
Osage,2020-06-10 20:36:21.955466,5,0
Jackson,2020-06-10 20:36:21.955466,752,22
Stoddard,2020-06-10 20:36:21.955466,106,5
Johnson,2020-06-10 20:36:21.955466,78,0
McDonald,2020-06-10 20:36:21.955466,42,0
Crawford,2020-06-10 20:36:21.955466,8,0
Clinton,2020-06-10 20:36:21.955466,19,0
Linn,2020-06-10 20:36:21.955466,11,1
Barry,2020-06-10 20:36:21.955466,9,0
Cole,2020-06-10 20:36:21.955466,57,1
Dent,2020-06-10 20:36:21.955466,1,0
Miller,2020-06-10 20:36:21.955466,5,0
Reynolds,2020-06-10 20:36:21.955466,2,0
Saline,2020-06-10 20:36:21.955466,270,3
Christian,2020-06-10 20:36:21.955466,28,0
Montgomery,2020-06-10 20:36:21.955466,12,0
Worth,2020-06-10 20:36:21.955466,4,0
Pettis,2020-06-10 20:36:21.955466,84,1
Clark,2020-06-10 20:36:21.955466,2,0
Marion,2020-06-10 20:36:21.955466,6,0
Cooper,2020-06-10 20:36:21.955466,9,0
Phelps,2020-06-10 20:36:21.955466,6,0
Greene,2020-06-10 20:36:21.955466,177,8
Monroe,2020-06-10 20:36:21.955466,3,0
Daviess,2020-06-10 20:36:21.955466,7,0
Barton,2020-06-10 20:36:21.955466,0,0
Ripley,2020-06-10 20:36:21.955466,11,0
Gentry,2020-06-10 20:36:21.955466,54,4
Benton,2020-06-10 20:36:21.955466,13,0
Wright,2020-06-10 20:36:21.955466,14,0
Lincoln,2020-06-10 20:36:21.955466,87,1
Howell,2020-06-10 20:36:21.955466,17,0
Schuyler,2020-06-10 20:36:21.955466,1,0
Maries,2020-06-10 20:36:21.955466,2,0
Laclede,2020-06-10 20:36:21.955466,7,0
DeKalb,2020-06-10 20:36:21.955466,6,0
Vernon,2020-06-10 20:36:21.955466,12,0
Buchanan,2020-06-10 20:36:21.955466,762,2
Clay,2020-06-10 20:36:21.955466,254,3
Stone,2020-06-10 20:36:21.955466,7,0
Bollinger,2020-06-10 20:36:21.955466,7,0
Jefferson,2020-06-10 20:36:21.955466,373,18
Knox,2020-06-10 20:36:21.955466,2,0
Lafayette,2020-06-10 20:36:21.955466,83,2
Nodaway,2020-06-10 20:36:21.955466,14,0
Gasconade,2020-06-10 20:36:21.955466,2,0
Kansas City,2020-06-10 20:36:21.955466,1626,28
Livingston,2020-06-10 20:36:21.955466,4,0
Perry,2020-06-10 20:36:21.955466,75,0
Franklin,2020-06-10 20:36:21.955466,155,18
New Madrid,2020-06-10 20:36:21.955466,24,1
Iron,2020-06-10 20:36:21.955466,2,0
Howard,2020-06-10 20:36:21.955466,3,0
Randolph,2020-06-10 20:36:21.955466,10,0
Lewis,2020-06-10 20:36:21.955466,7,1
Texas,2020-06-10 20:36:21.955466,1,0
Douglas,2020-06-10 20:36:21.955466,3,0
Moniteau,2020-06-10 20:36:21.955466,49,1
Callaway,2020-06-10 20:36:21.955466,32,1
Atchison,2020-06-10 20:36:21.955466,3,0
St Charles,2020-06-10 20:36:21.955466,871,60
Ste Genevieve,2020-06-10 20:36:21.955466,13,1
Jasper,2020-06-10 20:36:21.955466,53,0
Joplin,2020-06-10 20:36:21.955466,26,0
Cedar,2020-06-10 20:36:21.955466,9,0
Andrew,2020-06-10 20:36:21.955466,34,0
Carroll,2020-06-10 20:36:21.955466,9,0
Henry,2020-06-10 20:36:21.955466,15,3
Madison,2020-06-10 20:36:21.955466,3,0
Boone,2020-06-10 20:36:21.955466,197,1
Ray,2020-06-10 20:36:21.955466,24,0
Sullivan,2020-06-10 20:36:21.955466,71,0
Taney,2020-06-10 20:36:21.955466,13,2
St Louis City,2020-06-10 20:36:21.955466,1984,133
Newton,2020-06-10 20:36:21.955466,44,1
Webster,2020-06-10 20:36:21.955466,18,0
Lawrence,2020-06-10 20:36:21.955466,7,0
Dunklin,2020-06-10 20:36:21.955466,51,3
Macon,2020-06-10 20:36:21.955466,6,0
Polk,2020-06-10 20:36:21.955466,4,0
Camden,2020-06-10 20:36:21.955466,37,1
Chariton,2020-06-10 20:36:21.955466,6,0
St Francois,2020-06-10 20:36:21.955466,40,2
Morgan,2020-06-10 20:36:21.955466,9,0
Holt,2020-06-10 20:36:21.955466,1,0
Audrain,2020-06-10 20:36:21.955466,119,1
Mercer,2020-06-10 20:36:21.955466,4,0
St Louis,2020-06-10 20:36:21.955466,5160,482
Carter,2020-06-10 20:36:21.955466,5,1
Shelby,2020-06-11 20:30:37.264554,1,0
Warren,2020-06-11 20:30:37.264554,30,0
St Clair,2020-06-11 20:30:37.264554,2,0
Shannon,2020-06-11 20:30:37.264554,6,0
Pemiscot,2020-06-11 20:30:37.264554,99,6
Ralls,2020-06-11 20:30:37.264554,5,0
Pulaski,2020-06-11 20:30:37.264554,106,1
Harrison,2020-06-11 20:30:37.264554,9,0
Grundy,2020-06-11 20:30:37.264554,8,0
Oregon,2020-06-11 20:30:37.264554,3,0
Dade,2020-06-11 20:30:37.264554,0,0
Scotland,2020-06-11 20:30:37.264554,8,1
Cass,2020-06-11 20:30:37.264554,110,8
Wayne,2020-06-11 20:30:37.264554,0,0
Hickory,2020-06-11 20:30:37.264554,0,0
Dallas,2020-06-11 20:30:37.264554,6,0
Washington,2020-06-11 20:30:37.264554,13,1
Pike,2020-06-11 20:30:37.264554,29,1
Caldwell,2020-06-11 20:30:37.264554,7,0
Adair,2020-06-11 20:30:37.264554,74,0
Platte,2020-06-11 20:30:37.264554,84,3
Butler,2020-06-11 20:30:37.264554,39,0
Cape Girardeau,2020-06-11 20:30:37.264554,98,3
Ozark,2020-06-11 20:30:37.264554,0,0
Bates,2020-06-11 20:30:37.264554,12,1
Putnam,2020-06-11 20:30:37.264554,1,0
Osage,2020-06-11 20:30:37.264554,5,0
Jackson,2020-06-11 20:30:37.264554,782,22
Stoddard,2020-06-11 20:30:37.264554,108,6
Johnson,2020-06-11 20:30:37.264554,79,0
McDonald,2020-06-11 20:30:37.264554,46,0
Crawford,2020-06-11 20:30:37.264554,8,0
Clinton,2020-06-11 20:30:37.264554,19,0
Linn,2020-06-11 20:30:37.264554,11,1
Barry,2020-06-11 20:30:37.264554,8,0
Cole,2020-06-11 20:30:37.264554,57,1
Dent,2020-06-11 20:30:37.264554,1,0
Miller,2020-06-11 20:30:37.264554,4,0
Reynolds,2020-06-11 20:30:37.264554,2,0
Saline,2020-06-11 20:30:37.264554,270,3
Christian,2020-06-11 20:30:37.264554,28,0
Montgomery,2020-06-11 20:30:37.264554,12,0
Worth,2020-06-11 20:30:37.264554,4,0
Pettis,2020-06-11 20:30:37.264554,84,1
Clark,2020-06-11 20:30:37.264554,2,0
Marion,2020-06-11 20:30:37.264554,7,0
Cooper,2020-06-11 20:30:37.264554,9,0
Phelps,2020-06-11 20:30:37.264554,6,0
Greene,2020-06-11 20:30:37.264554,179,8
Monroe,2020-06-11 20:30:37.264554,3,0
Daviess,2020-06-11 20:30:37.264554,7,0
Barton,2020-06-11 20:30:37.264554,1,0
Ripley,2020-06-11 20:30:37.264554,11,0
Gentry,2020-06-11 20:30:37.264554,54,4
Benton,2020-06-11 20:30:37.264554,13,0
