County,stateAbbrev,Total_Deaths,Total,Positive_by_State_Public_Health_Laboratory,Positive_by_Commercial_or_Other_Laboratory,pullTime
Iron,MO,,1,2020-04-18 20:11:48.304026
Jasper,MO,,15,2020-04-18 20:11:48.304026
Johnson,MO,,48,2020-04-18 20:11:48.304026
Joplin,MO,,7,2020-04-18 20:11:48.304026
Knox,MO,,0,2020-04-18 20:11:48.304026
Laclede,MO,,0,2020-04-18 20:11:48.304026
Lawrence,MO,,0,2020-04-18 20:11:48.304026
Lewis,MO,,1,2020-04-18 20:11:48.304026
Livingston,MO,,2,2020-04-18 20:11:48.304026
Macon,MO,,2,2020-04-18 20:11:48.304026
Madison,MO,,1,2020-04-18 20:11:48.304026
Maries,MO,,2,2020-04-18 20:11:48.304026
Marion,MO,,1,2020-04-18 20:11:48.304026
McDonald,MO,,4,2020-04-18 20:11:48.304026
Mercer,MO,,0,2020-04-18 20:11:48.304026
Miller,MO,,1,2020-04-18 20:11:48.304026
Mississippi,MO,,0,2020-04-18 20:11:48.304026
Moniteau,MO,,19,2020-04-18 20:11:48.304026
Monroe,MO,,0,2020-04-18 20:11:48.304026
Montgomery,MO,,7,2020-04-18 20:11:48.304026
Morgan,MO,,2,2020-04-18 20:11:48.304026
New Madrid,MO,,8,2020-04-18 20:11:48.304026
Newton,MO,,9,2020-04-18 20:11:48.304026
Nodaway,MO,,3,2020-04-18 20:11:48.304026
Oregon,MO,,1,2020-04-18 20:11:48.304026
Osage,MO,,4,2020-04-18 20:11:48.304026
Ozark,MO,,0,2020-04-18 20:11:48.304026
Pemiscot,MO,,12,2020-04-18 20:11:48.304026
Perry,MO,,39,2020-04-18 20:11:48.304026
Pettis,MO,,13,2020-04-18 20:11:48.304026
Phelps,MO,,1,2020-04-18 20:11:48.304026
Pike,MO,,6,2020-04-18 20:11:48.304026
Platte,MO,,27,2020-04-18 20:11:48.304026
Polk,MO,,1,2020-04-18 20:11:48.304026
Putnam,MO,,0,2020-04-18 20:11:48.304026
Ralls,MO,,1,2020-04-18 20:11:48.304026
Randolph,MO,,8,2020-04-18 20:11:48.304026
Ray,MO,,7,2020-04-18 20:11:48.304026
Reynolds,MO,,2,2020-04-18 20:11:48.304026
Ripley,MO,,4,2020-04-18 20:11:48.304026
Saline,MO,,51,2020-04-18 20:11:48.304026
Schuyler,MO,,0,2020-04-18 20:11:48.304026
Scotland,MO,,4,2020-04-18 20:11:48.304026
Shannon,MO,,0,2020-04-18 20:11:48.304026
Shelby,MO,,1,2020-04-18 20:11:48.304026
St. Clair,MO,,2,2020-04-18 20:11:48.304026
Stoddard,MO,,16,2020-04-18 20:11:48.304026
Stone,MO,,3,2020-04-18 20:11:48.304026
Sullivan,MO,,0,2020-04-18 20:11:48.304026
Texas,MO,,0,2020-04-18 20:11:48.304026
Vernon,MO,,4,2020-04-18 20:11:48.304026
Warren,MO,,18,2020-04-18 20:11:48.304026
Washington,MO,,4,2020-04-18 20:11:48.304026
Wayne,MO,,0,2020-04-18 20:11:48.304026
Webster,MO,,8,2020-04-18 20:11:48.304026
Worth,MO,,1,2020-04-18 20:11:48.304026
Wright,MO,,9,2020-04-18 20:11:48.304026
Bates,MO,1.0,6,2020-04-19 20:25:15.948080
Boone,MO,1.0,93,2020-04-19 20:25:15.948080
Buchanan,MO,1.0,31,2020-04-19 20:25:15.948080
Callaway,MO,1.0,21,2020-04-19 20:25:15.948080
Camden,MO,1.0,32,2020-04-19 20:25:15.948080
Cape Girardeau,MO,1.0,36,2020-04-19 20:25:15.948080
Carter,MO,1.0,3,2020-04-19 20:25:15.948080
Cass,MO,5.0,53,2020-04-19 20:25:15.948080
Clay,MO,1.0,57,2020-04-19 20:25:15.948080
Cole,MO,1.0,46,2020-04-19 20:25:15.948080
Dunklin,MO,2.0,19,2020-04-19 20:25:15.948080
Franklin,MO,5.0,98,2020-04-19 20:25:15.948080
Greene,MO,7.0,84,2020-04-19 20:25:15.948080
Henry,MO,1.0,6,2020-04-19 20:25:15.948080
Jackson,MO,8.0,268,2020-04-19 20:25:15.948080
Jefferson,MO,3.0,214,2020-04-19 20:25:15.948080
Kansas City,MO,13.0,418,2020-04-19 20:25:15.948080
Lafayette,MO,1.0,30,2020-04-19 20:25:15.948080
Lincoln,MO,1.0,31,2020-04-19 20:25:15.948080
Linn,MO,1.0,5,2020-04-19 20:25:15.948080
Pulaski,MO,1.0,31,2020-04-19 20:25:15.948080
Scott,MO,1.0,51,2020-04-19 20:25:15.948080
St. Charles,MO,13.0,435,2020-04-19 20:25:15.948080
St. Francois,MO,1.0,23,2020-04-19 20:25:15.948080
St. Louis City,MO,21.0,831,2020-04-19 20:25:15.948080
St. Louis County,MO,81.0,2214,2020-04-19 20:25:15.948080
Ste. Genevieve,MO,1.0,7,2020-04-19 20:25:15.948080
Taney,MO,1.0,9,2020-04-19 20:25:15.948080
TBD,MO,0.0,1,2020-04-19 20:25:15.948080
Adair,MO,,12,2020-04-19 20:25:15.948080
Andrew,MO,,1,2020-04-19 20:25:15.948080
Atchison,MO,,2,2020-04-19 20:25:15.948080
Audrain,MO,,1,2020-04-19 20:25:15.948080
Barry,MO,,3,2020-04-19 20:25:15.948080
Barton,MO,,0,2020-04-19 20:25:15.948080
Benton,MO,,3,2020-04-19 20:25:15.948080
Bollinger,MO,,3,2020-04-19 20:25:15.948080
Butler,MO,,23,2020-04-19 20:25:15.948080
Caldwell,MO,,2,2020-04-19 20:25:15.948080
Carroll,MO,,0,2020-04-19 20:25:15.948080
Cedar,MO,,5,2020-04-19 20:25:15.948080
Chariton,MO,,4,2020-04-19 20:25:15.948080
Christian,MO,,17,2020-04-19 20:25:15.948080
Clark,MO,,1,2020-04-19 20:25:15.948080
Clinton,MO,,11,2020-04-19 20:25:15.948080
Cooper,MO,,4,2020-04-19 20:25:15.948080
Crawford,MO,,5,2020-04-19 20:25:15.948080
Dade,MO,,0,2020-04-19 20:25:15.948080
Dallas,MO,,2,2020-04-19 20:25:15.948080
Daviess,MO,,2,2020-04-19 20:25:15.948080
Dekalb,MO,,3,2020-04-19 20:25:15.948080
Dent,MO,,0,2020-04-19 20:25:15.948080
Douglas,MO,,0,2020-04-19 20:25:15.948080
Gasconade,MO,,2,2020-04-19 20:25:15.948080
Gentry,MO,,1,2020-04-19 20:25:15.948080
Grundy,MO,,0,2020-04-19 20:25:15.948080
Harrison,MO,,6,2020-04-19 20:25:15.948080
Hickory,MO,,0,2020-04-19 20:25:15.948080
Holt,MO,,1,2020-04-19 20:25:15.948080
Howard,MO,,2,2020-04-19 20:25:15.948080
Howell,MO,,5,2020-04-19 20:25:15.948080
Iron,MO,,2,2020-04-19 20:25:15.948080
Jasper,MO,,15,2020-04-19 20:25:15.948080
Johnson,MO,,48,2020-04-19 20:25:15.948080
Joplin,MO,,7,2020-04-19 20:25:15.948080
Knox,MO,,0,2020-04-19 20:25:15.948080
Laclede,MO,,0,2020-04-19 20:25:15.948080
Lawrence,MO,,0,2020-04-19 20:25:15.948080
Lewis,MO,,1,2020-04-19 20:25:15.948080
Livingston,MO,,2,2020-04-19 20:25:15.948080
Macon,MO,,2,2020-04-19 20:25:15.948080
Madison,MO,,1,2020-04-19 20:25:15.948080
Maries,MO,,1,2020-04-19 20:25:15.948080
Marion,MO,,1,2020-04-19 20:25:15.948080
McDonald,MO,,4,2020-04-19 20:25:15.948080
Mercer,MO,,0,2020-04-19 20:25:15.948080
Miller,MO,,1,2020-04-19 20:25:15.948080
Mississippi,MO,,0,2020-04-19 20:25:15.948080
Moniteau,MO,,26,2020-04-19 20:25:15.948080
Monroe,MO,,0,2020-04-19 20:25:15.948080
Montgomery,MO,,7,2020-04-19 20:25:15.948080
Morgan,MO,,2,2020-04-19 20:25:15.948080
New Madrid,MO,,9,2020-04-19 20:25:15.948080
Newton,MO,,9,2020-04-19 20:25:15.948080
Nodaway,MO,,3,2020-04-19 20:25:15.948080
Oregon,MO,,1,2020-04-19 20:25:15.948080
Osage,MO,,4,2020-04-19 20:25:15.948080
Ozark,MO,,0,2020-04-19 20:25:15.948080
Pemiscot,MO,,13,2020-04-19 20:25:15.948080
Perry,MO,,39,2020-04-19 20:25:15.948080
Pettis,MO,,13,2020-04-19 20:25:15.948080
Phelps,MO,,1,2020-04-19 20:25:15.948080
Pike,MO,,6,2020-04-19 20:25:15.948080
Platte,MO,,27,2020-04-19 20:25:15.948080
Polk,MO,,1,2020-04-19 20:25:15.948080
Putnam,MO,,0,2020-04-19 20:25:15.948080
Ralls,MO,,1,2020-04-19 20:25:15.948080
Randolph,MO,,8,2020-04-19 20:25:15.948080
Ray,MO,,7,2020-04-19 20:25:15.948080
Reynolds,MO,,2,2020-04-19 20:25:15.948080
Ripley,MO,,3,2020-04-19 20:25:15.948080
Saline,MO,,54,2020-04-19 20:25:15.948080
Schuyler,MO,,0,2020-04-19 20:25:15.948080
Scotland,MO,,4,2020-04-19 20:25:15.948080
Shannon,MO,,0,2020-04-19 20:25:15.948080
Shelby,MO,,1,2020-04-19 20:25:15.948080
St. Clair,MO,,2,2020-04-19 20:25:15.948080
Stoddard,MO,,18,2020-04-19 20:25:15.948080
Stone,MO,,3,2020-04-19 20:25:15.948080
Sullivan,MO,,0,2020-04-19 20:25:15.948080
Texas,MO,,0,2020-04-19 20:25:15.948080
Vernon,MO,,4,2020-04-19 20:25:15.948080
Warren,MO,,18,2020-04-19 20:25:15.948080
Washington,MO,,4,2020-04-19 20:25:15.948080
Wayne,MO,,0,2020-04-19 20:25:15.948080
Webster,MO,,8,2020-04-19 20:25:15.948080
Worth,MO,,1,2020-04-19 20:25:15.948080
Wright,MO,,9,2020-04-19 20:25:15.948080
Bates,MO,1.0,6,2020-04-20 20:21:57.912978
Boone,MO,1.0,94,2020-04-20 20:21:57.912978
Buchanan,MO,1.0,32,2020-04-20 20:21:57.912978
Callaway,MO,1.0,21,2020-04-20 20:21:57.912978
Camden,MO,1.0,33,2020-04-20 20:21:57.912978
Cape Girardeau,MO,1.0,36,2020-04-20 20:21:57.912978
Carter,MO,1.0,3,2020-04-20 20:21:57.912978
Cass,MO,5.0,53,2020-04-20 20:21:57.912978
Clay,MO,1.0,59,2020-04-20 20:21:57.912978
Cole,MO,1.0,46,2020-04-20 20:21:57.912978
Dunklin,MO,2.0,19,2020-04-20 20:21:57.912978
Franklin,MO,5.0,99,2020-04-20 20:21:57.912978
Greene,MO,7.0,85,2020-04-20 20:21:57.912978
Henry,MO,1.0,6,2020-04-20 20:21:57.912978
Jackson,MO,8.0,271,2020-04-20 20:21:57.912978
Jefferson,MO,3.0,222,2020-04-20 20:21:57.912978
Kansas City,MO,13.0,420,2020-04-20 20:21:57.912978
Lafayette,MO,1.0,30,2020-04-20 20:21:57.912978
Lincoln,MO,1.0,33,2020-04-20 20:21:57.912978
Linn,MO,1.0,5,2020-04-20 20:21:57.912978
Pulaski,MO,1.0,31,2020-04-20 20:21:57.912978
Scott,MO,1.0,50,2020-04-20 20:21:57.912978
St. Charles,MO,13.0,447,2020-04-20 20:21:57.912978
St. Francois,MO,1.0,23,2020-04-20 20:21:57.912978
St. Louis City,MO,21.0,859,2020-04-20 20:21:57.912978
St. Louis County,MO,82.0,2289,2020-04-20 20:21:57.912978
Ste. Genevieve,MO,1.0,7,2020-04-20 20:21:57.912978
Taney,MO,1.0,9,2020-04-20 20:21:57.912978
TBD,MO,0.0,1,2020-04-20 20:21:57.912978
Adair,MO,,12,2020-04-20 20:21:57.912978
Andrew,MO,,1,2020-04-20 20:21:57.912978
Atchison,MO,,2,2020-04-20 20:21:57.912978
Audrain,MO,,1,2020-04-20 20:21:57.912978
Barry,MO,,4,2020-04-20 20:21:57.912978
Barton,MO,,0,2020-04-20 20:21:57.912978
Benton,MO,,3,2020-04-20 20:21:57.912978
Bollinger,MO,,3,2020-04-20 20:21:57.912978
Butler,MO,,24,2020-04-20 20:21:57.912978
Caldwell,MO,,2,2020-04-20 20:21:57.912978
Carroll,MO,,0,2020-04-20 20:21:57.912978
Cedar,MO,,5,2020-04-20 20:21:57.912978
Chariton,MO,,4,2020-04-20 20:21:57.912978
Christian,MO,,18,2020-04-20 20:21:57.912978
Clark,MO,,1,2020-04-20 20:21:57.912978
Clinton,MO,,11,2020-04-20 20:21:57.912978
Cooper,MO,,4,2020-04-20 20:21:57.912978
Crawford,MO,,5,2020-04-20 20:21:57.912978
Dade,MO,,0,2020-04-20 20:21:57.912978
Dallas,MO,,2,2020-04-20 20:21:57.912978
Daviess,MO,,2,2020-04-20 20:21:57.912978
Dekalb,MO,,3,2020-04-20 20:21:57.912978
Dent,MO,,0,2020-04-20 20:21:57.912978
Douglas,MO,,0,2020-04-20 20:21:57.912978
Gasconade,MO,,2,2020-04-20 20:21:57.912978
Gentry,MO,,1,2020-04-20 20:21:57.912978
Grundy,MO,,0,2020-04-20 20:21:57.912978
Harrison,MO,,6,2020-04-20 20:21:57.912978
Hickory,MO,,0,2020-04-20 20:21:57.912978
Holt,MO,,1,2020-04-20 20:21:57.912978
Howard,MO,,2,2020-04-20 20:21:57.912978
Howell,MO,,5,2020-04-20 20:21:57.912978
Iron,MO,,2,2020-04-20 20:21:57.912978
Jasper,MO,,15,2020-04-20 20:21:57.912978
Johnson,MO,,50,2020-04-20 20:21:57.912978
Joplin,MO,,7,2020-04-20 20:21:57.912978
Knox,MO,,0,2020-04-20 20:21:57.912978
Laclede,MO,,0,2020-04-20 20:21:57.912978
Lawrence,MO,,0,2020-04-20 20:21:57.912978
Lewis,MO,,1,2020-04-20 20:21:57.912978
Livingston,MO,,2,2020-04-20 20:21:57.912978
Macon,MO,,2,2020-04-20 20:21:57.912978
Madison,MO,,1,2020-04-20 20:21:57.912978
Maries,MO,,1,2020-04-20 20:21:57.912978
Marion,MO,,3,2020-04-20 20:21:57.912978
McDonald,MO,,4,2020-04-20 20:21:57.912978
Mercer,MO,,0,2020-04-20 20:21:57.912978
Miller,MO,,1,2020-04-20 20:21:57.912978
Mississippi,MO,,0,2020-04-20 20:21:57.912978
Moniteau,MO,,21,2020-04-20 20:21:57.912978
Monroe,MO,,0,2020-04-20 20:21:57.912978
Montgomery,MO,,7,2020-04-20 20:21:57.912978
Morgan,MO,,2,2020-04-20 20:21:57.912978
New Madrid,MO,,9,2020-04-20 20:21:57.912978
Newton,MO,,9,2020-04-20 20:21:57.912978
Nodaway,MO,,3,2020-04-20 20:21:57.912978
Oregon,MO,,1,2020-04-20 20:21:57.912978
Osage,MO,,4,2020-04-20 20:21:57.912978
Ozark,MO,,0,2020-04-20 20:21:57.912978
Pemiscot,MO,,13,2020-04-20 20:21:57.912978
Perry,MO,,38,2020-04-20 20:21:57.912978
Pettis,MO,,13,2020-04-20 20:21:57.912978
Phelps,MO,,1,2020-04-20 20:21:57.912978
Pike,MO,,6,2020-04-20 20:21:57.912978
Platte,MO,,27,2020-04-20 20:21:57.912978
Polk,MO,,1,2020-04-20 20:21:57.912978
Putnam,MO,,0,2020-04-20 20:21:57.912978
Ralls,MO,,1,2020-04-20 20:21:57.912978
Randolph,MO,,8,2020-04-20 20:21:57.912978
Ray,MO,,7,2020-04-20 20:21:57.912978
Reynolds,MO,,2,2020-04-20 20:21:57.912978
Ripley,MO,,3,2020-04-20 20:21:57.912978
Saline,MO,,54,2020-04-20 20:21:57.912978
Schuyler,MO,,0,2020-04-20 20:21:57.912978
Scotland,MO,,4,2020-04-20 20:21:57.912978
Shannon,MO,,0,2020-04-20 20:21:57.912978
Shelby,MO,,1,2020-04-20 20:21:57.912978
St. Clair,MO,,2,2020-04-20 20:21:57.912978
Stoddard,MO,,18,2020-04-20 20:21:57.912978
Stone,MO,,3,2020-04-20 20:21:57.912978
Sullivan,MO,,0,2020-04-20 20:21:57.912978
Texas,MO,,0,2020-04-20 20:21:57.912978
Vernon,MO,,4,2020-04-20 20:21:57.912978
Warren,MO,,18,2020-04-20 20:21:57.912978
Washington,MO,,5,2020-04-20 20:21:57.912978
Wayne,MO,,0,2020-04-20 20:21:57.912978
Webster,MO,,10,2020-04-20 20:21:57.912978
Worth,MO,,1,2020-04-20 20:21:57.912978
Wright,MO,,9,2020-04-20 20:21:57.912978
Bates,MO,1.0,6,2020-04-21 20:09:38.434770
Boone,MO,1.0,96,2020-04-21 20:09:38.434770
Buchanan,MO,1.0,33,2020-04-21 20:09:38.434770
Callaway,MO,1.0,21,2020-04-21 20:09:38.434770
Camden,MO,1.0,35,2020-04-21 20:09:38.434770
Cape Girardeau,MO,1.0,37,2020-04-21 20:09:38.434770
Carter,MO,1.0,3,2020-04-21 20:09:38.434770
Cass,MO,6.0,54,2020-04-21 20:09:38.434770
Clay,MO,1.0,61,2020-04-21 20:09:38.434770
Cole,MO,1.0,46,2020-04-21 20:09:38.434770
Dunklin,MO,2.0,18,2020-04-21 20:09:38.434770
Franklin,MO,5.0,102,2020-04-21 20:09:38.434770
Greene,MO,7.0,84,2020-04-21 20:09:38.434770
Henry,MO,1.0,6,2020-04-21 20:09:38.434770
Jackson,MO,8.0,279,2020-04-21 20:09:38.434770
Jefferson,MO,3.0,230,2020-04-21 20:09:38.434770
Kansas City,MO,13.0,438,2020-04-21 20:09:38.434770
Lafayette,MO,1.0,30,2020-04-21 20:09:38.434770
Lincoln,MO,1.0,34,2020-04-21 20:09:38.434770
Linn,MO,1.0,5,2020-04-21 20:09:38.434770
Pulaski,MO,1.0,30,2020-04-21 20:09:38.434770
Scott,MO,1.0,52,2020-04-21 20:09:38.434770
St. Charles,MO,15.0,458,2020-04-21 20:09:38.434770
St. Francois,MO,1.0,24,2020-04-21 20:09:38.434770
St. Louis City,MO,21.0,877,2020-04-21 20:09:38.434770
St. Louis County,MO,91.0,2333,2020-04-21 20:09:38.434770
Ste. Genevieve,MO,1.0,7,2020-04-21 20:09:38.434770
Taney,MO,1.0,9,2020-04-21 20:09:38.434770
TBD,MO,0.0,0,2020-04-21 20:09:38.434770
Adair,MO,,12,2020-04-21 20:09:38.434770
Andrew,MO,,1,2020-04-21 20:09:38.434770
Atchison,MO,,2,2020-04-21 20:09:38.434770
Audrain,MO,,1,2020-04-21 20:09:38.434770
Barry,MO,,5,2020-04-21 20:09:38.434770
Barton,MO,,0,2020-04-21 20:09:38.434770
Benton,MO,,3,2020-04-21 20:09:38.434770
Bollinger,MO,,3,2020-04-21 20:09:38.434770
Butler,MO,,24,2020-04-21 20:09:38.434770
Caldwell,MO,,2,2020-04-21 20:09:38.434770
Carroll,MO,,0,2020-04-21 20:09:38.434770
Cedar,MO,,5,2020-04-21 20:09:38.434770
Chariton,MO,,4,2020-04-21 20:09:38.434770
Christian,MO,,18,2020-04-21 20:09:38.434770
Clark,MO,,1,2020-04-21 20:09:38.434770
Clinton,MO,,11,2020-04-21 20:09:38.434770
Cooper,MO,,5,2020-04-21 20:09:38.434770
Crawford,MO,,5,2020-04-21 20:09:38.434770
Dade,MO,,0,2020-04-21 20:09:38.434770
Dallas,MO,,2,2020-04-21 20:09:38.434770
Daviess,MO,,2,2020-04-21 20:09:38.434770
Dekalb,MO,,3,2020-04-21 20:09:38.434770
Dent,MO,,0,2020-04-21 20:09:38.434770
Douglas,MO,,0,2020-04-21 20:09:38.434770
Gasconade,MO,,2,2020-04-21 20:09:38.434770
Gentry,MO,,1,2020-04-21 20:09:38.434770
Grundy,MO,,0,2020-04-21 20:09:38.434770
Harrison,MO,,6,2020-04-21 20:09:38.434770
Hickory,MO,,0,2020-04-21 20:09:38.434770
Holt,MO,,1,2020-04-21 20:09:38.434770
Howard,MO,,2,2020-04-21 20:09:38.434770
Howell,MO,,5,2020-04-21 20:09:38.434770
Iron,MO,,2,2020-04-21 20:09:38.434770
Jasper,MO,,15,2020-04-21 20:09:38.434770
Johnson,MO,,52,2020-04-21 20:09:38.434770
Joplin,MO,,7,2020-04-21 20:09:38.434770
Knox,MO,,0,2020-04-21 20:09:38.434770
Laclede,MO,,0,2020-04-21 20:09:38.434770
Lawrence,MO,,0,2020-04-21 20:09:38.434770
Lewis,MO,,1,2020-04-21 20:09:38.434770
Livingston,MO,,2,2020-04-21 20:09:38.434770
Macon,MO,,2,2020-04-21 20:09:38.434770
Madison,MO,,1,2020-04-21 20:09:38.434770
Maries,MO,,2,2020-04-21 20:09:38.434770
Marion,MO,,3,2020-04-21 20:09:38.434770
McDonald,MO,,4,2020-04-21 20:09:38.434770
Mercer,MO,,0,2020-04-21 20:09:38.434770
Miller,MO,,1,2020-04-21 20:09:38.434770
Mississippi,MO,,0,2020-04-21 20:09:38.434770
Moniteau,MO,,25,2020-04-21 20:09:38.434770
Monroe,MO,,0,2020-04-21 20:09:38.434770
Montgomery,MO,,7,2020-04-21 20:09:38.434770
Morgan,MO,,2,2020-04-21 20:09:38.434770
New Madrid,MO,,9,2020-04-21 20:09:38.434770
Newton,MO,,10,2020-04-21 20:09:38.434770
Nodaway,MO,,3,2020-04-21 20:09:38.434770
Oregon,MO,,1,2020-04-21 20:09:38.434770
Osage,MO,,5,2020-04-21 20:09:38.434770
Ozark,MO,,0,2020-04-21 20:09:38.434770
Pemiscot,MO,,13,2020-04-21 20:09:38.434770
Perry,MO,,38,2020-04-21 20:09:38.434770
Pettis,MO,,14,2020-04-21 20:09:38.434770
Phelps,MO,,1,2020-04-21 20:09:38.434770
Pike,MO,,6,2020-04-21 20:09:38.434770
Platte,MO,,27,2020-04-21 20:09:38.434770
Polk,MO,,1,2020-04-21 20:09:38.434770
Putnam,MO,,0,2020-04-21 20:09:38.434770
Ralls,MO,,1,2020-04-21 20:09:38.434770
Randolph,MO,,8,2020-04-21 20:09:38.434770
Ray,MO,,7,2020-04-21 20:09:38.434770
Reynolds,MO,,2,2020-04-21 20:09:38.434770
Ripley,MO,,3,2020-04-21 20:09:38.434770
Saline,MO,,54,2020-04-21 20:09:38.434770
Schuyler,MO,,0,2020-04-21 20:09:38.434770
Scotland,MO,,4,2020-04-21 20:09:38.434770
Shannon,MO,,0,2020-04-21 20:09:38.434770
Shelby,MO,,1,2020-04-21 20:09:38.434770
St. Clair,MO,,2,2020-04-21 20:09:38.434770
Stoddard,MO,,19,2020-04-21 20:09:38.434770
Stone,MO,,3,2020-04-21 20:09:38.434770
Sullivan,MO,,0,2020-04-21 20:09:38.434770
Texas,MO,,0,2020-04-21 20:09:38.434770
Vernon,MO,,3,2020-04-21 20:09:38.434770
Warren,MO,,20,2020-04-21 20:09:38.434770
Washington,MO,,6,2020-04-21 20:09:38.434770
Wayne,MO,,0,2020-04-21 20:09:38.434770
Webster,MO,,10,2020-04-21 20:09:38.434770
Worth,MO,,1,2020-04-21 20:09:38.434770
Wright,MO,,9,2020-04-21 20:09:38.434770
Bates,MO,1.0,6,2020-04-22 20:23:30.819662
Boone,MO,1.0,97,2020-04-22 20:23:30.819662
Buchanan,MO,1.0,35,2020-04-22 20:23:30.819662
Callaway,MO,1.0,21,2020-04-22 20:23:30.819662
Camden,MO,1.0,35,2020-04-22 20:23:30.819662
Cape Girardeau,MO,1.0,40,2020-04-22 20:23:30.819662
Carter,MO,1.0,3,2020-04-22 20:23:30.819662
Cass,MO,6.0,55,2020-04-22 20:23:30.819662
Clay,MO,1.0,61,2020-04-22 20:23:30.819662
Cole,MO,1.0,45,2020-04-22 20:23:30.819662
Dunklin,MO,2.0,19,2020-04-22 20:23:30.819662
Franklin,MO,5.0,102,2020-04-22 20:23:30.819662
Greene,MO,7.0,83,2020-04-22 20:23:30.819662
Henry,MO,1.0,6,2020-04-22 20:23:30.819662
Jackson,MO,8.0,288,2020-04-22 20:23:30.819662
Jefferson,MO,3.0,238,2020-04-22 20:23:30.819662
Kansas City,MO,13.0,448,2020-04-22 20:23:30.819662
Lafayette,MO,1.0,30,2020-04-22 20:23:30.819662
Lewis,MO,1.0,1,2020-04-22 20:23:30.819662
Lincoln,MO,1.0,37,2020-04-22 20:23:30.819662
Linn,MO,1.0,5,2020-04-22 20:23:30.819662
Newton,MO,1.0,9,2020-04-22 20:23:30.819662
Pulaski,MO,1.0,30,2020-04-22 20:23:30.819662
Scott,MO,1.0,59,2020-04-22 20:23:30.819662
St. Charles,MO,25.0,467,2020-04-22 20:23:30.819662
St. Francois,MO,1.0,24,2020-04-22 20:23:30.819662
St. Louis City,MO,21.0,893,2020-04-22 20:23:30.819662
St. Louis County,MO,97.0,2436,2020-04-22 20:23:30.819662
Ste. Genevieve,MO,1.0,7,2020-04-22 20:23:30.819662
Taney,MO,1.0,9,2020-04-22 20:23:30.819662
TBD,MO,1.0,1,2020-04-22 20:23:30.819662
Adair,MO,,12,2020-04-22 20:23:30.819662
Andrew,MO,,1,2020-04-22 20:23:30.819662
Atchison,MO,,2,2020-04-22 20:23:30.819662
Audrain,MO,,1,2020-04-22 20:23:30.819662
Barry,MO,,5,2020-04-22 20:23:30.819662
Barton,MO,,0,2020-04-22 20:23:30.819662
Benton,MO,,3,2020-04-22 20:23:30.819662
Bollinger,MO,,3,2020-04-22 20:23:30.819662
Butler,MO,,24,2020-04-22 20:23:30.819662
Caldwell,MO,,2,2020-04-22 20:23:30.819662
Carroll,MO,,1,2020-04-22 20:23:30.819662
Cedar,MO,,5,2020-04-22 20:23:30.819662
Chariton,MO,,4,2020-04-22 20:23:30.819662
Christian,MO,,18,2020-04-22 20:23:30.819662
Clark,MO,,1,2020-04-22 20:23:30.819662
Clinton,MO,,11,2020-04-22 20:23:30.819662
Cooper,MO,,5,2020-04-22 20:23:30.819662
Crawford,MO,,5,2020-04-22 20:23:30.819662
Dade,MO,,0,2020-04-22 20:23:30.819662
Dallas,MO,,2,2020-04-22 20:23:30.819662
Daviess,MO,,2,2020-04-22 20:23:30.819662
Dekalb,MO,,3,2020-04-22 20:23:30.819662
Dent,MO,,0,2020-04-22 20:23:30.819662
Douglas,MO,,0,2020-04-22 20:23:30.819662
Gasconade,MO,,2,2020-04-22 20:23:30.819662
Gentry,MO,,1,2020-04-22 20:23:30.819662
Grundy,MO,,0,2020-04-22 20:23:30.819662
Harrison,MO,,6,2020-04-22 20:23:30.819662
Hickory,MO,,0,2020-04-22 20:23:30.819662
Holt,MO,,1,2020-04-22 20:23:30.819662
Howard,MO,,2,2020-04-22 20:23:30.819662
Howell,MO,,5,2020-04-22 20:23:30.819662
Iron,MO,,2,2020-04-22 20:23:30.819662
Jasper,MO,,16,2020-04-22 20:23:30.819662
Johnson,MO,,52,2020-04-22 20:23:30.819662
Joplin,MO,,8,2020-04-22 20:23:30.819662
Knox,MO,,0,2020-04-22 20:23:30.819662
Laclede,MO,,0,2020-04-22 20:23:30.819662
Lawrence,MO,,0,2020-04-22 20:23:30.819662
Livingston,MO,,2,2020-04-22 20:23:30.819662
Macon,MO,,2,2020-04-22 20:23:30.819662
Madison,MO,,1,2020-04-22 20:23:30.819662
Maries,MO,,2,2020-04-22 20:23:30.819662
Marion,MO,,4,2020-04-22 20:23:30.819662
McDonald,MO,,4,2020-04-22 20:23:30.819662
Mercer,MO,,0,2020-04-22 20:23:30.819662
Miller,MO,,1,2020-04-22 20:23:30.819662
Mississippi,MO,,1,2020-04-22 20:23:30.819662
Moniteau,MO,,32,2020-04-22 20:23:30.819662
Monroe,MO,,0,2020-04-22 20:23:30.819662
Montgomery,MO,,7,2020-04-22 20:23:30.819662
Morgan,MO,,3,2020-04-22 20:23:30.819662
New Madrid,MO,,9,2020-04-22 20:23:30.819662
Nodaway,MO,,3,2020-04-22 20:23:30.819662
Oregon,MO,,1,2020-04-22 20:23:30.819662
Osage,MO,,5,2020-04-22 20:23:30.819662
Ozark,MO,,0,2020-04-22 20:23:30.819662
Pemiscot,MO,,17,2020-04-22 20:23:30.819662
Perry,MO,,38,2020-04-22 20:23:30.819662
Pettis,MO,,16,2020-04-22 20:23:30.819662
Phelps,MO,,1,2020-04-22 20:23:30.819662
Pike,MO,,6,2020-04-22 20:23:30.819662
