County,stateAbbrev,Total_Deaths,Total,Positive_by_State_Public_Health_Laboratory,Positive_by_Commercial_or_Other_Laboratory,pullTime
Chariton,MO,,4.0,0.0,4.0,2020-03-31 18:10:56.643370
Christian,MO,,11.0,4.0,7.0,2020-03-31 18:10:56.643370
Clark,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Clay,MO,,16.0,0.0,16.0,2020-03-31 18:10:56.643370
Clinton,MO,,4.0,0.0,4.0,2020-03-31 18:10:56.643370
Cole,MO,,23.0,3.0,20.0,2020-03-31 18:10:56.643370
Cooper,MO,,2.0,0.0,2.0,2020-03-31 18:10:56.643370
Crawford,MO,,1.0,0.0,1.0,2020-03-31 18:10:56.643370
Dade,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Dallas,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Daviess,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
DeKalb,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Dent,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Douglas,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Dunklin,MO,,5.0,0.0,5.0,2020-03-31 18:10:56.643370
Franklin,MO,,13.0,0.0,13.0,2020-03-31 18:10:56.643370
Gasconade,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Gentry,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Grundy,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Harrison,MO,,1.0,0.0,1.0,2020-03-31 18:10:56.643370
Hickory,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Holt,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Howard,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Howell,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Iron,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Jasper,MO,,4.0,1.0,3.0,2020-03-31 18:10:56.643370
Jefferson,MO,,30.0,3.0,27.0,2020-03-31 18:10:56.643370
Johnson,MO,,10.0,1.0,9.0,2020-03-31 18:10:56.643370
Joplin,MO,,2.0,0.0,2.0,2020-03-31 18:10:56.643370
Kansas City,MO,,119.0,2.0,117.0,2020-03-31 18:10:56.643370
Knox,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Laclede,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Lawrence,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Lewis,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Lincoln,MO,,7.0,1.0,6.0,2020-03-31 18:10:56.643370
Linn,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Livingston,MO,,1.0,0.0,1.0,2020-03-31 18:10:56.643370
Macon,MO,,3.0,0.0,3.0,2020-03-31 18:10:56.643370
Madison,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Maries,MO,,1.0,0.0,1.0,2020-03-31 18:10:56.643370
Marion,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
McDonald,MO,,2.0,0.0,2.0,2020-03-31 18:10:56.643370
Mercer,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Miller,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Mississippi,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Moniteau,MO,,2.0,0.0,2.0,2020-03-31 18:10:56.643370
Monroe,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Montgomery,MO,,2.0,0.0,2.0,2020-03-31 18:10:56.643370
Morgan,MO,,1.0,0.0,1.0,2020-03-31 18:10:56.643370
New Madrid,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Newton,MO,,5.0,3.0,2.0,2020-03-31 18:10:56.643370
Nodaway,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Oregon,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Osage,MO,,1.0,0.0,1.0,2020-03-31 18:10:56.643370
Ozark,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Pemiscot,MO,,2.0,0.0,2.0,2020-03-31 18:10:56.643370
Perry,MO,,14.0,9.0,5.0,2020-03-31 18:10:56.643370
Pettis,MO,,1.0,0.0,1.0,2020-03-31 18:10:56.643370
Phelps,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Pike,MO,,1.0,1.0,0.0,2020-03-31 18:10:56.643370
Platte,MO,,9.0,0.0,9.0,2020-03-31 18:10:56.643370
Polk,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Pulaski,MO,,7.0,1.0,6.0,2020-03-31 18:10:56.643370
Putnam,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Ralls,MO,,1.0,1.0,0.0,2020-03-31 18:10:56.643370
Randolph,MO,,2.0,0.0,2.0,2020-03-31 18:10:56.643370
Ray,MO,,1.0,0.0,1.0,2020-03-31 18:10:56.643370
Reynolds,MO,,2.0,1.0,1.0,2020-03-31 18:10:56.643370
Ripley,MO,,2.0,0.0,2.0,2020-03-31 18:10:56.643370
Saline,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Schuyler,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Scotland,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Scott,MO,,6.0,1.0,5.0,2020-03-31 18:10:56.643370
Shannon,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Shelby,MO,,1.0,1.0,0.0,2020-03-31 18:10:56.643370
St. Charles,MO,,71.0,11.0,60.0,2020-03-31 18:10:56.643370
St. Clair,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
St. Francois,MO,,5.0,1.0,4.0,2020-03-31 18:10:56.643370
Ste. Genevieve,MO,,2.0,0.0,2.0,2020-03-31 18:10:56.643370
Stoddard,MO,,3.0,0.0,3.0,2020-03-31 18:10:56.643370
Stone,MO,,1.0,1.0,0.0,2020-03-31 18:10:56.643370
Sullivan,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Taney,MO,,2.0,0.0,2.0,2020-03-31 18:10:56.643370
Texas,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Vernon,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Warren,MO,,5.0,0.0,5.0,2020-03-31 18:10:56.643370
Washington,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Wayne,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Webster,MO,,2.0,0.0,2.0,2020-03-31 18:10:56.643370
Worth,MO,,0.0,0.0,0.0,2020-03-31 18:10:56.643370
Wright,MO,,4.0,1.0,3.0,2020-03-31 18:10:56.643370
TBD,MO,,1.0,0.0,1.0,2020-03-31 18:10:56.643370
Boone,MO,1.0,64.0,3.0,61.0,2020-03-31 18:12:12.199260
Camden,MO,1.0,12.0,2.0,10.0,2020-03-31 18:12:12.199260
Greene,MO,3.0,48.0,17.0,31.0,2020-03-31 18:12:12.199260
Henry,MO,1.0,1.0,1.0,0.0,2020-03-31 18:12:12.199260
Jackson,MO,1.0,77.0,5.0,72.0,2020-03-31 18:12:12.199260
Lafayette,MO,1.0,19.0,0.0,19.0,2020-03-31 18:12:12.199260
St. Charles County,MO,2.0,,,,2020-03-31 18:12:12.199260
St. Louis City,MO,1.0,136.0,11.0,125.0,2020-03-31 18:12:12.199260
St. Louis County,MO,3.0,492.0,29.0,463.0,2020-03-31 18:12:12.199260
Adair,MO,,2.0,0.0,2.0,2020-03-31 18:12:12.199260
Andrew,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Atchison,MO,,1.0,1.0,0.0,2020-03-31 18:12:12.199260
Audrain,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Barry,MO,,1.0,0.0,1.0,2020-03-31 18:12:12.199260
Barton,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Bates,MO,,1.0,0.0,1.0,2020-03-31 18:12:12.199260
Benton,MO,,2.0,0.0,2.0,2020-03-31 18:12:12.199260
Bollinger,MO,,1.0,0.0,1.0,2020-03-31 18:12:12.199260
Buchanan,MO,,5.0,0.0,5.0,2020-03-31 18:12:12.199260
Butler,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Caldwell,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Callaway,MO,,14.0,1.0,13.0,2020-03-31 18:12:12.199260
Cape Girardeau,MO,,15.0,0.0,15.0,2020-03-31 18:12:12.199260
Carroll,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Carter,MO,,4.0,1.0,3.0,2020-03-31 18:12:12.199260
Cass,MO,,14.0,3.0,11.0,2020-03-31 18:12:12.199260
Cedar,MO,,3.0,0.0,3.0,2020-03-31 18:12:12.199260
Chariton,MO,,4.0,0.0,4.0,2020-03-31 18:12:12.199260
Christian,MO,,11.0,4.0,7.0,2020-03-31 18:12:12.199260
Clark,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Clay,MO,,16.0,0.0,16.0,2020-03-31 18:12:12.199260
Clinton,MO,,4.0,0.0,4.0,2020-03-31 18:12:12.199260
Cole,MO,,23.0,3.0,20.0,2020-03-31 18:12:12.199260
Cooper,MO,,2.0,0.0,2.0,2020-03-31 18:12:12.199260
Crawford,MO,,1.0,0.0,1.0,2020-03-31 18:12:12.199260
Dade,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Dallas,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Daviess,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
DeKalb,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Dent,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Douglas,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Dunklin,MO,,5.0,0.0,5.0,2020-03-31 18:12:12.199260
Franklin,MO,,13.0,0.0,13.0,2020-03-31 18:12:12.199260
Gasconade,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Gentry,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Grundy,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Harrison,MO,,1.0,0.0,1.0,2020-03-31 18:12:12.199260
Hickory,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Holt,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Howard,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Howell,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Iron,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Jasper,MO,,4.0,1.0,3.0,2020-03-31 18:12:12.199260
Jefferson,MO,,30.0,3.0,27.0,2020-03-31 18:12:12.199260
Johnson,MO,,10.0,1.0,9.0,2020-03-31 18:12:12.199260
Joplin,MO,,2.0,0.0,2.0,2020-03-31 18:12:12.199260
Kansas City,MO,,119.0,2.0,117.0,2020-03-31 18:12:12.199260
Knox,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Laclede,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Lawrence,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Lewis,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Lincoln,MO,,7.0,1.0,6.0,2020-03-31 18:12:12.199260
Linn,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Livingston,MO,,1.0,0.0,1.0,2020-03-31 18:12:12.199260
Macon,MO,,3.0,0.0,3.0,2020-03-31 18:12:12.199260
Madison,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Maries,MO,,1.0,0.0,1.0,2020-03-31 18:12:12.199260
Marion,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
McDonald,MO,,2.0,0.0,2.0,2020-03-31 18:12:12.199260
Mercer,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Miller,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Mississippi,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Moniteau,MO,,2.0,0.0,2.0,2020-03-31 18:12:12.199260
Monroe,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Montgomery,MO,,2.0,0.0,2.0,2020-03-31 18:12:12.199260
Morgan,MO,,1.0,0.0,1.0,2020-03-31 18:12:12.199260
New Madrid,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Newton,MO,,5.0,3.0,2.0,2020-03-31 18:12:12.199260
Nodaway,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Oregon,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Osage,MO,,1.0,0.0,1.0,2020-03-31 18:12:12.199260
Ozark,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Pemiscot,MO,,2.0,0.0,2.0,2020-03-31 18:12:12.199260
Perry,MO,,14.0,9.0,5.0,2020-03-31 18:12:12.199260
Pettis,MO,,1.0,0.0,1.0,2020-03-31 18:12:12.199260
Phelps,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Pike,MO,,1.0,1.0,0.0,2020-03-31 18:12:12.199260
Platte,MO,,9.0,0.0,9.0,2020-03-31 18:12:12.199260
Polk,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Pulaski,MO,,7.0,1.0,6.0,2020-03-31 18:12:12.199260
Putnam,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Ralls,MO,,1.0,1.0,0.0,2020-03-31 18:12:12.199260
Randolph,MO,,2.0,0.0,2.0,2020-03-31 18:12:12.199260
Ray,MO,,1.0,0.0,1.0,2020-03-31 18:12:12.199260
Reynolds,MO,,2.0,1.0,1.0,2020-03-31 18:12:12.199260
Ripley,MO,,2.0,0.0,2.0,2020-03-31 18:12:12.199260
Saline,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Schuyler,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Scotland,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Scott,MO,,6.0,1.0,5.0,2020-03-31 18:12:12.199260
Shannon,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Shelby,MO,,1.0,1.0,0.0,2020-03-31 18:12:12.199260
St. Charles,MO,,71.0,11.0,60.0,2020-03-31 18:12:12.199260
St. Clair,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
St. Francois,MO,,5.0,1.0,4.0,2020-03-31 18:12:12.199260
Ste. Genevieve,MO,,2.0,0.0,2.0,2020-03-31 18:12:12.199260
Stoddard,MO,,3.0,0.0,3.0,2020-03-31 18:12:12.199260
Stone,MO,,1.0,1.0,0.0,2020-03-31 18:12:12.199260
Sullivan,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Taney,MO,,2.0,0.0,2.0,2020-03-31 18:12:12.199260
Texas,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Vernon,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Warren,MO,,5.0,0.0,5.0,2020-03-31 18:12:12.199260
Washington,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Wayne,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Webster,MO,,2.0,0.0,2.0,2020-03-31 18:12:12.199260
Worth,MO,,0.0,0.0,0.0,2020-03-31 18:12:12.199260
Wright,MO,,4.0,1.0,3.0,2020-03-31 18:12:12.199260
TBD,MO,,1.0,0.0,1.0,2020-03-31 18:12:12.199260
Boone,MO,1.0,64.0,3.0,61.0,2020-03-31 18:13:49.913363
Camden,MO,1.0,12.0,2.0,10.0,2020-03-31 18:13:49.913363
Greene,MO,3.0,48.0,17.0,31.0,2020-03-31 18:13:49.913363
Henry,MO,1.0,1.0,1.0,0.0,2020-03-31 18:13:49.913363
Jackson,MO,1.0,77.0,5.0,72.0,2020-03-31 18:13:49.913363
Lafayette,MO,1.0,19.0,0.0,19.0,2020-03-31 18:13:49.913363
St. Charles County,MO,2.0,,,,2020-03-31 18:13:49.913363
St. Louis City,MO,1.0,136.0,11.0,125.0,2020-03-31 18:13:49.913363
St. Louis County,MO,3.0,492.0,29.0,463.0,2020-03-31 18:13:49.913363
Adair,MO,,2.0,0.0,2.0,2020-03-31 18:13:49.913363
Andrew,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Atchison,MO,,1.0,1.0,0.0,2020-03-31 18:13:49.913363
Audrain,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Barry,MO,,1.0,0.0,1.0,2020-03-31 18:13:49.913363
Barton,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Bates,MO,,1.0,0.0,1.0,2020-03-31 18:13:49.913363
Benton,MO,,2.0,0.0,2.0,2020-03-31 18:13:49.913363
Bollinger,MO,,1.0,0.0,1.0,2020-03-31 18:13:49.913363
Buchanan,MO,,5.0,0.0,5.0,2020-03-31 18:13:49.913363
Butler,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Caldwell,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Callaway,MO,,14.0,1.0,13.0,2020-03-31 18:13:49.913363
Cape Girardeau,MO,,15.0,0.0,15.0,2020-03-31 18:13:49.913363
Carroll,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Carter,MO,,4.0,1.0,3.0,2020-03-31 18:13:49.913363
Cass,MO,,14.0,3.0,11.0,2020-03-31 18:13:49.913363
Cedar,MO,,3.0,0.0,3.0,2020-03-31 18:13:49.913363
Chariton,MO,,4.0,0.0,4.0,2020-03-31 18:13:49.913363
Christian,MO,,11.0,4.0,7.0,2020-03-31 18:13:49.913363
Clark,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Clay,MO,,16.0,0.0,16.0,2020-03-31 18:13:49.913363
Clinton,MO,,4.0,0.0,4.0,2020-03-31 18:13:49.913363
Cole,MO,,23.0,3.0,20.0,2020-03-31 18:13:49.913363
Cooper,MO,,2.0,0.0,2.0,2020-03-31 18:13:49.913363
Crawford,MO,,1.0,0.0,1.0,2020-03-31 18:13:49.913363
Dade,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Dallas,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Daviess,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
DeKalb,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Dent,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Douglas,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Dunklin,MO,,5.0,0.0,5.0,2020-03-31 18:13:49.913363
Franklin,MO,,13.0,0.0,13.0,2020-03-31 18:13:49.913363
Gasconade,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Gentry,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Grundy,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Harrison,MO,,1.0,0.0,1.0,2020-03-31 18:13:49.913363
Hickory,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Holt,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Howard,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Howell,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Iron,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Jasper,MO,,4.0,1.0,3.0,2020-03-31 18:13:49.913363
Jefferson,MO,,30.0,3.0,27.0,2020-03-31 18:13:49.913363
Johnson,MO,,10.0,1.0,9.0,2020-03-31 18:13:49.913363
Joplin,MO,,2.0,0.0,2.0,2020-03-31 18:13:49.913363
Kansas City,MO,,119.0,2.0,117.0,2020-03-31 18:13:49.913363
Knox,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Laclede,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Lawrence,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Lewis,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Lincoln,MO,,7.0,1.0,6.0,2020-03-31 18:13:49.913363
Linn,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Livingston,MO,,1.0,0.0,1.0,2020-03-31 18:13:49.913363
Macon,MO,,3.0,0.0,3.0,2020-03-31 18:13:49.913363
Madison,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Maries,MO,,1.0,0.0,1.0,2020-03-31 18:13:49.913363
Marion,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
McDonald,MO,,2.0,0.0,2.0,2020-03-31 18:13:49.913363
Mercer,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Miller,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Mississippi,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Moniteau,MO,,2.0,0.0,2.0,2020-03-31 18:13:49.913363
Monroe,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Montgomery,MO,,2.0,0.0,2.0,2020-03-31 18:13:49.913363
Morgan,MO,,1.0,0.0,1.0,2020-03-31 18:13:49.913363
New Madrid,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Newton,MO,,5.0,3.0,2.0,2020-03-31 18:13:49.913363
Nodaway,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Oregon,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Osage,MO,,1.0,0.0,1.0,2020-03-31 18:13:49.913363
Ozark,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Pemiscot,MO,,2.0,0.0,2.0,2020-03-31 18:13:49.913363
Perry,MO,,14.0,9.0,5.0,2020-03-31 18:13:49.913363
Pettis,MO,,1.0,0.0,1.0,2020-03-31 18:13:49.913363
Phelps,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Pike,MO,,1.0,1.0,0.0,2020-03-31 18:13:49.913363
Platte,MO,,9.0,0.0,9.0,2020-03-31 18:13:49.913363
Polk,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Pulaski,MO,,7.0,1.0,6.0,2020-03-31 18:13:49.913363
Putnam,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Ralls,MO,,1.0,1.0,0.0,2020-03-31 18:13:49.913363
Randolph,MO,,2.0,0.0,2.0,2020-03-31 18:13:49.913363
Ray,MO,,1.0,0.0,1.0,2020-03-31 18:13:49.913363
Reynolds,MO,,2.0,1.0,1.0,2020-03-31 18:13:49.913363
Ripley,MO,,2.0,0.0,2.0,2020-03-31 18:13:49.913363
Saline,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Schuyler,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Scotland,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Scott,MO,,6.0,1.0,5.0,2020-03-31 18:13:49.913363
Shannon,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Shelby,MO,,1.0,1.0,0.0,2020-03-31 18:13:49.913363
St. Charles,MO,,71.0,11.0,60.0,2020-03-31 18:13:49.913363
St. Clair,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
St. Francois,MO,,5.0,1.0,4.0,2020-03-31 18:13:49.913363
Ste. Genevieve,MO,,2.0,0.0,2.0,2020-03-31 18:13:49.913363
Stoddard,MO,,3.0,0.0,3.0,2020-03-31 18:13:49.913363
Stone,MO,,1.0,1.0,0.0,2020-03-31 18:13:49.913363
Sullivan,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Taney,MO,,2.0,0.0,2.0,2020-03-31 18:13:49.913363
Texas,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Vernon,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Warren,MO,,5.0,0.0,5.0,2020-03-31 18:13:49.913363
Washington,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Wayne,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Webster,MO,,2.0,0.0,2.0,2020-03-31 18:13:49.913363
Worth,MO,,0.0,0.0,0.0,2020-03-31 18:13:49.913363
Wright,MO,,4.0,1.0,3.0,2020-03-31 18:13:49.913363
TBD,MO,,1.0,0.0,1.0,2020-03-31 18:13:49.913363
County,stateAbbrev,Total_Deaths,Total,Positive_by_State_Public_Health_Laboratory,Positive_by_Commercial_or_Other_Laboratory,pullTime
Boone,MO,1.0,64.0,3.0,61.0,2020-03-31 20:09:36.571202
Camden,MO,1.0,12.0,2.0,10.0,2020-03-31 20:09:36.571202
Greene,MO,3.0,48.0,17.0,31.0,2020-03-31 20:09:36.571202
Henry,MO,1.0,1.0,1.0,0.0,2020-03-31 20:09:36.571202
Jackson,MO,1.0,77.0,5.0,72.0,2020-03-31 20:09:36.571202
Lafayette,MO,1.0,19.0,0.0,19.0,2020-03-31 20:09:36.571202
St. Charles County,MO,2.0,,,,2020-03-31 20:09:36.571202
St. Louis City,MO,1.0,136.0,11.0,125.0,2020-03-31 20:09:36.571202
St. Louis County,MO,3.0,492.0,29.0,463.0,2020-03-31 20:09:36.571202
Adair,MO,,2.0,0.0,2.0,2020-03-31 20:09:36.571202
Andrew,MO,,0.0,0.0,0.0,2020-03-31 20:09:36.571202
Atchison,MO,,1.0,1.0,0.0,2020-03-31 20:09:36.571202
Audrain,MO,,0.0,0.0,0.0,2020-03-31 20:09:36.571202
Barry,MO,,1.0,0.0,1.0,2020-03-31 20:09:36.571202
Barton,MO,,0.0,0.0,0.0,2020-03-31 20:09:36.571202
Bates,MO,,1.0,0.0,1.0,2020-03-31 20:09:36.571202
Benton,MO,,2.0,0.0,2.0,2020-03-31 20:09:36.571202
Bollinger,MO,,1.0,0.0,1.0,2020-03-31 20:09:36.571202
Buchanan,MO,,5.0,0.0,5.0,2020-03-31 20:09:36.571202
Butler,MO,,0.0,0.0,0.0,2020-03-31 20:09:36.571202
Caldwell,MO,,0.0,0.0,0.0,2020-03-31 20:09:36.571202
Callaway,MO,,14.0,1.0,13.0,2020-03-31 20:09:36.571202
Cape Girardeau,MO,,15.0,0.0,15.0,2020-03-31 20:09:36.571202
Carroll,MO,,0.0,0.0,0.0,2020-03-31 20:09:36.571202
Carter,MO,,4.0,1.0,3.0,2020-03-31 20:09:36.571202
Cass,MO,,14.0,3.0,11.0,2020-03-31 20:09:36.571202
Cedar,MO,,3.0,0.0,3.0,2020-03-31 20:09:36.571202
Chariton,MO,,4.0,0.0,4.0,2020-03-31 20:09:36.571202
Christian,MO,,11.0,4.0,7.0,2020-03-31 20:09:36.571202
Clark,MO,,0.0,0.0,0.0,2020-03-31 20:09:36.571202
Clay,MO,,16.0,0.0,16.0,2020-03-31 20:09:36.571202
Clinton,MO,,4.0,0.0,4.0,2020-03-31 20:09:36.571202
Cole,MO,,23.0,3.0,20.0,2020-03-31 20:09:36.571202
Cooper,MO,,2.0,0.0,2.0,2020-03-31 20:09:36.571202
Crawford,MO,,1.0,0.0,1.0,2020-03-31 20:09:36.571202
Dade,MO,,0.0,0.0,0.0,2020-03-31 20:09:36.571202
Dallas,MO,,0.0,0.0,0.0,2020-03-31 20:09:36.571202
Daviess,MO,,0.0,0.0,0.0,2020-03-31 20:09:36.571202
DeKalb,MO,,0.0,0.0,0.0,2020-03-31 20:09:36.571202
Dent,MO,,0.0,0.0,0.0,2020-03-31 20:09:36.571202
Douglas,MO,,0.0,0.0,0.0,2020-03-31 20:09:36.571202
Dunklin,MO,,5.0,0.0,5.0,2020-03-31 20:09:36.571202
Franklin,MO,,13.0,0.0,13.0,2020-03-31 20:09:36.571202
