County,stateAbbrev,Total_Deaths,Total,Positive_by_State_Public_Health_Laboratory,Positive_by_Commercial_or_Other_Laboratory,pullTime
Taney,MO,,5,0,5,10:30.4
Texas,MO,,0,0,0,10:30.4
Vernon,MO,,0,0,0,10:30.4
Warren,MO,,7,0,7,10:30.4
Washington,MO,,0,0,0,10:30.4
Wayne,MO,,0,0,0,10:30.4
Webster,MO,,3,0,3,10:30.4
Worth,MO,,0,0,0,10:30.4
Wright,MO,,6,1,5,10:30.4
County,stateAbbrev,Total_Deaths,Total,Positive_by_State_Public_Health_Laboratory,Positive_by_Commercial_or_Other_Laboratory,pullTime
Boone,MO,1,76,5,71,17:16.8
Camden,MO,1,24,3,21,17:16.8
Carter,MO,1,3,1,2,17:16.8
Cass,MO,1,23,3,20,17:16.8
Greene,MO,6,61,20,41,17:16.8
Henry,MO,1,2,1,1,17:16.8
Jackson,MO,1,139,9,130,17:16.8
Lafayette,MO,1,27,0,27,17:16.8
St. Charles County,MO,5,,,,17:16.8
St. Louis City,MO,3,298,16,282,17:16.8
St. Louis County,MO,12,883,45,838,17:16.8
TBD,MO,1,1,0,1,17:16.8
Adair,MO,,10,0,10,17:16.8
Andrew,MO,,0,0,0,17:16.8
Atchison,MO,,1,1,0,17:16.8
Audrain,MO,,0,0,0,17:16.8
Barry,MO,,1,0,1,17:16.8
Barton,MO,,0,0,0,17:16.8
Bates,MO,,3,0,3,17:16.8
Benton,MO,,3,0,3,17:16.8
Bollinger,MO,,1,0,1,17:16.8
Buchanan,MO,,8,4,4,17:16.8
Butler,MO,,2,0,2,17:16.8
Caldwell,MO,,1,0,1,17:16.8
Callaway,MO,,19,1,18,17:16.8
Cape Girardeau,MO,,17,1,16,17:16.8
Carroll,MO,,0,0,0,17:16.8
Cedar,MO,,4,0,4,17:16.8
Chariton,MO,,4,0,4,17:16.8
Christian,MO,,16,4,12,17:16.8
Clark,MO,,1,1,0,17:16.8
Clay,MO,,33,0,33,17:16.8
Clinton,MO,,7,0,7,17:16.8
Cole,MO,,30,3,27,17:16.8
Cooper,MO,,2,0,2,17:16.8
Crawford,MO,,3,0,3,17:16.8
Dade,MO,,0,0,0,17:16.8
Dallas,MO,,0,0,0,17:16.8
Daviess,MO,,0,0,0,17:16.8
DeKalb,MO,,1,0,1,17:16.8
Dent,MO,,0,0,0,17:16.8
Douglas,MO,,0,0,0,17:16.8
Dunklin,MO,,7,0,7,17:16.8
Franklin,MO,,25,0,25,17:16.8
Gasconade,MO,,2,0,2,17:16.8
Gentry,MO,,0,0,0,17:16.8
Grundy,MO,,0,0,0,17:16.8
Harrison,MO,,2,0,2,17:16.8
Hickory,MO,,0,0,0,17:16.8
Holt,MO,,0,0,0,17:16.8
Howard,MO,,0,0,0,17:16.8
Howell,MO,,1,0,1,17:16.8
Iron,MO,,0,0,0,17:16.8
Jasper,MO,,8,2,6,17:16.8
Jefferson,MO,,71,9,62,17:16.8
Johnson,MO,,29,1,28,17:16.8
Joplin,MO,,1,0,1,17:16.8
Kansas City,MO,,175,2,173,17:16.8
Knox,MO,,0,0,0,17:16.8
Laclede,MO,,0,0,0,17:16.8
Lawrence,MO,,0,0,0,17:16.8
Lewis,MO,,0,0,0,17:16.8
Lincoln,MO,,17,2,15,17:16.8
Linn,MO,,1,0,1,17:16.8
Livingston,MO,,1,0,1,17:16.8
Macon,MO,,2,0,2,17:16.8
Madison,MO,,0,0,0,17:16.8
Maries,MO,,2,0,2,17:16.8
Marion,MO,,0,0,0,17:16.8
McDonald,MO,,3,0,3,17:16.8
Mercer,MO,,0,0,0,17:16.8
Miller,MO,,0,0,0,17:16.8
Mississippi,MO,,0,0,0,17:16.8
Moniteau,MO,,4,0,4,17:16.8
Monroe,MO,,0,0,0,17:16.8
Montgomery,MO,,4,0,4,17:16.8
Morgan,MO,,1,0,1,17:16.8
New Madrid,MO,,1,0,1,17:16.8
Newton,MO,,6,3,3,17:16.8
Nodaway,MO,,1,0,1,17:16.8
Oregon,MO,,0,0,0,17:16.8
Osage,MO,,3,0,3,17:16.8
Ozark,MO,,0,0,0,17:16.8
Pemiscot,MO,,3,0,3,17:16.8
Perry,MO,,25,12,13,17:16.8
Pettis,MO,,2,0,2,17:16.8
Phelps,MO,,0,0,0,17:16.8
Pike,MO,,2,1,1,17:16.8
Platte,MO,,15,0,15,17:16.8
Polk,MO,,0,0,0,17:16.8
Pulaski,MO,,10,1,9,17:16.8
Putnam,MO,,0,0,0,17:16.8
Ralls,MO,,1,1,0,17:16.8
Randolph,MO,,7,0,7,17:16.8
Ray,MO,,4,1,3,17:16.8
Reynolds,MO,,2,1,1,17:16.8
Ripley,MO,,2,0,2,17:16.8
Saline,MO,,3,0,3,17:16.8
Schuyler,MO,,0,0,0,17:16.8
Scotland,MO,,0,0,0,17:16.8
Scott,MO,,7,2,5,17:16.8
Shannon,MO,,0,0,0,17:16.8
Shelby,MO,,1,1,0,17:16.8
St. Charles,MO,,157,15,142,17:16.8
St. Clair,MO,,0,0,0,17:16.8
St. Francois,MO,,15,1,14,17:16.8
Ste. Genevieve,MO,,6,1,5,17:16.8
Stoddard,MO,,7,2,5,17:16.8
Stone,MO,,3,1,2,17:16.8
Sullivan,MO,,0,0,0,17:16.8
Taney,MO,,5,0,5,17:16.8
Texas,MO,,0,0,0,17:16.8
Vernon,MO,,0,0,0,17:16.8
Warren,MO,,9,0,9,17:16.8
Washington,MO,,0,0,0,17:16.8
Wayne,MO,,0,0,0,17:16.8
Webster,MO,,3,0,3,17:16.8
Worth,MO,,0,0,0,17:16.8
Wright,MO,,7,1,6,17:16.8
County,stateAbbrev,Total_Deaths,Total,Positive_by_State_Public_Health_Laboratory,Positive_by_Commercial_or_Other_Laboratory,pullTime
Boone,MO,1,76,5,71,21:56.0
Camden,MO,1,24,3,21,21:56.0
Carter,MO,1,3,1,2,21:56.0
Cass,MO,1,23,3,20,21:56.0
Greene,MO,6,61,20,41,21:56.0
Henry,MO,1,2,1,1,21:56.0
Jackson,MO,1,139,9,130,21:56.0
Lafayette,MO,1,27,0,27,21:56.0
St. Charles County,MO,5,,,,21:56.0
St. Louis City,MO,3,298,16,282,21:56.0
St. Louis County,MO,12,883,45,838,21:56.0
TBD,MO,1,1,0,1,21:56.0
Adair,MO,,10,0,10,21:56.0
Andrew,MO,,0,0,0,21:56.0
Atchison,MO,,1,1,0,21:56.0
Audrain,MO,,0,0,0,21:56.0
Barry,MO,,1,0,1,21:56.0
Barton,MO,,0,0,0,21:56.0
Bates,MO,,3,0,3,21:56.0
Benton,MO,,3,0,3,21:56.0
Bollinger,MO,,1,0,1,21:56.0
Buchanan,MO,,8,4,4,21:56.0
Butler,MO,,2,0,2,21:56.0
Caldwell,MO,,1,0,1,21:56.0
Callaway,MO,,19,1,18,21:56.0
Cape Girardeau,MO,,17,1,16,21:56.0
Carroll,MO,,0,0,0,21:56.0
Cedar,MO,,4,0,4,21:56.0
Chariton,MO,,4,0,4,21:56.0
Christian,MO,,16,4,12,21:56.0
Clark,MO,,1,1,0,21:56.0
Clay,MO,,33,0,33,21:56.0
Clinton,MO,,7,0,7,21:56.0
Cole,MO,,30,3,27,21:56.0
Cooper,MO,,2,0,2,21:56.0
Crawford,MO,,3,0,3,21:56.0
Dade,MO,,0,0,0,21:56.0
Dallas,MO,,0,0,0,21:56.0
Daviess,MO,,0,0,0,21:56.0
DeKalb,MO,,1,0,1,21:56.0
Dent,MO,,0,0,0,21:56.0
Douglas,MO,,0,0,0,21:56.0
Dunklin,MO,,7,0,7,21:56.0
Franklin,MO,,25,0,25,21:56.0
Gasconade,MO,,2,0,2,21:56.0
Gentry,MO,,0,0,0,21:56.0
Grundy,MO,,0,0,0,21:56.0
Harrison,MO,,2,0,2,21:56.0
Hickory,MO,,0,0,0,21:56.0
Holt,MO,,0,0,0,21:56.0
Howard,MO,,0,0,0,21:56.0
Howell,MO,,1,0,1,21:56.0
Iron,MO,,0,0,0,21:56.0
Jasper,MO,,8,2,6,21:56.0
Jefferson,MO,,71,9,62,21:56.0
Johnson,MO,,29,1,28,21:56.0
Joplin,MO,,1,0,1,21:56.0
Kansas City,MO,,175,2,173,21:56.0
Knox,MO,,0,0,0,21:56.0
Laclede,MO,,0,0,0,21:56.0
Lawrence,MO,,0,0,0,21:56.0
Lewis,MO,,0,0,0,21:56.0
Lincoln,MO,,17,2,15,21:56.0
Linn,MO,,1,0,1,21:56.0
Livingston,MO,,1,0,1,21:56.0
Macon,MO,,2,0,2,21:56.0
Madison,MO,,0,0,0,21:56.0
Maries,MO,,2,0,2,21:56.0
Marion,MO,,0,0,0,21:56.0
McDonald,MO,,3,0,3,21:56.0
Mercer,MO,,0,0,0,21:56.0
Miller,MO,,0,0,0,21:56.0
Mississippi,MO,,0,0,0,21:56.0
Moniteau,MO,,4,0,4,21:56.0
Monroe,MO,,0,0,0,21:56.0
Montgomery,MO,,4,0,4,21:56.0
Morgan,MO,,1,0,1,21:56.0
New Madrid,MO,,1,0,1,21:56.0
Newton,MO,,6,3,3,21:56.0
Nodaway,MO,,1,0,1,21:56.0
Oregon,MO,,0,0,0,21:56.0
Osage,MO,,3,0,3,21:56.0
Ozark,MO,,0,0,0,21:56.0
Pemiscot,MO,,3,0,3,21:56.0
Perry,MO,,25,12,13,21:56.0
Pettis,MO,,2,0,2,21:56.0
Phelps,MO,,0,0,0,21:56.0
Pike,MO,,2,1,1,21:56.0
Platte,MO,,15,0,15,21:56.0
Polk,MO,,0,0,0,21:56.0
Pulaski,MO,,10,1,9,21:56.0
Putnam,MO,,0,0,0,21:56.0
Ralls,MO,,1,1,0,21:56.0
Randolph,MO,,7,0,7,21:56.0
Ray,MO,,4,1,3,21:56.0
Reynolds,MO,,2,1,1,21:56.0
Ripley,MO,,2,0,2,21:56.0
Saline,MO,,3,0,3,21:56.0
Schuyler,MO,,0,0,0,21:56.0
Scotland,MO,,0,0,0,21:56.0
Scott,MO,,7,2,5,21:56.0
Shannon,MO,,0,0,0,21:56.0
Shelby,MO,,1,1,0,21:56.0
St. Charles,MO,,157,15,142,21:56.0
St. Clair,MO,,0,0,0,21:56.0
St. Francois,MO,,15,1,14,21:56.0
Ste. Genevieve,MO,,6,1,5,21:56.0
Stoddard,MO,,7,2,5,21:56.0
Stone,MO,,3,1,2,21:56.0
Sullivan,MO,,0,0,0,21:56.0
Taney,MO,,5,0,5,21:56.0
Texas,MO,,0,0,0,21:56.0
Vernon,MO,,0,0,0,21:56.0
Warren,MO,,9,0,9,21:56.0
Washington,MO,,0,0,0,21:56.0
Wayne,MO,,0,0,0,21:56.0
Webster,MO,,3,0,3,21:56.0
Worth,MO,,0,0,0,21:56.0
Wright,MO,,7,1,6,21:56.0
Boone,MO,1,76,5,71,29:19.2
Callaway,MO,1,19,1,18,29:19.2
Camden,MO,1,24,3,21,29:19.2
Carter,MO,1,3,1,2,29:19.2
Cass,MO,1,26,3,23,29:19.2
Franklin,MO,2,33,0,33,29:19.2
Greene,MO,6,66,20,46,29:19.2
Henry,MO,1,2,1,1,29:19.2
Jackson,MO,1,149,10,139,29:19.2
Lafayette,MO,1,28,0,28,29:19.2
St. Charles County,MO,5,,,,29:19.2
St. Louis City,MO,4,357,19,338,29:19.2
St. Louis County,MO,13,1033,56,977,29:19.2
TBD,MO,1,1,0,1,29:19.2
Adair,MO,,10,0,10,29:19.2
Andrew,MO,,0,0,0,29:19.2
Atchison,MO,,1,1,0,29:19.2
Audrain,MO,,0,0,0,29:19.2
Barry,MO,,1,0,1,29:19.2
Barton,MO,,0,0,0,29:19.2
Bates,MO,,3,0,3,29:19.2
Benton,MO,,3,0,3,29:19.2
Bollinger,MO,,1,0,1,29:19.2
Buchanan,MO,,11,6,5,29:19.2
Butler,MO,,2,0,2,29:19.2
Caldwell,MO,,1,0,1,29:19.2
Cape Girardeau,MO,,20,1,19,29:19.2
Carroll,MO,,0,0,0,29:19.2
Cedar,MO,,4,0,4,29:19.2
Chariton,MO,,4,0,4,29:19.2
Christian,MO,,17,4,13,29:19.2
Clark,MO,,1,1,0,29:19.2
Clay,MO,,37,0,37,29:19.2
Clinton,MO,,8,0,8,29:19.2
Cole,MO,,30,3,27,29:19.2
Cooper,MO,,2,0,2,29:19.2
Crawford,MO,,3,0,3,29:19.2
Dade,MO,,0,0,0,29:19.2
Dallas,MO,,0,0,0,29:19.2
Daviess,MO,,0,0,0,29:19.2
DeKalb,MO,,1,0,1,29:19.2
Dent,MO,,0,0,0,29:19.2
Douglas,MO,,0,0,0,29:19.2
Dunklin,MO,,8,0,8,29:19.2
Gasconade,MO,,2,0,2,29:19.2
Gentry,MO,,1,0,1,29:19.2
Grundy,MO,,0,0,0,29:19.2
Harrison,MO,,3,0,3,29:19.2
Hickory,MO,,0,0,0,29:19.2
Holt,MO,,0,0,0,29:19.2
Howard,MO,,0,0,0,29:19.2
Howell,MO,,1,0,1,29:19.2
Iron,MO,,0,0,0,29:19.2
Jasper,MO,,9,2,7,29:19.2
Jefferson,MO,,81,10,71,29:19.2
Johnson,MO,,32,1,31,29:19.2
Joplin,MO,,2,1,1,29:19.2
Kansas City,MO,,212,2,210,29:19.2
Knox,MO,,0,0,0,29:19.2
Laclede,MO,,0,0,0,29:19.2
Lawrence,MO,,0,0,0,29:19.2
Lewis,MO,,0,0,0,29:19.2
Lincoln,MO,,18,2,16,29:19.2
Linn,MO,,2,0,2,29:19.2
Livingston,MO,,1,0,1,29:19.2
Macon,MO,,2,0,2,29:19.2
Madison,MO,,1,0,1,29:19.2
Maries,MO,,2,0,2,29:19.2
Marion,MO,,0,0,0,29:19.2
McDonald,MO,,3,0,3,29:19.2
Mercer,MO,,0,0,0,29:19.2
Miller,MO,,0,0,0,29:19.2
Mississippi,MO,,0,0,0,29:19.2
Moniteau,MO,,4,0,4,29:19.2
Monroe,MO,,0,0,0,29:19.2
Montgomery,MO,,5,0,5,29:19.2
Morgan,MO,,1,0,1,29:19.2
New Madrid,MO,,2,0,2,29:19.2
Newton,MO,,6,3,3,29:19.2
Nodaway,MO,,2,0,2,29:19.2
Oregon,MO,,0,0,0,29:19.2
Osage,MO,,3,0,3,29:19.2
Ozark,MO,,0,0,0,29:19.2
Pemiscot,MO,,3,0,3,29:19.2
Perry,MO,,28,15,13,29:19.2
Pettis,MO,,2,0,2,29:19.2
Phelps,MO,,1,0,0,29:19.2
Pike,MO,,2,1,1,29:19.2
Platte,MO,,17,0,17,29:19.2
Polk,MO,,0,0,0,29:19.2
Pulaski,MO,,11,1,10,29:19.2
Putnam,MO,,0,0,0,29:19.2
Ralls,MO,,1,1,0,29:19.2
Randolph,MO,,7,0,7,29:19.2
Ray,MO,,4,1,3,29:19.2
Reynolds,MO,,2,1,1,29:19.2
Ripley,MO,,2,0,2,29:19.2
Saline,MO,,3,0,3,29:19.2
Schuyler,MO,,0,0,0,29:19.2
Scotland,MO,,0,0,0,29:19.2
Scott,MO,,10,2,8,29:19.2
Shannon,MO,,0,0,0,29:19.2
Shelby,MO,,1,1,0,29:19.2
St. Charles,MO,,188,22,166,29:19.2
St. Clair,MO,,0,0,0,29:19.2
St. Francois,MO,,17,4,13,29:19.2
Ste. Genevieve,MO,,6,1,5,29:19.2
Stoddard,MO,,7,2,5,29:19.2
Stone,MO,,3,1,2,29:19.2
Sullivan,MO,,0,0,0,29:19.2
Taney,MO,,7,1,6,29:19.2
Texas,MO,,0,0,0,29:19.2
Vernon,MO,,0,0,0,29:19.2
Warren,MO,,9,0,9,29:19.2
Washington,MO,,0,0,0,29:19.2
Wayne,MO,,0,0,0,29:19.2
Webster,MO,,3,0,3,29:19.2
Worth,MO,,1,0,1,29:19.2
Wright,MO,,7,1,6,29:19.2
Boone,MO,1,77,5,72,05:16.0
Callaway,MO,1,19,1,18,05:16.0
Camden,MO,1,24,3,21,05:16.0
Carter,MO,1,3,1,2,05:16.0
Cass,MO,1,25,3,22,05:16.0
Clay,MO,1,37,0,37,05:16.0
Cole,MO,1,32,3,29,05:16.0
Franklin,MO,3,35,0,35,05:16.0
Greene,MO,6,67,20,47,05:16.0
Henry,MO,1,2,1,1,05:16.0
Jackson,MO,1,154,10,144,05:16.0
Kansas City,MO,5,219,2,217,05:16.0
Lafayette,MO,1,28,0,28,05:16.0
St. Charles County,MO,6,,,,05:16.0
St. Louis City,MO,5,399,19,380,05:16.0
St. Louis County,MO,15,1203,56,1147,05:16.0
TBD,MO,3,1,0,1,05:16.0
Adair,MO,,11,0,11,05:16.0
Andrew,MO,,0,0,0,05:16.0
Atchison,MO,,1,1,0,05:16.0
Audrain,MO,,0,0,0,05:16.0
Barry,MO,,1,0,1,05:16.0
Barton,MO,,0,0,0,05:16.0
Bates,MO,,3,0,3,05:16.0
Benton,MO,,3,0,3,05:16.0
Bollinger,MO,,2,0,2,05:16.0
Buchanan,MO,,14,6,8,05:16.0
Butler,MO,,5,0,5,05:16.0
Caldwell,MO,,1,0,1,05:16.0
Cape Girardeau,MO,,20,1,19,05:16.0
Carroll,MO,,0,0,0,05:16.0
Cedar,MO,,7,0,7,05:16.0
Chariton,MO,,4,0,4,05:16.0
Christian,MO,,17,4,13,05:16.0
Clark,MO,,1,1,0,05:16.0
Clinton,MO,,8,0,8,05:16.0
Cooper,MO,,2,0,2,05:16.0
Crawford,MO,,3,0,3,05:16.0
Dade,MO,,0,0,0,05:16.0
Dallas,MO,,1,0,1,05:16.0
Daviess,MO,,0,0,0,05:16.0
DeKalb,MO,,1,0,1,05:16.0
Dent,MO,,0,0,0,05:16.0
Douglas,MO,,0,0,0,05:16.0
Dunklin,MO,,8,0,8,05:16.0
Gasconade,MO,,2,0,2,05:16.0
Gentry,MO,,1,0,1,05:16.0
Grundy,MO,,0,0,0,05:16.0
Harrison,MO,,4,0,4,05:16.0
Hickory,MO,,0,0,0,05:16.0
Holt,MO,,0,0,0,05:16.0
Howard,MO,,1,0,1,05:16.0
Howell,MO,,4,0,4,05:16.0
Iron,MO,,0,0,0,05:16.0
Jasper,MO,,9,2,7,05:16.0
Jefferson,MO,,92,10,82,05:16.0
Johnson,MO,,33,1,32,05:16.0
Joplin,MO,,3,1,2,05:16.0
Knox,MO,,0,0,0,05:16.0
Laclede,MO,,0,0,0,05:16.0
Lawrence,MO,,0,0,0,05:16.0
Lewis,MO,,0,0,0,05:16.0
Lincoln,MO,,21,2,19,05:16.0
Linn,MO,,3,0,3,05:16.0
Livingston,MO,,1,0,1,05:16.0
Macon,MO,,2,0,2,05:16.0
Madison,MO,,1,0,1,05:16.0
Maries,MO,,2,0,2,05:16.0
Marion,MO,,0,0,0,05:16.0
McDonald,MO,,3,0,3,05:16.0
Mercer,MO,,0,0,0,05:16.0
Miller,MO,,0,0,0,05:16.0
Mississippi,MO,,0,0,0,05:16.0
Moniteau,MO,,4,0,4,05:16.0
Monroe,MO,,0,0,0,05:16.0
Montgomery,MO,,5,0,5,05:16.0
Morgan,MO,,1,0,1,05:16.0
New Madrid,MO,,5,0,5,05:16.0
Newton,MO,,6,3,3,05:16.0
Nodaway,MO,,2,0,2,05:16.0
Oregon,MO,,1,0,1,05:16.0
Osage,MO,,4,0,4,05:16.0
Ozark,MO,,0,0,0,05:16.0
Pemiscot,MO,,3,0,3,05:16.0
Perry,MO,,28,15,13,05:16.0
Pettis,MO,,3,0,3,05:16.0
Phelps,MO,,1,0,1,05:16.0
Pike,MO,,2,1,1,05:16.0
Platte,MO,,17,0,17,05:16.0
Polk,MO,,1,0,1,05:16.0
Pulaski,MO,,12,1,11,05:16.0
Putnam,MO,,0,0,0,05:16.0
Ralls,MO,,1,1,0,05:16.0
Randolph,MO,,7,0,7,05:16.0
Ray,MO,,7,1,6,05:16.0
Reynolds,MO,,2,1,1,05:16.0
Ripley,MO,,2,0,2,05:16.0
Saline,MO,,5,0,5,05:16.0
Schuyler,MO,,0,0,0,05:16.0
Scotland,MO,,1,0,1,05:16.0
Scott,MO,,10,2,8,05:16.0
Shannon,MO,,0,0,0,05:16.0
Shelby,MO,,1,1,0,05:16.0
St. Charles,MO,,221,22,199,05:16.0
St. Clair,MO,,0,0,0,05:16.0
St. Francois,MO,,19,4,15,05:16.0
Ste. Genevieve,MO,,6,1,5,05:16.0
Stoddard,MO,,8,2,6,05:16.0
Stone,MO,,3,1,2,05:16.0
Sullivan,MO,,0,0,0,05:16.0
Taney,MO,,7,1,6,05:16.0
Texas,MO,,0,0,0,05:16.0
Vernon,MO,,0,0,0,05:16.0
Warren,MO,,11,0,11,05:16.0
Washington,MO,,0,0,0,05:16.0
Wayne,MO,,0,0,0,05:16.0
Webster,MO,,3,0,3,05:16.0
Worth,MO,,1,0,1,05:16.0
Wright,MO,,7,1,6,05:16.0
Boone,MO,1,78,43930,,
Callaway,MO,1,20,43930,,
Camden,MO,1,25,43930,,
Cape Girardeau,MO,1,23,43930,,
Carter,MO,1,3,43930,,
Cass,MO,1,26,43930,,
Clay,MO,1,37,43930,,
Cole,MO,1,35,43930,,
Franklin,MO,3,56,43930,,
Greene,MO,6,71,43930,,
Henry,MO,1,2,43930,,
Jackson,MO,1,167,43930,,
Kansas City,MO,6,249,43930,,
Lafayette,MO,1,27,43930,,
Lincoln,MO,1,25,43930,,
St. Charles County,MO,6,,43930,,
St. Francois,MO,1,20,43930,,
St. Louis City,MO,6,444,43930,,
St. Louis County,MO,15,1302,43930,,
Ste. Genevieve,MO,1,6,43930,,
TBD,MO,2,0,43930,,
Adair,MO,,11,43930,,
Andrew,MO,,0,43930,,
Atchison,MO,,1,43930,,
Audrain,MO,,0,43930,,
Barry,MO,,2,43930,,
Barton,MO,,0,43930,,
Bates,MO,,4,43930,,
Benton,MO,,3,43930,,
Bollinger,MO,,2,43930,,
Buchanan,MO,,16,43930,,
Butler,MO,,5,43930,,
Caldwell,MO,,1,43930,,
Carroll,MO,,0,43930,,
Cedar,MO,,8,43930,,
Chariton,MO,,4,43930,,
Christian,MO,,17,43930,,
Clark,MO,,1,43930,,
Clinton,MO,,11,43930,,
Cooper,MO,,2,43930,,
Crawford,MO,,5,43930,,
Dade,MO,,0,43930,,
Dallas,MO,,1,43930,,
Daviess,MO,,0,43930,,
DeKalb,MO,,2,43930,,
Dent,MO,,0,43930,,
Douglas,MO,,0,43930,,
Dunklin,MO,,9,43930,,
Gasconade,MO,,2,43930,,
Gentry,MO,,1,43930,,
Grundy,MO,,0,43930,,
Harrison,MO,,4,43930,,
Hickory,MO,,0,43930,,
Holt,MO,,0,43930,,
Howard,MO,,1,43930,,
Howell,MO,,4,43930,,
Iron,MO,,0,43930,,
Jasper,MO,,10,43930,,
Jefferson,MO,,95,43930,,
Johnson,MO,,35,43930,,
Joplin,MO,,3,43930,,
Knox,MO,,0,43930,,
Laclede,MO,,0,43930,,
Lawrence,MO,,0,43930,,
Lewis,MO,,0,43930,,
Linn,MO,,3,43930,,
Livingston,MO,,1,43930,,
Macon,MO,,2,43930,,
Madison,MO,,1,43930,,
Maries,MO,,2,43930,,
Marion,MO,,0,43930,,
McDonald,MO,,3,43930,,
Mercer,MO,,0,43930,,
Miller,MO,,0,43930,,
Mississippi,MO,,0,43930,,
Moniteau,MO,,4,43930,,
Monroe,MO,,0,43930,,
Montgomery,MO,,5,43930,,
Morgan,MO,,1,43930,,
New Madrid,MO,,5,43930,,
Newton,MO,,6,43930,,
Nodaway,MO,,2,43930,,
Oregon,MO,,1,43930,,
Osage,MO,,4,43930,,
Ozark,MO,,0,43930,,
Pemiscot,MO,,4,43930,,
Perry,MO,,30,43930,,
Pettis,MO,,3,43930,,
Phelps,MO,,1,43930,,
Pike,MO,,4,43930,,
Platte,MO,,19,43930,,
Polk,MO,,1,43930,,
Pulaski,MO,,12,43930,,
Putnam,MO,,0,43930,,
Ralls,MO,,1,43930,,
Randolph,MO,,7,43930,,
Ray,MO,,7,43930,,
Reynolds,MO,,2,43930,,
Ripley,MO,,2,43930,,
Saline,MO,,7,43930,,
Schuyler,MO,,0,43930,,
Scotland,MO,,1,43930,,
Scott,MO,,11,43930,,
Shannon,MO,,0,43930,,
Shelby,MO,,1,43930,,
St. Charles,MO,,254,43930,,
St. Clair,MO,,0,43930,,
Stoddard,MO,,8,43930,,
Stone,MO,,3,43930,,
Sullivan,MO,,0,43930,,
Taney,MO,,7,43930,,
Texas,MO,,0,43930,,
Vernon,MO,,0,43930,,
Warren,MO,,13,43930,,
Washington,MO,,1,43930,,
Wayne,MO,,0,43930,,
Webster,MO,,3,43930,,
Worth,MO,,1,43930,,
Wright,MO,,7,43930,,
Boone,MO,1,78,43931,,
Buchanan,MO,1,17,43931,,
Callaway,MO,1,20,43931,,
Camden,MO,1,26,43931,,
Cape Girardeau,MO,1,24,43931,,
Carter,MO,1,3,43931,,
Cass,MO,1,27,43931,,
Clay,MO,1,38,43931,,
Cole,MO,1,35,43931,,
Franklin,MO,3,62,43931,,
Greene,MO,7,72,43931,,
Henry,MO,1,2,43931,,
Jackson,MO,4,177,43931,,
Jefferson,MO,2,98,43931,,
Kansas City,MO,6,257,43931,,
Lafayette,MO,1,26,43931,,
Lincoln,MO,1,25,43931,,
St. Charles County,MO,6,,43931,,
St. Francois,MO,1,20,43931,,
St. Louis City,MO,6,498,43931,,
St. Louis County,MO,28,1393,43931,,
Ste. Genevieve,MO,1,6,43931,,
Taney,MO,1,7,43931,,
TBD,MO,0,0,43931,,
Adair,MO,,11,43931,,
Andrew,MO,,0,43931,,
Atchison,MO,,1,43931,,
Audrain,MO,,0,43931,,
Barry,MO,,1,43931,,
Barton,MO,,0,43931,,
Bates,MO,,4,43931,,
Benton,MO,,3,43931,,
Bollinger,MO,,3,43931,,
Butler,MO,,6,43931,,
Caldwell,MO,,1,43931,,
Carroll,MO,,0,43931,,
Cedar,MO,,5,43931,,
Chariton,MO,,4,43931,,
Christian,MO,,17,43931,,
Clark,MO,,1,43931,,
Clinton,MO,,9,43931,,
Cooper,MO,,3,43931,,
Crawford,MO,,4,43931,,
Dade,MO,,0,43931,,
Dallas,MO,,2,43931,,
Daviess,MO,,0,43931,,
DeKalb,MO,,3,43931,,
Dent,MO,,0,43931,,
Douglas,MO,,0,43931,,
Dunklin,MO,,10,43931,,
Gasconade,MO,,2,43931,,
Gentry,MO,,1,43931,,
Grundy,MO,,0,43931,,
Harrison,MO,,4,43931,,
Hickory,MO,,0,43931,,
Holt,MO,,0,43931,,
Howard,MO,,1,43931,,
Howell,MO,,4,43931,,
Iron,MO,,0,43931,,
Jasper,MO,,11,43931,,
Johnson,MO,,36,43931,,
Joplin,MO,,2,43931,,
Knox,MO,,0,43931,,
Laclede,MO,,0,43931,,
Lawrence,MO,,0,43931,,
Lewis,MO,,0,43931,,
Linn,MO,,3,43931,,
Livingston,MO,,1,43931,,
Macon,MO,,2,43931,,
Madison,MO,,1,43931,,
Maries,MO,,2,43931,,
Marion,MO,,0,43931,,
McDonald,MO,,4,43931,,
Mercer,MO,,0,43931,,
Miller,MO,,0,43931,,
Mississippi,MO,,0,43931,,
Moniteau,MO,,3,43931,,
Monroe,MO,,0,43931,,
Montgomery,MO,,6,43931,,
Morgan,MO,,1,43931,,
New Madrid,MO,,6,43931,,
Newton,MO,,7,43931,,
Nodaway,MO,,2,43931,,
Oregon,MO,,1,43931,,
Osage,MO,,4,43931,,
Ozark,MO,,0,43931,,
Pemiscot,MO,,4,43931,,
Perry,MO,,31,43931,,
Pettis,MO,,3,43931,,
Phelps,MO,,1,43931,,
Pike,MO,,5,43931,,
Platte,MO,,21,43931,,
Polk,MO,,1,43931,,
Pulaski,MO,,11,43931,,
Putnam,MO,,0,43931,,
Ralls,MO,,1,43931,,
Randolph,MO,,7,43931,,
Ray,MO,,7,43931,,
Reynolds,MO,,2,43931,,
Ripley,MO,,2,43931,,
Saline,MO,,11,43931,,
Schuyler,MO,,0,43931,,
Scotland,MO,,1,43931,,
