Report Date,Health District,Number of Cases,Number of Hospitalizations,Number of Deaths,Scrape_Time
6/14/2020,Southside,309,45,26,2020-06-14 20:04:20.888754
6/14/2020,Chesapeake,659,100,16,2020-06-14 20:04:20.888754
6/14/2020,Thomas Jefferson,701,81,19,2020-06-14 20:04:20.888754
6/14/2020,Roanoke,250,11,10,2020-06-14 20:04:20.888754
6/14/2020,Eastern Shore,1255,93,41,2020-06-14 20:04:20.888754
6/14/2020,Mount Rogers,563,63,22,2020-06-14 20:04:20.888754
6/14/2020,Chickahominy,561,99,34,2020-06-14 20:04:20.888754
6/14/2020,New River,149,18,4,2020-06-14 20:04:20.888754
6/14/2020,Central Virginia,269,17,4,2020-06-14 20:04:20.888754
6/14/2020,Piedmont,884,71,7,2020-06-14 20:04:20.888754
6/14/2020,Lord Fairfax,1726,146,61,2020-06-14 20:04:20.888754
6/14/2020,Crater,1228,113,21,2020-06-14 20:04:20.888754
6/14/2020,Hampton,238,37,5,2020-06-14 20:04:20.888754
6/14/2020,Alexandria,2151,223,48,2020-06-14 20:04:20.888754
6/14/2020,Fairfax,13140,1490,436,2020-06-14 20:04:20.888754
6/14/2020,Richmond,1814,188,29,2020-06-14 20:04:20.888754
6/14/2020,Arlington,2338,400,125,2020-06-14 20:04:20.888754
6/14/2020,Rappahannock Rapidan,1354,102,18,2020-06-14 20:04:20.888754
6/14/2020,Rappahannock,2105,189,28,2020-06-14 20:04:20.888754
6/14/2020,Pittsylvania-Danville,134,32,3,2020-06-14 20:04:20.888754
6/14/2020,Prince William,8267,741,138,2020-06-14 20:04:20.888754
6/14/2020,Cumberland Plateau,35,2,0,2020-06-14 20:04:20.888754
6/14/2020,Portsmouth,375,57,12,2020-06-14 20:04:20.888754
6/14/2020,Virginia Beach,890,108,27,2020-06-14 20:04:20.888754
6/14/2020,West Piedmont,327,33,5,2020-06-14 20:04:20.888754
6/14/2020,Three Rivers,581,46,9,2020-06-14 20:04:20.888754
6/14/2020,Alleghany,263,27,14,2020-06-14 20:04:20.888754
6/14/2020,Lenowisco,45,16,4,2020-06-14 20:04:20.888754
6/14/2020,Norfolk,660,80,7,2020-06-14 20:04:20.888754
6/14/2020,Western Tidewater,699,78,45,2020-06-14 20:04:20.888754
6/14/2020,Henrico,2264,237,136,2020-06-14 20:04:20.888754
6/14/2020,Central Shenandoah,1783,141,32,2020-06-14 20:04:20.888754
6/14/2020,Loudoun,3384,204,71,2020-06-14 20:04:20.888754
6/14/2020,Chesterfield,2347,127,56,2020-06-14 20:04:20.888754
6/14/2020,Peninsula,758,121,33,2020-06-14 20:04:20.888754
6/15/2020,Southside,312,45,26,2020-06-15 22:13:41.671905
6/15/2020,Chesapeake,672,102,16,2020-06-15 22:13:41.671905
6/15/2020,Thomas Jefferson,708,81,19,2020-06-15 22:13:41.671905
6/15/2020,Roanoke,250,11,10,2020-06-15 22:13:41.671905
6/15/2020,Eastern Shore,1258,93,41,2020-06-15 22:13:41.671905
6/15/2020,Mount Rogers,568,63,22,2020-06-15 22:13:41.671905
6/15/2020,Chickahominy,568,101,35,2020-06-15 22:13:41.671905
6/15/2020,New River,149,18,4,2020-06-15 22:13:41.671905
6/15/2020,Central Virginia,269,17,4,2020-06-15 22:13:41.671905
6/15/2020,Piedmont,897,71,7,2020-06-15 22:13:41.671905
6/15/2020,Lord Fairfax,1732,147,61,2020-06-15 22:13:41.671905
6/15/2020,Crater,1247,113,21,2020-06-15 22:13:41.671905
6/15/2020,Hampton,241,37,5,2020-06-15 22:13:41.671905
6/15/2020,Alexandria,2160,225,48,2020-06-15 22:13:41.671905
6/15/2020,Fairfax,13215,1518,436,2020-06-15 22:13:41.671905
6/15/2020,Richmond,1832,188,29,2020-06-15 22:13:41.671905
6/15/2020,Arlington,2346,405,125,2020-06-15 22:13:41.671905
6/15/2020,Rappahannock Rapidan,1359,102,18,2020-06-15 22:13:41.671905
6/15/2020,Rappahannock,2140,191,29,2020-06-15 22:13:41.671905
6/15/2020,Pittsylvania-Danville,136,32,3,2020-06-15 22:13:41.671905
6/15/2020,Prince William,8306,744,141,2020-06-15 22:13:41.671905
6/15/2020,Cumberland Plateau,35,2,0,2020-06-15 22:13:41.671905
6/15/2020,Portsmouth,386,58,12,2020-06-15 22:13:41.671905
6/15/2020,Virginia Beach,899,108,27,2020-06-15 22:13:41.671905
6/15/2020,West Piedmont,331,33,5,2020-06-15 22:13:41.671905
6/15/2020,Three Rivers,584,46,9,2020-06-15 22:13:41.671905
6/15/2020,Alleghany,263,27,14,2020-06-15 22:13:41.671905
6/15/2020,Lenowisco,46,16,4,2020-06-15 22:13:41.671905
6/15/2020,Norfolk,668,82,7,2020-06-15 22:13:41.671905
6/15/2020,Western Tidewater,700,78,46,2020-06-15 22:13:41.671905
6/15/2020,Henrico,2289,238,136,2020-06-15 22:13:41.671905
6/15/2020,Central Shenandoah,1787,144,32,2020-06-15 22:13:41.671905
6/15/2020,Loudoun,3404,204,71,2020-06-15 22:13:41.671905
6/15/2020,Chesterfield,2360,127,56,2020-06-15 22:13:41.671905
6/15/2020,Peninsula,769,121,33,2020-06-15 22:13:41.671905
6/16/2020,Southside,323,45,26,2020-06-16 20:30:14.941698
6/16/2020,Chesapeake,678,102,16,2020-06-16 20:30:14.941698
6/16/2020,Thomas Jefferson,717,81,19,2020-06-16 20:30:14.941698
6/16/2020,Roanoke,270,11,10,2020-06-16 20:30:14.941698
6/16/2020,Eastern Shore,1271,102,41,2020-06-16 20:30:14.941698
6/16/2020,Mount Rogers,573,63,22,2020-06-16 20:30:14.941698
6/16/2020,Chickahominy,570,102,35,2020-06-16 20:30:14.941698
6/16/2020,New River,152,18,4,2020-06-16 20:30:14.941698
6/16/2020,Central Virginia,280,17,4,2020-06-16 20:30:14.941698
6/16/2020,Piedmont,912,73,7,2020-06-16 20:30:14.941698
6/16/2020,Lord Fairfax,1749,148,62,2020-06-16 20:30:14.941698
6/16/2020,Crater,1253,117,21,2020-06-16 20:30:14.941698
6/16/2020,Hampton,246,37,5,2020-06-16 20:30:14.941698
6/16/2020,Alexandria,2168,224,47,2020-06-16 20:30:14.941698
6/16/2020,Fairfax,13228,1527,441,2020-06-16 20:30:14.941698
6/16/2020,Richmond,1848,191,29,2020-06-16 20:30:14.941698
6/16/2020,Arlington,2363,407,125,2020-06-16 20:30:14.941698
6/16/2020,Rappahannock Rapidan,1372,103,18,2020-06-16 20:30:14.941698
6/16/2020,Rappahannock,2166,192,30,2020-06-16 20:30:14.941698
6/16/2020,Pittsylvania-Danville,136,32,3,2020-06-16 20:30:14.941698
6/16/2020,Prince William,8326,753,147,2020-06-16 20:30:14.941698
6/16/2020,Cumberland Plateau,36,2,0,2020-06-16 20:30:14.941698
6/16/2020,Portsmouth,387,59,12,2020-06-16 20:30:14.941698
6/16/2020,Virginia Beach,909,110,27,2020-06-16 20:30:14.941698
6/16/2020,West Piedmont,341,33,5,2020-06-16 20:30:14.941698
6/16/2020,Three Rivers,586,46,10,2020-06-16 20:30:14.941698
6/16/2020,Alleghany,278,27,14,2020-06-16 20:30:14.941698
6/16/2020,Lenowisco,46,16,4,2020-06-16 20:30:14.941698
6/16/2020,Norfolk,681,84,7,2020-06-16 20:30:14.941698
6/16/2020,Western Tidewater,704,78,46,2020-06-16 20:30:14.941698
6/16/2020,Henrico,2311,240,137,2020-06-16 20:30:14.941698
6/16/2020,Central Shenandoah,1798,146,31,2020-06-16 20:30:14.941698
6/16/2020,Loudoun,3439,206,76,2020-06-16 20:30:14.941698
6/16/2020,Chesterfield,2429,128,56,2020-06-16 20:30:14.941698
6/16/2020,Peninsula,785,123,33,2020-06-16 20:30:14.941698
6/17/2020,Southside,329,46,26,2020-06-17 21:18:16.620133
6/17/2020,Chesapeake,684,103,16,2020-06-17 21:18:16.620133
6/17/2020,Thomas Jefferson,722,81,19,2020-06-17 21:18:16.620133
6/17/2020,Roanoke,277,12,10,2020-06-17 21:18:16.620133
6/17/2020,Eastern Shore,1283,105,41,2020-06-17 21:18:16.620133
6/17/2020,Mount Rogers,583,62,23,2020-06-17 21:18:16.620133
6/17/2020,Chickahominy,575,102,35,2020-06-17 21:18:16.620133
6/17/2020,New River,152,18,4,2020-06-17 21:18:16.620133
6/17/2020,Central Virginia,282,17,4,2020-06-17 21:18:16.620133
6/17/2020,Piedmont,920,76,7,2020-06-17 21:18:16.620133
6/17/2020,Lord Fairfax,1764,149,62,2020-06-17 21:18:16.620133
6/17/2020,Crater,1271,122,21,2020-06-17 21:18:16.620133
6/17/2020,Hampton,248,37,5,2020-06-17 21:18:16.620133
6/17/2020,Alexandria,2175,225,48,2020-06-17 21:18:16.620133
6/17/2020,Fairfax,13279,1535,443,2020-06-17 21:18:16.620133
6/17/2020,Richmond,1872,195,28,2020-06-17 21:18:16.620133
6/17/2020,Arlington,2372,407,124,2020-06-17 21:18:16.620133
6/17/2020,Rappahannock Rapidan,1382,103,18,2020-06-17 21:18:16.620133
6/17/2020,Rappahannock,2188,195,30,2020-06-17 21:18:16.620133
6/17/2020,Pittsylvania-Danville,139,32,3,2020-06-17 21:18:16.620133
6/17/2020,Prince William,8364,755,147,2020-06-17 21:18:16.620133
6/17/2020,Cumberland Plateau,37,2,0,2020-06-17 21:18:16.620133
6/17/2020,Portsmouth,395,60,13,2020-06-17 21:18:16.620133
6/17/2020,Virginia Beach,923,112,28,2020-06-17 21:18:16.620133
6/17/2020,West Piedmont,349,32,5,2020-06-17 21:18:16.620133
6/17/2020,Three Rivers,586,46,10,2020-06-17 21:18:16.620133
6/17/2020,Alleghany,287,28,14,2020-06-17 21:18:16.620133
6/17/2020,Lenowisco,46,16,4,2020-06-17 21:18:16.620133
6/17/2020,Norfolk,698,85,7,2020-06-17 21:18:16.620133
6/17/2020,Western Tidewater,704,78,46,2020-06-17 21:18:16.620133
6/17/2020,Henrico,2332,241,140,2020-06-17 21:18:16.620133
6/17/2020,Central Shenandoah,1817,147,32,2020-06-17 21:18:16.620133
6/17/2020,Loudoun,3458,217,80,2020-06-17 21:18:16.620133
6/17/2020,Chesterfield,2487,128,57,2020-06-17 21:18:16.620133
6/17/2020,Peninsula,795,123,33,2020-06-17 21:18:16.620133
6/18/2020,Southside,344,46,26,2020-06-18 21:08:23.582701
6/18/2020,Chesapeake,697,105,16,2020-06-18 21:08:23.582701
6/18/2020,Thomas Jefferson,737,81,19,2020-06-18 21:08:23.582701
6/18/2020,Roanoke,277,12,10,2020-06-18 21:08:23.582701
6/18/2020,Eastern Shore,1285,105,41,2020-06-18 21:08:23.582701
6/18/2020,Mount Rogers,590,62,23,2020-06-18 21:08:23.582701
6/18/2020,Chickahominy,578,104,35,2020-06-18 21:08:23.582701
6/18/2020,New River,153,18,4,2020-06-18 21:08:23.582701
6/18/2020,Central Virginia,283,17,4,2020-06-18 21:08:23.582701
6/18/2020,Piedmont,939,78,7,2020-06-18 21:08:23.582701
6/18/2020,Lord Fairfax,1786,149,62,2020-06-18 21:08:23.582701
6/18/2020,Crater,1279,126,21,2020-06-18 21:08:23.582701
6/18/2020,Hampton,251,37,5,2020-06-18 21:08:23.582701
6/18/2020,Alexandria,2186,229,48,2020-06-18 21:08:23.582701
6/18/2020,Fairfax,13334,1547,444,2020-06-18 21:08:23.582701
6/18/2020,Richmond,1895,198,29,2020-06-18 21:08:23.582701
6/18/2020,Arlington,2382,409,126,2020-06-18 21:08:23.582701
6/18/2020,Rappahannock Rapidan,1383,103,18,2020-06-18 21:08:23.582701
6/18/2020,Rappahannock,2211,196,30,2020-06-18 21:08:23.582701
6/18/2020,Pittsylvania-Danville,144,33,3,2020-06-18 21:08:23.582701
6/18/2020,Prince William,8414,757,147,2020-06-18 21:08:23.582701
6/18/2020,Cumberland Plateau,37,2,0,2020-06-18 21:08:23.582701
6/18/2020,Portsmouth,402,60,13,2020-06-18 21:08:23.582701
6/18/2020,Virginia Beach,936,112,27,2020-06-18 21:08:23.582701
6/18/2020,West Piedmont,354,34,5,2020-06-18 21:08:23.582701
6/18/2020,Three Rivers,590,46,9,2020-06-18 21:08:23.582701
6/18/2020,Alleghany,288,28,14,2020-06-18 21:08:23.582701
6/18/2020,Lenowisco,46,16,4,2020-06-18 21:08:23.582701
6/18/2020,Norfolk,704,88,7,2020-06-18 21:08:23.582701
6/18/2020,Western Tidewater,705,78,46,2020-06-18 21:08:23.582701
6/18/2020,Henrico,2342,241,139,2020-06-18 21:08:23.582701
6/18/2020,Central Shenandoah,1839,148,32,2020-06-18 21:08:23.582701
6/18/2020,Loudoun,3499,228,82,2020-06-18 21:08:23.582701
6/18/2020,Chesterfield,2549,128,57,2020-06-18 21:08:23.582701
6/18/2020,Peninsula,799,123,33,2020-06-18 21:08:23.582701
6/19/2020,Southside,363,47,26,2020-06-19 19:52:00.330873
6/19/2020,Chesapeake,709,105,16,2020-06-19 19:52:00.330873
6/19/2020,Thomas Jefferson,739,81,19,2020-06-19 19:52:00.330873
6/19/2020,Roanoke,291,12,10,2020-06-19 19:52:00.330873
6/19/2020,Eastern Shore,1289,106,41,2020-06-19 19:52:00.330873
6/19/2020,Mount Rogers,613,63,23,2020-06-19 19:52:00.330873
6/19/2020,Chickahominy,585,103,34,2020-06-19 19:52:00.330873
6/19/2020,New River,153,18,4,2020-06-19 19:52:00.330873
6/19/2020,Central Virginia,293,17,4,2020-06-19 19:52:00.330873
6/19/2020,Piedmont,947,79,7,2020-06-19 19:52:00.330873
6/19/2020,Lord Fairfax,1798,155,62,2020-06-19 19:52:00.330873
6/19/2020,Crater,1299,126,21,2020-06-19 19:52:00.330873
6/19/2020,Hampton,252,37,5,2020-06-19 19:52:00.330873
6/19/2020,Alexandria,2198,230,48,2020-06-19 19:52:00.330873
6/19/2020,Fairfax,13369,1565,445,2020-06-19 19:52:00.330873
6/19/2020,Richmond,1929,200,29,2020-06-19 19:52:00.330873
6/19/2020,Arlington,2396,409,126,2020-06-19 19:52:00.330873
6/19/2020,Rappahannock Rapidan,1387,103,18,2020-06-19 19:52:00.330873
6/19/2020,Rappahannock,2230,202,32,2020-06-19 19:52:00.330873
6/19/2020,Pittsylvania-Danville,144,33,3,2020-06-19 19:52:00.330873
6/19/2020,Prince William,8510,762,152,2020-06-19 19:52:00.330873
6/19/2020,Cumberland Plateau,37,2,0,2020-06-19 19:52:00.330873
6/19/2020,Portsmouth,405,60,13,2020-06-19 19:52:00.330873
6/19/2020,Virginia Beach,950,112,27,2020-06-19 19:52:00.330873
6/19/2020,West Piedmont,367,36,5,2020-06-19 19:52:00.330873
6/19/2020,Three Rivers,598,48,11,2020-06-19 19:52:00.330873
6/19/2020,Alleghany,305,28,14,2020-06-19 19:52:00.330873
6/19/2020,Lenowisco,46,16,4,2020-06-19 19:52:00.330873
6/19/2020,Norfolk,707,89,7,2020-06-19 19:52:00.330873
6/19/2020,Western Tidewater,710,78,46,2020-06-19 19:52:00.330873
6/19/2020,Henrico,2368,241,138,2020-06-19 19:52:00.330873
6/19/2020,Central Shenandoah,1850,148,32,2020-06-19 19:52:00.330873
6/19/2020,Loudoun,3504,232,82,2020-06-19 19:52:00.330873
6/19/2020,Chesterfield,2641,130,65,2020-06-19 19:52:00.330873
6/19/2020,Peninsula,811,124,33,2020-06-19 19:52:00.330873
6/20/2020,Southside,363,47,26,2020-06-20 21:24:05.255432
6/20/2020,Chesapeake,721,105,16,2020-06-20 21:24:05.255432
6/20/2020,Thomas Jefferson,765,81,19,2020-06-20 21:24:05.255432
6/20/2020,Roanoke,308,13,10,2020-06-20 21:24:05.255432
6/20/2020,Eastern Shore,1292,106,41,2020-06-20 21:24:05.255432
6/20/2020,Mount Rogers,626,63,23,2020-06-20 21:24:05.255432
6/20/2020,Chickahominy,597,103,34,2020-06-20 21:24:05.255432
6/20/2020,New River,169,19,4,2020-06-20 21:24:05.255432
6/20/2020,Central Virginia,303,17,4,2020-06-20 21:24:05.255432
6/20/2020,Piedmont,948,79,7,2020-06-20 21:24:05.255432
6/20/2020,Lord Fairfax,1805,155,62,2020-06-20 21:24:05.255432
6/20/2020,Crater,1314,126,21,2020-06-20 21:24:05.255432
6/20/2020,Hampton,258,37,5,2020-06-20 21:24:05.255432
6/20/2020,Alexandria,2217,231,49,2020-06-20 21:24:05.255432
6/20/2020,Fairfax,13468,1566,448,2020-06-20 21:24:05.255432
6/20/2020,Richmond,1960,199,29,2020-06-20 21:24:05.255432
6/20/2020,Arlington,2405,411,126,2020-06-20 21:24:05.255432
6/20/2020,Rappahannock Rapidan,1393,103,18,2020-06-20 21:24:05.255432
6/20/2020,Rappahannock,2255,204,33,2020-06-20 21:24:05.255432
6/20/2020,Pittsylvania-Danville,154,33,3,2020-06-20 21:24:05.255432
6/20/2020,Prince William,8567,761,152,2020-06-20 21:24:05.255432
6/20/2020,Cumberland Plateau,37,2,0,2020-06-20 21:24:05.255432
6/20/2020,Portsmouth,405,60,13,2020-06-20 21:24:05.255432
6/20/2020,Virginia Beach,956,112,27,2020-06-20 21:24:05.255432
6/20/2020,West Piedmont,370,36,5,2020-06-20 21:24:05.255432
6/20/2020,Three Rivers,620,48,11,2020-06-20 21:24:05.255432
6/20/2020,Alleghany,319,30,14,2020-06-20 21:24:05.255432
6/20/2020,Lenowisco,46,16,4,2020-06-20 21:24:05.255432
6/20/2020,Norfolk,723,90,7,2020-06-20 21:24:05.255432
6/20/2020,Western Tidewater,715,79,46,2020-06-20 21:24:05.255432
6/20/2020,Henrico,2383,241,138,2020-06-20 21:24:05.255432
6/20/2020,Central Shenandoah,1870,148,32,2020-06-20 21:24:05.255432
6/20/2020,Loudoun,3543,232,82,2020-06-20 21:24:05.255432
6/20/2020,Chesterfield,2733,130,65,2020-06-20 21:24:05.255432
6/20/2020,Peninsula,835,124,33,2020-06-20 21:24:05.255432
6/21/2020,Southside,364,47,26,2020-06-21 20:58:52.731278
6/21/2020,Chesapeake,733,105,16,2020-06-21 20:58:52.731278
6/21/2020,Thomas Jefferson,784,81,19,2020-06-21 20:58:52.731278
6/21/2020,Roanoke,313,13,10,2020-06-21 20:58:52.731278
6/21/2020,Eastern Shore,1301,106,42,2020-06-21 20:58:52.731278
6/21/2020,Mount Rogers,632,64,23,2020-06-21 20:58:52.731278
6/21/2020,Chickahominy,604,104,34,2020-06-21 20:58:52.731278
6/21/2020,New River,177,20,4,2020-06-21 20:58:52.731278
6/21/2020,Central Virginia,304,17,4,2020-06-21 20:58:52.731278
6/21/2020,Piedmont,948,79,7,2020-06-21 20:58:52.731278
6/21/2020,Lord Fairfax,1844,156,62,2020-06-21 20:58:52.731278
6/21/2020,Crater,1336,126,21,2020-06-21 20:58:52.731278
6/21/2020,Hampton,264,37,5,2020-06-21 20:58:52.731278
6/21/2020,Alexandria,2227,231,49,2020-06-21 20:58:52.731278
6/21/2020,Fairfax,13546,1573,448,2020-06-21 20:58:52.731278
6/21/2020,Richmond,1985,199,29,2020-06-21 20:58:52.731278
6/21/2020,Arlington,2418,412,126,2020-06-21 20:58:52.731278
6/21/2020,Rappahannock Rapidan,1395,103,18,2020-06-21 20:58:52.731278
6/21/2020,Rappahannock,2275,205,33,2020-06-21 20:58:52.731278
6/21/2020,Pittsylvania-Danville,158,33,3,2020-06-21 20:58:52.731278
6/21/2020,Prince William,8652,762,154,2020-06-21 20:58:52.731278
6/21/2020,Cumberland Plateau,37,2,0,2020-06-21 20:58:52.731278
6/21/2020,Portsmouth,406,60,13,2020-06-21 20:58:52.731278
6/21/2020,Virginia Beach,988,115,27,2020-06-21 20:58:52.731278
6/21/2020,West Piedmont,373,36,5,2020-06-21 20:58:52.731278
6/21/2020,Three Rivers,624,48,11,2020-06-21 20:58:52.731278
6/21/2020,Alleghany,319,30,14,2020-06-21 20:58:52.731278
6/21/2020,Lenowisco,46,16,4,2020-06-21 20:58:52.731278
6/21/2020,Norfolk,737,90,7,2020-06-21 20:58:52.731278
6/21/2020,Western Tidewater,725,79,46,2020-06-21 20:58:52.731278
6/21/2020,Henrico,2413,240,138,2020-06-21 20:58:52.731278
6/21/2020,Central Shenandoah,1882,149,32,2020-06-21 20:58:52.731278
6/21/2020,Loudoun,3585,248,83,2020-06-21 20:58:52.731278
6/21/2020,Chesterfield,2750,130,65,2020-06-21 20:58:52.731278
6/21/2020,Peninsula,849,124,33,2020-06-21 20:58:52.731278
6/22/2020,Southside,366,47,26,2020-06-22 20:02:11.993705
6/22/2020,Chesapeake,759,106,16,2020-06-22 20:02:11.993705
6/22/2020,Thomas Jefferson,799,81,19,2020-06-22 20:02:11.993705
6/22/2020,Roanoke,324,13,10,2020-06-22 20:02:11.993705
6/22/2020,Eastern Shore,1303,106,42,2020-06-22 20:02:11.993705
6/22/2020,Mount Rogers,636,65,23,2020-06-22 20:02:11.993705
6/22/2020,Chickahominy,607,104,35,2020-06-22 20:02:11.993705
6/22/2020,New River,177,20,4,2020-06-22 20:02:11.993705
6/22/2020,Central Virginia,304,17,4,2020-06-22 20:02:11.993705
6/22/2020,Piedmont,977,79,7,2020-06-22 20:02:11.993705
6/22/2020,Lord Fairfax,1868,158,62,2020-06-22 20:02:11.993705
6/22/2020,Crater,1350,128,21,2020-06-22 20:02:11.993705
6/22/2020,Hampton,271,37,5,2020-06-22 20:02:11.993705
6/22/2020,Alexandria,2236,231,49,2020-06-22 20:02:11.993705
6/22/2020,Fairfax,13626,1581,452,2020-06-22 20:02:11.993705
6/22/2020,Richmond,2008,199,29,2020-06-22 20:02:11.993705
6/22/2020,Arlington,2424,412,126,2020-06-22 20:02:11.993705
6/22/2020,Rappahannock Rapidan,1402,103,18,2020-06-22 20:02:11.993705
6/22/2020,Rappahannock,2293,206,34,2020-06-22 20:02:11.993705
6/22/2020,Pittsylvania-Danville,160,33,3,2020-06-22 20:02:11.993705
6/22/2020,Prince William,8684,763,154,2020-06-22 20:02:11.993705
6/22/2020,Cumberland Plateau,37,2,0,2020-06-22 20:02:11.993705
6/22/2020,Portsmouth,419,62,13,2020-06-22 20:02:11.993705
6/22/2020,Virginia Beach,1006,115,27,2020-06-22 20:02:11.993705
6/22/2020,West Piedmont,376,36,5,2020-06-22 20:02:11.993705
6/22/2020,Three Rivers,625,48,11,2020-06-22 20:02:11.993705
6/22/2020,Alleghany,327,31,14,2020-06-22 20:02:11.993705
6/22/2020,Lenowisco,48,16,4,2020-06-22 20:02:11.993705
6/22/2020,Norfolk,746,91,7,2020-06-22 20:02:11.993705
6/22/2020,Western Tidewater,739,80,46,2020-06-22 20:02:11.993705
6/22/2020,Henrico,2426,240,138,2020-06-22 20:02:11.993705
6/22/2020,Central Shenandoah,1897,150,34,2020-06-22 20:02:11.993705
6/22/2020,Loudoun,3612,255,84,2020-06-22 20:02:11.993705
6/22/2020,Chesterfield,2770,130,65,2020-06-22 20:02:11.993705
6/22/2020,Peninsula,863,124,33,2020-06-22 20:02:11.993705
6/23/2020,Southside,370,47,26,2020-06-23 19:24:30.416931
6/23/2020,Chesapeake,774,109,16,2020-06-23 19:24:30.416931
6/23/2020,Thomas Jefferson,819,81,19,2020-06-23 19:24:30.416931
6/23/2020,Roanoke,343,13,10,2020-06-23 19:24:30.416931
6/23/2020,Eastern Shore,1304,108,42,2020-06-23 19:24:30.416931
6/23/2020,Mount Rogers,647,66,23,2020-06-23 19:24:30.416931
6/23/2020,Chickahominy,615,104,35,2020-06-23 19:24:30.416931
6/23/2020,New River,180,20,4,2020-06-23 19:24:30.416931
6/23/2020,Central Virginia,316,17,5,2020-06-23 19:24:30.416931
6/23/2020,Piedmont,982,81,10,2020-06-23 19:24:30.416931
6/23/2020,Lord Fairfax,1882,160,62,2020-06-23 19:24:30.416931
6/23/2020,Crater,1355,129,21,2020-06-23 19:24:30.416931
6/23/2020,Hampton,271,38,5,2020-06-23 19:24:30.416931
6/23/2020,Alexandria,2248,231,49,2020-06-23 19:24:30.416931
6/23/2020,Fairfax,13705,1588,459,2020-06-23 19:24:30.416931
6/23/2020,Richmond,2031,200,30,2020-06-23 19:24:30.416931
6/23/2020,Arlington,2431,414,126,2020-06-23 19:24:30.416931
6/23/2020,Rappahannock Rapidan,1417,104,18,2020-06-23 19:24:30.416931
6/23/2020,Rappahannock,2307,210,38,2020-06-23 19:24:30.416931
6/23/2020,Pittsylvania-Danville,160,33,3,2020-06-23 19:24:30.416931
6/23/2020,Prince William,8745,769,155,2020-06-23 19:24:30.416931
6/23/2020,Cumberland Plateau,37,2,0,2020-06-23 19:24:30.416931
6/23/2020,Portsmouth,421,66,16,2020-06-23 19:24:30.416931
6/23/2020,Virginia Beach,1020,116,27,2020-06-23 19:24:30.416931
6/23/2020,West Piedmont,381,36,6,2020-06-23 19:24:30.416931
6/23/2020,Three Rivers,626,49,12,2020-06-23 19:24:30.416931
6/23/2020,Alleghany,353,31,14,2020-06-23 19:24:30.416931
6/23/2020,Lenowisco,49,16,4,2020-06-23 19:24:30.416931
6/23/2020,Norfolk,747,92,7,2020-06-23 19:24:30.416931
6/23/2020,Western Tidewater,745,80,46,2020-06-23 19:24:30.416931
6/23/2020,Henrico,2448,240,138,2020-06-23 19:24:30.416931
6/23/2020,Central Shenandoah,1911,152,34,2020-06-23 19:24:30.416931
6/23/2020,Loudoun,3632,255,84,2020-06-23 19:24:30.416931
6/23/2020,Chesterfield,2849,132,68,2020-06-23 19:24:30.416931
6/23/2020,Peninsula,873,124,33,2020-06-23 19:24:30.416931
6/24/2020,Southside,371,47,28,2020-06-24 21:21:33.642216
6/24/2020,Chesapeake,792,116,16,2020-06-24 21:21:33.642216
6/24/2020,Thomas Jefferson,832,83,19,2020-06-24 21:21:33.642216
6/24/2020,Roanoke,359,14,10,2020-06-24 21:21:33.642216
6/24/2020,Eastern Shore,1304,107,42,2020-06-24 21:21:33.642216
6/24/2020,Mount Rogers,656,66,27,2020-06-24 21:21:33.642216
6/24/2020,Chickahominy,618,105,36,2020-06-24 21:21:33.642216
