County Name,Reported Date,Total Cases,Total Confirmed Cases,Total Confirmed Deaths,Total Deaths,Total Hospitalized,Total Probable Cases,Total Probable Deaths
Tolland,2020-08-06 00:00:00,1056,995,52,66,0,61,14
Windham,2020-08-06 00:00:00,726,717,14,15,0,9,1
Fairfield,2020-08-09 00:00:00,18035,17376,1097,1409,21,659,312
Hartford,2020-08-09 00:00:00,12800,12155,1094,1415,13,645,321
Litchfield,2020-08-09 00:00:00,1615,1550,117,138,1,65,21
Middlesex,2020-08-09 00:00:00,1405,1343,154,192,10,62,38
New Haven,2020-08-09 00:00:00,13224,12807,955,1106,17,417,151
New London,2020-08-09 00:00:00,1457,1395,77,103,2,62,26
Tolland,2020-08-09 00:00:00,1056,995,52,66,0,61,14
Windham,2020-08-09 00:00:00,738,729,14,15,0,9,1
Fairfield,2020-08-10 00:00:00,18081,17421,1097,1409,24,660,312
Hartford,2020-08-10 00:00:00,12826,12183,1095,1415,14,643,320
Litchfield,2020-08-10 00:00:00,1618,1553,117,138,1,65,21
Middlesex,2020-08-10 00:00:00,1408,1346,154,192,8,62,38
New Haven,2020-08-10 00:00:00,13240,12821,955,1106,20,419,151
New London,2020-08-10 00:00:00,1467,1403,77,103,3,64,26
Tolland,2020-08-10 00:00:00,1056,995,52,66,0,61,14
Windham,2020-08-10 00:00:00,745,735,14,15,0,10,1
Fairfield,2020-08-11 00:00:00,18088,17427,1098,1410,18,661,312
Hartford,2020-08-11 00:00:00,12830,12184,1096,1416,15,646,320
Litchfield,2020-08-11 00:00:00,1617,1552,118,139,0,65,21
Middlesex,2020-08-11 00:00:00,1408,1345,154,192,8,63,38
New Haven,2020-08-11 00:00:00,13254,12834,957,1109,14,420,152
New London,2020-08-11 00:00:00,1469,1404,78,104,3,65,26
Tolland,2020-08-11 00:00:00,1056,995,51,65,0,61,14
Windham,2020-08-11 00:00:00,748,738,14,15,0,10,1
Fairfield,2020-08-12 00:00:00,18126,17461,1098,1410,21,665,312
Hartford,2020-08-12 00:00:00,12855,12207,1096,1416,16,648,320
Litchfield,2020-08-12 00:00:00,1620,1554,118,139,0,66,21
Middlesex,2020-08-12 00:00:00,1411,1348,154,192,8,63,38
New Haven,2020-08-12 00:00:00,13272,12852,957,1109,16,420,152
New London,2020-08-12 00:00:00,1475,1410,78,104,2,65,26
Tolland,2020-08-12 00:00:00,1056,995,51,65,0,61,14
Windham,2020-08-12 00:00:00,751,741,14,15,0,10,1
Fairfield,2020-08-13 00:00:00,18160,17494,1098,1410,17,666,312
Hartford,2020-08-13 00:00:00,12871,12221,1099,1419,14,650,320
Litchfield,2020-08-13 00:00:00,1632,1565,118,139,0,67,21
Middlesex,2020-08-13 00:00:00,1414,1351,154,192,6,63,38
New Haven,2020-08-13 00:00:00,13316,12896,957,1109,17,420,152
New London,2020-08-13 00:00:00,1477,1414,78,104,2,63,26
Tolland,2020-08-13 00:00:00,1056,995,51,65,0,61,14
Windham,2020-08-13 00:00:00,755,745,14,15,0,10,1
Fairfield,2020-08-16 00:00:00,18317,17648,1099,1411,11,669,312
Hartford,2020-08-16 00:00:00,12956,12308,1100,1420,7,648,320
Litchfield,2020-08-16 00:00:00,1637,1570,118,139,0,67,21
Middlesex,2020-08-16 00:00:00,1425,1363,154,192,4,62,38
New Haven,2020-08-16 00:00:00,13378,12956,957,1109,18,422,152
New London,2020-08-16 00:00:00,1499,1433,79,105,2,66,26
Tolland,2020-08-16 00:00:00,1059,997,51,65,0,62,14
Windham,2020-08-16 00:00:00,762,752,14,15,0,10,1
Fairfield,2020-08-17 00:00:00,18322,17650,1098,1411,14,672,313
Hartford,2020-08-17 00:00:00,12949,12301,1100,1420,9,648,320
Litchfield,2020-08-17 00:00:00,1636,1569,118,139,0,67,21
Middlesex,2020-08-17 00:00:00,1424,1362,154,192,4,62,38
New Haven,2020-08-17 00:00:00,13376,12954,957,1109,18,422,152
New London,2020-08-17 00:00:00,1497,1431,79,105,2,66,26
Tolland,2020-08-17 00:00:00,1075,1013,51,65,0,62,14
Windham,2020-08-17 00:00:00,762,752,14,15,0,10,1
Fairfield,2020-08-18 00:00:00,18347,17671,1097,1410,12,676,313
Hartford,2020-08-18 00:00:00,12956,12308,1100,1419,9,648,319
Litchfield,2020-08-18 00:00:00,1638,1570,118,139,0,68,21
Middlesex,2020-08-18 00:00:00,1425,1363,154,192,4,62,38
New Haven,2020-08-18 00:00:00,13388,12965,959,1111,21,423,152
New London,2020-08-18 00:00:00,1499,1433,79,106,3,66,27
Tolland,2020-08-18 00:00:00,1081,1019,51,65,0,62,14
Windham,2020-08-18 00:00:00,767,757,14,15,0,10,1
Fairfield,2020-08-19 00:00:00,18401,17722,1097,1410,11,679,313
Hartford,2020-08-19 00:00:00,12978,12330,1100,1420,9,648,320
Litchfield,2020-08-19 00:00:00,1642,1573,118,139,0,69,21
Middlesex,2020-08-19 00:00:00,1425,1363,154,192,5,62,38
New Haven,2020-08-19 00:00:00,13422,12999,959,1111,20,423,152
New London,2020-08-19 00:00:00,1503,1437,79,106,2,66,27
Tolland,2020-08-19 00:00:00,1082,1019,51,65,0,63,14
Windham,2020-08-19 00:00:00,767,757,14,15,0,10,1
Fairfield,2020-08-20 00:00:00,18434,17749,1098,1411,12,685,313
Hartford,2020-08-20 00:00:00,13002,12355,1102,1422,14,647,320
Litchfield,2020-08-20 00:00:00,1645,1576,118,139,0,69,21
Middlesex,2020-08-20 00:00:00,1426,1364,154,192,5,62,38
New Haven,2020-08-20 00:00:00,13442,13013,959,1111,20,429,152
New London,2020-08-20 00:00:00,1505,1438,78,105,3,67,27
Tolland,2020-08-20 00:00:00,1083,1020,51,65,0,63,14
Windham,2020-08-20 00:00:00,768,758,14,15,0,10,1
Fairfield,2020-08-23 00:00:00,18605,17899,1098,1411,12,706,313
Hartford,2020-08-23 00:00:00,13180,12532,1102,1422,14,648,320
Litchfield,2020-08-23 00:00:00,1658,1588,118,139,0,70,21
Middlesex,2020-08-23 00:00:00,1434,1371,154,192,5,63,38
New Haven,2020-08-23 00:00:00,13518,13083,959,1111,22,435,152
New London,2020-08-23 00:00:00,1517,1450,78,105,4,67,27
Tolland,2020-08-23 00:00:00,1085,1023,51,65,0,62,14
Windham,2020-08-23 00:00:00,780,770,14,15,0,10,1
Fairfield,2020-08-24 00:00:00,18622,17916,1099,1412,15,706,313
Hartford,2020-08-24 00:00:00,13184,12538,1105,1424,15,646,319
Litchfield,2020-08-24 00:00:00,1658,1588,118,139,0,70,21
Middlesex,2020-08-24 00:00:00,1436,1373,154,192,5,63,38
New Haven,2020-08-24 00:00:00,13524,13091,960,1110,20,433,150
New London,2020-08-24 00:00:00,1520,1453,79,106,4,67,27
Tolland,2020-08-24 00:00:00,1090,1028,51,65,0,62,14
Windham,2020-08-24 00:00:00,780,770,14,15,0,10,1
Fairfield,2020-08-25 00:00:00,18667,17955,1099,1413,16,712,314
Hartford,2020-08-25 00:00:00,13273,12627,1105,1424,15,646,319
Litchfield,2020-08-25 00:00:00,1662,1590,118,139,0,72,21
Middlesex,2020-08-25 00:00:00,1437,1374,154,192,4,63,38
New Haven,2020-08-25 00:00:00,13556,13118,959,1109,19,438,150
New London,2020-08-25 00:00:00,1526,1458,79,106,3,68,27
Tolland,2020-08-25 00:00:00,1093,1027,51,65,0,66,14
Windham,2020-08-25 00:00:00,785,775,14,15,0,10,1
Fairfield,2020-08-26 00:00:00,18721,18005,1099,1413,15,716,314
Hartford,2020-08-26 00:00:00,13307,12660,1105,1426,14,647,321
Litchfield,2020-08-26 00:00:00,1673,1600,118,139,0,73,21
Middlesex,2020-08-26 00:00:00,1438,1375,154,192,2,63,38
New Haven,2020-08-26 00:00:00,13584,13143,959,1109,21,441,150
New London,2020-08-26 00:00:00,1526,1459,79,106,4,67,27
Tolland,2020-08-26 00:00:00,1112,1045,51,65,0,67,14
Windham,2020-08-26 00:00:00,785,775,14,15,0,10,1
Fairfield,2020-08-27 00:00:00,18774,18049,1099,1413,14,725,314
Hartford,2020-08-27 00:00:00,13392,12739,1105,1426,17,653,321
Litchfield,2020-08-27 00:00:00,1688,1614,118,139,1,74,21
Middlesex,2020-08-27 00:00:00,1446,1382,154,192,2,64,38
New Haven,2020-08-27 00:00:00,13622,13177,959,1109,22,445,150
New London,2020-08-27 00:00:00,1554,1486,79,106,3,68,27
Tolland,2020-08-27 00:00:00,1126,1059,51,65,0,67,14
Windham,2020-08-27 00:00:00,789,779,14,15,1,10,1
Fairfield,2020-08-30 00:00:00,18903,18165,1100,1414,14,738,314
Hartford,2020-08-30 00:00:00,13504,12845,1104,1425,13,659,321
Litchfield,2020-08-30 00:00:00,1709,1636,118,138,1,73,20
Middlesex,2020-08-30 00:00:00,1455,1391,154,192,4,64,38
New Haven,2020-08-30 00:00:00,13675,13230,959,1109,16,445,150
New London,2020-08-30 00:00:00,1577,1509,80,107,4,68,27
Tolland,2020-08-30 00:00:00,1145,1078,51,65,0,67,14
Windham,2020-08-30 00:00:00,801,791,14,15,0,10,1
Fairfield,2020-08-31 00:00:00,18939,18204,1101,1415,13,735,314
Hartford,2020-08-31 00:00:00,13529,12870,1104,1425,15,659,321
Litchfield,2020-08-31 00:00:00,1713,1640,118,138,1,73,20
Middlesex,2020-08-31 00:00:00,1466,1402,154,192,5,64,38
New Haven,2020-08-31 00:00:00,13711,13266,959,1109,17,445,150
New London,2020-08-31 00:00:00,1587,1519,80,107,4,68,27
Tolland,2020-08-31 00:00:00,1147,1080,51,65,0,67,14
Windham,2020-08-31 00:00:00,807,797,14,15,1,10,1
Fairfield,2020-09-01 00:00:00,18965,18229,1101,1415,16,736,314
Hartford,2020-09-01 00:00:00,13561,12901,1105,1426,14,660,321
Litchfield,2020-09-01 00:00:00,1717,1644,118,138,2,73,20
Middlesex,2020-09-01 00:00:00,1469,1405,154,192,5,64,38
New Haven,2020-09-01 00:00:00,13736,13288,959,1109,22,448,150
New London,2020-09-01 00:00:00,1590,1522,80,107,6,68,27
Tolland,2020-09-01 00:00:00,1153,1085,51,65,0,68,14
Windham,2020-09-01 00:00:00,810,800,14,15,0,10,1
Fairfield,2020-09-02 00:00:00,18995,18257,1101,1415,16,738,314
Hartford,2020-09-02 00:00:00,13598,12938,1105,1426,16,660,321
Litchfield,2020-09-02 00:00:00,1721,1648,119,139,3,73,20
Middlesex,2020-09-02 00:00:00,1469,1405,154,192,5,64,38
New Haven,2020-09-02 00:00:00,13763,13314,959,1109,18,449,150
New London,2020-09-02 00:00:00,1598,1530,80,107,7,68,27
Tolland,2020-09-02 00:00:00,1158,1089,51,65,0,69,14
Windham,2020-09-02 00:00:00,810,800,14,15,0,10,1
Fairfield,2020-09-03 00:00:00,19031,18292,1101,1415,14,739,314
Hartford,2020-09-03 00:00:00,13635,12972,1105,1426,15,663,321
Litchfield,2020-09-03 00:00:00,1728,1654,119,139,2,74,20
Middlesex,2020-09-03 00:00:00,1484,1419,154,192,6,65,38
New Haven,2020-09-03 00:00:00,13793,13339,959,1109,14,454,150
New London,2020-09-03 00:00:00,1620,1552,80,107,7,68,27
Tolland,2020-09-03 00:00:00,1161,1092,51,65,0,69,14
Windham,2020-09-03 00:00:00,813,803,14,15,0,10,1
Fairfield,2020-09-07 00:00:00,19135,18385,1103,1417,8,750,314
Hartford,2020-09-07 00:00:00,13771,13099,1107,1428,16,672,321
Litchfield,2020-09-07 00:00:00,1751,1673,119,139,4,78,20
Middlesex,2020-09-07 00:00:00,1496,1431,155,193,2,65,38
New Haven,2020-09-07 00:00:00,13858,13390,959,1109,14,468,150
New London,2020-09-07 00:00:00,1643,1575,81,108,6,68,27
Tolland,2020-09-07 00:00:00,1191,1118,51,65,0,73,14
Windham,2020-09-07 00:00:00,825,815,14,15,0,10,1
Fairfield,2020-09-08 00:00:00,19159,18405,1103,1417,9,754,314
Hartford,2020-09-08 00:00:00,13796,13123,1107,1428,20,673,321
Litchfield,2020-09-08 00:00:00,1752,1673,119,139,5,79,20
Middlesex,2020-09-08 00:00:00,1499,1434,155,193,2,65,38
New Haven,2020-09-08 00:00:00,13877,13407,959,1109,15,470,150
New London,2020-09-08 00:00:00,1649,1581,81,108,6,68,27
Tolland,2020-09-08 00:00:00,1200,1118,51,65,0,82,14
Windham,2020-09-08 00:00:00,828,818,14,15,0,10,1
Fairfield,2020-09-09 00:00:00,19260,18495,1103,1417,9,765,314
Hartford,2020-09-09 00:00:00,13853,13186,1109,1430,15,667,321
Litchfield,2020-09-09 00:00:00,1763,1684,119,139,5,79,20
Middlesex,2020-09-09 00:00:00,1505,1440,155,193,1,65,38
New Haven,2020-09-09 00:00:00,13917,13445,960,1110,14,472,150
New London,2020-09-09 00:00:00,1649,1581,82,109,8,68,27
Tolland,2020-09-09 00:00:00,1215,1128,51,65,0,87,14
Windham,2020-09-09 00:00:00,828,818,14,15,0,10,1
Fairfield,2020-09-10 00:00:00,19360,18589,1104,1418,11,771,314
Hartford,2020-09-10 00:00:00,13886,13220,1109,1430,16,666,321
Litchfield,2020-09-10 00:00:00,1773,1692,119,139,4,81,20
Middlesex,2020-09-10 00:00:00,1512,1447,155,193,1,65,38
New Haven,2020-09-10 00:00:00,13961,13486,960,1110,13,475,150
New London,2020-09-10 00:00:00,1651,1583,83,110,6,68,27
Tolland,2020-09-10 00:00:00,1232,1140,51,65,0,92,14
Windham,2020-09-10 00:00:00,844,834,14,15,0,10,1
Fairfield,2020-09-13 00:00:00,19518,18739,1105,1419,15,779,314
Hartford,2020-09-13 00:00:00,14060,13389,1109,1431,22,671,322
Litchfield,2020-09-13 00:00:00,1793,1708,119,140,3,85,21
Middlesex,2020-09-13 00:00:00,1524,1456,154,193,2,68,39
New Haven,2020-09-13 00:00:00,14059,13574,955,1111,16,485,156
New London,2020-09-13 00:00:00,1677,1608,83,111,5,69,28
Tolland,2020-09-13 00:00:00,1270,1171,51,65,0,99,14
Windham,2020-09-13 00:00:00,868,858,14,15,1,10,1
Fairfield,2020-09-14 00:00:00,19558,18782,1105,1419,12,776,314
Hartford,2020-09-14 00:00:00,14099,13429,1109,1431,28,670,322
Litchfield,2020-09-14 00:00:00,1798,1715,119,140,2,83,21
Middlesex,2020-09-14 00:00:00,1527,1459,154,193,2,68,39
New Haven,2020-09-14 00:00:00,14082,13596,955,1111,22,486,156
New London,2020-09-14 00:00:00,1682,1613,83,111,4,69,28
Tolland,2020-09-14 00:00:00,1281,1185,51,65,0,96,14
Windham,2020-09-14 00:00:00,878,868,14,15,1,10,1
Fairfield,2020-09-15 00:00:00,19611,18826,1105,1419,10,785,314
Hartford,2020-09-15 00:00:00,14130,13456,1111,1433,29,674,322
Litchfield,2020-09-15 00:00:00,1804,1717,119,140,2,87,21
Middlesex,2020-09-15 00:00:00,1531,1462,154,193,3,69,39
New Haven,2020-09-15 00:00:00,14102,13612,955,1111,21,490,156
New London,2020-09-15 00:00:00,1689,1620,83,111,4,69,28
Tolland,2020-09-15 00:00:00,1283,1185,51,65,0,98,14
Windham,2020-09-15 00:00:00,884,874,14,15,1,10,1
Fairfield,2020-09-16 00:00:00,19678,18892,1105,1419,16,786,314
Hartford,2020-09-16 00:00:00,14205,13528,1112,1434,27,677,322
Litchfield,2020-09-16 00:00:00,1815,1727,119,140,2,88,21
Middlesex,2020-09-16 00:00:00,1537,1468,154,193,4,69,39
New Haven,2020-09-16 00:00:00,14145,13651,955,1111,21,494,156
New London,2020-09-16 00:00:00,1705,1635,83,111,4,70,28
Tolland,2020-09-16 00:00:00,1289,1189,51,65,0,100,14
Windham,2020-09-16 00:00:00,890,880,14,15,1,10,1
Fairfield,2020-09-17 00:00:00,19716,18927,1106,1420,17,789,314
Hartford,2020-09-17 00:00:00,14253,13576,1112,1434,27,677,322
Litchfield,2020-09-17 00:00:00,1822,1733,119,140,1,89,21
Middlesex,2020-09-17 00:00:00,1542,1472,154,193,4,70,39
New Haven,2020-09-17 00:00:00,14164,13667,955,1111,25,497,156
New London,2020-09-17 00:00:00,1717,1646,86,114,2,71,28
Tolland,2020-09-17 00:00:00,1293,1192,51,65,0,101,14
Windham,2020-09-17 00:00:00,899,889,14,15,1,10,1
Fairfield,2020-09-20 00:00:00,19848,19053,1106,1420,16,795,314
Hartford,2020-09-20 00:00:00,14370,13691,1112,1434,21,679,322
Litchfield,2020-09-20 00:00:00,1841,1750,119,140,1,91,21
Middlesex,2020-09-20 00:00:00,1552,1483,154,193,2,69,39
New Haven,2020-09-20 00:00:00,14261,13761,956,1112,21,500,156
New London,2020-09-20 00:00:00,1774,1701,86,114,4,73,28
Tolland,2020-09-20 00:00:00,1312,1202,52,66,0,110,14
Windham,2020-09-20 00:00:00,924,913,14,15,3,11,1
Fairfield,2020-09-21 00:00:00,19891,19093,1107,1421,17,798,314
Hartford,2020-09-21 00:00:00,14414,13729,1112,1434,22,685,322
Litchfield,2020-09-21 00:00:00,1845,1754,119,140,1,91,21
Middlesex,2020-09-21 00:00:00,1556,1487,154,193,2,69,39
New Haven,2020-09-21 00:00:00,14278,13777,957,1113,17,501,156
New London,2020-09-21 00:00:00,1782,1709,86,114,8,73,28
Tolland,2020-09-21 00:00:00,1323,1209,52,66,0,114,14
Windham,2020-09-21 00:00:00,934,923,14,15,3,11,1
Fairfield,2020-09-22 00:00:00,19949,19147,1107,1421,17,802,314
Hartford,2020-09-22 00:00:00,14456,13775,1112,1434,26,681,322
Litchfield,2020-09-22 00:00:00,1849,1758,119,140,1,91,21
Middlesex,2020-09-22 00:00:00,1560,1491,154,193,3,69,39
New Haven,2020-09-22 00:00:00,14294,13792,957,1114,14,502,157
New London,2020-09-22 00:00:00,1803,1730,86,114,9,73,28
Tolland,2020-09-22 00:00:00,1328,1215,52,66,0,113,14
Windham,2020-09-22 00:00:00,941,930,14,15,3,11,1
Fairfield,2020-09-23 00:00:00,19985,19178,1107,1421,14,807,314
Hartford,2020-09-23 00:00:00,14506,13821,1112,1434,28,685,322
Litchfield,2020-09-23 00:00:00,1856,1763,120,141,0,93,21
Middlesex,2020-09-23 00:00:00,1564,1495,154,193,1,69,39
New Haven,2020-09-23 00:00:00,14319,13816,958,1115,14,503,157
New London,2020-09-23 00:00:00,1830,1756,86,114,11,74,28
Tolland,2020-09-23 00:00:00,1334,1221,52,66,0,113,14
Windham,2020-09-23 00:00:00,948,937,14,15,4,11,1
Fairfield,2020-09-24 00:00:00,20015,19205,1108,1422,15,810,314
Hartford,2020-09-24 00:00:00,14539,13854,1112,1434,30,685,322
Litchfield,2020-09-24 00:00:00,1857,1764,120,141,0,93,21
Middlesex,2020-09-24 00:00:00,1566,1497,154,193,2,69,39
New Haven,2020-09-24 00:00:00,14340,13830,958,1115,14,510,157
New London,2020-09-24 00:00:00,1843,1769,86,114,11,74,28
Tolland,2020-09-24 00:00:00,1337,1223,52,67,0,114,15
Windham,2020-09-24 00:00:00,958,946,14,15,4,12,1
Fairfield,2020-09-27 00:00:00,20141,19324,1108,1422,16,817,314
Hartford,2020-09-27 00:00:00,14670,13981,1112,1434,25,689,322
Litchfield,2020-09-27 00:00:00,1872,1777,120,141,0,95,21
Middlesex,2020-09-27 00:00:00,1583,1511,154,193,3,72,39
New Haven,2020-09-27 00:00:00,14434,13907,958,1115,16,527,157
New London,2020-09-27 00:00:00,1959,1882,87,115,14,77,28
Tolland,2020-09-27 00:00:00,1356,1245,52,67,0,111,15
Windham,2020-09-27 00:00:00,985,973,15,16,1,12,1
Fairfield,2020-09-28 00:00:00,20190,19370,1108,1422,20,820,314
Hartford,2020-09-28 00:00:00,14737,14045,1114,1436,31,692,322
Litchfield,2020-09-28 00:00:00,1874,1779,120,141,0,95,21
Middlesex,2020-09-28 00:00:00,1588,1516,154,193,5,72,39
New Haven,2020-09-28 00:00:00,14451,13923,958,1115,21,528,157
New London,2020-09-28 00:00:00,1994,1917,87,115,13,77,28
Tolland,2020-09-28 00:00:00,1359,1249,52,67,0,110,15
Windham,2020-09-28 00:00:00,990,978,15,16,2,12,1
Fairfield,2020-09-29 00:00:00,20225,19403,1108,1422,23,822,314
Hartford,2020-09-29 00:00:00,14801,14107,1115,1437,38,694,322
Litchfield,2020-09-29 00:00:00,1884,1785,120,141,1,99,21
Middlesex,2020-09-29 00:00:00,1599,1526,154,193,5,73,39
New Haven,2020-09-29 00:00:00,14477,13947,958,1115,19,530,157
New London,2020-09-29 00:00:00,2053,1976,88,117,16,77,29
Tolland,2020-09-29 00:00:00,1363,1253,52,67,0,110,15
Windham,2020-09-29 00:00:00,997,985,15,16,2,12,1
Fairfield,2020-09-30 00:00:00,20264,19436,1108,1422,20,828,314
Hartford,2020-09-30 00:00:00,14874,14175,1117,1439,39,699,322
Litchfield,2020-09-30 00:00:00,1890,1791,120,141,2,99,21
Middlesex,2020-09-30 00:00:00,1604,1531,154,193,5,73,39
New Haven,2020-09-30 00:00:00,14520,13987,958,1115,24,533,157
New London,2020-09-30 00:00:00,2087,2009,89,118,15,78,29
Tolland,2020-09-30 00:00:00,1370,1260,52,67,0,110,15
Windham,2020-09-30 00:00:00,1004,992,15,16,2,12,1
Fairfield,2020-10-01 00:00:00,20400,19574,1109,1423,22,826,314
Hartford,2020-10-01 00:00:00,14989,14293,1117,1439,41,696,322
Litchfield,2020-10-01 00:00:00,1899,1802,120,141,2,97,21
Middlesex,2020-10-01 00:00:00,1614,1541,154,193,3,73,39
New Haven,2020-10-01 00:00:00,14583,14044,958,1115,23,539,157
New London,2020-10-01 00:00:00,2206,2126,89,119,17,80,30
Tolland,2020-10-01 00:00:00,1449,1342,52,67,0,107,15
Windham,2020-10-01 00:00:00,1025,1013,15,16,2,12,1
Fairfield,2020-10-04 00:00:00,20587,19770,1110,1423,25,817,313
Hartford,2020-10-04 00:00:00,15235,14542,1118,1440,41,693,322
Litchfield,2020-10-04 00:00:00,1921,1832,120,141,3,89,21
Middlesex,2020-10-04 00:00:00,1627,1554,154,193,4,73,39
New Haven,2020-10-04 00:00:00,14715,14180,958,1115,28,535,157
New London,2020-10-04 00:00:00,2349,2268,92,122,26,81,30
Tolland,2020-10-04 00:00:00,1473,1365,52,67,0,108,15
Windham,2020-10-04 00:00:00,1056,1044,15,16,2,12,1
Fairfield,2020-10-05 00:00:00,20587,19768,1112,1425,26,819,313
Hartford,2020-10-05 00:00:00,15272,14583,1118,1440,38,689,322
Litchfield,2020-10-05 00:00:00,1911,1823,120,141,2,88,21
Middlesex,2020-10-05 00:00:00,1631,1560,154,193,4,71,39
New Haven,2020-10-05 00:00:00,14722,14184,958,1115,30,538,157
New London,2020-10-05 00:00:00,2413,2331,94,124,27,82,30
Tolland,2020-10-05 00:00:00,1477,1370,52,67,0,107,15
Windham,2020-10-05 00:00:00,1072,1059,15,16,2,13,1
Fairfield,2020-10-06 00:00:00,20612,19792,1112,1425,25,820,313
Hartford,2020-10-06 00:00:00,15341,14657,1118,1440,44,684,322
Litchfield,2020-10-06 00:00:00,1915,1827,120,141,1,88,21
Middlesex,2020-10-06 00:00:00,1635,1564,154,193,6,71,39
New Haven,2020-10-06 00:00:00,14749,14212,958,1115,32,537,157
New London,2020-10-06 00:00:00,2426,2344,94,124,28,82,30
Tolland,2020-10-06 00:00:00,1484,1377,52,67,0,107,15
Windham,2020-10-06 00:00:00,1079,1066,16,17,2,13,1
Fairfield,2020-10-07 00:00:00,20701,19870,1112,1425,24,831,313
Hartford,2020-10-07 00:00:00,15434,14748,1120,1442,36,686,322
Litchfield,2020-10-07 00:00:00,1916,1829,120,141,1,87,21
Middlesex,2020-10-07 00:00:00,1652,1582,154,193,6,70,39
New Haven,2020-10-07 00:00:00,14830,14294,960,1117,31,536,157
New London,2020-10-07 00:00:00,2515,2433,95,125,27,82,30
Tolland,2020-10-07 00:00:00,1494,1387,52,67,0,107,15
Windham,2020-10-07 00:00:00,1097,1084,16,17,3,13,1
Fairfield,2020-10-08 00:00:00,20752,19914,1112,1426,35,838,314
Hartford,2020-10-08 00:00:00,15520,14828,1120,1442,32,692,322
Litchfield,2020-10-08 00:00:00,1919,1832,120,141,1,87,21
Middlesex,2020-10-08 00:00:00,1667,1596,154,193,5,71,39
New Haven,2020-10-08 00:00:00,14877,14335,961,1118,31,542,157
New London,2020-10-08 00:00:00,2570,2487,96,126,25,83,30
Tolland,2020-10-08 00:00:00,1502,1393,52,67,1,109,15
Windham,2020-10-08 00:00:00,1108,1095,16,17,4,13,1
Fairfield,2020-10-11 00:00:00,21052,20206,1112,1426,42,846,314
Hartford,2020-10-11 00:00:00,15836,15132,1121,1443,38,704,322
Litchfield,2020-10-11 00:00:00,1940,1850,120,141,0,90,21
Middlesex,2020-10-11 00:00:00,1709,1638,154,193,9,71,39
New Haven,2020-10-11 00:00:00,15164,14634,962,1119,36,530,157
New London,2020-10-11 00:00:00,2837,2754,96,126,25,83,30
Tolland,2020-10-11 00:00:00,1520,1411,52,67,1,109,15
Windham,2020-10-11 00:00:00,1157,1142,16,17,4,15,1
Fairfield,2020-10-12 00:00:00,21104,20261,1112,1426,45,843,314
Hartford,2020-10-12 00:00:00,15949,15240,1121,1443,46,709,322
Litchfield,2020-10-12 00:00:00,1952,1861,120,141,0,91,21
Middlesex,2020-10-12 00:00:00,1714,1643,154,193,8,71,39
New Haven,2020-10-12 00:00:00,15223,14691,962,1119,44,532,157
New London,2020-10-12 00:00:00,2905,2821,97,127,25,84,30
Tolland,2020-10-12 00:00:00,1534,1423,52,67,1,111,15
Windham,2020-10-12 00:00:00,1176,1161,16,17,3,15,1
Fairfield,2020-10-13 00:00:00,21128,20279,1113,1427,47,849,314
Hartford,2020-10-13 00:00:00,16010,15299,1121,1443,57,711,322
Litchfield,2020-10-13 00:00:00,1956,1864,121,142,0,92,21
Middlesex,2020-10-13 00:00:00,1720,1649,154,193,7,71,39
New Haven,2020-10-13 00:00:00,15263,14726,962,1119,47,537,157
New London,2020-10-13 00:00:00,2918,2831,98,129,26,87,31
Tolland,2020-10-13 00:00:00,1535,1424,52,67,1,111,15
Windham,2020-10-13 00:00:00,1183,1168,16,17,3,15,1
Fairfield,2020-10-14 00:00:00,21183,20324,1113,1427,48,859,314
Hartford,2020-10-14 00:00:00,16058,15344,1123,1445,61,714,322
Litchfield,2020-10-14 00:00:00,1959,1867,122,143,0,92,21
Middlesex,2020-10-14 00:00:00,1733,1661,154,193,8,72,39
New Haven,2020-10-14 00:00:00,15310,14763,962,1119,46,547,157
New London,2020-10-14 00:00:00,2924,2834,98,129,23,90,31
Tolland,2020-10-14 00:00:00,1539,1428,52,67,1,111,15
Windham,2020-10-14 00:00:00,1193,1177,16,17,4,16,1
Fairfield,2020-10-15 00:00:00,21368,20503,1113,1427,48,865,314
Hartford,2020-10-15 00:00:00,16273,15551,1123,1445,54,722,322
Litchfield,2020-10-15 00:00:00,1991,1900,122,143,0,91,21
Middlesex,2020-10-15 00:00:00,1754,1681,155,194,4,73,39
New Haven,2020-10-15 00:00:00,15455,14904,962,1119,49,551,157
New London,2020-10-15 00:00:00,3083,2994,98,130,23,89,32
Tolland,2020-10-15 00:00:00,1565,1453,52,67,1,112,15
Windham,2020-10-15 00:00:00,1216,1201,16,17,5,15,1
Fairfield,2020-10-18 00:00:00,21674,20791,1115,1429,51,883,314
Hartford,2020-10-18 00:00:00,16568,15833,1126,1449,65,735,323
Litchfield,2020-10-18 00:00:00,2033,1942,122,143,1,91,21
Middlesex,2020-10-18 00:00:00,1809,1733,156,195,4,76,39
New Haven,2020-10-18 00:00:00,15680,15110,963,1120,46,570,157
New London,2020-10-18 00:00:00,3234,3145,102,134,20,89,32
Tolland,2020-10-18 00:00:00,1600,1486,52,67,3,114,15
Windham,2020-10-18 00:00:00,1266,1251,16,17,5,15,1
Fairfield,2020-10-19 00:00:00,21754,20873,1114,1428,54,881,314
Hartford,2020-10-19 00:00:00,16717,15975,1131,1453,71,742,322
