County Name,Scrape Time,Total Cases,Total Deaths,Total Hospitalized
Columbia,2020-09-13 20:16:57.745598,14,1,3
Cowlitz,2020-09-13 20:16:57.745598,575,6,52
Douglas,2020-09-13 20:16:57.745598,1168,9,58
Ferry,2020-09-13 20:16:57.745598,29,0,1
Franklin,2020-09-13 20:16:57.745598,4113,59,297
Garfield,2020-09-13 20:16:57.745598,10,0,0
Grant,2020-09-13 20:16:57.745598,2610,17,135
Grays Harbor,2020-09-13 20:16:57.745598,355,6,27
Island,2020-09-13 20:16:57.745598,278,11,33
Jefferson,2020-09-13 20:16:57.745598,71,0,11
King,2020-09-13 20:16:57.745598,20863,744,2362
Kitsap,2020-09-13 20:16:57.745598,1105,11,97
Kittitas,2020-09-13 20:16:57.745598,489,22,23
Klickitat,2020-09-13 20:16:57.745598,187,3,11
Lewis,2020-09-13 20:16:57.745598,429,4,35
Lincoln,2020-09-13 20:16:57.745598,38,1,2
Mason,2020-09-13 20:16:57.745598,354,3,29
Okanogan,2020-09-13 20:16:57.745598,1004,9,38
Pacific,2020-09-13 20:16:57.745598,77,3,8
Pend Oreille,2020-09-13 20:16:57.745598,56,0,6
Pierce,2020-09-13 20:16:57.745598,7307,185,777
San Juan,2020-09-13 20:16:57.745598,29,0,2
Skagit,2020-09-13 20:16:57.745598,1062,22,95
Skamania,2020-09-13 20:16:57.745598,60,1,5
Snohomish,2020-09-13 20:16:57.745598,6527,205,790
Spokane,2020-09-13 20:16:57.745598,5824,143,420
Stevens,2020-09-13 20:16:57.745598,133,2,13
Thurston,2020-09-13 20:16:57.745598,995,15,93
Wahkiakum,2020-09-13 20:16:57.745598,6,0,0
Walla Walla,2020-09-13 20:16:57.745598,824,5,49
Whatcom,2020-09-13 20:16:57.745598,1200,39,92
Whitman,2020-09-13 20:16:57.745598,1015,0,2
Yakima,2020-09-13 20:16:57.745598,11153,251,778
Adams,2020-09-14 20:15:22.060310,763,9,42
Asotin,2020-09-14 20:15:22.060310,63,2,5
Benton,2020-09-14 20:15:22.060310,4338,126,370
Chelan,2020-09-14 20:15:22.060310,1809,13,73
Clallam,2020-09-14 20:15:22.060310,216,1,5
Clark,2020-09-14 20:15:22.060310,2437,60,239
Columbia,2020-09-14 20:15:22.060310,14,1,3
Cowlitz,2020-09-14 20:15:22.060310,577,6,52
Douglas,2020-09-14 20:15:22.060310,1170,9,58
Ferry,2020-09-14 20:15:22.060310,29,0,1
Franklin,2020-09-14 20:15:22.060310,4131,59,298
Garfield,2020-09-14 20:15:22.060310,10,0,0
Grant,2020-09-14 20:15:22.060310,2663,18,135
Grays Harbor,2020-09-14 20:15:22.060310,363,6,27
Island,2020-09-14 20:15:22.060310,278,11,33
Jefferson,2020-09-14 20:15:22.060310,71,0,11
King,2020-09-14 20:15:22.060310,20912,747,2365
Kitsap,2020-09-14 20:15:22.060310,1104,11,96
Kittitas,2020-09-14 20:15:22.060310,489,22,23
Klickitat,2020-09-14 20:15:22.060310,187,3,11
Lewis,2020-09-14 20:15:22.060310,433,4,35
Lincoln,2020-09-14 20:15:22.060310,38,1,2
Mason,2020-09-14 20:15:22.060310,354,3,29
Okanogan,2020-09-14 20:15:22.060310,1008,9,39
Pacific,2020-09-14 20:15:22.060310,77,3,8
Pend Oreille,2020-09-14 20:15:22.060310,56,0,6
Pierce,2020-09-14 20:15:22.060310,7338,188,782
San Juan,2020-09-14 20:15:22.060310,29,0,2
Skagit,2020-09-14 20:15:22.060310,1063,22,95
Skamania,2020-09-14 20:15:22.060310,60,1,5
Snohomish,2020-09-14 20:15:22.060310,6547,207,790
Spokane,2020-09-14 20:15:22.060310,5874,147,422
Stevens,2020-09-14 20:15:22.060310,133,2,13
Thurston,2020-09-14 20:15:22.060310,996,15,94
Wahkiakum,2020-09-14 20:15:22.060310,6,0,0
Walla Walla,2020-09-14 20:15:22.060310,824,5,49
Whatcom,2020-09-14 20:15:22.060310,1204,40,92
Whitman,2020-09-14 20:15:22.060310,1015,0,2
Yakima,2020-09-14 20:15:22.060310,11171,251,778
Adams,2020-09-16 09:51:49.383191,768,9,43
Asotin,2020-09-16 09:51:49.383191,68,2,7
Benton,2020-09-16 09:51:49.383191,4347,126,372
Chelan,2020-09-16 09:51:49.383191,1812,14,73
Clallam,2020-09-16 09:51:49.383191,217,1,5
Clark,2020-09-16 09:51:49.383191,2483,60,243
Columbia,2020-09-16 09:51:49.383191,14,1,3
Cowlitz,2020-09-16 09:51:49.383191,580,6,52
Douglas,2020-09-16 09:51:49.383191,1170,9,58
Ferry,2020-09-16 09:51:49.383191,29,0,1
Franklin,2020-09-16 09:51:49.383191,4135,61,301
Garfield,2020-09-16 09:51:49.383191,10,0,0
Grant,2020-09-16 09:51:49.383191,2681,18,136
Grays Harbor,2020-09-16 09:51:49.383191,367,6,27
Island,2020-09-16 09:51:49.383191,281,11,33
Jefferson,2020-09-16 09:51:49.383191,71,0,11
King,2020-09-16 09:51:49.383191,20960,748,2363
Kitsap,2020-09-16 09:51:49.383191,1107,11,97
Kittitas,2020-09-16 09:51:49.383191,490,22,23
Klickitat,2020-09-16 09:51:49.383191,189,3,11
Lewis,2020-09-16 09:51:49.383191,442,4,35
Lincoln,2020-09-16 09:51:49.383191,39,1,2
Mason,2020-09-16 09:51:49.383191,354,3,29
Okanogan,2020-09-16 09:51:49.383191,1020,9,42
Pacific,2020-09-16 09:51:49.383191,77,3,8
Pend Oreille,2020-09-16 09:51:49.383191,56,0,6
Pierce,2020-09-16 09:51:49.383191,7364,190,786
San Juan,2020-09-16 09:51:49.383191,29,0,2
Skagit,2020-09-16 09:51:49.383191,1066,22,95
Skamania,2020-09-16 09:51:49.383191,60,1,5
Snohomish,2020-09-16 09:51:49.383191,6575,208,789
Spokane,2020-09-16 09:51:49.383191,5910,147,424
Stevens,2020-09-16 09:51:49.383191,133,2,13
Thurston,2020-09-16 09:51:49.383191,1000,16,96
Wahkiakum,2020-09-16 09:51:49.383191,6,0,0
Walla Walla,2020-09-16 09:51:49.383191,826,5,49
Whatcom,2020-09-16 09:51:49.383191,1208,40,94
Whitman,2020-09-16 09:51:49.383191,1052,0,2
Yakima,2020-09-16 09:51:49.383191,11186,252,784
Adams,2020-09-16 20:38:07.504375,769,9,44
Asotin,2020-09-16 20:38:07.504375,70,2,8
Benton,2020-09-16 20:38:07.504375,4360,126,372
Chelan,2020-09-16 20:38:07.504375,1821,14,74
Clallam,2020-09-16 20:38:07.504375,218,1,5
Clark,2020-09-16 20:38:07.504375,2495,60,247
Columbia,2020-09-16 20:38:07.504375,14,1,3
Cowlitz,2020-09-16 20:38:07.504375,584,6,52
Douglas,2020-09-16 20:38:07.504375,1176,9,58
Ferry,2020-09-16 20:38:07.504375,30,0,1
Franklin,2020-09-16 20:38:07.504375,4141,62,302
Garfield,2020-09-16 20:38:07.504375,11,0,0
Grant,2020-09-16 20:38:07.504375,2696,19,137
Grays Harbor,2020-09-16 20:38:07.504375,379,6,27
Island,2020-09-16 20:38:07.504375,286,11,33
Jefferson,2020-09-16 20:38:07.504375,71,0,11
King,2020-09-16 20:38:07.504375,21049,749,2370
Kitsap,2020-09-16 20:38:07.504375,1111,11,96
Kittitas,2020-09-16 20:38:07.504375,491,22,23
Klickitat,2020-09-16 20:38:07.504375,189,3,11
Lewis,2020-09-16 20:38:07.504375,444,4,35
Lincoln,2020-09-16 20:38:07.504375,38,1,2
Mason,2020-09-16 20:38:07.504375,355,3,29
Okanogan,2020-09-16 20:38:07.504375,1025,9,42
Pacific,2020-09-16 20:38:07.504375,77,3,8
Pend Oreille,2020-09-16 20:38:07.504375,56,0,6
Pierce,2020-09-16 20:38:07.504375,7395,190,790
San Juan,2020-09-16 20:38:07.504375,29,0,2
Skagit,2020-09-16 20:38:07.504375,1066,22,95
Skamania,2020-09-16 20:38:07.504375,60,1,5
Snohomish,2020-09-16 20:38:07.504375,6594,208,791
Spokane,2020-09-16 20:38:07.504375,5967,148,432
Stevens,2020-09-16 20:38:07.504375,136,2,13
Thurston,2020-09-16 20:38:07.504375,1004,16,97
Wahkiakum,2020-09-16 20:38:07.504375,6,0,0
Walla Walla,2020-09-16 20:38:07.504375,834,5,51
Whatcom,2020-09-16 20:38:07.504375,1219,40,95
Whitman,2020-09-16 20:38:07.504375,1058,0,2
Yakima,2020-09-16 20:38:07.504375,11194,253,785
Adams,2020-09-17 20:28:12.675169,780,9,46
Asotin,2020-09-17 20:28:12.675169,76,2,9
Benton,2020-09-17 20:28:12.675169,4374,127,374
Chelan,2020-09-17 20:28:12.675169,1825,14,74
Clallam,2020-09-17 20:28:12.675169,218,1,6
Clark,2020-09-17 20:28:12.675169,2516,62,248
Columbia,2020-09-17 20:28:12.675169,14,1,3
Cowlitz,2020-09-17 20:28:12.675169,589,6,52
Douglas,2020-09-17 20:28:12.675169,1176,9,58
Ferry,2020-09-17 20:28:12.675169,29,0,1
Franklin,2020-09-17 20:28:12.675169,4147,62,302
Garfield,2020-09-17 20:28:12.675169,11,0,0
Grant,2020-09-17 20:28:12.675169,2707,19,140
Grays Harbor,2020-09-17 20:28:12.675169,391,6,28
Island,2020-09-17 20:28:12.675169,287,11,33
Jefferson,2020-09-17 20:28:12.675169,71,0,11
King,2020-09-17 20:28:12.675169,21148,750,2368
Kitsap,2020-09-17 20:28:12.675169,1125,11,96
Kittitas,2020-09-17 20:28:12.675169,491,22,23
Klickitat,2020-09-17 20:28:12.675169,190,3,11
Lewis,2020-09-17 20:28:12.675169,450,4,36
Lincoln,2020-09-17 20:28:12.675169,39,1,2
Mason,2020-09-17 20:28:12.675169,359,3,29
Okanogan,2020-09-17 20:28:12.675169,1024,10,44
Pacific,2020-09-17 20:28:12.675169,78,3,8
Pend Oreille,2020-09-17 20:28:12.675169,57,0,6
Pierce,2020-09-17 20:28:12.675169,7425,192,797
San Juan,2020-09-17 20:28:12.675169,29,0,2
Skagit,2020-09-17 20:28:12.675169,1070,22,95
Skamania,2020-09-17 20:28:12.675169,60,1,5
Snohomish,2020-09-17 20:28:12.675169,6615,208,795
Spokane,2020-09-17 20:28:12.675169,6018,150,439
Stevens,2020-09-17 20:28:12.675169,136,2,13
Thurston,2020-09-17 20:28:12.675169,1011,16,97
Wahkiakum,2020-09-17 20:28:12.675169,6,0,0
Walla Walla,2020-09-17 20:28:12.675169,839,5,51
Whatcom,2020-09-17 20:28:12.675169,1225,40,96
Whitman,2020-09-17 20:28:12.675169,1083,0,3
Yakima,2020-09-17 20:28:12.675169,11213,255,788
Adams,2020-09-18 20:15:21.162128,785,9,47
Asotin,2020-09-18 20:15:21.162128,82,2,9
Benton,2020-09-18 20:15:21.162128,4385,127,376
Chelan,2020-09-18 20:15:21.162128,1825,14,74
Clallam,2020-09-18 20:15:21.162128,220,1,6
Clark,2020-09-18 20:15:21.162128,2524,62,249
Columbia,2020-09-18 20:15:21.162128,14,1,3
Cowlitz,2020-09-18 20:15:21.162128,590,6,52
Douglas,2020-09-18 20:15:21.162128,1176,9,58
Ferry,2020-09-18 20:15:21.162128,29,0,1
Franklin,2020-09-18 20:15:21.162128,4154,63,304
Garfield,2020-09-18 20:15:21.162128,11,0,0
Grant,2020-09-18 20:15:21.162128,2733,19,140
Grays Harbor,2020-09-18 20:15:21.162128,404,6,30
Island,2020-09-18 20:15:21.162128,290,11,34
Jefferson,2020-09-18 20:15:21.162128,72,0,11
King,2020-09-18 20:15:21.162128,21264,751,2377
Kitsap,2020-09-18 20:15:21.162128,1131,11,96
Kittitas,2020-09-18 20:15:21.162128,493,22,23
Klickitat,2020-09-18 20:15:21.162128,190,3,11
Lewis,2020-09-18 20:15:21.162128,451,4,36
Lincoln,2020-09-18 20:15:21.162128,39,1,2
Mason,2020-09-18 20:15:21.162128,364,3,19
Okanogan,2020-09-18 20:15:21.162128,1025,10,45
Pacific,2020-09-18 20:15:21.162128,80,3,8
Pend Oreille,2020-09-18 20:15:21.162128,58,0,6
Pierce,2020-09-18 20:15:21.162128,7467,191,801
San Juan,2020-09-18 20:15:21.162128,29,0,2
Skagit,2020-09-18 20:15:21.162128,1073,22,96
Skamania,2020-09-18 20:15:21.162128,60,1,5
Snohomish,2020-09-18 20:15:21.162128,6647,210,795
Spokane,2020-09-18 20:15:21.162128,6072,150,442
Stevens,2020-09-18 20:15:21.162128,143,2,13
Thurston,2020-09-18 20:15:21.162128,1015,17,98
Wahkiakum,2020-09-18 20:15:21.162128,6,0,0
Walla Walla,2020-09-18 20:15:21.162128,847,5,52
Whatcom,2020-09-18 20:15:21.162128,1233,40,95
Whitman,2020-09-18 20:15:21.162128,1103,0,3
Yakima,2020-09-18 20:15:21.162128,11229,256,788
Adams,2020-09-19 21:07:22.595275,799,9,47
Asotin,2020-09-19 21:07:22.595275,83,2,9
Benton,2020-09-19 21:07:22.595275,4399,127,377
Chelan,2020-09-19 21:07:22.595275,1832,14,75
Clallam,2020-09-19 21:07:22.595275,221,1,6
Clark,2020-09-19 21:07:22.595275,2563,62,251
Columbia,2020-09-19 21:07:22.595275,14,1,3
Cowlitz,2020-09-19 21:07:22.595275,603,6,52
Douglas,2020-09-19 21:07:22.595275,1176,9,58
Ferry,2020-09-19 21:07:22.595275,29,0,1
Franklin,2020-09-19 21:07:22.595275,4176,63,305
Garfield,2020-09-19 21:07:22.595275,11,0,0
Grant,2020-09-19 21:07:22.595275,2777,19,143
Grays Harbor,2020-09-19 21:07:22.595275,419,6,31
Island,2020-09-19 21:07:22.595275,292,11,34
Jefferson,2020-09-19 21:07:22.595275,71,0,11
King,2020-09-19 21:07:22.595275,21388,751,2375
Kitsap,2020-09-19 21:07:22.595275,1137,11,96
Kittitas,2020-09-19 21:07:22.595275,494,22,23
Klickitat,2020-09-19 21:07:22.595275,190,3,11
Lewis,2020-09-19 21:07:22.595275,455,4,36
Lincoln,2020-09-19 21:07:22.595275,39,1,2
Mason,2020-09-19 21:07:22.595275,367,3,19
Okanogan,2020-09-19 21:07:22.595275,1026,10,45
Pacific,2020-09-19 21:07:22.595275,80,3,8
Pend Oreille,2020-09-19 21:07:22.595275,58,0,6
Pierce,2020-09-19 21:07:22.595275,7519,191,813
San Juan,2020-09-19 21:07:22.595275,29,0,2
Skagit,2020-09-19 21:07:22.595275,1077,22,96
Skamania,2020-09-19 21:07:22.595275,60,1,5
Snohomish,2020-09-19 21:07:22.595275,6675,210,798
Spokane,2020-09-19 21:07:22.595275,6175,150,448
Stevens,2020-09-19 21:07:22.595275,146,2,15
Thurston,2020-09-19 21:07:22.595275,1023,17,98
Wahkiakum,2020-09-19 21:07:22.595275,6,0,0
Walla Walla,2020-09-19 21:07:22.595275,858,5,52
Whatcom,2020-09-19 21:07:22.595275,1252,40,97
Whitman,2020-09-19 21:07:22.595275,1128,0,3
Yakima,2020-09-19 21:07:22.595275,11260,256,790
Adams,2020-09-20 19:42:08.797471,808,9,47
Asotin,2020-09-20 19:42:08.797471,87,2,9
Benton,2020-09-20 19:42:08.797471,4409,127,377
Chelan,2020-09-20 19:42:08.797471,1834,14,75
Clallam,2020-09-20 19:42:08.797471,223,1,6
Clark,2020-09-20 19:42:08.797471,2576,62,251
Columbia,2020-09-20 19:42:08.797471,14,1,3
Cowlitz,2020-09-20 19:42:08.797471,611,6,52
Douglas,2020-09-20 19:42:08.797471,1176,9,58
Ferry,2020-09-20 19:42:08.797471,29,0,1
Franklin,2020-09-20 19:42:08.797471,4187,63,307
Garfield,2020-09-20 19:42:08.797471,11,0,0
Grant,2020-09-20 19:42:08.797471,2788,19,143
Grays Harbor,2020-09-20 19:42:08.797471,432,6,31
Island,2020-09-20 19:42:08.797471,292,11,34
Jefferson,2020-09-20 19:42:08.797471,71,0,11
King,2020-09-20 19:42:08.797471,21453,751,2376
Kitsap,2020-09-20 19:42:08.797471,1141,11,96
Kittitas,2020-09-20 19:42:08.797471,494,22,23
Klickitat,2020-09-20 19:42:08.797471,190,3,11
Lewis,2020-09-20 19:42:08.797471,462,4,37
Lincoln,2020-09-20 19:42:08.797471,40,1,2
Mason,2020-09-20 19:42:08.797471,371,3,20
Okanogan,2020-09-20 19:42:08.797471,1026,10,45
Pacific,2020-09-20 19:42:08.797471,80,3,8
Pend Oreille,2020-09-20 19:42:08.797471,58,0,6
Pierce,2020-09-20 19:42:08.797471,7552,191,816
San Juan,2020-09-20 19:42:08.797471,29,0,2
Skagit,2020-09-20 19:42:08.797471,1079,22,97
Skamania,2020-09-20 19:42:08.797471,63,1,5
Snohomish,2020-09-20 19:42:08.797471,6697,210,798
Spokane,2020-09-20 19:42:08.797471,6221,150,454
Stevens,2020-09-20 19:42:08.797471,147,2,15
Thurston,2020-09-20 19:42:08.797471,1027,17,98
Wahkiakum,2020-09-20 19:42:08.797471,6,0,0
Walla Walla,2020-09-20 19:42:08.797471,861,5,52
Whatcom,2020-09-20 19:42:08.797471,1264,40,97
Whitman,2020-09-20 19:42:08.797471,1157,0,3
Yakima,2020-09-20 19:42:08.797471,11283,256,789
Adams,2020-09-21 20:53:14.738429,808,9,47
Asotin,2020-09-21 20:53:14.738429,87,2,9
Benton,2020-09-21 20:53:14.738429,4409,127,377
Chelan,2020-09-21 20:53:14.738429,1834,14,75
Clallam,2020-09-21 20:53:14.738429,223,1,6
Clark,2020-09-21 20:53:14.738429,2576,62,251
Columbia,2020-09-21 20:53:14.738429,14,1,3
Cowlitz,2020-09-21 20:53:14.738429,611,6,52
Douglas,2020-09-21 20:53:14.738429,1176,9,58
Ferry,2020-09-21 20:53:14.738429,29,0,1
Franklin,2020-09-21 20:53:14.738429,4187,63,307
Garfield,2020-09-21 20:53:14.738429,11,0,0
Grant,2020-09-21 20:53:14.738429,2788,19,143
Grays Harbor,2020-09-21 20:53:14.738429,432,6,31
Island,2020-09-21 20:53:14.738429,292,11,34
Jefferson,2020-09-21 20:53:14.738429,71,0,11
King,2020-09-21 20:53:14.738429,21453,751,2376
Kitsap,2020-09-21 20:53:14.738429,1141,11,96
Kittitas,2020-09-21 20:53:14.738429,494,22,23
Klickitat,2020-09-21 20:53:14.738429,190,3,11
Lewis,2020-09-21 20:53:14.738429,462,4,37
Lincoln,2020-09-21 20:53:14.738429,40,1,2
Mason,2020-09-21 20:53:14.738429,371,3,20
Okanogan,2020-09-21 20:53:14.738429,1026,10,45
Pacific,2020-09-21 20:53:14.738429,80,3,8
Pend Oreille,2020-09-21 20:53:14.738429,58,0,6
Pierce,2020-09-21 20:53:14.738429,7552,191,816
San Juan,2020-09-21 20:53:14.738429,29,0,2
Skagit,2020-09-21 20:53:14.738429,1079,22,97
Skamania,2020-09-21 20:53:14.738429,63,1,5
Snohomish,2020-09-21 20:53:14.738429,6697,210,798
Spokane,2020-09-21 20:53:14.738429,6221,150,454
Stevens,2020-09-21 20:53:14.738429,147,2,15
Thurston,2020-09-21 20:53:14.738429,1027,17,98
Wahkiakum,2020-09-21 20:53:14.738429,6,0,0
Walla Walla,2020-09-21 20:53:14.738429,861,5,52
Whatcom,2020-09-21 20:53:14.738429,1264,40,97
Whitman,2020-09-21 20:53:14.738429,1157,0,3
Yakima,2020-09-21 20:53:14.738429,11283,256,789
Adams,2020-09-22 20:32:44.078076,808,9,47
Asotin,2020-09-22 20:32:44.078076,87,2,9
Benton,2020-09-22 20:32:44.078076,4409,127,377
Chelan,2020-09-22 20:32:44.078076,1834,14,75
Clallam,2020-09-22 20:32:44.078076,223,1,6
Clark,2020-09-22 20:32:44.078076,2576,62,251
Columbia,2020-09-22 20:32:44.078076,14,1,3
Cowlitz,2020-09-22 20:32:44.078076,611,6,52
Douglas,2020-09-22 20:32:44.078076,1176,9,58
Ferry,2020-09-22 20:32:44.078076,29,0,1
Franklin,2020-09-22 20:32:44.078076,4187,63,307
Garfield,2020-09-22 20:32:44.078076,11,0,0
Grant,2020-09-22 20:32:44.078076,2788,19,143
Grays Harbor,2020-09-22 20:32:44.078076,432,6,31
Island,2020-09-22 20:32:44.078076,292,11,34
Jefferson,2020-09-22 20:32:44.078076,71,0,11
King,2020-09-22 20:32:44.078076,21453,751,2376
Kitsap,2020-09-22 20:32:44.078076,1141,11,96
Kittitas,2020-09-22 20:32:44.078076,494,22,23
Klickitat,2020-09-22 20:32:44.078076,190,3,11
Lewis,2020-09-22 20:32:44.078076,462,4,37
Lincoln,2020-09-22 20:32:44.078076,40,1,2
Mason,2020-09-22 20:32:44.078076,371,3,20
Okanogan,2020-09-22 20:32:44.078076,1026,10,45
Pacific,2020-09-22 20:32:44.078076,80,3,8
Pend Oreille,2020-09-22 20:32:44.078076,58,0,6
Pierce,2020-09-22 20:32:44.078076,7552,191,816
San Juan,2020-09-22 20:32:44.078076,29,0,2
Skagit,2020-09-22 20:32:44.078076,1079,22,97
Skamania,2020-09-22 20:32:44.078076,63,1,5
Snohomish,2020-09-22 20:32:44.078076,6697,210,798
Spokane,2020-09-22 20:32:44.078076,6221,150,454
Stevens,2020-09-22 20:32:44.078076,147,2,15
Thurston,2020-09-22 20:32:44.078076,1027,17,98
Wahkiakum,2020-09-22 20:32:44.078076,6,0,0
Walla Walla,2020-09-22 20:32:44.078076,861,5,52
Whatcom,2020-09-22 20:32:44.078076,1264,40,97
Whitman,2020-09-22 20:32:44.078076,1157,0,3
Yakima,2020-09-22 20:32:44.078076,11283,256,789
Adams,2020-09-23 20:16:25.574965,818,10,47
Asotin,2020-09-23 20:16:25.574965,89,2,10
Benton,2020-09-23 20:16:25.574965,4475,130,383
Chelan,2020-09-23 20:16:25.574965,1836,15,75
Clallam,2020-09-23 20:16:25.574965,225,1,6
Clark,2020-09-23 20:16:25.574965,2649,62,259
Columbia,2020-09-23 20:16:25.574965,14,1,3
Cowlitz,2020-09-23 20:16:25.574965,635,6,52
Douglas,2020-09-23 20:16:25.574965,1182,9,58
Ferry,2020-09-23 20:16:25.574965,29,0,1
Franklin,2020-09-23 20:16:25.574965,4218,65,309
Garfield,2020-09-23 20:16:25.574965,11,0,0
Grant,2020-09-23 20:16:25.574965,2853,20,145
Grays Harbor,2020-09-23 20:16:25.574965,460,6,34
Island,2020-09-23 20:16:25.574965,301,11,35
Jefferson,2020-09-23 20:16:25.574965,71,0,11
King,2020-09-23 20:16:25.574965,21650,759,2396
Kitsap,2020-09-23 20:16:25.574965,1152,13,98
Kittitas,2020-09-23 20:16:25.574965,512,22,23
Klickitat,2020-09-23 20:16:25.574965,191,3,11
Lewis,2020-09-23 20:16:25.574965,483,4,39
Lincoln,2020-09-23 20:16:25.574965,41,1,3
Mason,2020-09-23 20:16:25.574965,378,5,22
Okanogan,2020-09-23 20:16:25.574965,1035,10,45
Pacific,2020-09-23 20:16:25.574965,80,3,8
Pend Oreille,2020-09-23 20:16:25.574965,59,0,6
Pierce,2020-09-23 20:16:25.574965,7697,200,827
San Juan,2020-09-23 20:16:25.574965,29,0,2
Skagit,2020-09-23 20:16:25.574965,1088,22,97
Skamania,2020-09-23 20:16:25.574965,64,1,6
Snohomish,2020-09-23 20:16:25.574965,6762,211,806
Spokane,2020-09-23 20:16:25.574965,6447,162,468
Stevens,2020-09-23 20:16:25.574965,161,2,15
Thurston,2020-09-23 20:16:25.574965,1038,17,100
Wahkiakum,2020-09-23 20:16:25.574965,6,0,0
Walla Walla,2020-09-23 20:16:25.574965,869,5,53
Whatcom,2020-09-23 20:16:25.574965,1302,42,95
Whitman,2020-09-23 20:16:25.574965,1184,0,3
Yakima,2020-09-23 20:16:25.574965,11316,257,791
Adams,2020-09-24 20:20:09.717370,831,10,47
Asotin,2020-09-24 20:20:09.717370,100,2,10
Benton,2020-09-24 20:20:09.717370,4499,130,382
Chelan,2020-09-24 20:20:09.717370,1838,15,75
Clallam,2020-09-24 20:20:09.717370,228,1,6
Clark,2020-09-24 20:20:09.717370,2685,62,259
Columbia,2020-09-24 20:20:09.717370,14,1,3
Cowlitz,2020-09-24 20:20:09.717370,651,6,55
Douglas,2020-09-24 20:20:09.717370,1182,9,58
Ferry,2020-09-24 20:20:09.717370,29,0,1
Franklin,2020-09-24 20:20:09.717370,4230,66,310
Garfield,2020-09-24 20:20:09.717370,11,0,0
Grant,2020-09-24 20:20:09.717370,2893,20,144
Grays Harbor,2020-09-24 20:20:09.717370,468,6,36
Island,2020-09-24 20:20:09.717370,307,12,36
Jefferson,2020-09-24 20:20:09.717370,71,0,11
King,2020-09-24 20:20:09.717370,21760,759,2396
Kitsap,2020-09-24 20:20:09.717370,1158,12,96
Kittitas,2020-09-24 20:20:09.717370,517,22,23
Klickitat,2020-09-24 20:20:09.717370,192,3,11
Lewis,2020-09-24 20:20:09.717370,484,4,38
Lincoln,2020-09-24 20:20:09.717370,42,1,3
Mason,2020-09-24 20:20:09.717370,380,4,22
Okanogan,2020-09-24 20:20:09.717370,1044,10,46
Pacific,2020-09-24 20:20:09.717370,80,3,8
Pend Oreille,2020-09-24 20:20:09.717370,60,0,6
Pierce,2020-09-24 20:20:09.717370,7736,198,829
San Juan,2020-09-24 20:20:09.717370,29,0,2
Skagit,2020-09-24 20:20:09.717370,1090,22,97
Skamania,2020-09-24 20:20:09.717370,64,1,6
Snohomish,2020-09-24 20:20:09.717370,6785,211,806
Spokane,2020-09-24 20:20:09.717370,6561,163,470
Stevens,2020-09-24 20:20:09.717370,162,2,15
Thurston,2020-09-24 20:20:09.717370,1053,17,101
Wahkiakum,2020-09-24 20:20:09.717370,6,0,0
Walla Walla,2020-09-24 20:20:09.717370,874,5,53
Whatcom,2020-09-24 20:20:09.717370,1308,42,95
Whitman,2020-09-24 20:20:09.717370,1193,0,3
Yakima,2020-09-24 20:20:09.717370,11331,257,791
Adams,2020-09-25 20:25:04.982694,831,10,47
Asotin,2020-09-25 20:25:04.982694,100,2,10
Benton,2020-09-25 20:25:04.982694,4499,130,382
Chelan,2020-09-25 20:25:04.982694,1838,15,75
Clallam,2020-09-25 20:25:04.982694,228,1,6
Clark,2020-09-25 20:25:04.982694,2685,62,259
Columbia,2020-09-25 20:25:04.982694,14,1,3
Cowlitz,2020-09-25 20:25:04.982694,651,6,55
Douglas,2020-09-25 20:25:04.982694,1182,9,58
Ferry,2020-09-25 20:25:04.982694,29,0,1
Franklin,2020-09-25 20:25:04.982694,4230,66,310
Garfield,2020-09-25 20:25:04.982694,11,0,0
Grant,2020-09-25 20:25:04.982694,2893,20,144
Grays Harbor,2020-09-25 20:25:04.982694,468,6,36
Island,2020-09-25 20:25:04.982694,307,12,36
Jefferson,2020-09-25 20:25:04.982694,71,0,11
King,2020-09-25 20:25:04.982694,21760,759,2396
Kitsap,2020-09-25 20:25:04.982694,1158,12,96
Kittitas,2020-09-25 20:25:04.982694,517,22,23
Klickitat,2020-09-25 20:25:04.982694,192,3,11
Lewis,2020-09-25 20:25:04.982694,484,4,38
Lincoln,2020-09-25 20:25:04.982694,42,1,3
Mason,2020-09-25 20:25:04.982694,380,4,22
Okanogan,2020-09-25 20:25:04.982694,1044,10,46
Pacific,2020-09-25 20:25:04.982694,80,3,8
Pend Oreille,2020-09-25 20:25:04.982694,60,0,6
Pierce,2020-09-25 20:25:04.982694,7736,198,829
San Juan,2020-09-25 20:25:04.982694,29,0,2
Skagit,2020-09-25 20:25:04.982694,1090,22,97
Skamania,2020-09-25 20:25:04.982694,64,1,6
Snohomish,2020-09-25 20:25:04.982694,6785,211,806
Spokane,2020-09-25 20:25:04.982694,6561,163,470
Stevens,2020-09-25 20:25:04.982694,162,2,15
Thurston,2020-09-25 20:25:04.982694,1053,17,101
Wahkiakum,2020-09-25 20:25:04.982694,6,0,0
Walla Walla,2020-09-25 20:25:04.982694,874,5,53
Whatcom,2020-09-25 20:25:04.982694,1308,42,95
Whitman,2020-09-25 20:25:04.982694,1193,0,3
Yakima,2020-09-25 20:25:04.982694,11331,257,791
Adams,2020-09-26 20:46:30.868608,842,10,48
Asotin,2020-09-26 20:46:30.868608,105,2,10
