state,stateAbbrev,date,Cases,Tested,Hospitalizations,Deaths,Age_Cases [0-9],Age_Cases [10-19],Age_Cases [20-29],Age_Cases [30-39],Age_Cases [40-49],Age_Cases [50-59],Age_Cases [60-69],Age_Cases [70-79],Age_Cases [80+],Age_Cases [Data not available],Age_Deaths [0-9],Age_Deaths [10-19],Age_Deaths [20-29],Age_Deaths [30-39],Age_Deaths [40-49],Age_Deaths [50-59],Age_Deaths [60-69],Age_Deaths [70-79],Age_Deaths [80+],Age_Deaths [Data not available],Sex_Cases [Female],Sex_Cases [Male],Sex_Deaths [Female],Sex_Deaths [Male],Race_Cases [African-American],Race_Cases [Asian],Race_Cases [White],Race_Cases [Hispanic],Race_Cases [Other],Race_Cases [Unknown],Race_Deaths [African-American],Race_Deaths [Asian],Race_Deaths [White],Race_Deaths [Hispanic],Race_Deaths [Other],Race_Deaths [Unknown],pullTime,ActiveHospitalizations
Maryland,MD,2020-03-28,992,12508,226,5,5,15,138,174,204,195,143,91,27,,,,,,,,,,,,487,505,,,,,,,,,,,,,,,2020-03-28 00:00:00,
Maryland,MD,2020-03-29,1239,13593,277,10,4,21,165,203,241,243,191,117,54,,,,,,,,,,,,634,605,,,,,,,,,,,,,,,2020-03-29 00:00:00,
Maryland,MD,2020-03-30,1413,14729,353,15,5,27,188,247,262,274,219,139,52,,,,,,,,,,,,716,697,,,,,,,,,,,,,,,2020-03-30 00:00:00,
Maryland,MD,2020-03-31,1660,16528,429,18,6,32,215,290,304,335,260,157,61,,,,,,,,,,,,856,804,,,,,,,,,,,,,,,2020-03-31 00:00:00,
Maryland,MD,2020-04-01,1985,19218,522,31,6,39,252,345,372,396,309,187,79,,,,,,,,,,,,1016,969,,,,,,,,,,,,,,,2020-04-01 00:00:00,
Maryland,MD,2020-04-02,2331,21221,582,36,9,46,286,410,437,471,357,217,98,,,,,,,,,,,,1194,1137,,,,,,,,,,,,,,,2020-04-02 00:00:00,
Maryland,MD,2020-04-03,2758,23690,664,42,9,55,335,485,509,552,423,266,124,,,,,,,,,,,,1435,1323,,,,,,,,,,,,,,,2020-04-03 00:00:00,
Maryland,MD,2020-04-04,3125,25610,821,53,13,65,379,557,575,625,473,299,139,,,,,,,,,,,,1640,1485,,,,,,,,,,,,,,,2020-04-04 00:00:00,
Maryland,MD,2020-04-05,3609,28337,936,67,16,69,422,638,666,736,546,354,162,,,,,,,,,,,,1915,1694,,,,,,,,,,,,,,,2020-04-05 00:00:00,
Maryland,MD,2020-04-06,4045,29617,1059,91,16,76,469,718,737,825,597,407,200,,,,,,,,,,,,2155,1890,,,,,,,,,,,,,,,2020-04-06 00:00:00,
Maryland,MD,2020-04-07,4371,31627,1106,103,21,82,505,773,795,891,643,445,216,,,,,,,,,,,,2329,2042,,,,,,,,,,,,,,,2020-04-07 00:00:00,
Maryland,MD,2020-04-08,5529,38462,1210,124,27,109,625,968,1015,1135,833,550,267,,,,,,,,,,,,2955,2574,,,,,,,,,,,,,,,2020-04-08 00:00:00,
Maryland,MD,2020-04-09,6185,41529,1348,138,33,127,701,1076,1145,1282,913,600,308,,0.0,0.0,0.0,4.0,4.0,16.0,28.0,43.0,43.0,,3320,2865,53.0,85.0,2064.0,122.0,1540.0,,449.0,1354.0,55.0,6.0,39.0,,3.0,21.0,2020-04-09 00:00:00,
Maryland,MD,2020-04-10,6968,44448,1413,171,36,146,772,1205,1281,1421,1051,685,371,,0.0,0.0,0.0,5.0,5.0,20.0,32.0,51.0,58.0,,3753,3215,69.0,102.0,2304.0,136.0,1694.0,,544.0,1507.0,61.0,6.0,45.0,,5.0,21.0,2020-04-10 00:00:00,
Maryland,MD,2020-04-11,7694,47238,1709,206,45,162,855,1317,1413,1565,1141,757,439,,0.0,0.0,1.0,8.0,5.0,22.0,42.0,57.0,71.0,,4140,3554,85.0,121.0,2599.0,153.0,1883.0,,643.0,1690.0,77.0,6.0,58.0,,7.0,23.0,2020-04-11 00:00:00,
Maryland,MD,2020-04-12,8225,49764,1860,235,52,172,906,1390,1504,1675,1212,816,498,,0.0,0.0,1.0,9.0,5.0,25.0,51.0,65.0,79.0,,4438,3787,99.0,136.0,2988.0,177.0,2145.0,,806.0,1578.0,91.0,7.0,72.0,,9.0,27.0,2020-04-12 00:00:00,
Maryland,MD,2020-04-13,8936,51751,1975,262,63,190,970,1511,1637,1801,1317,877,570,,0.0,0.0,1.0,9.0,5.0,26.0,58.0,73.0,90.0,,4831,4105,117.0,145.0,3202.0,190.0,2305.0,,861.0,1667.0,104.0,8.0,83.0,,12.0,28.0,2020-04-13 00:00:00,
Maryland,MD,2020-04-14,9472,53733,2122,302,70,199,1030,1603,1740,1902,1389,935,604,,0.0,0.0,1.0,11.0,6.0,29.0,69.0,83.0,103.0,,5132,4340,137.0,165.0,3512.0,211.0,2547.0,,961.0,1705.0,120.0,10.0,93.0,,15.0,24.0,2020-04-14 00:00:00,
Maryland,MD,2020-04-15,10032,55763,2231,413,74,204,1089,1670,1808,2005,1474,1010,698,,0.0,0.0,1.0,5.0,5.0,21.0,62.0,83.0,133.0,,5439,4593,197.0,216.0,3724.0,230.0,2425.0,1075.0,357.0,2221.0,152.0,11.0,143.0,14.0,8.0,85.0,2020-04-15 00:00:00,
Maryland,MD,2020-04-16,10784,58843,2451,459,86,231,1162,1784,1951,2138,1602,1065,765,,0.0,0.0,2.0,6.0,6.0,26.0,70.0,89.0,153.0,,5817,4967,220.0,239.0,3978.0,239.0,2535.0,1180.0,376.0,2476.0,166.0,12.0,165.0,15.0,9.0,92.0,2020-04-16 18:48:34.189990,
Maryland,MD,2020-04-17,11572,62009,2612,494,86,242,1227,1882,2088,2287,1710,1171,879,,0.0,0.0,2.0,8.0,7.0,27.0,77.0,100.0,174.0,,6249,5323,233.0,261.0,4301.0,252.0,2681.0,1357.0,429.0,2552.0,182.0,14.0,177.0,17.0,13.0,91.0,2020-04-17 20:08:35.947686,
Maryland,MD,2020-04-18,12308,65370,2757,534,89,254,1311,2010,2215,2399,1831,1253,946,,0.0,0.0,2.0,8.0,9.0,28.0,84.0,104.0,186.0,,5656,0,278.0,1.0,4557.0,266.0,2869.0,1489.0,458.0,2669.0,201.0,16.0,188.0,20.0,15.0,94.0,2020-04-18 20:15:25.145721,
Maryland,MD,2020-04-19,12830,67891,2886,548,93,277,1391,2100,2312,2492,1898,1286,981,,0.0,0.0,2.0,12.0,10.0,35.0,88.0,119.0,196.0,,5907,0,291.0,1.0,4855.0,276.0,3037.0,1639.0,505.0,2518.0,212.0,16.0,193.0,21.0,14.0,92.0,2020-04-19 20:28:34.423894,
Maryland,MD,2020-04-20,13684,71397,3014,582,108,300,1488,2245,2442,2632,2015,1385,1069,,0.0,0.0,2.0,12.0,11.0,38.0,91.0,125.0,214.0,,6310,0,305.0,0.0,5064.0,284.0,3156.0,1744.0,519.0,2917.0,224.0,23.0,218.0,26.0,16.0,75.0,2020-04-20 20:24:08.684552,
Maryland,MD,2020-04-21,14193,73635,3014,652,118,318,1543,2329,2539,2712,2083,1432,1119,,0.0,0.0,2.0,11.0,13.0,39.0,94.0,144.0,232.0,,6570,0,343.0,0.0,5322.0,296.0,3327.0,1916.0,552.0,2780.0,235.0,22.0,238.0,32.0,17.0,108.0,2020-04-21 20:15:56.012880,
Maryland,MD,2020-04-22,14775,76529,3014,698,132,337,1595,2415,2611,2805,2156,1512,1212,,0.0,0.0,2.0,13.0,13.0,44.0,98.0,160.0,262.0,,6821,0,365.0,0.0,5540.0,304.0,3476.0,2033.0,571.0,2851.0,308.0,22.0,272.0,69.0,10.0,17.0,2020-04-22 20:26:38.906016,
Maryland,MD,2020-04-23,15737,80100,3014,748,152,369,1708,2604,2786,2960,2269,1593,1296,,0.0,0.0,3.0,13.0,17.0,48.0,101.0,177.0,284.0,,7290,0,387.0,0.0,5800.0,322.0,3662.0,2130.0,588.0,3235.0,310.0,23.0,297.0,72.0,10.0,36.0,2020-04-23 20:26:27.265531,
Maryland,MD,2020-04-24,16616,84716,3014,798,164,395,1833,2757,2931,3094,2383,1680,1379,,0.0,0.0,3.0,14.0,19.0,51.0,110.0,185.0,306.0,,7742,0,403.0,0.0,6046.0,339.0,3830.0,2373.0,616.0,3412.0,311.0,27.0,317.0,40.0,17.0,86.0,2020-04-24 20:42:27.121801,
Maryland,MD,2020-04-25,17766,89123,3014,875,189,441,1982,2963,3155,3288,2548,1766,1434,,0.0,0.0,4.0,13.0,20.0,59.0,122.0,195.0,338.0,,8268,0,445.0,0.0,6314.0,344.0,4020.0,2574.0,657.0,3857.0,324.0,31.0,340.0,44.0,10.0,126.0,2020-04-25 20:34:37.083486,
Maryland,MD,2020-04-26,18581,96665,3014,910,212,463,2097,3109,3270,3414,2651,1837,1528,,0.0,0.0,4.0,13.0,20.0,59.0,126.0,197.0,346.0,,8618,0,462.0,0.0,6742.0,363.0,4276.0,2841.0,707.0,3652.0,329.0,32.0,345.0,46.0,11.0,147.0,2020-04-26 20:07:50.187925,
Maryland,MD,2020-04-27,19487,104976,3014,945,228,490,2217,3264,3436,3556,2758,1916,1622,,0.0,0.0,5.0,14.0,20.0,65.0,145.0,222.0,386.0,,9027,0,482.0,0.0,7085.0,384.0,4498.0,3077.0,752.0,3691.0,378.0,35.0,372.0,57.0,16.0,87.0,2020-04-27 20:46:42.880144,
Maryland,MD,2020-04-28,20113,107785,3014,1016,246,512,2293,3367,3555,3675,2835,1973,1657,,0.0,0.0,6.0,14.0,21.0,68.0,149.0,231.0,420.0,,9363,0,517.0,0.0,7432.0,424.0,4708.0,3309.0,721.0,3519.0,390.0,38.0,408.0,60.0,15.0,105.0,2020-04-28 20:42:32.516970,
Maryland,MD,2020-04-29,20849,110929,3014,1078,256,539,2393,3511,3696,3792,2927,2035,1700,,0.0,0.0,7.0,15.0,26.0,72.0,163.0,246.0,462.0,,9719,0,543.0,0.0,7615.0,434.0,4808.0,3473.0,747.0,3772.0,431.0,39.0,439.0,67.0,17.0,85.0,2020-04-29 20:01:13.670836,
Maryland,MD,2020-04-30,21742,114359,3014,1140,294,573,2525,3684,3871,3939,3010,2083,1763,,0.0,0.0,8.0,15.0,28.0,75.0,172.0,266.0,493.0,,10147,0,579.0,0.0,7821.0,459.0,4935.0,3651.0,793.0,4083.0,461.0,40.0,469.0,70.0,17.0,83.0,2020-04-30 21:00:52.410235,
Maryland,MD,2020-05-01,23472,120983,3014,1192,330,652,2742,4025,4226,4242,3215,2181,1859,0.0,0.0,0.0,8.0,15.0,30.0,76.0,175.0,273.0,504.0,111.0,12500,10972,582.0,610.0,8093.0,475.0,5147.0,3884.0,840.0,5033.0,466.0,41.0,487.0,72.0,16.0,110.0,2020-05-01 20:31:28.268401,
Maryland,MD,2020-05-02,24473,125522,3014,1251,348,701,2868,4207,4377,4400,3350,2270,1952,0.0,0.0,0.0,8.0,17.0,30.0,84.0,187.0,299.0,542.0,84.0,13005,11468,607.0,644.0,8470.0,502.0,5385.0,4258.0,876.0,4982.0,513.0,42.0,519.0,73.0,18.0,86.0,2020-05-02 20:39:45.814680,
Maryland,MD,2020-05-03,25462,132794,3014,1281,369,743,3043,4388,4534,4532,3459,2338,2056,0.0,0.0,0.0,8.0,17.0,33.0,91.0,197.0,306.0,559.0,70.0,13493,11969,621.0,660.0,8871.0,530.0,5698.0,4625.0,989.0,4749.0,531.0,42.0,538.0,82.0,18.0,70.0,2020-05-03 20:39:39.907095,
Maryland,MD,2020-05-04,26408,136995,3014,1317,385,769,3184,4550,4696,4687,3569,2424,2144,0.0,0.0,0.0,8.0,18.0,33.0,93.0,203.0,310.0,573.0,79.0,13936,12472,636.0,681.0,9147.0,547.0,5873.0,4892.0,1040.0,4909.0,536.0,44.0,555.0,85.0,18.0,79.0,2020-05-04 19:48:02.237902,
Maryland,MD,2020-05-05,27117,140103,3014,1390,398,791,3287,4687,4841,4820,3636,2465,2192,0.0,0.0,0.0,9.0,18.0,35.0,95.0,211.0,325.0,608.0,89.0,14316,12801,673.0,717.0,9424.0,565.0,6129.0,5144.0,937.0,4918.0,556.0,47.0,588.0,88.0,19.0,92.0,2020-05-05 20:22:19.734337,
Maryland,MD,2020-05-06,28163,144012,3014,1437,416,834,3474,4894,5031,4996,3734,2524,2260,0.0,0.0,0.0,9.0,18.0,36.0,96.0,218.0,339.0,640.0,81.0,14848,13315,703.0,734.0,9648.0,580.0,6280.0,5394.0,986.0,5275.0,576.0,51.0,613.0,96.0,17.0,84.0,2020-05-06 20:18:44.744665,
Maryland,MD,2020-05-07,29374,148600,3014,1503,435,898,3681,5161,5269,5161,3860,2592,2317,0.0,0.0,0.0,9.0,18.0,38.0,98.0,227.0,350.0,665.0,98.0,15472,13902,734.0,769.0,9892.0,603.0,6468.0,5726.0,1032.0,5653.0,601.0,51.0,632.0,101.0,17.0,101.0,2020-05-07 20:59:53.364634,
Maryland,MD,2020-05-08,30485,152187,3014,1560,486,969,3848,5376,5468,5311,3972,2666,2389,0.0,0.0,0.0,11.0,19.0,38.0,98.0,232.0,371.0,691.0,100.0,16038,14447,764.0,796.0,10165.0,631.0,6695.0,6067.0,1107.0,5820.0,633.0,51.0,649.0,106.0,17.0,104.0,2020-05-08 22:08:05.131456,
Maryland,MD,2020-05-09,31534,156028,3014,1614,516,1015,3993,5575,5675,5464,4077,2738,2481,0.0,0.0,0.0,11.0,21.0,40.0,106.0,241.0,378.0,714.0,103.0,16560,14974,796.0,818.0,10337.0,647.0,6796.0,6337.0,1151.0,6266.0,649.0,53.0,672.0,112.0,21.0,107.0,2020-05-09 20:32:07.319983,
Maryland,MD,2020-05-10,32587,159931,3014,1644,546,1078,4160,5777,5840,5609,4189,2801,2587,0.0,0.0,0.0,11.0,21.0,41.0,108.0,249.0,393.0,727.0,94.0,17101,15486,806.0,838.0,10623.0,664.0,7018.0,6686.0,1187.0,6409.0,669.0,55.0,688.0,114.0,22.0,96.0,2020-05-10 20:08:53.416415,
Maryland,MD,2020-05-11,33373,164780,3014,1683,570,1131,4299,5952,5989,5707,4255,2840,2630,0.0,0.0,0.0,11.0,21.0,43.0,114.0,250.0,399.0,735.0,110.0,17505,15868,827.0,856.0,10927.0,691.0,7260.0,7057.0,1387.0,6051.0,676.0,57.0,696.0,120.0,22.0,112.0,2020-05-11 20:53:54.544278,
Maryland,MD,2020-05-12,34061,169503,3014,1756,608,1183,4399,6084,6119,5791,4318,2884,2675,0.0,0.0,0.0,11.0,22.0,46.0,116.0,263.0,416.0,771.0,111.0,17852,16209,868.0,888.0,11110.0,700.0,7365.0,7274.0,1433.0,6179.0,695.0,61.0,732.0,130.0,22.0,116.0,2020-05-12 20:18:23.799602,
Maryland,MD,2020-05-13,34812,173574,3014,1809,635,1238,4517,6236,6282,5898,4394,2912,2700,0.0,0.0,0.0,11.0,23.0,49.0,123.0,274.0,433.0,804.0,92.0,18212,16600,902.0,907.0,11140.0,689.0,7367.0,7483.0,1703.0,6430.0,730.0,63.0,758.0,139.0,23.0,96.0,2020-05-13 20:17:16.916159,
Maryland,MD,2020-05-14,35903,178454,3014,1866,671,1299,4685,6475,6440,6033,4487,3004,2809,0.0,0.0,0.0,11.0,23.0,52.0,125.0,283.0,442.0,837.0,93.0,18780,17123,934.0,932.0,11328.0,703.0,7479.0,7864.0,1708.0,6821.0,748.0,65.0,788.0,143.0,23.0,99.0,2020-05-14 21:06:47.303659,
Maryland,MD,2020-05-15,36986,182826,3014,1911,716,1383,4849,6699,6635,6194,4577,3076,2857,0.0,0.0,0.0,11.0,24.0,56.0,127.0,292.0,457.0,854.0,90.0,19312,17674,954.0,957.0,11572.0,723.0,7701.0,8229.0,1763.0,6998.0,776.0,66.0,803.0,148.0,25.0,93.0,2020-05-15 00:00:00,
Maryland,MD,2020-05-16,37968,190175,3014,1957,743,1437,5000,6880,6818,6354,4665,3142,2929,0.0,0.0,0.0,11.0,25.0,55.0,133.0,302.0,464.0,880.0,87.0,19800,18168,979.0,978.0,11795.0,738.0,7865.0,8615.0,1814.0,7141.0,799.0,70.0,818.0,157.0,23.0,90.0,2020-05-16 18:41:16.605644,
Maryland,MD,2020-05-17,38804,194926,3014,1992,778,1480,5143,7072,6958,6484,4744,3189,2956,0.0,0.0,0.0,11.0,26.0,55.0,134.0,307.0,474.0,905.0,80.0,20211,18593,995.0,997.0,12052.0,752.0,8058.0,8907.0,1852.0,7183.0,816.0,72.0,835.0,161.0,25.0,83.0,2020-05-17 19:57:50.452016,
Maryland,MD,2020-05-18,39762,201506,3014,2023,811,1549,5279,7266,7135,6605,4834,3244,3039,0.0,0.0,0.0,11.0,26.0,55.0,136.0,314.0,480.0,917.0,84.0,20706,19056,1006.0,1017.0,12220.0,770.0,8180.0,9196.0,1888.0,7508.0,831.0,74.0,841.0,163.0,26.0,88.0,2020-05-18 20:21:28.805012,
Maryland,MD,2020-05-19,41546,208658,3014,2081,837,1602,5520,7617,7495,6964,5050,3351,3110,0.0,0.0,1.0,11.0,27.0,57.0,141.0,316.0,494.0,947.0,87.0,21686,19860,1035.0,1046.0,12454.0,787.0,8365.0,9525.0,2007.0,8408.0,854.0,75.0,871.0,167.0,25.0,89.0,2020-05-19 20:03:20.894878,
Maryland,MD,2020-05-20,43531,220233,7485,2159,928,1736,5826,8031,7868,7267,5244,3439,3192,0.0,0.0,1.0,12.0,31.0,58.0,148.0,331.0,521.0,994.0,63.0,22688,20843,1075.0,1084.0,13086.0,836.0,8697.0,10374.0,2143.0,8395.0,889.0,79.0,913.0,184.0,27.0,67.0,2020-05-20 00:00:00,
Maryland,MD,2020-05-21,43531,220233,7485,2159,928,1736,5826,8031,7868,7267,5244,3439,3192,0.0,0.0,1.0,12.0,31.0,58.0,148.0,331.0,521.0,994.0,63.0,22688,20843,1075.0,1084.0,13086.0,836.0,8697.0,10374.0,2143.0,8395.0,889.0,79.0,913.0,184.0,27.0,67.0,2020-05-21 21:02:24.903175,
Maryland,MD,2020-05-22,44424,227902,7634,2207,956,1785,5967,8189,8052,7392,5336,3498,3249,0.0,0.0,1.0,12.0,32.0,59.0,155.0,339.0,529.0,1017.0,63.0,23141,21283,1106.0,1101.0,13320.0,855.0,8897.0,10726.0,2187.0,8439.0,910.0,86.0,929.0,189.0,26.0,67.0,2020-05-22 20:09:43.990194,
Maryland,MD,2020-05-23,45495,232327,7825,2243,989,1852,6146,8425,8264,7556,5428,3541,3294,0.0,0.0,1.0,13.0,32.0,61.0,156.0,344.0,543.0,1036.0,57.0,23677,21818,1124.0,1119.0,13527.0,873.0,9075.0,11035.0,,8766.0,928.0,87.0,945.0,194.0,,63.0,2020-05-23 21:59:58.976205,
Maryland,MD,2020-05-24,46313,240362,7939,2277,1018,1899,6270,8587,8411,7667,5511,3596,3354,0.0,0.0,1.0,13.0,32.0,62.0,158.0,349.0,549.0,1049.0,64.0,24075,22238,1137.0,1140.0,13762.0,889.0,9232.0,11383.0,,8775.0,936.0,87.0,957.0,198.0,,71.0,2020-05-24 20:39:03.393482,
Maryland,MD,2020-05-25,47152,249577,8092,2302,1052,1951,6405,8728,8546,7790,5623,3644,3413,0.0,0.0,1.0,13.0,32.0,65.0,160.0,357.0,556.0,1062.0,56.0,24548,22604,1146.0,1156.0,13922.0,895.0,9359.0,11628.0,,9053.0,946.0,89.0,972.0,201.0,,65.0,2020-05-25 20:56:56.070229,
Maryland,MD,2020-05-26,47687,254487,8179,2333,1068,1979,6480,8807,8644,7888,5678,3681,3462,0.0,0.0,1.0,13.0,32.0,69.0,161.0,363.0,565.0,1072.0,57.0,24816,22871,1160.0,1173.0,14116.0,907.0,9484.0,11819.0,,9044.0,958.0,89.0,984.0,206.0,,66.0,2020-05-26 21:07:43.152810,
Maryland,MD,2020-05-27,48423,262055,8281,2392,1119,2025,6597,8940,8754,7994,5751,3724,3519,0.0,0.0,1.0,12.0,32.0,69.0,164.0,371.0,579.0,1098.0,66.0,25206,23217,1188.0,1204.0,14217.0,917.0,9575.0,11956.0,,9417.0,980.0,91.0,1007.0,211.0,,76.0,2020-05-27 20:53:53.160808,
Maryland,MD,2020-05-29,50988,284518,8479,2466,1224,2191,7033,9460,9212,8354,5996,3877,3641,0.0,0.0,1.0,13.0,33.0,71.0,170.0,386.0,598.0,1139.0,55.0,26527,24461,1221.0,1245.0,14613.0,948.0,9869.0,12610.0,,10470.0,1012.0,95.0,1043.0,222.0,,64.0,2020-05-29 20:15:38.263369,
Maryland,MD,2020-05-30,52015,293946,8619,2509,1253,2264,7187,9671,9403,8484,6116,3932,3705,0.0,0.0,1.0,13.0,34.0,71.0,174.0,392.0,607.0,1162.0,55.0,27091,24924,1241.0,1268.0,14911.0,977.0,10054.0,12978.0,,10565.0,1026.0,98.0,1062.0,229.0,,64.0,2020-05-30 19:55:05.835436,
Maryland,MD,2020-05-31,52778,301881,8738,2532,1274,2319,7312,9815,9505,8596,6203,3986,3768,0.0,0.0,1.0,14.0,34.0,72.0,177.0,396.0,617.0,1171.0,50.0,27506,25272,1250.0,1282.0,15188.0,997.0,10299.0,13377.0,,10263.0,1035.0,99.0,1075.0,233.0,,59.0,2020-05-31 20:14:59.547970,
Maryland,MD,2020-06-01,53327,308730,8886,2552,1294,2351,7397,9938,9598,8671,6261,4014,3803,0.0,0.0,1.0,13.0,35.0,74.0,182.0,398.0,622.0,1181.0,46.0,27805,25522,1259.0,1293.0,15527.0,1016.0,10529.0,13753.0,,9803.0,1048.0,100.0,1082.0,236.0,,55.0,2020-06-01 20:12:27.043124,
Maryland,MD,2020-06-02,54175,315815,8957,2597,1343,2403,7499,10085,9734,8793,6357,4080,3881,0.0,0.0,1.0,13.0,35.0,78.0,183.0,403.0,633.0,1196.0,55.0,28225,25950,1286.0,1311.0,15631.0,1024.0,10603.0,13901.0,,10291.0,1061.0,102.0,1100.0,241.0,,61.0,2020-06-02 20:21:02.494118,
Maryland,MD,2020-06-03,54982,327625,9111,2641,1393,2473,7621,10225,9868,8879,6461,4134,3928,0.0,0.0,1.0,13.0,35.0,78.0,189.0,412.0,643.0,1219.0,51.0,28654,26328,1306.0,1335.0,15856.0,1048.0,10757.0,14155.0,,10401.0,1085.0,104.0,1118.0,245.0,,56.0,2020-06-03 20:01:46.287740,
Maryland,MD,2020-06-04,55858,337018,9217,2668,1422,2538,7768,10375,10033,9006,6536,4190,3990,0.0,0.0,1.0,13.0,37.0,78.0,192.0,417.0,650.0,1242.0,38.0,29096,26762,1318.0,1350.0,16035.0,1057.0,10898.0,14338.0,,10747.0,1104.0,105.0,1133.0,250.0,,44.0,2020-06-04 20:37:14.848222,
Maryland,MD,2020-06-05,56770,347726,9346,2702,1457,2604,7938,10569,10191,9142,6626,4234,4009,0.0,0.0,1.0,14.0,37.0,81.0,197.0,424.0,656.0,1253.0,39.0,29573,27197,1332.0,1370.0,16208.0,1072.0,11031.0,14573.0,,11061.0,1119.0,105.0,1145.0,258.0,,44.0,2020-06-05 20:19:34.629884,
Maryland,MD,2020-06-06,57482,357376,9451,2740,1487,2648,8065,10702,10326,9239,6705,4272,4038,0.0,0.0,1.0,14.0,38.0,82.0,201.0,430.0,666.0,1274.0,34.0,29949,27533,1350.0,1390.0,16427.0,1082.0,11206.0,14839.0,,11082.0,1135.0,107.0,1164.0,263.0,,39.0,2020-06-06 20:37:43.071011,
Maryland,MD,2020-06-07,57973,364803,9546,2749,1506,2689,8144,10803,10415,9298,6751,4304,4063,0.0,0.0,1.0,14.0,38.0,82.0,201.0,433.0,670.0,1284.0,26.0,30215,27758,1354.0,1395.0,16593.0,1093.0,11319.0,15040.0,,11046.0,1143.0,107.0,1173.0,262.0,,32.0,2020-06-07 20:36:06.247239,
Maryland,MD,2020-06-08,58404,371503,9629,2776,1521,2723,8216,10901,10500,9365,6782,4323,4073,0.0,0.0,1.0,15.0,38.0,83.0,202.0,437.0,670.0,1288.0,42.0,30435,27969,1366.0,1410.0,16857.0,1106.0,11468.0,15394.0,,10657.0,1147.0,107.0,1178.0,265.0,,47.0,2020-06-08 20:33:13.297948,
Maryland,MD,2020-06-09,58904,378082,9676,2811,1541,2750,8319,10979,10596,9438,6832,4360,4089,0.0,0.0,1.0,15.0,38.0,84.0,204.0,442.0,677.0,1311.0,39.0,30667,28237,1379.0,1432.0,16966.0,1114.0,11547.0,15518.0,,10813.0,1158.0,107.0,1205.0,268.0,,41.0,2020-06-09 20:37:00.429208,
Maryland,MD,2020-06-10,59465,384642,9755,2844,1573,2791,8408,11089,10698,9522,6879,4389,4116,0.0,0.0,1.0,15.0,38.0,84.0,208.0,447.0,682.0,1327.0,42.0,30963,28502,1398.0,1446.0,17214.0,1140.0,11718.0,16006.0,,10302.0,1165.0,109.0,1219.0,276.0,,44.0,2020-06-10 20:38:40.186737,
Maryland,MD,2020-06-11,60197,392370,9789,2875,1608,2839,8531,11238,10838,9611,6941,4429,4162,0.0,0.0,1.0,15.0,40.0,86.0,212.0,447.0,687.0,1341.0,46.0,31322,28875,1411.0,1464.0,17345.0,1176.0,11770.0,16293.0,,10519.0,1176.0,110.0,1230.0,280.0,,48.0,2020-06-11 20:34:14.329083,
Maryland,MD,2020-06-12,60613,400095,9923,2900,1626,2879,8604,11321,10903,9670,6973,4450,4187,0.0,0.0,1.0,15.0,40.0,88.0,215.0,456.0,691.0,1355.0,39.0,31531,29082,1431.0,1469.0,17449.0,1182.0,11848.0,16404.0,,10625.0,1184.0,110.0,1242.0,291.0,,41.0,2020-06-12 20:29:11.631531,
