County Name,Scrape Time,Total Cases,Total Deaths,Total Tested: Negative
Lane,2020-09-14 20:14:27.188125,866,14,57620
Lincoln,2020-09-14 20:14:27.188125,472,13,8244
Linn,2020-09-14 20:14:27.188125,431,13,15058
Malheur,2020-09-14 20:14:27.188125,1420,22,4645
Marion,2020-09-14 20:14:27.188125,4258,87,43727
Morrow,2020-09-14 20:14:27.188125,473,4,1607
Multnomah,2020-09-14 20:14:27.188125,6584,127,130138
Polk,2020-09-14 20:14:27.188125,482,15,8041
Sherman,2020-09-14 20:14:27.188125,18,0,322
Tillamook,2020-09-14 20:14:27.188125,45,0,2812
Umatilla,2020-09-14 20:14:27.188125,2867,41,12349
Union,2020-09-14 20:14:27.188125,432,2,3254
Wallowa,2020-09-14 20:14:27.188125,23,1,892
Wasco,2020-09-14 20:14:27.188125,228,3,4608
Washington,2020-09-14 20:14:27.188125,4122,56,84661
Wheeler,2020-09-14 20:14:27.188125,0,0,157
Yamhill,2020-09-14 20:14:27.188125,709,14,15855
Baker,2020-09-16 09:20:10.253989,90,2,1467
Benton,2020-09-16 09:20:10.253989,244,6,11749
Clackamas,2020-09-16 09:20:10.253989,2178,61,55601
Clatsop,2020-09-16 09:20:10.253989,103,0,5156
Columbia,2020-09-16 09:20:10.253989,145,1,6460
Coos,2020-09-16 09:20:10.253989,132,0,6178
Crook,2020-09-16 09:20:10.253989,60,1,2411
Curry,2020-09-16 09:20:10.253989,26,0,1544
Deschutes,2020-09-16 09:20:10.253989,728,12,27174
Douglas,2020-09-16 09:20:10.253989,192,3,11850
Gilliam,2020-09-16 09:20:10.253989,7,0,259
Grant,2020-09-16 09:20:10.253989,8,0,836
Harney,2020-09-16 09:20:10.253989,12,0,748
Hood River,2020-09-16 09:20:10.253989,238,0,4677
Jackson,2020-09-16 09:20:10.253989,981,3,30556
Jefferson,2020-09-16 09:20:10.253989,491,8,4423
Josephine,2020-09-16 09:20:10.253989,180,2,10976
Klamath,2020-09-16 09:20:10.253989,246,2,9581
Lake,2020-09-16 09:20:10.253989,29,0,822
Lane,2020-09-16 09:20:10.253989,875,14,57977
Lincoln,2020-09-16 09:20:10.253989,472,13,8277
Linn,2020-09-16 09:20:10.253989,437,13,15176
Malheur,2020-09-16 09:20:10.253989,1444,23,4667
Marion,2020-09-16 09:20:10.253989,4287,88,43987
Morrow,2020-09-16 09:20:10.253989,476,5,1620
Multnomah,2020-09-16 09:20:10.253989,6618,129,130601
Polk,2020-09-16 09:20:10.253989,484,15,8099
Sherman,2020-09-16 09:20:10.253989,18,0,324
Tillamook,2020-09-16 09:20:10.253989,46,0,2823
Umatilla,2020-09-16 09:20:10.253989,2872,41,12416
Union,2020-09-16 09:20:10.253989,433,2,3266
Wallowa,2020-09-16 09:20:10.253989,23,1,895
Wasco,2020-09-16 09:20:10.253989,228,3,4628
Washington,2020-09-16 09:20:10.253989,4145,57,85107
Wheeler,2020-09-16 09:20:10.253989,0,0,158
Yamhill,2020-09-16 09:20:10.253989,714,14,15913
Baker,2020-09-16 20:20:30.860899,89,2,1484
Benton,2020-09-16 20:20:30.860899,245,6,11845
Clackamas,2020-09-16 20:20:30.860899,2186,61,55821
Clatsop,2020-09-16 20:20:30.860899,105,0,5198
Columbia,2020-09-16 20:20:30.860899,145,1,6474
Coos,2020-09-16 20:20:30.860899,134,0,6199
Crook,2020-09-16 20:20:30.860899,60,1,2417
Curry,2020-09-16 20:20:30.860899,26,0,1556
Deschutes,2020-09-16 20:20:30.860899,732,12,27264
Douglas,2020-09-16 20:20:30.860899,194,3,11905
Gilliam,2020-09-16 20:20:30.860899,7,0,259
Grant,2020-09-16 20:20:30.860899,8,0,837
Harney,2020-09-16 20:20:30.860899,12,0,751
Hood River,2020-09-16 20:20:30.860899,239,0,4702
Jackson,2020-09-16 20:20:30.860899,994,3,30846
Jefferson,2020-09-16 20:20:30.860899,496,8,4434
Josephine,2020-09-16 20:20:30.860899,180,2,11038
Klamath,2020-09-16 20:20:30.860899,260,2,9611
Lake,2020-09-16 20:20:30.860899,29,0,830
Lane,2020-09-16 20:20:30.860899,890,14,58400
Lincoln,2020-09-16 20:20:30.860899,470,13,8310
Linn,2020-09-16 20:20:30.860899,438,13,15271
Malheur,2020-09-16 20:20:30.860899,1460,23,4682
Marion,2020-09-16 20:20:30.860899,4309,88,44212
Morrow,2020-09-16 20:20:30.860899,476,5,1625
Multnomah,2020-09-16 20:20:30.860899,6649,130,131072
Polk,2020-09-16 20:20:30.860899,487,15,8143
Sherman,2020-09-16 20:20:30.860899,18,0,324
Tillamook,2020-09-16 20:20:30.860899,46,0,2832
Umatilla,2020-09-16 20:20:30.860899,2874,41,12459
Union,2020-09-16 20:20:30.860899,435,2,3278
Wallowa,2020-09-16 20:20:30.860899,29,1,907
Wasco,2020-09-16 20:20:30.860899,230,3,4637
Washington,2020-09-16 20:20:30.860899,4180,58,85647
Wheeler,2020-09-16 20:20:30.860899,0,0,159
Yamhill,2020-09-16 20:20:30.860899,718,14,15994
Baker,2020-09-17 20:27:00.181245,89,2,1496
Benton,2020-09-17 20:27:00.181245,247,6,11928
Clackamas,2020-09-17 20:27:00.181245,2199,61,56117
Clatsop,2020-09-17 20:27:00.181245,106,0,5225
Columbia,2020-09-17 20:27:00.181245,148,1,6513
Coos,2020-09-17 20:27:00.181245,134,0,6249
Crook,2020-09-17 20:27:00.181245,60,1,2434
Curry,2020-09-17 20:27:00.181245,26,0,1579
Deschutes,2020-09-17 20:27:00.181245,739,12,27487
Douglas,2020-09-17 20:27:00.181245,195,3,11983
Gilliam,2020-09-17 20:27:00.181245,7,0,259
Grant,2020-09-17 20:27:00.181245,10,0,845
Harney,2020-09-17 20:27:00.181245,12,0,753
Hood River,2020-09-17 20:27:00.181245,240,0,4717
Jackson,2020-09-17 20:27:00.181245,1007,3,31165
Jefferson,2020-09-17 20:27:00.181245,503,8,4446
Josephine,2020-09-17 20:27:00.181245,180,2,11150
Klamath,2020-09-17 20:27:00.181245,267,2,9673
Lake,2020-09-17 20:27:00.181245,29,0,833
Lane,2020-09-17 20:27:00.181245,913,14,59137
Lincoln,2020-09-17 20:27:00.181245,470,13,8351
Linn,2020-09-17 20:27:00.181245,449,13,15394
Malheur,2020-09-17 20:27:00.181245,1470,23,4711
Marion,2020-09-17 20:27:00.181245,4336,89,44582
Morrow,2020-09-17 20:27:00.181245,477,5,1627
Multnomah,2020-09-17 20:27:00.181245,6690,129,131725
Polk,2020-09-17 20:27:00.181245,489,15,8253
Sherman,2020-09-17 20:27:00.181245,18,0,324
Tillamook,2020-09-17 20:27:00.181245,47,0,2847
Umatilla,2020-09-17 20:27:00.181245,2881,41,12499
Union,2020-09-17 20:27:00.181245,435,2,3339
Wallowa,2020-09-17 20:27:00.181245,28,1,911
Wasco,2020-09-17 20:27:00.181245,230,3,4664
Washington,2020-09-17 20:27:00.181245,4208,58,86088
Wheeler,2020-09-17 20:27:00.181245,0,0,159
Yamhill,2020-09-17 20:27:00.181245,721,14,16109
