County Name,Scrape Time,Total Cases,Total Deaths,Total Tested: Negative
Wallowa,2020-07-20 20:18:30.197830,18,1,552
Wasco,2020-07-20 20:18:30.197830,130,3,2799
Washington,2020-07-20 20:18:30.197830,2246,21,45876
Wheeler,2020-07-20 20:18:30.197830,0,0,131
Yamhill,2020-07-20 20:18:30.197830,241,9,7797
Baker,2020-07-21 22:02:44.663507,15,0,736
Benton,2020-07-21 22:02:44.663507,129,6,7241
Clackamas,2020-07-21 22:02:44.663507,1156,33,32010
Clatsop,2020-07-21 22:02:44.663507,67,0,3115
Columbia,2020-07-21 22:02:44.663507,63,0,3774
Coos,2020-07-21 22:02:44.663507,70,0,3332
Crook,2020-07-21 22:02:44.663507,30,1,1364
Curry,2020-07-21 22:02:44.663507,10,0,858
Deschutes,2020-07-21 22:02:44.663507,378,1,14408
Douglas,2020-07-21 22:02:44.663507,90,1,6622
Gilliam,2020-07-21 22:02:44.663507,2,0,137
Grant,2020-07-21 22:02:44.663507,1,0,449
Harney,2020-07-21 22:02:44.663507,5,0,490
Hood River,2020-07-21 22:02:44.663507,135,0,3147
Jackson,2020-07-21 22:02:44.663507,247,0,15669
Jefferson,2020-07-21 22:02:44.663507,214,0,2643
Josephine,2020-07-21 22:02:44.663507,74,1,5623
Klamath,2020-07-21 22:02:44.663507,156,1,6179
Lake,2020-07-21 22:02:44.663507,30,0,391
Lane,2020-07-21 22:02:44.663507,401,3,32604
Lincoln,2020-07-21 22:02:44.663507,371,8,5688
Linn,2020-07-21 22:02:44.663507,198,10,8876
Malheur,2020-07-21 22:02:44.663507,517,6,2638
Marion,2020-07-21 22:02:44.663507,2210,62,24445
Morrow,2020-07-21 22:02:44.663507,205,1,944
Multnomah,2020-07-21 22:02:44.663507,3631,76,73701
Polk,2020-07-21 22:02:44.663507,207,12,3799
Sherman,2020-07-21 22:02:44.663507,8,0,216
Tillamook,2020-07-21 22:02:44.663507,23,0,1776
Umatilla,2020-07-21 22:02:44.663507,1438,10,6970
Union,2020-07-21 22:02:44.663507,385,2,2145
Wallowa,2020-07-21 22:02:44.663507,18,1,556
Wasco,2020-07-21 22:02:44.663507,131,3,2850
Washington,2020-07-21 22:02:44.663507,2276,22,46697
Wheeler,2020-07-21 22:02:44.663507,0,0,131
Yamhill,2020-07-21 22:02:44.663507,248,9,7900
Baker,2020-07-22 21:57:00.144577,16,0,747
Benton,2020-07-22 21:57:00.144577,132,6,7449
Clackamas,2020-07-22 21:57:00.144577,1181,33,32629
Clatsop,2020-07-22 21:57:00.144577,68,0,3146
Columbia,2020-07-22 21:57:00.144577,63,0,3821
Coos,2020-07-22 21:57:00.144577,73,0,3369
Crook,2020-07-22 21:57:00.144577,30,1,1384
Curry,2020-07-22 21:57:00.144577,11,0,902
Deschutes,2020-07-22 21:57:00.144577,387,1,14531
Douglas,2020-07-22 21:57:00.144577,92,1,6739
Gilliam,2020-07-22 21:57:00.144577,2,0,137
Grant,2020-07-22 21:57:00.144577,2,0,454
Harney,2020-07-22 21:57:00.144577,5,0,498
Hood River,2020-07-22 21:57:00.144577,139,0,3194
Jackson,2020-07-22 21:57:00.144577,257,0,16129
Jefferson,2020-07-22 21:57:00.144577,219,0,2658
Josephine,2020-07-22 21:57:00.144577,75,1,5743
Klamath,2020-07-22 21:57:00.144577,162,1,6272
Lake,2020-07-22 21:57:00.144577,30,0,393
Lane,2020-07-22 21:57:00.144577,407,3,34024
Lincoln,2020-07-22 21:57:00.144577,373,8,6255
Linn,2020-07-22 21:57:00.144577,204,10,9348
Malheur,2020-07-22 21:57:00.144577,530,6,2650
Marion,2020-07-22 21:57:00.144577,2238,62,24998
Morrow,2020-07-22 21:57:00.144577,208,1,949
Multnomah,2020-07-22 21:57:00.144577,3678,76,74725
Polk,2020-07-22 21:57:00.144577,212,12,3967
Sherman,2020-07-22 21:57:00.144577,8,0,217
Tillamook,2020-07-22 21:57:00.144577,23,0,1794
Umatilla,2020-07-22 21:57:00.144577,1462,12,7068
Union,2020-07-22 21:57:00.144577,385,2,2170
Wallowa,2020-07-22 21:57:00.144577,18,1,562
Wasco,2020-07-22 21:57:00.144577,132,3,2875
Washington,2020-07-22 21:57:00.144577,2319,22,47460
Wheeler,2020-07-22 21:57:00.144577,0,0,132
Yamhill,2020-07-22 21:57:00.144577,252,9,8012
Baker,2020-07-23 19:59:26.392461,16,0,759
Benton,2020-07-23 19:59:26.392461,132,6,7549
Clackamas,2020-07-23 19:59:26.392461,1201,33,33136
Clatsop,2020-07-23 19:59:26.392461,68,0,3175
Columbia,2020-07-23 19:59:26.392461,66,0,3867
Coos,2020-07-23 19:59:26.392461,76,0,3449
Crook,2020-07-23 19:59:26.392461,29,1,1398
Curry,2020-07-23 19:59:26.392461,11,0,909
Deschutes,2020-07-23 19:59:26.392461,405,1,14807
Douglas,2020-07-23 19:59:26.392461,105,1,6865
Gilliam,2020-07-23 19:59:26.392461,2,0,137
Grant,2020-07-23 19:59:26.392461,2,0,467
Harney,2020-07-23 19:59:26.392461,5,0,503
Hood River,2020-07-23 19:59:26.392461,140,0,3233
Jackson,2020-07-23 19:59:26.392461,265,0,16322
Jefferson,2020-07-23 19:59:26.392461,222,0,2690
Josephine,2020-07-23 19:59:26.392461,78,1,5835
Klamath,2020-07-23 19:59:26.392461,175,1,6351
Lake,2020-07-23 19:59:26.392461,31,0,397
Lane,2020-07-23 19:59:26.392461,419,3,34652
Lincoln,2020-07-23 19:59:26.392461,378,8,6322
Linn,2020-07-23 19:59:26.392461,207,10,9515
Malheur,2020-07-23 19:59:26.392461,539,6,2673
Marion,2020-07-23 19:59:26.392461,2277,63,25464
Morrow,2020-07-23 19:59:26.392461,212,1,958
Multnomah,2020-07-23 19:59:26.392461,3743,76,76043
Polk,2020-07-23 19:59:26.392461,225,12,4025
Sherman,2020-07-23 19:59:26.392461,8,0,219
Tillamook,2020-07-23 19:59:26.392461,24,0,1817
Umatilla,2020-07-23 19:59:26.392461,1503,13,7153
Union,2020-07-23 19:59:26.392461,385,2,2210
Wallowa,2020-07-23 19:59:26.392461,18,1,570
Wasco,2020-07-23 19:59:26.392461,138,3,2892
Washington,2020-07-23 19:59:26.392461,2352,22,48141
Wheeler,2020-07-23 19:59:26.392461,0,0,132
Yamhill,2020-07-23 19:59:26.392461,256,9,8143
Baker,2020-07-24 20:19:53.977966,17,0,767
Benton,2020-07-24 20:19:53.977966,132,6,7646
Clackamas,2020-07-24 20:19:53.977966,1227,34,33648
Clatsop,2020-07-24 20:19:53.977966,68,0,3213
Columbia,2020-07-24 20:19:53.977966,67,0,3912
Coos,2020-07-24 20:19:53.977966,76,0,3526
Crook,2020-07-24 20:19:53.977966,30,1,1408
Curry,2020-07-24 20:19:53.977966,13,0,918
Deschutes,2020-07-24 20:19:53.977966,419,3,15048
Douglas,2020-07-24 20:19:53.977966,111,1,7034
Gilliam,2020-07-24 20:19:53.977966,3,0,142
Grant,2020-07-24 20:19:53.977966,2,0,470
Harney,2020-07-24 20:19:53.977966,5,0,510
Hood River,2020-07-24 20:19:53.977966,144,0,3277
Jackson,2020-07-24 20:19:53.977966,269,0,16604
Jefferson,2020-07-24 20:19:53.977966,244,0,2735
Josephine,2020-07-24 20:19:53.977966,79,1,5937
Klamath,2020-07-24 20:19:53.977966,177,1,6437
Lake,2020-07-24 20:19:53.977966,31,0,404
Lane,2020-07-24 20:19:53.977966,435,3,36738
Lincoln,2020-07-24 20:19:53.977966,377,8,6366
Linn,2020-07-24 20:19:53.977966,215,10,9700
Malheur,2020-07-24 20:19:53.977966,557,7,2734
Marion,2020-07-24 20:19:53.977966,2333,64,26052
Morrow,2020-07-24 20:19:53.977966,222,1,982
Multnomah,2020-07-24 20:19:53.977966,3813,78,77411
Polk,2020-07-24 20:19:53.977966,231,12,4112
Sherman,2020-07-24 20:19:53.977966,8,0,228
Tillamook,2020-07-24 20:19:53.977966,24,0,1834
Umatilla,2020-07-24 20:19:53.977966,1563,15,7373
Union,2020-07-24 20:19:53.977966,385,2,2226
Wallowa,2020-07-24 20:19:53.977966,18,1,577
Wasco,2020-07-24 20:19:53.977966,139,3,2964
Washington,2020-07-24 20:19:53.977966,2406,22,49113
Wheeler,2020-07-24 20:19:53.977966,0,0,132
Yamhill,2020-07-24 20:19:53.977966,264,9,8285
Baker,2020-07-25 20:15:32.441477,17,0,767
Benton,2020-07-25 20:15:32.441477,132,6,7646
Clackamas,2020-07-25 20:15:32.441477,1227,34,33648
Clatsop,2020-07-25 20:15:32.441477,68,0,3213
Columbia,2020-07-25 20:15:32.441477,67,0,3912
Coos,2020-07-25 20:15:32.441477,76,0,3526
Crook,2020-07-25 20:15:32.441477,30,1,1408
Curry,2020-07-25 20:15:32.441477,13,0,918
Deschutes,2020-07-25 20:15:32.441477,419,3,15048
Douglas,2020-07-25 20:15:32.441477,111,1,7034
Gilliam,2020-07-25 20:15:32.441477,3,0,142
Grant,2020-07-25 20:15:32.441477,2,0,470
Harney,2020-07-25 20:15:32.441477,5,0,510
Hood River,2020-07-25 20:15:32.441477,144,0,3277
Jackson,2020-07-25 20:15:32.441477,269,0,16604
Jefferson,2020-07-25 20:15:32.441477,244,0,2735
Josephine,2020-07-25 20:15:32.441477,79,1,5937
Klamath,2020-07-25 20:15:32.441477,177,1,6437
Lake,2020-07-25 20:15:32.441477,31,0,404
Lane,2020-07-25 20:15:32.441477,435,3,36738
Lincoln,2020-07-25 20:15:32.441477,377,8,6366
Linn,2020-07-25 20:15:32.441477,215,10,9700
Malheur,2020-07-25 20:15:32.441477,557,7,2734
Marion,2020-07-25 20:15:32.441477,2333,64,26052
Morrow,2020-07-25 20:15:32.441477,222,1,982
Multnomah,2020-07-25 20:15:32.441477,3813,78,77411
Polk,2020-07-25 20:15:32.441477,231,12,4112
Sherman,2020-07-25 20:15:32.441477,8,0,228
Tillamook,2020-07-25 20:15:32.441477,24,0,1834
Umatilla,2020-07-25 20:15:32.441477,1563,15,7373
Union,2020-07-25 20:15:32.441477,385,2,2226
Wallowa,2020-07-25 20:15:32.441477,18,1,577
Wasco,2020-07-25 20:15:32.441477,139,3,2964
Washington,2020-07-25 20:15:32.441477,2406,22,49113
Wheeler,2020-07-25 20:15:32.441477,0,0,132
Yamhill,2020-07-25 20:15:32.441477,264,9,8285
Baker,2020-07-26 20:17:03.533219,17,0,767
Benton,2020-07-26 20:17:03.533219,132,6,7646
Clackamas,2020-07-26 20:17:03.533219,1227,34,33648
Clatsop,2020-07-26 20:17:03.533219,68,0,3213
Columbia,2020-07-26 20:17:03.533219,67,0,3912
Coos,2020-07-26 20:17:03.533219,76,0,3526
Crook,2020-07-26 20:17:03.533219,30,1,1408
Curry,2020-07-26 20:17:03.533219,13,0,918
Deschutes,2020-07-26 20:17:03.533219,419,3,15048
Douglas,2020-07-26 20:17:03.533219,111,1,7034
Gilliam,2020-07-26 20:17:03.533219,3,0,142
Grant,2020-07-26 20:17:03.533219,2,0,470
Harney,2020-07-26 20:17:03.533219,5,0,510
Hood River,2020-07-26 20:17:03.533219,144,0,3277
Jackson,2020-07-26 20:17:03.533219,269,0,16604
Jefferson,2020-07-26 20:17:03.533219,244,0,2735
Josephine,2020-07-26 20:17:03.533219,79,1,5937
Klamath,2020-07-26 20:17:03.533219,177,1,6437
Lake,2020-07-26 20:17:03.533219,31,0,404
Lane,2020-07-26 20:17:03.533219,435,3,36738
Lincoln,2020-07-26 20:17:03.533219,377,8,6366
Linn,2020-07-26 20:17:03.533219,215,10,9700
Malheur,2020-07-26 20:17:03.533219,557,7,2734
Marion,2020-07-26 20:17:03.533219,2333,64,26052
Morrow,2020-07-26 20:17:03.533219,222,1,982
Multnomah,2020-07-26 20:17:03.533219,3813,78,77411
Polk,2020-07-26 20:17:03.533219,231,12,4112
Sherman,2020-07-26 20:17:03.533219,8,0,228
Tillamook,2020-07-26 20:17:03.533219,24,0,1834
Umatilla,2020-07-26 20:17:03.533219,1563,15,7373
Union,2020-07-26 20:17:03.533219,385,2,2226
Wallowa,2020-07-26 20:17:03.533219,18,1,577
Wasco,2020-07-26 20:17:03.533219,139,3,2964
Washington,2020-07-26 20:17:03.533219,2406,22,49113
Wheeler,2020-07-26 20:17:03.533219,0,0,132
Yamhill,2020-07-26 20:17:03.533219,264,9,8285
Baker,2020-07-27 20:09:49.136580,22,0,818
Benton,2020-07-27 20:09:49.136580,136,6,7785
Clackamas,2020-07-27 20:09:49.136580,1283,34,35478
Clatsop,2020-07-27 20:09:49.136580,68,0,3300
Columbia,2020-07-27 20:09:49.136580,70,0,4052
Coos,2020-07-27 20:09:49.136580,80,0,3670
Crook,2020-07-27 20:09:49.136580,33,1,1583
Curry,2020-07-27 20:09:49.136580,13,0,938
Deschutes,2020-07-27 20:09:49.136580,471,3,16062
Douglas,2020-07-27 20:09:49.136580,117,1,7329
Gilliam,2020-07-27 20:09:49.136580,3,0,146
Grant,2020-07-27 20:09:49.136580,2,0,479
Harney,2020-07-27 20:09:49.136580,7,0,525
Hood River,2020-07-27 20:09:49.136580,151,0,3380
Jackson,2020-07-27 20:09:49.136580,302,0,17314
Jefferson,2020-07-27 20:09:49.136580,267,0,2864
Josephine,2020-07-27 20:09:49.136580,84,1,6116
Klamath,2020-07-27 20:09:49.136580,180,1,6620
Lake,2020-07-27 20:09:49.136580,31,0,423
Lane,2020-07-27 20:09:49.136580,455,3,37852
Lincoln,2020-07-27 20:09:49.136580,381,8,6418
Linn,2020-07-27 20:09:49.136580,224,10,9894
Malheur,2020-07-27 20:09:49.136580,584,8,2828
Marion,2020-07-27 20:09:49.136580,2437,65,27082
Morrow,2020-07-27 20:09:49.136580,250,1,1019
Multnomah,2020-07-27 20:09:49.136580,4039,82,80882
Polk,2020-07-27 20:09:49.136580,254,12,4274
Sherman,2020-07-27 20:09:49.136580,8,0,233
Tillamook,2020-07-27 20:09:49.136580,24,0,1883
Umatilla,2020-07-27 20:09:49.136580,1723,16,7877
Union,2020-07-27 20:09:49.136580,385,2,2261
Wallowa,2020-07-27 20:09:49.136580,18,1,603
Wasco,2020-07-27 20:09:49.136580,147,3,3046
Washington,2020-07-27 20:09:49.136580,2553,22,51673
Wheeler,2020-07-27 20:09:49.136580,0,0,133
Yamhill,2020-07-27 20:09:49.136580,286,9,8638
Baker,2020-07-28 20:16:41.666976,22,0,833
Benton,2020-07-28 20:16:41.666976,138,6,7841
Clackamas,2020-07-28 20:16:41.666976,1296,36,36087
Clatsop,2020-07-28 20:16:41.666976,71,0,3377
Columbia,2020-07-28 20:16:41.666976,70,0,4103
Coos,2020-07-28 20:16:41.666976,80,0,3783
Crook,2020-07-28 20:16:41.666976,35,1,1593
Curry,2020-07-28 20:16:41.666976,14,0,958
Deschutes,2020-07-28 20:16:41.666976,478,5,16219
Douglas,2020-07-28 20:16:41.666976,119,1,7430
Gilliam,2020-07-28 20:16:41.666976,3,0,147
Grant,2020-07-28 20:16:41.666976,2,0,491
Harney,2020-07-28 20:16:41.666976,8,0,526
Hood River,2020-07-28 20:16:41.666976,151,0,3417
Jackson,2020-07-28 20:16:41.666976,312,0,17481
Jefferson,2020-07-28 20:16:41.666976,276,3,2912
Josephine,2020-07-28 20:16:41.666976,92,1,6179
Klamath,2020-07-28 20:16:41.666976,182,1,6652
Lake,2020-07-28 20:16:41.666976,31,0,442
Lane,2020-07-28 20:16:41.666976,461,3,38364
Lincoln,2020-07-28 20:16:41.666976,381,8,6426
Linn,2020-07-28 20:16:41.666976,229,10,9934
Malheur,2020-07-28 20:16:41.666976,599,9,2849
Marion,2020-07-28 20:16:41.666976,2474,67,27501
Morrow,2020-07-28 20:16:41.666976,256,1,1030
Multnomah,2020-07-28 20:16:41.666976,4115,84,81891
Polk,2020-07-28 20:16:41.666976,265,12,4472
Sherman,2020-07-28 20:16:41.666976,8,0,235
Tillamook,2020-07-28 20:16:41.666976,24,0,1902
Umatilla,2020-07-28 20:16:41.666976,1796,17,7949
Union,2020-07-28 20:16:41.666976,385,2,2282
Wallowa,2020-07-28 20:16:41.666976,18,1,609
Wasco,2020-07-28 20:16:41.666976,147,3,3081
Washington,2020-07-28 20:16:41.666976,2583,22,52382
Wheeler,2020-07-28 20:16:41.666976,0,0,133
Yamhill,2020-07-28 20:16:41.666976,295,10,8729
Baker,2020-07-29 20:25:22.579882,22,0,854
Benton,2020-07-29 20:25:22.579882,141,6,7911
Clackamas,2020-07-29 20:25:22.579882,1319,36,36608
Clatsop,2020-07-29 20:25:22.579882,71,0,3415
Columbia,2020-07-29 20:25:22.579882,70,0,4177
Coos,2020-07-29 20:25:22.579882,80,0,3819
Crook,2020-07-29 20:25:22.579882,39,1,1623
Curry,2020-07-29 20:25:22.579882,14,0,973
Deschutes,2020-07-29 20:25:22.579882,494,5,16582
Douglas,2020-07-29 20:25:22.579882,121,1,7533
Gilliam,2020-07-29 20:25:22.579882,3,0,152
Grant,2020-07-29 20:25:22.579882,2,0,495
Harney,2020-07-29 20:25:22.579882,8,0,530
Hood River,2020-07-29 20:25:22.579882,157,0,3473
Jackson,2020-07-29 20:25:22.579882,325,1,17835
Jefferson,2020-07-29 20:25:22.579882,281,3,2950
Josephine,2020-07-29 20:25:22.579882,98,1,6338
Klamath,2020-07-29 20:25:22.579882,184,1,6671
Lake,2020-07-29 20:25:22.579882,31,0,459
Lane,2020-07-29 20:25:22.579882,474,3,38976
Lincoln,2020-07-29 20:25:22.579882,383,8,6490
Linn,2020-07-29 20:25:22.579882,229,10,10102
Malheur,2020-07-29 20:25:22.579882,616,9,2961
Marion,2020-07-29 20:25:22.579882,2495,67,27904
Morrow,2020-07-29 20:25:22.579882,260,2,1040
Multnomah,2020-07-29 20:25:22.579882,4201,87,83105
Polk,2020-07-29 20:25:22.579882,269,12,4544
Sherman,2020-07-29 20:25:22.579882,8,0,238
Tillamook,2020-07-29 20:25:22.579882,24,0,1929
Umatilla,2020-07-29 20:25:22.579882,1802,20,8448
Union,2020-07-29 20:25:22.579882,386,2,2330
Wallowa,2020-07-29 20:25:22.579882,19,1,632
Wasco,2020-07-29 20:25:22.579882,150,3,3149
Washington,2020-07-29 20:25:22.579882,2638,22,53218
Wheeler,2020-07-29 20:25:22.579882,0,0,133
Yamhill,2020-07-29 20:25:22.579882,307,10,8837
Baker,2020-07-30 20:43:56.035906,25,0,883
Benton,2020-07-30 20:43:56.035906,148,6,8043
Clackamas,2020-07-30 20:43:56.035906,1339,36,37017
Clatsop,2020-07-30 20:43:56.035906,73,0,3436
Columbia,2020-07-30 20:43:56.035906,73,0,4205
Coos,2020-07-30 20:43:56.035906,84,0,3851
Crook,2020-07-30 20:43:56.035906,40,1,1634
Curry,2020-07-30 20:43:56.035906,14,0,988
Deschutes,2020-07-30 20:43:56.035906,509,5,16865
Douglas,2020-07-30 20:43:56.035906,123,1,7603
Gilliam,2020-07-30 20:43:56.035906,3,0,152
Grant,2020-07-30 20:43:56.035906,2,0,499
Harney,2020-07-30 20:43:56.035906,8,0,538
Hood River,2020-07-30 20:43:56.035906,162,0,3489
Jackson,2020-07-30 20:43:56.035906,335,1,18154
Jefferson,2020-07-30 20:43:56.035906,293,3,2997
Josephine,2020-07-30 20:43:56.035906,98,1,6416
Klamath,2020-07-30 20:43:56.035906,185,1,6717
Lake,2020-07-30 20:43:56.035906,32,0,468
Lane,2020-07-30 20:43:56.035906,484,3,39445
Lincoln,2020-07-30 20:43:56.035906,385,8,6564
Linn,2020-07-30 20:43:56.035906,233,10,10241
Malheur,2020-07-30 20:43:56.035906,634,9,3002
Marion,2020-07-30 20:43:56.035906,2533,67,28166
Morrow,2020-07-30 20:43:56.035906,271,2,1048
Multnomah,2020-07-30 20:43:56.035906,4260,90,83749
Polk,2020-07-30 20:43:56.035906,276,12,4616
Sherman,2020-07-30 20:43:56.035906,8,0,238
Tillamook,2020-07-30 20:43:56.035906,24,0,1948
Umatilla,2020-07-30 20:43:56.035906,1902,22,8562
Union,2020-07-30 20:43:56.035906,386,2,2351
Wallowa,2020-07-30 20:43:56.035906,19,1,639
Wasco,2020-07-30 20:43:56.035906,152,3,3176
Washington,2020-07-30 20:43:56.035906,2700,22,53764
Wheeler,2020-07-30 20:43:56.035906,0,0,135
Yamhill,2020-07-30 20:43:56.035906,318,10,8909
Baker,2020-07-31 20:11:36.446699,28,0,922
Benton,2020-07-31 20:11:36.446699,151,6,8113
Clackamas,2020-07-31 20:11:36.446699,1361,36,37496
Clatsop,2020-07-31 20:11:36.446699,73,0,3464
Columbia,2020-07-31 20:11:36.446699,73,0,4253
Coos,2020-07-31 20:11:36.446699,84,0,3878
Crook,2020-07-31 20:11:36.446699,42,1,1651
Curry,2020-07-31 20:11:36.446699,14,0,1002
Deschutes,2020-07-31 20:11:36.446699,517,7,17141
Douglas,2020-07-31 20:11:36.446699,125,1,7725
Gilliam,2020-07-31 20:11:36.446699,4,0,153
Grant,2020-07-31 20:11:36.446699,2,0,503
Harney,2020-07-31 20:11:36.446699,8,0,542
Hood River,2020-07-31 20:11:36.446699,165,0,3522
Jackson,2020-07-31 20:11:36.446699,352,1,18451
Jefferson,2020-07-31 20:11:36.446699,299,3,3028
Josephine,2020-07-31 20:11:36.446699,98,1,6547
Klamath,2020-07-31 20:11:36.446699,194,1,6837
Lake,2020-07-31 20:11:36.446699,32,0,479
Lane,2020-07-31 20:11:36.446699,501,3,39896
Lincoln,2020-07-31 20:11:36.446699,391,9,6615
Linn,2020-07-31 20:11:36.446699,238,10,10347
Malheur,2020-07-31 20:11:36.446699,646,9,3087
Marion,2020-07-31 20:11:36.446699,2575,67,28669
Morrow,2020-07-31 20:11:36.446699,289,2,1058
Multnomah,2020-07-31 20:11:36.446699,4335,92,84824
Polk,2020-07-31 20:11:36.446699,282,12,4724
Sherman,2020-07-31 20:11:36.446699,9,0,239
Tillamook,2020-07-31 20:11:36.446699,24,0,1971
Umatilla,2020-07-31 20:11:36.446699,1943,23,8663
Union,2020-07-31 20:11:36.446699,388,2,2391
Wallowa,2020-07-31 20:11:36.446699,19,1,652
Wasco,2020-07-31 20:11:36.446699,154,3,3209
Washington,2020-07-31 20:11:36.446699,2740,22,54500
Wheeler,2020-07-31 20:11:36.446699,0,0,135
Yamhill,2020-07-31 20:11:36.446699,336,10,9014
Baker,2020-08-01 20:18:57.407986,28,0,922
Benton,2020-08-01 20:18:57.407986,151,6,8113
Clackamas,2020-08-01 20:18:57.407986,1361,36,37496
Clatsop,2020-08-01 20:18:57.407986,73,0,3464
Columbia,2020-08-01 20:18:57.407986,73,0,4253
Coos,2020-08-01 20:18:57.407986,84,0,3878
Crook,2020-08-01 20:18:57.407986,42,1,1651
Curry,2020-08-01 20:18:57.407986,14,0,1002
Deschutes,2020-08-01 20:18:57.407986,517,7,17141
Douglas,2020-08-01 20:18:57.407986,125,1,7725
Gilliam,2020-08-01 20:18:57.407986,4,0,153
Grant,2020-08-01 20:18:57.407986,2,0,503
Harney,2020-08-01 20:18:57.407986,8,0,542
Hood River,2020-08-01 20:18:57.407986,165,0,3522
Jackson,2020-08-01 20:18:57.407986,352,1,18451
Jefferson,2020-08-01 20:18:57.407986,299,3,3028
Josephine,2020-08-01 20:18:57.407986,98,1,6547
Klamath,2020-08-01 20:18:57.407986,194,1,6837
Lake,2020-08-01 20:18:57.407986,32,0,479
Lane,2020-08-01 20:18:57.407986,501,3,39896
Lincoln,2020-08-01 20:18:57.407986,391,9,6615
Linn,2020-08-01 20:18:57.407986,238,10,10347
Malheur,2020-08-01 20:18:57.407986,646,9,3087
Marion,2020-08-01 20:18:57.407986,2575,67,28669
Morrow,2020-08-01 20:18:57.407986,289,2,1058
Multnomah,2020-08-01 20:18:57.407986,4335,92,84824
Polk,2020-08-01 20:18:57.407986,282,12,4724
Sherman,2020-08-01 20:18:57.407986,9,0,239
Tillamook,2020-08-01 20:18:57.407986,24,0,1971
Umatilla,2020-08-01 20:18:57.407986,1943,23,8663
Union,2020-08-01 20:18:57.407986,388,2,2391
Wallowa,2020-08-01 20:18:57.407986,19,1,652
Wasco,2020-08-01 20:18:57.407986,154,3,3209
Washington,2020-08-01 20:18:57.407986,2740,22,54500
Wheeler,2020-08-01 20:18:57.407986,0,0,135
Yamhill,2020-08-01 20:18:57.407986,336,10,9014
Baker,2020-08-02 20:30:27.175246,28,0,922
Benton,2020-08-02 20:30:27.175246,151,6,8113
Clackamas,2020-08-02 20:30:27.175246,1361,36,37496
Clatsop,2020-08-02 20:30:27.175246,73,0,3464
Columbia,2020-08-02 20:30:27.175246,73,0,4253
Coos,2020-08-02 20:30:27.175246,84,0,3878
Crook,2020-08-02 20:30:27.175246,42,1,1651
Curry,2020-08-02 20:30:27.175246,14,0,1002
Deschutes,2020-08-02 20:30:27.175246,517,7,17141
Douglas,2020-08-02 20:30:27.175246,125,1,7725
Gilliam,2020-08-02 20:30:27.175246,4,0,153
Grant,2020-08-02 20:30:27.175246,2,0,503
Harney,2020-08-02 20:30:27.175246,8,0,542
Hood River,2020-08-02 20:30:27.175246,165,0,3522
Jackson,2020-08-02 20:30:27.175246,352,1,18451
Jefferson,2020-08-02 20:30:27.175246,299,3,3028
Josephine,2020-08-02 20:30:27.175246,98,1,6547
Klamath,2020-08-02 20:30:27.175246,194,1,6837
Lake,2020-08-02 20:30:27.175246,32,0,479
Lane,2020-08-02 20:30:27.175246,501,3,39896
Lincoln,2020-08-02 20:30:27.175246,391,9,6615
Linn,2020-08-02 20:30:27.175246,238,10,10347
Malheur,2020-08-02 20:30:27.175246,646,9,3087
Marion,2020-08-02 20:30:27.175246,2575,67,28669
Morrow,2020-08-02 20:30:27.175246,289,2,1058
Multnomah,2020-08-02 20:30:27.175246,4335,92,84824
Polk,2020-08-02 20:30:27.175246,282,12,4724
Sherman,2020-08-02 20:30:27.175246,9,0,239
Tillamook,2020-08-02 20:30:27.175246,24,0,1971
Umatilla,2020-08-02 20:30:27.175246,1943,23,8663
Union,2020-08-02 20:30:27.175246,388,2,2391
Wallowa,2020-08-02 20:30:27.175246,19,1,652
Wasco,2020-08-02 20:30:27.175246,154,3,3209
Washington,2020-08-02 20:30:27.175246,2740,22,54500
Wheeler,2020-08-02 20:30:27.175246,0,0,135
Yamhill,2020-08-02 20:30:27.175246,336,10,9014
Baker,2020-08-03 20:20:47.752701,33,0,976
Benton,2020-08-03 20:20:47.752701,157,6,8283
Clackamas,2020-08-03 20:20:47.752701,1421,36,38494
Clatsop,2020-08-03 20:20:47.752701,82,0,3517
Columbia,2020-08-03 20:20:47.752701,79,0,4357
Coos,2020-08-03 20:20:47.752701,85,0,3943
Crook,2020-08-03 20:20:47.752701,43,1,1718
Curry,2020-08-03 20:20:47.752701,14,0,1021
Deschutes,2020-08-03 20:20:47.752701,540,8,18041
Douglas,2020-08-03 20:20:47.752701,134,1,7874
Gilliam,2020-08-03 20:20:47.752701,4,0,162
Grant,2020-08-03 20:20:47.752701,2,0,508
Harney,2020-08-03 20:20:47.752701,8,0,555
Hood River,2020-08-03 20:20:47.752701,169,0,3593
Jackson,2020-08-03 20:20:47.752701,394,1,18887
Jefferson,2020-08-03 20:20:47.752701,311,3,3123
Josephine,2020-08-03 20:20:47.752701,107,1,6692
Klamath,2020-08-03 20:20:47.752701,196,1,7017
Lake,2020-08-03 20:20:47.752701,32,0,487
Lane,2020-08-03 20:20:47.752701,523,3,41172
Lincoln,2020-08-03 20:20:47.752701,395,9,6683
Linn,2020-08-03 20:20:47.752701,254,10,10623
Malheur,2020-08-03 20:20:47.752701,676,10,3186
Marion,2020-08-03 20:20:47.752701,2692,68,29807
Morrow,2020-08-03 20:20:47.752701,305,1,1118
Multnomah,2020-08-03 20:20:47.752701,4497,93,87550
Polk,2020-08-03 20:20:47.752701,296,12,4870
Sherman,2020-08-03 20:20:47.752701,15,0,243
Tillamook,2020-08-03 20:20:47.752701,30,0,2026
