# Confirmatory Lab Tests,County Name,Scrape Time,Total Active Cases,Total Confirmed Cases,Total Deaths: ,Total Probable Cases,Total Recovered
5468,Mason,2020-09-13 20:18:36.904012,30,124,1,0,93
3626,McDowell,2020-09-13 20:18:36.904012,10,78,0,2,70
15771,Mercer,2020-09-13 20:18:36.904012,230,376,24,3,125
6713,Mineral,2020-09-13 20:18:36.904012,11,147,4,2,134
4938,Mingo,2020-09-13 20:18:36.904012,94,296,7,5,200
40917,Monongalia,2020-09-13 20:18:36.904012,551,1612,5,79,1135
3986,Monroe,2020-09-13 20:18:36.904012,68,143,7,1,69
2528,Morgan,2020-09-13 20:18:36.904012,5,42,0,2,39
4253,Nicholas,2020-09-13 20:18:36.904012,21,64,3,2,42
23131,Ohio,2020-09-13 20:18:36.904012,24,324,6,4,298
2382,Pendleton,2020-09-13 20:18:36.904012,2,44,1,2,43
922,Pleasants,2020-09-13 20:18:36.904012,2,14,2,1,11
1569,Pocahontas,2020-09-13 20:18:36.904012,8,47,0,9,48
7672,Preston,2020-09-13 20:18:36.904012,7,122,4,20,131
12068,Putnam,2020-09-13 20:18:36.904012,92,396,2,3,305
4196,Wyoming,2020-09-13 20:18:56.127328,26,79,3,1,51
13501,Wood,2020-09-13 20:18:56.127328,48,315,5,18,280
583,Wirt,2020-09-13 20:18:56.127328,1,8,0,1,8
3002,Wetzel,2020-09-13 20:18:56.127328,2,45,0,1,44
1409,Webster,2020-09-13 20:18:56.127328,0,7,0,0,7
5961,Wayne,2020-09-13 20:18:56.127328,43,314,10,3,264
3938,Upshur,2020-09-13 20:18:56.127328,14,54,0,4,44
1146,Tyler,2020-09-13 20:18:56.127328,0,15,0,0,15
3056,Tucker,2020-09-13 20:18:56.127328,5,15,0,1,11
6702,Taylor,2020-09-13 20:18:56.127328,24,112,6,1,83
3081,Summers,2020-09-13 20:18:56.127328,11,28,0,0,17
3413,Roane,2020-09-13 20:18:56.127328,16,41,1,0,24
2104,Ritchie,2020-09-13 20:18:56.127328,5,7,0,2,4
9085,Randolph,2020-09-13 20:18:56.127328,7,223,2,7,221
23505,Raleigh,2020-09-13 20:18:56.127328,43,403,5,12,367
3695,Barbour,2020-09-14 20:16:36.500868,8,37,1,0,28
20462,Berkeley,2020-09-14 20:16:36.500868,141,852,11,32,732
5992,Boone,2020-09-14 20:16:36.500868,37,175,0,1,139
1798,Braxton,2020-09-14 20:16:36.500868,0,9,0,0,9
5690,Brooke,2020-09-14 20:16:36.500868,9,102,1,3,95
44372,Cabell,2020-09-14 20:16:36.500868,231,646,8,12,419
1712,Calhoun,2020-09-14 20:16:36.500868,11,20,0,2,11
2026,Clay,2020-09-14 20:16:36.500868,1,28,2,1,26
631,Doddridge,2020-09-14 20:16:36.500868,10,17,0,0,7
15926,Fayette,2020-09-14 20:16:36.500868,225,471,10,4,240
2509,Gilmer,2020-09-14 20:16:36.500868,1,19,0,0,18
3798,Grant,2020-09-14 20:16:36.500868,3,146,7,1,137
9561,Greenbrier,2020-09-14 20:16:36.500868,10,116,3,1,104
3971,Hampshire,2020-09-14 20:16:36.500868,3,94,1,1,91
9634,Hancock,2020-09-14 20:16:36.500868,13,131,0,4,122
2826,Hardy,2020-09-14 20:16:36.500868,4,74,0,1,71
16181,Harrison,2020-09-14 20:16:36.500868,68,323,7,1,249
4534,Jackson,2020-09-14 20:16:36.500868,13,229,22,0,194
14953,Jefferson,2020-09-14 20:16:36.500868,53,393,4,8,344
52191,Kanawha,2020-09-14 20:16:36.500868,750,1999,56,20,1213
4375,Lewis,2020-09-14 20:16:36.500868,1,36,2,1,34
4994,Lincoln,2020-09-14 20:16:36.500868,21,144,2,0,121
10544,Logan,2020-09-14 20:16:36.500868,86,544,36,3,425
15929,Marion,2020-09-14 20:16:36.500868,38,236,3,8,203
6532,Marshall,2020-09-14 20:16:36.500868,7,135,1,5,132
5501,Mason,2020-09-14 20:16:36.500868,31,125,1,0,93
3665,McDowell,2020-09-14 20:16:36.500868,10,78,0,2,70
15912,Mercer,2020-09-14 20:16:36.500868,231,377,24,3,125
6724,Mineral,2020-09-14 20:16:36.500868,11,147,4,2,134
4980,Mingo,2020-09-14 20:16:36.500868,94,296,7,5,200
41213,Monongalia,2020-09-14 20:16:36.500868,571,1632,5,83,1139
4092,Monroe,2020-09-14 20:16:36.500868,68,143,7,1,69
2541,Morgan,2020-09-14 20:16:36.500868,6,43,0,2,39
4302,Nicholas,2020-09-14 20:16:36.500868,24,67,3,2,42
23341,Ohio,2020-09-14 20:16:36.500868,28,328,6,4,298
2409,Pendleton,2020-09-14 20:16:36.500868,2,44,1,2,43
930,Pleasants,2020-09-14 20:16:36.500868,2,14,2,1,11
1576,Pocahontas,2020-09-14 20:16:36.500868,9,47,0,11,49
7765,Preston,2020-09-14 20:16:36.500868,6,122,4,20,132
12285,Putnam,2020-09-14 20:16:36.500868,91,400,2,3,310
4231,Wyoming,2020-09-14 20:16:46.358396,26,79,3,1,51
13572,Wood,2020-09-14 20:16:46.358396,48,315,5,18,280
589,Wirt,2020-09-14 20:16:46.358396,1,8,0,1,8
3009,Wetzel,2020-09-14 20:16:46.358396,2,45,0,1,44
1425,Webster,2020-09-14 20:16:46.358396,0,7,0,0,7
6006,Wayne,2020-09-14 20:16:46.358396,45,317,11,3,264
3972,Upshur,2020-09-14 20:16:46.358396,15,55,0,4,44
1155,Tyler,2020-09-14 20:16:46.358396,0,15,0,0,15
3071,Tucker,2020-09-14 20:16:46.358396,4,14,0,1,11
6717,Taylor,2020-09-14 20:16:46.358396,25,113,6,1,83
3102,Summers,2020-09-14 20:16:46.358396,11,28,0,0,17
3449,Roane,2020-09-14 20:16:46.358396,14,41,1,0,26
2110,Ritchie,2020-09-14 20:16:46.358396,7,9,0,2,4
9122,Randolph,2020-09-14 20:16:46.358396,7,223,1,7,222
24112,Raleigh,2020-09-14 20:16:46.358396,51,411,5,12,367
3701,Barbour,2020-09-16 09:22:06.496321,8,37,1,0,28
20563,Berkeley,2020-09-16 09:22:06.496321,141,857,11,33,738
6000,Boone,2020-09-16 09:22:06.496321,39,181,0,1,143
1807,Braxton,2020-09-16 09:22:06.496321,1,10,0,0,9
5709,Brooke,2020-09-16 09:22:06.496321,8,102,1,3,96
44786,Cabell,2020-09-16 09:22:06.496321,234,653,9,12,422
1719,Calhoun,2020-09-16 09:22:06.496321,10,20,0,2,12
2034,Clay,2020-09-16 09:22:06.496321,2,29,2,1,26
633,Doddridge,2020-09-16 09:22:06.496321,10,17,0,0,7
15985,Fayette,2020-09-16 09:22:06.496321,179,477,10,4,292
2511,Gilmer,2020-09-16 09:22:06.496321,1,19,0,0,18
3776,Grant,2020-09-16 09:22:06.496321,3,146,7,1,137
9573,Greenbrier,2020-09-16 09:22:06.496321,7,114,3,1,105
3979,Hampshire,2020-09-16 09:22:06.496321,4,95,1,1,91
9659,Hancock,2020-09-16 09:22:06.496321,13,132,0,4,123
2837,Hardy,2020-09-16 09:22:06.496321,4,74,0,1,71
16204,Harrison,2020-09-16 09:22:06.496321,66,321,7,1,249
4629,Jackson,2020-09-16 09:22:06.496321,14,231,22,0,195
15009,Jefferson,2020-09-16 09:22:06.496321,59,401,4,8,346
52410,Kanawha,2020-09-16 09:22:06.496321,748,2015,58,20,1229
4382,Lewis,2020-09-16 09:22:06.496321,2,36,2,2,34
5022,Lincoln,2020-09-16 09:22:06.496321,18,144,2,0,124
10586,Logan,2020-09-16 09:22:06.496321,77,546,37,3,435
16019,Marion,2020-09-16 09:22:06.496321,40,238,3,8,203
6533,Marshall,2020-09-16 09:22:06.496321,10,138,1,5,132
5523,Mason,2020-09-16 09:22:06.496321,33,128,2,0,93
3671,McDowell,2020-09-16 09:22:06.496321,6,77,0,2,73
15952,Mercer,2020-09-16 09:22:06.496321,235,381,24,3,125
6728,Mineral,2020-09-16 09:22:06.496321,13,150,4,3,136
4987,Mingo,2020-09-16 09:22:06.496321,92,299,7,5,205
41771,Monongalia,2020-09-16 09:22:06.496321,589,1662,5,83,1151
4110,Monroe,2020-09-16 09:22:06.496321,68,143,7,1,69
2547,Morgan,2020-09-16 09:22:06.496321,7,44,0,2,39
4327,Nicholas,2020-09-16 09:22:06.496321,26,70,3,2,43
23405,Ohio,2020-09-16 09:22:06.496321,21,330,6,4,307
2445,Pendleton,2020-09-16 09:22:06.496321,2,45,1,2,44
932,Pleasants,2020-09-16 09:22:06.496321,2,14,2,1,11
1581,Pocahontas,2020-09-16 09:22:06.496321,8,47,0,11,50
7807,Preston,2020-09-16 09:22:06.496321,7,123,4,20,132
12353,Putnam,2020-09-16 09:22:06.496321,103,413,2,3,311
4290,Wyoming,2020-09-16 09:22:24.908382,25,81,3,1,54
13623,Wood,2020-09-16 09:22:24.908382,53,321,5,18,281
588,Wirt,2020-09-16 09:22:24.908382,1,8,0,1,8
3015,Wetzel,2020-09-16 09:22:24.908382,2,46,0,1,45
1431,Webster,2020-09-16 09:22:24.908382,0,7,0,0,7
6018,Wayne,2020-09-16 09:22:24.908382,31,320,10,3,282
4011,Upshur,2020-09-16 09:22:24.908382,12,55,0,4,47
1161,Tyler,2020-09-16 09:22:24.908382,0,15,0,0,15
3075,Tucker,2020-09-16 09:22:24.908382,4,14,0,1,11
6739,Taylor,2020-09-16 09:22:24.908382,21,114,6,1,88
3132,Summers,2020-09-16 09:22:24.908382,10,28,0,0,18
3469,Roane,2020-09-16 09:22:24.908382,11,42,1,0,30
2118,Ritchie,2020-09-16 09:22:24.908382,6,8,0,2,4
9131,Randolph,2020-09-16 09:22:24.908382,7,223,1,7,222
24336,Raleigh,2020-09-16 09:22:24.908382,67,431,6,12,370
3710,Barbour,2020-09-16 20:22:34.554274,9,39,1,0,29
20872,Berkeley,2020-09-16 20:22:34.554274,159,873,11,38,741
6074,Boone,2020-09-16 20:22:34.554274,40,184,1,1,144
1807,Braxton,2020-09-16 20:22:34.554274,1,10,0,0,9
5721,Brooke,2020-09-16 20:22:34.554274,7,102,1,3,97
44859,Cabell,2020-09-16 20:22:34.554274,240,665,9,12,428
1724,Calhoun,2020-09-16 20:22:34.554274,8,20,0,2,14
2043,Clay,2020-09-16 20:22:34.554274,4,31,2,1,26
648,Doddridge,2020-09-16 20:22:34.554274,10,17,0,0,7
16171,Fayette,2020-09-16 20:22:34.554274,169,487,10,5,313
2514,Gilmer,2020-09-16 20:22:34.554274,1,19,0,0,18
3722,Grant,2020-09-16 20:22:34.554274,6,149,7,1,137
9612,Greenbrier,2020-09-16 20:22:34.554274,4,115,3,1,109
4001,Hampshire,2020-09-16 20:22:34.554274,5,96,1,1,91
9681,Hancock,2020-09-16 20:22:34.554274,15,135,0,4,124
2846,Hardy,2020-09-16 20:22:34.554274,4,74,0,1,71
16321,Harrison,2020-09-16 20:22:34.554274,68,323,7,1,249
4683,Jackson,2020-09-16 20:22:34.554274,18,235,22,0,195
15089,Jefferson,2020-09-16 20:22:34.554274,59,402,4,8,347
52545,Kanawha,2020-09-16 20:22:34.554274,746,2063,62,20,1275
4390,Lewis,2020-09-16 20:22:34.554274,2,36,2,2,34
5071,Lincoln,2020-09-16 20:22:34.554274,18,145,2,0,125
10683,Logan,2020-09-16 20:22:34.554274,79,552,38,3,438
16068,Marion,2020-09-16 20:22:34.554274,40,238,3,8,203
6583,Marshall,2020-09-16 20:22:34.554274,10,139,1,6,134
5544,Mason,2020-09-16 20:22:34.554274,28,129,4,0,97
3694,McDowell,2020-09-16 20:22:34.554274,6,77,0,2,73
16056,Mercer,2020-09-16 20:22:34.554274,235,381,24,3,125
6744,Mineral,2020-09-16 20:22:34.554274,14,151,4,3,136
5022,Mingo,2020-09-16 20:22:34.554274,107,317,8,7,209
42454,Monongalia,2020-09-16 20:22:34.554274,596,1685,5,83,1167
4122,Monroe,2020-09-16 20:22:34.554274,68,143,7,1,69
2571,Morgan,2020-09-16 20:22:34.554274,6,42,0,3,39
4372,Nicholas,2020-09-16 20:22:34.554274,27,73,3,2,45
23468,Ohio,2020-09-16 20:22:34.554274,25,336,6,4,309
2522,Pendleton,2020-09-16 20:22:34.554274,3,46,1,2,44
939,Pleasants,2020-09-16 20:22:34.554274,2,14,2,1,11
1626,Pocahontas,2020-09-16 20:22:34.554274,6,47,0,11,52
7822,Preston,2020-09-16 20:22:34.554274,7,123,4,20,132
12457,Putnam,2020-09-16 20:22:34.554274,127,438,2,3,312
4317,Wyoming,2020-09-16 20:22:43.994437,26,82,3,1,54
13748,Wood,2020-09-16 20:22:43.994437,56,324,6,18,280
599,Wirt,2020-09-16 20:22:43.994437,1,8,0,1,8
3010,Wetzel,2020-09-16 20:22:43.994437,2,46,0,1,45
1432,Webster,2020-09-16 20:22:43.994437,0,7,0,0,7
6096,Wayne,2020-09-16 20:22:43.994437,29,322,10,3,286
4033,Upshur,2020-09-16 20:22:43.994437,13,55,0,5,47
1170,Tyler,2020-09-16 20:22:43.994437,0,15,0,0,15
3078,Tucker,2020-09-16 20:22:43.994437,4,15,0,1,12
6786,Taylor,2020-09-16 20:22:43.994437,20,114,6,1,89
3173,Summers,2020-09-16 20:22:43.994437,13,31,0,0,18
3530,Roane,2020-09-16 20:22:43.994437,11,42,1,0,30
2130,Ritchie,2020-09-16 20:22:43.994437,6,8,0,2,4
9170,Randolph,2020-09-16 20:22:43.994437,8,224,1,7,222
24445,Raleigh,2020-09-16 20:22:43.994437,67,437,6,12,376
3734,Barbour,2020-09-17 20:30:03.042036,12,42,1,0,29
21071,Berkeley,2020-09-17 20:30:03.042036,164,881,13,41,745
6111,Boone,2020-09-17 20:30:03.042036,43,189,1,1,146
1829,Braxton,2020-09-17 20:30:03.042036,1,10,0,0,9
5727,Brooke,2020-09-17 20:30:03.042036,8,103,1,3,97
45400,Cabell,2020-09-17 20:30:03.042036,253,678,9,12,428
1746,Calhoun,2020-09-17 20:30:03.042036,8,21,0,2,15
2039,Clay,2020-09-17 20:30:03.042036,4,33,2,0,27
660,Doddridge,2020-09-17 20:30:03.042036,10,17,0,0,7
16338,Fayette,2020-09-17 20:30:03.042036,173,496,10,5,318
2544,Gilmer,2020-09-17 20:30:03.042036,1,19,0,0,18
3723,Grant,2020-09-17 20:30:03.042036,3,149,7,1,140
9649,Greenbrier,2020-09-17 20:30:03.042036,6,117,3,1,109
4024,Hampshire,2020-09-17 20:30:03.042036,7,98,1,1,91
9691,Hancock,2020-09-17 20:30:03.042036,14,135,0,4,125
2875,Hardy,2020-09-17 20:30:03.042036,4,74,0,2,72
16393,Harrison,2020-09-17 20:30:03.042036,70,325,7,1,249
4804,Jackson,2020-09-17 20:30:03.042036,21,239,23,0,195
15175,Jefferson,2020-09-17 20:30:03.042036,60,405,4,8,349
53233,Kanawha,2020-09-17 20:30:03.042036,790,2134,62,20,1302
4418,Lewis,2020-09-17 20:30:03.042036,2,37,2,1,34
5113,Lincoln,2020-09-17 20:30:03.042036,15,148,2,0,131
10784,Logan,2020-09-17 20:30:03.042036,82,555,38,3,438
16136,Marion,2020-09-17 20:30:03.042036,41,242,3,8,206
6616,Marshall,2020-09-17 20:30:03.042036,13,142,1,6,134
5751,Mason,2020-09-17 20:30:03.042036,27,130,4,0,99
3723,McDowell,2020-09-17 20:30:03.042036,7,78,0,2,73
16138,Mercer,2020-09-17 20:30:03.042036,243,389,24,3,125
6762,Mineral,2020-09-17 20:30:03.042036,17,154,4,3,136
5023,Mingo,2020-09-17 20:30:03.042036,105,325,8,7,219
42732,Monongalia,2020-09-17 20:30:03.042036,580,1707,5,84,1206
4172,Monroe,2020-09-17 20:30:03.042036,67,142,7,1,69
2604,Morgan,2020-09-17 20:30:03.042036,8,44,0,4,40
4414,Nicholas,2020-09-17 20:30:03.042036,28,74,3,3,46
23521,Ohio,2020-09-17 20:30:03.042036,25,339,6,4,312
2549,Pendleton,2020-09-17 20:30:03.042036,6,49,1,2,44
950,Pleasants,2020-09-17 20:30:03.042036,2,14,2,1,11
1627,Pocahontas,2020-09-17 20:30:03.042036,5,48,0,11,54
7872,Preston,2020-09-17 20:30:03.042036,9,125,4,20,132
12911,Putnam,2020-09-17 20:30:03.042036,142,457,2,3,316
4347,Wyoming,2020-09-17 20:30:24.009414,30,87,3,1,55
13828,Wood,2020-09-17 20:30:24.009414,58,327,6,18,281
605,Wirt,2020-09-17 20:30:24.009414,1,8,0,1,8
3023,Wetzel,2020-09-17 20:30:24.009414,4,48,0,1,45
1437,Webster,2020-09-17 20:30:24.009414,0,7,0,0,7
6122,Wayne,2020-09-17 20:30:24.009414,28,324,10,4,290
4069,Upshur,2020-09-17 20:30:24.009414,11,55,0,5,49
1174,Tyler,2020-09-17 20:30:24.009414,0,15,0,0,15
3141,Tucker,2020-09-17 20:30:24.009414,3,14,0,1,12
6907,Taylor,2020-09-17 20:30:24.009414,19,114,6,1,90
3188,Summers,2020-09-17 20:30:24.009414,13,32,0,0,19
3572,Roane,2020-09-17 20:30:24.009414,11,43,2,0,30
2176,Ritchie,2020-09-17 20:30:24.009414,6,8,0,2,4
9217,Randolph,2020-09-17 20:30:24.009414,9,226,1,7,223
24574,Raleigh,2020-09-17 20:30:24.009414,63,437,6,12,380
3767,Barbour,2020-09-18 20:16:32.655167,12,42,1,0,29
21217,Berkeley,2020-09-18 20:16:32.655167,159,888,13,41,757
6252,Boone,2020-09-18 20:16:32.655167,42,190,1,1,148
1835,Braxton,2020-09-18 20:16:32.655167,1,10,0,0,9
5745,Brooke,2020-09-18 20:16:32.655167,8,103,1,3,97
45755,Cabell,2020-09-18 20:16:32.655167,250,695,9,12,448
1772,Calhoun,2020-09-18 20:16:32.655167,6,21,0,2,17
2052,Clay,2020-09-18 20:16:32.655167,4,33,2,0,27
661,Doddridge,2020-09-18 20:16:32.655167,10,17,0,0,7
16592,Fayette,2020-09-18 20:16:32.655167,168,519,10,5,346
2544,Gilmer,2020-09-18 20:16:32.655167,2,20,0,0,18
3703,Grant,2020-09-18 20:16:32.655167,3,149,7,1,140
9701,Greenbrier,2020-09-18 20:16:32.655167,7,118,3,1,109
4086,Hampshire,2020-09-18 20:16:32.655167,6,99,1,1,93
9710,Hancock,2020-09-18 20:16:32.655167,14,136,0,4,126
2935,Hardy,2020-09-18 20:16:32.655167,6,76,0,2,72
16456,Harrison,2020-09-18 20:16:32.655167,76,331,7,1,249
4845,Jackson,2020-09-18 20:16:32.655167,26,244,23,0,195
15276,Jefferson,2020-09-18 20:16:32.655167,60,405,4,8,349
53987,Kanawha,2020-09-18 20:16:32.655167,809,2175,62,19,1323
4438,Lewis,2020-09-18 20:16:32.655167,1,37,2,1,35
5160,Lincoln,2020-09-18 20:16:32.655167,14,152,2,1,137
10968,Logan,2020-09-18 20:16:32.655167,82,556,39,3,438
16215,Marion,2020-09-18 20:16:32.655167,30,244,3,8,219
6710,Marshall,2020-09-18 20:16:32.655167,13,144,1,6,136
5790,Mason,2020-09-18 20:16:32.655167,26,130,5,0,99
3770,McDowell,2020-09-18 20:16:32.655167,13,84,0,2,73
16416,Mercer,2020-09-18 20:16:32.655167,233,391,24,3,137
6801,Mineral,2020-09-18 20:16:32.655167,20,158,4,3,137
5077,Mingo,2020-09-18 20:16:32.655167,97,336,9,10,240
43216,Monongalia,2020-09-18 20:16:32.655167,613,1750,5,86,1218
4240,Monroe,2020-09-18 20:16:32.655167,68,145,7,1,71
2616,Morgan,2020-09-18 20:16:32.655167,9,45,0,4,40
4458,Nicholas,2020-09-18 20:16:32.655167,30,76,3,3,46
23570,Ohio,2020-09-18 20:16:32.655167,25,343,6,6,318
2585,Pendleton,2020-09-18 20:16:32.655167,4,49,1,2,46
962,Pleasants,2020-09-18 20:16:32.655167,3,15,2,1,11
1634,Pocahontas,2020-09-18 20:16:32.655167,3,48,0,11,56
8017,Preston,2020-09-18 20:16:32.655167,8,127,4,20,135
13129,Putnam,2020-09-18 20:16:32.655167,146,468,2,3,323
4396,Wyoming,2020-09-18 20:16:41.763527,36,93,3,1,55
13908,Wood,2020-09-18 20:16:41.763527,58,328,6,18,282
613,Wirt,2020-09-18 20:16:41.763527,2,9,0,1,8
3040,Wetzel,2020-09-18 20:16:41.763527,4,48,0,1,45
1445,Webster,2020-09-18 20:16:41.763527,0,7,0,0,7
6176,Wayne,2020-09-18 20:16:41.763527,33,332,10,4,293
4097,Upshur,2020-09-18 20:16:41.763527,10,55,0,5,50
1185,Tyler,2020-09-18 20:16:41.763527,0,15,0,0,15
3259,Tucker,2020-09-18 20:16:41.763527,3,14,0,1,12
6950,Taylor,2020-09-18 20:16:41.763527,6,116,6,1,105
3221,Summers,2020-09-18 20:16:41.763527,12,34,0,0,22
3608,Roane,2020-09-18 20:16:41.763527,11,43,2,0,30
2191,Ritchie,2020-09-18 20:16:41.763527,5,8,0,2,5
9263,Randolph,2020-09-18 20:16:41.763527,9,226,1,7,223
24788,Raleigh,2020-09-18 20:16:41.763527,79,456,6,14,385
3841,Barbour,2020-09-19 21:08:39.286200,14,44,1,0,29
21398,Berkeley,2020-09-19 21:08:39.286200,157,897,13,41,768
6305,Boone,2020-09-19 21:08:39.286200,36,191,1,1,155
1835,Braxton,2020-09-19 21:08:39.286200,1,10,0,0,9
5758,Brooke,2020-09-19 21:08:39.286200,7,103,1,3,98
46399,Cabell,2020-09-19 21:08:39.286200,248,700,10,12,454
1791,Calhoun,2020-09-19 21:08:39.286200,4,21,0,2,19
2063,Clay,2020-09-19 21:08:39.286200,5,34,2,0,27
647,Doddridge,2020-09-19 21:08:39.286200,11,18,0,0,7
16927,Fayette,2020-09-19 21:08:39.286200,165,529,10,5,359
2568,Gilmer,2020-09-19 21:08:39.286200,3,21,0,0,18
3704,Grant,2020-09-19 21:08:39.286200,3,149,7,1,140
9774,Greenbrier,2020-09-19 21:08:39.286200,8,119,3,1,109
4121,Hampshire,2020-09-19 21:08:39.286200,6,99,1,1,93
9734,Hancock,2020-09-19 21:08:39.286200,12,137,0,4,129
2974,Hardy,2020-09-19 21:08:39.286200,8,76,1,4,71
16699,Harrison,2020-09-19 21:08:39.286200,80,335,7,1,249
4894,Jackson,2020-09-19 21:08:39.286200,18,238,23,0,197
15323,Jefferson,2020-09-19 21:08:39.286200,61,410,4,8,353
54728,Kanawha,2020-09-19 21:08:39.286200,835,2239,65,19,1358
4450,Lewis,2020-09-19 21:08:39.286200,1,37,2,1,35
5298,Lincoln,2020-09-19 21:08:39.286200,10,151,2,1,140
11118,Logan,2020-09-19 21:08:39.286200,86,562,39,3,440
16510,Marion,2020-09-19 21:08:39.286200,30,245,3,8,220
6833,Marshall,2020-09-19 21:08:39.286200,17,148,1,6,136
5968,Mason,2020-09-19 21:08:39.286200,30,134,5,0,99
3784,McDowell,2020-09-19 21:08:39.286200,7,78,0,2,73
16663,Mercer,2020-09-19 21:08:39.286200,235,395,26,3,137
6952,Mineral,2020-09-19 21:08:39.286200,21,160,4,3,138
5215,Mingo,2020-09-19 21:08:39.286200,96,343,9,10,248
43819,Monongalia,2020-09-19 21:08:39.286200,639,1781,5,86,1223
4295,Monroe,2020-09-19 21:08:39.286200,67,145,7,1,72
2627,Morgan,2020-09-19 21:08:39.286200,10,46,0,4,40
4469,Nicholas,2020-09-19 21:08:39.286200,32,79,3,3,47
23630,Ohio,2020-09-19 21:08:39.286200,19,343,6,6,324
2608,Pendleton,2020-09-19 21:08:39.286200,5,49,1,3,46
1036,Pleasants,2020-09-19 21:08:39.286200,3,15,2,1,11
1643,Pocahontas,2020-09-19 21:08:39.286200,2,48,0,11,57
8121,Preston,2020-09-19 21:08:39.286200,8,129,4,20,137
13360,Putnam,2020-09-19 21:08:39.286200,157,481,4,3,323
4431,Wyoming,2020-09-19 21:08:51.313633,38,95,3,1,55
14261,Wood,2020-09-19 21:08:51.313633,50,329,6,18,291
618,Wirt,2020-09-19 21:08:51.313633,2,9,0,1,8
3072,Wetzel,2020-09-19 21:08:51.313633,4,48,0,1,45
1446,Webster,2020-09-19 21:08:51.313633,0,7,0,0,7
6364,Wayne,2020-09-19 21:08:51.313633,29,335,10,4,300
4124,Upshur,2020-09-19 21:08:51.313633,5,55,0,5,55
1201,Tyler,2020-09-19 21:08:51.313633,0,15,0,0,15
3282,Tucker,2020-09-19 21:08:51.313633,3,15,0,0,12
6992,Taylor,2020-09-19 21:08:51.313633,5,116,6,1,106
3244,Summers,2020-09-19 21:08:51.313633,17,40,0,0,23
3646,Roane,2020-09-19 21:08:51.313633,14,47,2,0,31
2186,Ritchie,2020-09-19 21:08:51.313633,5,8,0,2,5
9320,Randolph,2020-09-19 21:08:51.313633,9,227,1,7,224
25085,Raleigh,2020-09-19 21:08:51.313633,73,457,8,14,390
3896,Barbour,2020-09-20 19:43:27.765266,14,44,1,0,29
21649,Berkeley,2020-09-20 19:43:27.765266,159,903,12,41,773
6488,Boone,2020-09-20 19:43:27.765266,41,196,1,1,155
1824,Braxton,2020-09-20 19:43:27.765266,1,10,0,0,9
5785,Brooke,2020-09-20 19:43:27.765266,8,104,1,3,98
46595,Cabell,2020-09-20 19:43:27.765266,254,706,10,12,454
1795,Calhoun,2020-09-20 19:43:27.765266,5,22,0,2,19
2242,Clay,2020-09-20 19:43:27.765266,5,35,2,0,28
654,Doddridge,2020-09-20 19:43:27.765266,11,18,0,0,7
17031,Fayette,2020-09-20 19:43:27.765266,195,559,10,5,359
2588,Gilmer,2020-09-20 19:43:27.765266,9,27,0,0,18
3706,Grant,2020-09-20 19:43:27.765266,5,151,7,1,140
9822,Greenbrier,2020-09-20 19:43:27.765266,8,119,3,1,109
4166,Hampshire,2020-09-20 19:43:27.765266,6,99,1,1,93
9772,Hancock,2020-09-20 19:43:27.765266,12,137,0,4,129
3042,Hardy,2020-09-20 19:43:27.765266,9,77,1,4,71
16807,Harrison,2020-09-20 19:43:27.765266,83,338,7,1,249
4918,Jackson,2020-09-20 19:43:27.765266,25,247,23,0,199
15384,Jefferson,2020-09-20 19:43:27.765266,59,411,4,8,356
55358,Kanawha,2020-09-20 19:43:27.765266,849,2278,67,19,1381
4468,Lewis,2020-09-20 19:43:27.765266,1,37,2,1,35
5348,Lincoln,2020-09-20 19:43:27.765266,13,154,2,1,140
11219,Logan,2020-09-20 19:43:27.765266,84,569,39,3,449
16623,Marion,2020-09-20 19:43:27.765266,31,246,3,8,220
6873,Marshall,2020-09-20 19:43:27.765266,21,152,1,6,136
6150,Mason,2020-09-20 19:43:27.765266,32,136,5,0,99
3800,McDowell,2020-09-20 19:43:27.765266,7,78,0,2,73
16795,Mercer,2020-09-20 19:43:27.765266,236,396,26,3,137
6993,Mineral,2020-09-20 19:43:27.765266,22,161,4,3,138
5314,Mingo,2020-09-20 19:43:27.765266,97,344,9,10,248
44202,Monongalia,2020-09-20 19:43:27.765266,633,1789,5,87,1238
4323,Monroe,2020-09-20 19:43:27.765266,69,147,7,1,72
2651,Morgan,2020-09-20 19:43:27.765266,11,47,0,4,40
4515,Nicholas,2020-09-20 19:43:27.765266,37,81,3,6,47
23794,Ohio,2020-09-20 19:43:27.765266,20,345,6,6,325
2689,Pendleton,2020-09-20 19:43:27.765266,5,49,1,3,46
1044,Pleasants,2020-09-20 19:43:27.765266,4,16,2,1,11
1651,Pocahontas,2020-09-20 19:43:27.765266,2,48,0,11,57
8260,Preston,2020-09-20 19:43:27.765266,8,129,4,20,137
13471,Putnam,2020-09-20 19:43:27.765266,163,492,5,4,328
4497,Wyoming,2020-09-20 19:43:39.609195,43,100,3,1,55
14388,Wood,2020-09-20 19:43:39.609195,50,330,6,18,292
621,Wirt,2020-09-20 19:43:39.609195,2,9,0,1,8
3335,Wetzel,2020-09-20 19:43:39.609195,4,48,0,1,45
1451,Webster,2020-09-20 19:43:39.609195,0,7,0,0,7
6409,Wayne,2020-09-20 19:43:39.609195,36,342,10,4,300
4157,Upshur,2020-09-20 19:43:39.609195,5,55,0,5,55
