,DATE_OF_INTEREST,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT,CASE_COUNT_7DAY_AVG,INCOMPLETE
47,04/18/2020,2172,666,390,3358.0,
48,04/19/2020,2346,587,399,3281.0,
49,04/20/2020,3794,709,364,3350.0,
50,04/21/2020,3064,654,324,3195.0,
51,04/22/2020,3461,577,313,3136.0,
52,04/23/2020,2842,504,332,3038.0,
53,04/24/2020,2535,517,315,2888.0,
54,04/25/2020,1597,366,264,2806.0,
55,04/26/2020,1003,339,246,2614.0,
56,04/27/2020,2289,394,270,2399.0,
57,04/28/2020,2728,396,229,2351.0,
58,04/29/2020,2341,327,240,2191.0,
59,04/30/2020,2022,283,225,2074.0,
60,05/01/2020,1889,292,210,1981.0,
61,05/02/2020,1058,225,191,1904.0,
62,05/03/2020,786,216,177,1873.0,
63,05/04/2020,1551,253,159,1768.0,
64,05/05/2020,1512,229,152,1594.0,
65,05/06/2020,1398,229,151,1459.0,
66,05/07/2020,1237,198,142,1347.0,
67,05/08/2020,1082,208,131,1232.0,
68,05/09/2020,658,146,99,1175.0,
69,05/10/2020,458,108,103,1128.0,
70,05/11/2020,1232,192,104,1082.0,
71,05/12/2020,1285,136,91,1050.0,
72,05/13/2020,1335,151,83,1041.0,
73,05/14/2020,1112,146,70,1023.0,
74,05/15/2020,875,140,87,994.0,
75,05/16/2020,486,91,83,969.0,
76,05/17/2020,359,83,77,955.0,
77,05/18/2020,897,112,59,907.0,
78,05/19/2020,1004,127,55,867.0,
79,05/20/2020,1078,88,81,830.0,
80,05/21/2020,1069,95,45,824.0,
81,05/22/2020,1039,115,65,847.0,
82,05/23/2020,457,73,60,843.0,
83,05/24/2020,467,82,49,859.0,
84,05/25/2020,467,86,49,797.0,
85,05/26/2020,1053,75,38,804.0,
86,05/27/2020,745,84,49,757.0,
87,05/28/2020,646,79,38,696.0,
88,05/29/2020,646,92,43,640.0,
89,05/30/2020,349,57,54,625.0,
90,05/31/2020,230,62,39,591.0,
91,06/01/2020,687,79,35,622.0,
92,06/02/2020,574,70,38,554.0,
93,06/03/2020,516,81,43,521.0,
94,06/04/2020,523,74,33,504.0,
95,06/05/2020,404,58,28,469.0,
96,06/06/2020,246,41,35,454.0,
97,06/07/2020,198,54,25,450.0,
98,06/08/2020,451,62,40,416.0,
99,06/09/2020,421,61,33,394.0,
100,06/10/2020,365,60,31,373.0,
101,06/11/2020,366,56,21,350.0,
102,06/12/2020,410,59,24,351.0,
103,06/13/2020,197,38,15,344.0,
104,06/14/2020,180,43,24,341.0,
105,06/15/2020,380,56,20,331.0,
106,06/16/2020,420,62,18,331.0,
107,06/17/2020,356,50,20,330.0,
108,06/18/2020,378,56,17,332.0,
109,06/19/2020,362,53,17,325.0,
110,06/20/2020,203,30,19,326.0,
111,06/21/2020,172,42,28,324.0,
112,06/22/2020,398,54,25,327.0,
113,06/23/2020,383,46,27,322.0,
114,06/24/2020,383,49,25,326.0,
115,06/25/2020,299,45,19,314.0,
116,06/26/2020,314,41,20,307.0,
117,06/27/2020,207,40,21,308.0,
118,06/28/2020,203,35,19,312.0,
119,06/29/2020,439,50,24,318.0,
120,06/30/2020,442,49,23,327.0,
121,07/01/2020,397,43,12,329.0,
122,07/02/2020,418,48,24,346.0,
123,07/03/2020,234,28,21,334.0,
124,07/04/2020,120,32,14,322.0,
125,07/05/2020,154,25,16,315.0,
126,07/06/2020,434,60,16,314.0,
127,07/07/2020,461,49,13,317.0,
128,07/08/2020,437,32,20,323.0,
129,07/09/2020,392,50,10,319.0,
130,07/10/2020,309,43,10,330.0,
131,07/11/2020,257,32,13,349.0,
132,07/12/2020,224,27,11,359.0,
133,07/13/2020,485,49,17,366.0,
134,07/14/2020,401,41,10,358.0,
135,07/15/2020,440,44,14,358.0,
136,07/16/2020,417,36,9,362.0,
137,07/17/2020,418,54,13,377.0,
138,07/18/2020,218,29,11,372.0,
139,07/19/2020,176,33,7,365.0,
140,07/20/2020,401,34,11,353.0,
141,07/21/2020,339,28,11,344.0,
142,07/22/2020,330,38,8,328.0,
143,07/23/2020,309,38,9,313.0,
144,07/24/2020,299,40,6,296.0,
145,07/25/2020,153,34,11,287.0,
146,07/26/2020,140,27,8,282.0,
147,07/27/2020,314,43,5,269.0,
148,07/28/2020,313,40,12,265.0,
149,07/29/2020,290,30,5,260.0,
150,07/30/2020,270,36,4,254.0,
151,07/31/2020,264,33,5,249.0,
152,08/01/2020,189,31,8,254.0,
153,08/02/2020,137,33,2,254.0,
154,08/03/2020,348,41,3,259.0,
155,08/04/2020,187,38,6,241.0,
156,08/05/2020,299,38,8,242.0,
157,08/06/2020,292,34,6,245.0,
158,08/07/2020,254,27,4,244.0,
159,08/08/2020,160,17,6,240.0,
160,08/09/2020,133,27,3,239.0,
161,08/10/2020,309,33,6,233.0,
162,08/11/2020,261,26,6,244.0,
163,08/12/2020,319,36,2,247.0,
164,08/13/2020,276,40,3,245.0,
165,08/14/2020,278,40,4,248.0,
166,08/15/2020,151,23,7,247.0,
167,08/16/2020,140,24,5,248.0,
168,08/17/2020,327,34,6,250.0,
169,08/18/2020,283,43,2,253.0,
170,08/19/2020,259,31,2,245.0,
171,08/20/2020,225,35,7,238.0,
172,08/21/2020,251,31,3,234.0,
173,08/22/2020,135,26,6,231.0,
174,08/23/2020,150,21,4,233.0,
175,08/24/2020,297,31,8,229.0,
176,08/25/2020,282,41,5,228.0,
177,08/26/2020,313,26,6,236.0,
178,08/27/2020,268,31,1,242.0,
179,08/28/2020,278,22,6,246.0,
180,08/29/2020,128,22,4,245.0,
181,08/30/2020,181,19,8,250.0,
182,08/31/2020,309,40,3,251.0,
183,09/01/2020,296,22,5,253.0,
184,09/02/2020,276,23,7,248.0,
185,09/03/2020,273,21,6,249.0,
186,09/04/2020,228,31,4,242.0,
187,09/05/2020,156,20,3,246.0,
188,09/06/2020,206,24,7,249.0,
189,09/07/2020,218,25,3,236.0,
190,09/08/2020,390,25,2,250.0,
191,09/09/2020,354,28,3,261.0,
192,09/10/2020,323,26,3,268.0,
193,09/11/2020,313,34,4,280.0,
194,09/12/2020,201,14,5,286.0,
195,09/13/2020,256,17,3,294.0,
196,09/14/2020,433,27,5,324.0,
197,09/15/2020,340,32,3,317.0,
198,09/16/2020,365,47,7,319.0,
199,09/17/2020,355,27,3,323.0,
200,09/18/2020,286,37,4,319.0,
201,09/19/2020,160,23,5,314.0,
202,09/20/2020,159,24,3,300.0,
203,09/21/2020,512,23,3,311.0,
204,09/22/2020,406,32,3,320.0,
205,09/23/2020,534,38,4,345.0,
206,09/24/2020,468,32,2,361.0,
207,09/25/2020,458,48,4,385.0,
208,09/26/2020,279,30,6,402.0,
209,09/27/2020,381,32,2,434.0,
210,09/28/2020,432,38,4,423.0,
211,09/29/2020,685,46,8,462.0,
212,09/30/2020,587,48,7,470.0,
213,10/01/2020,613,35,5,491.0,
214,10/02/2020,593,45,4,510.0,
215,10/03/2020,275,25,5,509.0,
216,10/04/2020,341,44,7,504.0,
217,10/05/2020,847,54,3,563.0,
218,10/06/2020,564,49,2,546.0,
219,10/07/2020,540,44,4,539.0,
220,10/08/2020,519,40,5,526.0,
221,10/09/2020,523,53,3,516.0,
222,10/10/2020,309,33,4,520.0,
223,10/11/2020,282,45,8,512.0,
224,10/12/2020,475,45,8,459.0,
225,10/13/2020,551,52,3,457.0,
226,10/14/2020,552,53,5,459.0,
227,10/15/2020,578,70,9,467.0,
228,10/16/2020,474,43,5,460.0,
229,10/17/2020,335,32,6,464.0,
230,10/18/2020,380,34,4,478.0,
231,10/19/2020,550,58,6,489.0,
232,10/20/2020,506,53,6,482.0,6000.0
233,10/21/2020,583,45,4,487.0,6000.0
234,10/22/2020,647,34,0,496.0,6000.0
235,10/23/2020,401,36,3,486.0,6000.0
236,10/24/2020,186,21,0,465.0,6000.0
237,10/25/2020,122,1,2,428.0,6000.0
238,10/26/2020,24,0,0,353.0,6000.0
