,DATE_OF_INTEREST,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT,CASE_COUNT_7DAY_AVG,INCOMPLETE
47,04/18/2020,2172,665,390,3358.0,
48,04/19/2020,2346,586,399,3281.0,
49,04/20/2020,3794,706,364,3350.0,
50,04/21/2020,3064,651,324,3195.0,
51,04/22/2020,3461,575,313,3136.0,
52,04/23/2020,2842,505,332,3038.0,
53,04/24/2020,2535,515,316,2888.0,
54,04/25/2020,1597,362,264,2806.0,
55,04/26/2020,1003,339,247,2614.0,
56,04/27/2020,2289,392,271,2399.0,
57,04/28/2020,2729,396,229,2351.0,
58,04/29/2020,2341,328,240,2191.0,
59,04/30/2020,2022,284,225,2074.0,
60,05/01/2020,1889,294,210,1981.0,
61,05/02/2020,1059,224,191,1905.0,
62,05/03/2020,786,217,177,1874.0,
63,05/04/2020,1551,251,159,1768.0,
64,05/05/2020,1514,226,152,1595.0,
65,05/06/2020,1399,231,151,1460.0,
66,05/07/2020,1236,193,142,1348.0,
67,05/08/2020,1082,207,131,1232.0,
68,05/09/2020,658,142,100,1175.0,
69,05/10/2020,458,112,103,1128.0,
70,05/11/2020,1232,186,104,1083.0,
71,05/12/2020,1285,135,91,1050.0,
72,05/13/2020,1335,148,83,1041.0,
73,05/14/2020,1112,146,70,1023.0,
74,05/15/2020,875,136,86,994.0,
75,05/16/2020,486,92,83,969.0,
76,05/17/2020,359,81,77,955.0,
77,05/18/2020,898,112,59,907.0,
78,05/19/2020,1004,126,55,867.0,
79,05/20/2020,1080,89,81,831.0,
80,05/21/2020,1070,91,45,825.0,
81,05/22/2020,1042,113,65,848.0,
82,05/23/2020,458,72,60,844.0,
83,05/24/2020,469,82,49,860.0,
84,05/25/2020,468,84,49,799.0,
85,05/26/2020,1053,73,38,806.0,
86,05/27/2020,745,83,49,758.0,
87,05/28/2020,647,76,38,697.0,
88,05/29/2020,646,92,43,641.0,
89,05/30/2020,349,55,54,625.0,
90,05/31/2020,230,63,39,591.0,
91,06/01/2020,687,80,35,622.0,
92,06/02/2020,574,68,38,554.0,
93,06/03/2020,516,79,43,521.0,
94,06/04/2020,523,73,33,504.0,
95,06/05/2020,404,58,28,469.0,
96,06/06/2020,247,42,35,454.0,
97,06/07/2020,198,53,25,450.0,
98,06/08/2020,451,61,40,416.0,
99,06/09/2020,421,61,33,394.0,
100,06/10/2020,365,60,31,373.0,
101,06/11/2020,366,54,21,350.0,
102,06/12/2020,410,58,24,351.0,
103,06/13/2020,197,38,15,344.0,
104,06/14/2020,180,43,24,341.0,
105,06/15/2020,380,56,20,331.0,
106,06/16/2020,420,63,18,331.0,
107,06/17/2020,356,51,20,330.0,
108,06/18/2020,378,55,17,332.0,
109,06/19/2020,362,53,17,325.0,
110,06/20/2020,203,31,19,326.0,
111,06/21/2020,172,40,28,324.0,
112,06/22/2020,398,52,25,327.0,
113,06/23/2020,383,47,27,322.0,
114,06/24/2020,383,49,25,326.0,
115,06/25/2020,298,46,19,314.0,
116,06/26/2020,314,40,20,307.0,
117,06/27/2020,207,39,21,308.0,
118,06/28/2020,203,36,19,312.0,
119,06/29/2020,439,49,24,318.0,
120,06/30/2020,443,48,23,327.0,
121,07/01/2020,398,43,12,329.0,
122,07/02/2020,418,48,24,346.0,
123,07/03/2020,233,27,21,334.0,
124,07/04/2020,120,29,14,322.0,
125,07/05/2020,154,25,16,315.0,
126,07/06/2020,434,59,16,314.0,
127,07/07/2020,462,48,13,317.0,
128,07/08/2020,437,33,20,323.0,
129,07/09/2020,392,48,10,319.0,
130,07/10/2020,309,43,10,330.0,
131,07/11/2020,257,33,13,349.0,
132,07/12/2020,224,26,11,359.0,
133,07/13/2020,484,50,17,366.0,
134,07/14/2020,400,41,10,358.0,
135,07/15/2020,441,40,14,358.0,
136,07/16/2020,417,36,9,362.0,
137,07/17/2020,416,53,13,377.0,
138,07/18/2020,217,28,11,371.0,
139,07/19/2020,176,34,7,364.0,
140,07/20/2020,401,33,11,353.0,
141,07/21/2020,339,28,11,344.0,
142,07/22/2020,331,39,8,328.0,
143,07/23/2020,309,37,9,313.0,
144,07/24/2020,299,40,6,296.0,
145,07/25/2020,153,33,11,287.0,
146,07/26/2020,140,28,8,282.0,
147,07/27/2020,314,42,5,269.0,
148,07/28/2020,312,42,12,265.0,
149,07/29/2020,291,29,5,260.0,
150,07/30/2020,270,36,4,254.0,
151,07/31/2020,263,33,5,249.0,
152,08/01/2020,189,31,8,254.0,
153,08/02/2020,137,33,2,254.0,
154,08/03/2020,347,39,3,258.0,
155,08/04/2020,186,37,6,240.0,
156,08/05/2020,299,36,8,242.0,
157,08/06/2020,292,36,6,245.0,
158,08/07/2020,254,25,4,243.0,
159,08/08/2020,160,17,6,239.0,
160,08/09/2020,134,27,3,239.0,
161,08/10/2020,307,31,6,233.0,
162,08/11/2020,260,25,6,244.0,
163,08/12/2020,320,33,2,247.0,
164,08/13/2020,274,39,3,244.0,
165,08/14/2020,278,40,4,248.0,
166,08/15/2020,151,23,7,246.0,
167,08/16/2020,140,24,5,247.0,
168,08/17/2020,328,35,6,250.0,
169,08/18/2020,281,43,2,253.0,
170,08/19/2020,258,31,2,244.0,
171,08/20/2020,225,34,7,237.0,
172,08/21/2020,251,31,3,233.0,
173,08/22/2020,135,25,6,231.0,
174,08/23/2020,151,21,4,233.0,
175,08/24/2020,298,29,8,228.0,
176,08/25/2020,282,42,5,229.0,
177,08/26/2020,313,24,6,236.0,
178,08/27/2020,266,31,1,242.0,
179,08/28/2020,278,23,6,246.0,
180,08/29/2020,128,22,4,245.0,
181,08/30/2020,181,20,8,249.0,
182,08/31/2020,309,38,3,251.0,
183,09/01/2020,293,21,5,253.0,
184,09/02/2020,275,24,7,247.0,
185,09/03/2020,272,20,6,248.0,
186,09/04/2020,228,30,4,241.0,
187,09/05/2020,156,19,3,245.0,
188,09/06/2020,205,28,7,248.0,
189,09/07/2020,218,21,3,235.0,
190,09/08/2020,389,24,2,249.0,
191,09/09/2020,341,28,3,258.0,
192,09/10/2020,320,25,3,265.0,
193,09/11/2020,305,35,4,276.0,
194,09/12/2020,200,13,5,283.0,
195,09/13/2020,254,17,3,290.0,
196,09/14/2020,418,24,5,318.0,
197,09/15/2020,333,33,3,310.0,
198,09/16/2020,354,45,7,312.0,
199,09/17/2020,348,29,3,316.0,
200,09/18/2020,275,37,4,312.0,
201,09/19/2020,158,21,5,306.0,
202,09/20/2020,160,23,3,292.0,
203,09/21/2020,509,21,3,305.0,
204,09/22/2020,387,26,3,313.0,
205,09/23/2020,510,32,4,335.0,
206,09/24/2020,462,32,2,352.0,
207,09/25/2020,440,41,4,375.0,
208,09/26/2020,271,20,6,391.0,
209,09/27/2020,372,32,2,422.0,
210,09/28/2020,429,36,4,410.0,
211,09/29/2020,669,40,8,450.0,
212,09/30/2020,576,38,7,460.0,
213,10/01/2020,608,31,5,481.0,
214,10/02/2020,584,44,4,501.0,
215,10/03/2020,267,18,5,501.0,
216,10/04/2020,331,39,6,495.0,
217,10/05/2020,801,41,3,548.0,6000.0
218,10/06/2020,521,43,1,527.0,6000.0
219,10/07/2020,389,32,4,500.0,6000.0
220,10/08/2020,352,34,3,464.0,6000.0
221,10/09/2020,267,22,1,418.0,6000.0
222,10/10/2020,71,0,0,390.0,6000.0
223,10/11/2020,11,0,0,345.0,6000.0
