,DATE_OF_INTEREST,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT,CASE_COUNT_7DAY_AVG,INCOMPLETE
156,08/03/2020,352,29,3,257.0,
157,08/04/2020,188,31,6,239.0,
158,08/05/2020,311,27,8,243.0,
159,08/06/2020,288,31,6,246.0,
160,08/07/2020,268,18,5,247.0,
161,08/08/2020,154,17,6,242.0,
162,08/09/2020,133,25,3,242.0,
163,08/10/2020,299,27,6,234.0,
164,08/11/2020,259,18,6,245.0,
165,08/12/2020,317,26,2,245.0,
166,08/13/2020,261,33,3,242.0,
167,08/14/2020,277,30,4,243.0,
168,08/15/2020,150,21,7,242.0,
169,08/16/2020,138,19,5,243.0,
170,08/17/2020,331,26,6,248.0,
171,08/18/2020,281,35,2,251.0,
172,08/19/2020,285,27,2,246.0,
173,08/20/2020,222,29,7,241.0,
174,08/21/2020,241,28,3,235.0,
175,08/22/2020,143,20,6,234.0,
176,08/23/2020,151,18,4,236.0,
177,08/24/2020,294,25,8,231.0,
178,08/25/2020,279,35,5,231.0,
179,08/26/2020,305,22,6,234.0,
180,08/27/2020,254,28,1,238.0,
181,08/28/2020,283,19,6,244.0,
182,08/29/2020,118,21,3,241.0,
183,08/30/2020,171,20,8,243.0,
184,08/31/2020,300,30,3,244.0,
185,09/01/2020,286,19,5,245.0,
186,09/02/2020,280,22,7,242.0,
187,09/03/2020,272,20,6,244.0,
188,09/04/2020,219,25,4,235.0,
189,09/05/2020,161,19,3,241.0,
190,09/06/2020,204,23,7,246.0,
191,09/07/2020,210,22,3,233.0,
192,09/08/2020,375,27,2,246.0,
193,09/09/2020,336,27,3,254.0,
194,09/10/2020,310,22,2,259.0,
195,09/11/2020,287,24,3,269.0,
196,09/12/2020,190,7,5,273.0,
197,09/13/2020,245,14,3,279.0,
198,09/14/2020,380,17,4,303.0,
199,09/15/2020,316,24,1,295.0,6000.0
200,09/16/2020,327,9,7,294.0,6000.0
201,09/17/2020,296,9,2,292.0,6000.0
202,09/18/2020,221,9,4,282.0,6000.0
203,09/19/2020,98,7,1,269.0,6000.0
204,09/20/2020,32,2,0,239.0,6000.0
205,09/21/2020,15,0,1,186.0,6000.0
