Active Cases,County Name,Deaths,FIPS,Negative Cases,Pending Cases,Positive Cases,Recovered,Scrape Time,Testing: Private Lab,Testing: Public Lab,Total Tested
26,Bradley,2,011,1365,0,88,60,2020-07-17 20:04:45.964593,931,522,1453
2,Calhoun,0,013,423,0,5,3,2020-07-17 20:04:45.964593,356,72,428
46,Carroll,6,015,3276,0,253,201,2020-07-17 20:04:45.964593,2741,788,3529
82,Chicot,3,017,1678,0,248,163,2020-07-17 20:04:45.964593,1659,267,1926
19,Clark,0,019,2185,0,88,69,2020-07-17 20:04:45.964593,1897,376,2273
15,Clay,3,021,1821,0,87,69,2020-07-17 20:04:45.964593,1758,150,1908
27,Cleburne,5,023,2586,0,149,117,2020-07-17 20:04:45.964593,2523,212,2735
8,Cleveland,0,025,889,0,41,33,2020-07-17 20:04:45.964593,806,124,930
32,Columbia,5,027,1793,0,124,87,2020-07-17 20:04:45.964593,1286,631,1917
23,Conway,3,029,2116,0,107,81,2020-07-17 20:04:45.964593,1852,371,2223
147,Craighead,7,031,12737,0,682,528,2020-07-17 20:04:45.964593,12705,714,13419
96,Crawford,3,033,5740,0,327,228,2020-07-17 20:04:45.964593,5636,431,6067
105,Crittenden,14,035,6611,0,916,797,2020-07-17 20:04:45.964593,6679,848,7527
22,Cross,1,037,1650,0,110,87,2020-07-17 20:04:45.964593,1499,261,1760
9,Dallas,0,039,634,0,20,11,2020-07-17 20:04:45.964593,553,101,654
25,Desha,1,041,1302,0,90,64,2020-07-17 20:04:45.964593,1129,263,1392
26,Drew,2,043,2088,0,102,74,2020-07-17 20:04:45.964593,1905,285,2190
221,Faulkner,4,045,12625,0,869,644,2020-07-17 20:04:45.964593,11836,1658,13494
4,Franklin,1,047,1746,0,35,30,2020-07-17 20:04:45.964593,1576,205,1781
3,Fulton,0,049,1065,0,19,16,2020-07-17 20:04:45.964593,1003,81,1084
109,Garland,5,051,9444,0,423,309,2020-07-17 20:04:45.964593,9202,665,9867
22,Grant,0,053,1588,0,74,52,2020-07-17 20:04:45.964593,1547,115,1662
25,Greene,0,055,4646,0,162,137,2020-07-17 20:04:45.964593,4316,492,4808
36,Hempstead,1,057,2031,0,108,71,2020-07-17 20:04:45.964593,1672,467,2139
745,Hot Spring,2,059,4259,0,1339,592,2020-07-17 20:04:45.964593,2405,3193,5598
39,Howard,1,061,1770,0,161,121,2020-07-17 20:04:45.964593,1573,358,1931
32,Independence,0,063,3443,0,97,65,2020-07-17 20:04:45.964593,3333,207,3540
5,Izard,1,065,1126,0,28,22,2020-07-17 20:04:45.964593,1032,122,1154
9,Jackson,0,067,1484,0,43,34,2020-07-17 20:04:45.964593,1069,458,1527
185,Jefferson,30,069,9375,0,950,735,2020-07-17 20:04:45.964593,7240,3085,10325
110,Johnson,0,071,1793,0,471,361,2020-07-17 20:04:45.964593,1199,1065,2264
10,Lafayette,2,073,428,0,34,22,2020-07-17 20:04:45.964593,388,74,462
26,Lawrence,9,075,1848,0,129,94,2020-07-17 20:04:45.964593,1696,281,1977
65,Lee,6,077,2447,0,855,784,2020-07-17 20:04:45.964593,1483,1819,3302
85,Lincoln,11,079,2113,0,1115,1019,2020-07-17 20:04:45.964593,1994,1234,3228
12,Little River,1,081,943,0,58,45,2020-07-17 20:04:45.964593,940,61,1001
36,Logan,0,083,2461,0,100,64,2020-07-17 20:04:45.964593,2235,326,2561
57,Lonoke,2,085,5780,0,240,181,2020-07-17 20:04:45.964593,5371,649,6020
15,Madison,1,087,2054,0,226,210,2020-07-17 20:04:45.964593,2116,164,2280
2,Marion,0,089,1073,0,14,12,2020-07-17 20:04:45.964593,977,110,1087
170,Miller,2,091,2840,0,324,152,2020-07-17 20:04:45.964593,2566,598,3164
375,Missing County Info,0,05,57961,0,1099,724,2020-07-17 20:04:45.964593,58936,124,59060
107,Mississippi,4,093,4574,0,381,270,2020-07-17 20:04:45.964593,4169,786,4955
7,Monroe,0,095,936,0,29,22,2020-07-17 20:04:45.964593,833,132,965
5,Montgomery,0,097,721,0,12,7,2020-07-17 20:04:45.964593,699,34,733
24,Nevada,6,099,1332,0,116,86,2020-07-17 20:04:45.964593,1196,252,1448
5,Newton,0,101,591,0,13,8,2020-07-17 20:04:45.964593,562,42,604
10,Ouachita,1,103,2175,0,41,30,2020-07-17 20:04:45.964593,1760,456,2216
7,Perry,0,105,1097,0,38,31,2020-07-17 20:04:45.964593,931,204,1135
37,Phillips,6,107,2870,0,193,150,2020-07-17 20:04:45.964593,1728,1335,3063
12,Pike,0,109,2130,0,27,15,2020-07-17 20:04:45.964593,2050,107,2157
17,Poinsett,3,111,1932,0,83,63,2020-07-17 20:04:45.964593,1816,199,2015
14,Polk,0,113,1752,0,98,84,2020-07-17 20:04:45.964593,1514,336,1850
179,Pope,4,115,6864,0,801,618,2020-07-17 20:04:45.964593,6681,984,7665
14,Prairie,0,117,734,0,40,26,2020-07-17 20:04:45.964593,679,95,774
916,Pulaski,69,119,45834,0,3497,2512,2020-07-17 20:04:45.964593,41979,7352,49331
29,Randolph,2,121,2234,0,92,61,2020-07-17 20:04:45.964593,2056,270,2326
148,Saline,3,125,11203,0,565,414,2020-07-17 20:04:45.964593,10708,1060,11768
4,Scott,0,127,698,0,18,14,2020-07-17 20:04:45.964593,625,91,716
4,Searcy,0,129,908,0,18,14,2020-07-17 20:04:45.964593,890,36,926
355,Sebastian,9,131,14601,0,1048,684,2020-07-17 20:04:45.964593,14291,1358,15649
61,Sevier,9,133,3826,0,842,772,2020-07-17 20:04:45.964593,4415,253,4668
19,Sharp,5,135,1288,0,77,53,2020-07-17 20:04:45.964593,1222,143,1365
45,St. Francis,3,123,4688,0,938,890,2020-07-17 20:04:45.964593,4584,1042,5626
4,Stone,1,137,1375,0,24,19,2020-07-17 20:04:45.964593,1035,364,1399
36,Union,14,139,3454,0,292,242,2020-07-17 20:04:45.964593,3173,573,3746
1,Van Buren,2,141,1254,0,37,34,2020-07-17 20:04:45.964593,1136,155,1291
637,Washington,37,143,17606,0,4913,4239,2020-07-17 20:04:45.964593,15653,6866,22519
49,White,2,145,4816,0,167,116,2020-07-17 20:04:45.964593,4495,488,4983
6,Woodruff,0,147,856,0,16,10,2020-07-17 20:04:45.964593,810,62,872
189,Yell,11,149,2778,0,905,705,2020-07-17 20:04:45.964593,2711,972,3683
61,Arkansas,1,001,1887,0,108,46,2020-07-18 20:12:45.595840,1718,277,1995
32,Ashley,3,003,1909,0,125,90,2020-07-18 20:12:45.595840,1717,317,2034
11,Baxter,0,005,2739,0,40,29,2020-07-18 20:12:45.595840,2413,366,2779
496,Benton,25,007,42481,0,3789,3268,2020-07-18 20:12:45.595840,42824,3446,46270
32,Boone,1,009,3031,0,74,41,2020-07-18 20:12:45.595840,2835,270,3105
28,Bradley,2,011,1374,0,91,61,2020-07-18 20:12:45.595840,942,523,1465
2,Calhoun,0,013,427,0,5,3,2020-07-18 20:12:45.595840,360,72,432
48,Carroll,6,015,3307,0,262,208,2020-07-18 20:12:45.595840,2765,804,3569
77,Chicot,3,017,1696,0,252,172,2020-07-18 20:12:45.595840,1678,270,1948
22,Clark,0,019,2201,0,94,72,2020-07-18 20:12:45.595840,1918,377,2295
15,Clay,3,021,1844,0,88,70,2020-07-18 20:12:45.595840,1781,151,1932
28,Cleburne,5,023,2626,0,153,120,2020-07-18 20:12:45.595840,2564,215,2779
8,Cleveland,0,025,903,0,41,33,2020-07-18 20:12:45.595840,818,126,944
36,Columbia,5,027,1923,0,132,91,2020-07-18 20:12:45.595840,1298,757,2055
26,Conway,3,029,2169,0,111,82,2020-07-18 20:12:45.595840,1907,373,2280
152,Craighead,7,031,12824,0,701,542,2020-07-18 20:12:45.595840,12789,736,13525
106,Crawford,3,033,5873,0,347,238,2020-07-18 20:12:45.595840,5782,438,6220
107,Crittenden,14,035,6641,0,929,808,2020-07-18 20:12:45.595840,6714,856,7570
25,Cross,1,037,1664,0,113,87,2020-07-18 20:12:45.595840,1508,269,1777
9,Dallas,0,039,641,0,20,11,2020-07-18 20:12:45.595840,560,101,661
31,Desha,1,041,1321,0,98,66,2020-07-18 20:12:45.595840,1152,267,1419
32,Drew,2,043,2133,0,111,77,2020-07-18 20:12:45.595840,1948,296,2244
217,Faulkner,4,045,12757,0,888,667,2020-07-18 20:12:45.595840,11980,1665,13645
6,Franklin,1,047,1780,0,37,30,2020-07-18 20:12:45.595840,1607,210,1817
4,Fulton,0,049,1078,0,20,16,2020-07-18 20:12:45.595840,1017,81,1098
125,Garland,5,051,9594,0,442,312,2020-07-18 20:12:45.595840,9339,697,10036
22,Grant,0,053,1612,0,77,55,2020-07-18 20:12:45.595840,1569,120,1689
30,Greene,0,055,4726,0,168,138,2020-07-18 20:12:45.595840,4401,493,4894
38,Hempstead,1,057,2046,0,112,73,2020-07-18 20:12:45.595840,1675,483,2158
749,Hot Spring,2,059,4294,0,1344,593,2020-07-18 20:12:45.595840,2443,3195,5638
38,Howard,1,061,1791,0,167,128,2020-07-18 20:12:45.595840,1587,371,1958
38,Independence,0,063,3520,0,107,69,2020-07-18 20:12:45.595840,3412,215,3627
5,Izard,1,065,1136,0,28,22,2020-07-18 20:12:45.595840,1041,123,1164
9,Jackson,0,067,1494,0,44,35,2020-07-18 20:12:45.595840,1077,461,1538
191,Jefferson,30,069,9705,0,969,748,2020-07-18 20:12:45.595840,7372,3302,10674
103,Johnson,0,071,1815,0,476,373,2020-07-18 20:12:45.595840,1208,1083,2291
12,Lafayette,2,073,436,0,36,22,2020-07-18 20:12:45.595840,395,77,472
29,Lawrence,9,075,1854,0,133,95,2020-07-18 20:12:45.595840,1706,281,1987
68,Lee,6,077,2457,0,859,785,2020-07-18 20:12:45.595840,1493,1823,3316
87,Lincoln,11,079,2124,0,1118,1020,2020-07-18 20:12:45.595840,2006,1236,3242
13,Little River,1,081,945,0,60,46,2020-07-18 20:12:45.595840,944,61,1005
36,Logan,0,083,2500,0,103,67,2020-07-18 20:12:45.595840,2273,330,2603
60,Lonoke,2,085,5838,0,246,184,2020-07-18 20:12:45.595840,5426,658,6084
14,Madison,1,087,2084,0,227,212,2020-07-18 20:12:45.595840,2145,166,2311
3,Marion,0,089,1083,0,15,12,2020-07-18 20:12:45.595840,988,110,1098
132,Miller,2,091,2868,0,329,195,2020-07-18 20:12:45.595840,2589,608,3197
395,Missing County Info,0,05,58241,0,1123,728,2020-07-18 20:12:45.595840,59224,140,59364
116,Mississippi,5,093,4666,0,401,280,2020-07-18 20:12:45.595840,4266,801,5067
7,Monroe,0,095,945,0,29,22,2020-07-18 20:12:45.595840,842,132,974
5,Montgomery,0,097,725,0,12,7,2020-07-18 20:12:45.595840,703,34,737
25,Nevada,6,099,1345,0,116,85,2020-07-18 20:12:45.595840,1200,261,1461
6,Newton,0,101,596,0,14,8,2020-07-18 20:12:45.595840,568,42,610
13,Ouachita,1,103,2194,0,44,30,2020-07-18 20:12:45.595840,1776,462,2238
7,Perry,0,105,1114,0,39,32,2020-07-18 20:12:45.595840,949,204,1153
47,Phillips,6,107,2996,0,205,152,2020-07-18 20:12:45.595840,1756,1445,3201
13,Pike,0,109,2154,0,30,17,2020-07-18 20:12:45.595840,2073,111,2184
24,Poinsett,3,111,1953,0,90,63,2020-07-18 20:12:45.595840,1826,217,2043
16,Polk,0,113,1759,0,101,85,2020-07-18 20:12:45.595840,1523,337,1860
188,Pope,4,115,6920,0,817,625,2020-07-18 20:12:45.595840,6747,990,7737
17,Prairie,0,117,743,0,44,27,2020-07-18 20:12:45.595840,691,96,787
918,Pulaski,69,119,46501,0,3578,2591,2020-07-18 20:12:45.595840,42442,7637,50079
28,Randolph,2,121,2249,0,94,64,2020-07-18 20:12:45.595840,2071,272,2343
142,Saline,3,125,11301,0,578,433,2020-07-18 20:12:45.595840,10814,1065,11879
5,Scott,0,127,712,0,19,14,2020-07-18 20:12:45.595840,640,91,731
3,Searcy,0,129,913,0,18,15,2020-07-18 20:12:45.595840,895,36,931
378,Sebastian,9,131,14923,0,1102,715,2020-07-18 20:12:45.595840,14648,1377,16025
61,Sevier,9,133,3849,0,846,776,2020-07-18 20:12:45.595840,4442,253,4695
21,Sharp,5,135,1303,0,79,53,2020-07-18 20:12:45.595840,1239,143,1382
47,St. Francis,3,123,4724,0,942,892,2020-07-18 20:12:45.595840,4610,1056,5666
7,Stone,1,137,1389,0,27,19,2020-07-18 20:12:45.595840,1048,368,1416
47,Union,14,139,3482,0,305,244,2020-07-18 20:12:45.595840,3194,593,3787
2,Van Buren,2,141,1269,0,38,34,2020-07-18 20:12:45.595840,1151,156,1307
699,Washington,37,143,18012,0,5059,4323,2020-07-18 20:12:45.595840,16096,6975,23071
44,White,2,145,4844,0,168,122,2020-07-18 20:12:45.595840,4516,496,5012
6,Woodruff,0,147,858,0,17,11,2020-07-18 20:12:45.595840,813,62,875
184,Yell,12,149,2807,0,909,713,2020-07-18 20:12:45.595840,2742,974,3716
61,Arkansas,1,001,1887,0,108,46,2020-07-19 20:04:03.236627,1718,277,1995
32,Ashley,3,003,1909,0,125,90,2020-07-19 20:04:03.236627,1717,317,2034
11,Baxter,0,005,2739,0,40,29,2020-07-19 20:04:03.236627,2413,366,2779
496,Benton,25,007,42481,0,3789,3268,2020-07-19 20:04:03.236627,42824,3446,46270
32,Boone,1,009,3031,0,74,41,2020-07-19 20:04:03.236627,2835,270,3105
28,Bradley,2,011,1374,0,91,61,2020-07-19 20:04:03.236627,942,523,1465
2,Calhoun,0,013,427,0,5,3,2020-07-19 20:04:03.236627,360,72,432
48,Carroll,6,015,3307,0,262,208,2020-07-19 20:04:03.236627,2765,804,3569
77,Chicot,3,017,1696,0,252,172,2020-07-19 20:04:03.236627,1678,270,1948
22,Clark,0,019,2201,0,94,72,2020-07-19 20:04:03.236627,1918,377,2295
15,Clay,3,021,1844,0,88,70,2020-07-19 20:04:03.236627,1781,151,1932
28,Cleburne,5,023,2626,0,153,120,2020-07-19 20:04:03.236627,2564,215,2779
8,Cleveland,0,025,903,0,41,33,2020-07-19 20:04:03.236627,818,126,944
36,Columbia,5,027,1923,0,132,91,2020-07-19 20:04:03.236627,1298,757,2055
26,Conway,3,029,2169,0,111,82,2020-07-19 20:04:03.236627,1907,373,2280
152,Craighead,7,031,12824,0,701,542,2020-07-19 20:04:03.236627,12789,736,13525
106,Crawford,3,033,5873,0,347,238,2020-07-19 20:04:03.236627,5782,438,6220
107,Crittenden,14,035,6641,0,929,808,2020-07-19 20:04:03.236627,6714,856,7570
25,Cross,1,037,1664,0,113,87,2020-07-19 20:04:03.236627,1508,269,1777
9,Dallas,0,039,641,0,20,11,2020-07-19 20:04:03.236627,560,101,661
31,Desha,1,041,1321,0,98,66,2020-07-19 20:04:03.236627,1152,267,1419
32,Drew,2,043,2133,0,111,77,2020-07-19 20:04:03.236627,1948,296,2244
217,Faulkner,4,045,12757,0,888,667,2020-07-19 20:04:03.236627,11980,1665,13645
6,Franklin,1,047,1780,0,37,30,2020-07-19 20:04:03.236627,1607,210,1817
4,Fulton,0,049,1078,0,20,16,2020-07-19 20:04:03.236627,1017,81,1098
125,Garland,5,051,9594,0,442,312,2020-07-19 20:04:03.236627,9339,697,10036
22,Grant,0,053,1612,0,77,55,2020-07-19 20:04:03.236627,1569,120,1689
30,Greene,0,055,4726,0,168,138,2020-07-19 20:04:03.236627,4401,493,4894
38,Hempstead,1,057,2046,0,112,73,2020-07-19 20:04:03.236627,1675,483,2158
749,Hot Spring,2,059,4294,0,1344,593,2020-07-19 20:04:03.236627,2443,3195,5638
38,Howard,1,061,1791,0,167,128,2020-07-19 20:04:03.236627,1587,371,1958
38,Independence,0,063,3520,0,107,69,2020-07-19 20:04:03.236627,3412,215,3627
5,Izard,1,065,1136,0,28,22,2020-07-19 20:04:03.236627,1041,123,1164
9,Jackson,0,067,1494,0,44,35,2020-07-19 20:04:03.236627,1077,461,1538
191,Jefferson,30,069,9705,0,969,748,2020-07-19 20:04:03.236627,7372,3302,10674
103,Johnson,0,071,1815,0,476,373,2020-07-19 20:04:03.236627,1208,1083,2291
12,Lafayette,2,073,436,0,36,22,2020-07-19 20:04:03.236627,395,77,472
29,Lawrence,9,075,1854,0,133,95,2020-07-19 20:04:03.236627,1706,281,1987
68,Lee,6,077,2457,0,859,785,2020-07-19 20:04:03.236627,1493,1823,3316
87,Lincoln,11,079,2124,0,1118,1020,2020-07-19 20:04:03.236627,2006,1236,3242
13,Little River,1,081,945,0,60,46,2020-07-19 20:04:03.236627,944,61,1005
36,Logan,0,083,2500,0,103,67,2020-07-19 20:04:03.236627,2273,330,2603
60,Lonoke,2,085,5838,0,246,184,2020-07-19 20:04:03.236627,5426,658,6084
14,Madison,1,087,2084,0,227,212,2020-07-19 20:04:03.236627,2145,166,2311
3,Marion,0,089,1083,0,15,12,2020-07-19 20:04:03.236627,988,110,1098
132,Miller,2,091,2868,0,329,195,2020-07-19 20:04:03.236627,2589,608,3197
395,Missing County Info,0,05,58241,0,1123,728,2020-07-19 20:04:03.236627,59224,140,59364
116,Mississippi,5,093,4666,0,401,280,2020-07-19 20:04:03.236627,4266,801,5067
7,Monroe,0,095,945,0,29,22,2020-07-19 20:04:03.236627,842,132,974
5,Montgomery,0,097,725,0,12,7,2020-07-19 20:04:03.236627,703,34,737
25,Nevada,6,099,1345,0,116,85,2020-07-19 20:04:03.236627,1200,261,1461
6,Newton,0,101,596,0,14,8,2020-07-19 20:04:03.236627,568,42,610
13,Ouachita,1,103,2194,0,44,30,2020-07-19 20:04:03.236627,1776,462,2238
7,Perry,0,105,1114,0,39,32,2020-07-19 20:04:03.236627,949,204,1153
47,Phillips,6,107,2996,0,205,152,2020-07-19 20:04:03.236627,1756,1445,3201
13,Pike,0,109,2154,0,30,17,2020-07-19 20:04:03.236627,2073,111,2184
24,Poinsett,3,111,1953,0,90,63,2020-07-19 20:04:03.236627,1826,217,2043
16,Polk,0,113,1759,0,101,85,2020-07-19 20:04:03.236627,1523,337,1860
188,Pope,4,115,6920,0,817,625,2020-07-19 20:04:03.236627,6747,990,7737
17,Prairie,0,117,743,0,44,27,2020-07-19 20:04:03.236627,691,96,787
918,Pulaski,69,119,46501,0,3578,2591,2020-07-19 20:04:03.236627,42442,7637,50079
28,Randolph,2,121,2249,0,94,64,2020-07-19 20:04:03.236627,2071,272,2343
142,Saline,3,125,11301,0,578,433,2020-07-19 20:04:03.236627,10814,1065,11879
5,Scott,0,127,712,0,19,14,2020-07-19 20:04:03.236627,640,91,731
3,Searcy,0,129,913,0,18,15,2020-07-19 20:04:03.236627,895,36,931
378,Sebastian,9,131,14923,0,1102,715,2020-07-19 20:04:03.236627,14648,1377,16025
61,Sevier,9,133,3849,0,846,776,2020-07-19 20:04:03.236627,4442,253,4695
21,Sharp,5,135,1303,0,79,53,2020-07-19 20:04:03.236627,1239,143,1382
47,St. Francis,3,123,4724,0,942,892,2020-07-19 20:04:03.236627,4610,1056,5666
7,Stone,1,137,1389,0,27,19,2020-07-19 20:04:03.236627,1048,368,1416
47,Union,14,139,3482,0,305,244,2020-07-19 20:04:03.236627,3194,593,3787
2,Van Buren,2,141,1269,0,38,34,2020-07-19 20:04:03.236627,1151,156,1307
699,Washington,37,143,18012,0,5059,4323,2020-07-19 20:04:03.236627,16096,6975,23071
44,White,2,145,4844,0,168,122,2020-07-19 20:04:03.236627,4516,496,5012
6,Woodruff,0,147,858,0,17,11,2020-07-19 20:04:03.236627,813,62,875
184,Yell,12,149,2807,0,909,713,2020-07-19 20:04:03.236627,2742,974,3716
81,Arkansas,1,001,1984,0,134,52,2020-07-20 20:07:05.240663,1750,368,2118
43,Ashley,3,003,1973,0,137,91,2020-07-20 20:07:05.240663,1780,330,2110
11,Baxter,0,005,2799,0,44,33,2020-07-20 20:07:05.240663,2448,395,2843
497,Benton,27,007,43529,0,3887,3363,2020-07-20 20:07:05.240663,43769,3647,47416
36,Boone,1,009,3108,0,79,42,2020-07-20 20:07:05.240663,2901,286,3187
36,Bradley,2,011,1447,0,101,63,2020-07-20 20:07:05.240663,998,550,1548
3,Calhoun,0,013,439,0,6,3,2020-07-20 20:07:05.240663,364,81,445
63,Carroll,6,015,3412,0,286,217,2020-07-20 20:07:05.240663,2828,870,3698
73,Chicot,3,017,1746,0,260,184,2020-07-20 20:07:05.240663,1726,280,2006
26,Clark,0,019,2259,0,103,77,2020-07-20 20:07:05.240663,1977,385,2362
15,Clay,3,021,1900,0,90,72,2020-07-20 20:07:05.240663,1834,156,1990
27,Cleburne,5,023,2689,0,156,124,2020-07-20 20:07:05.240663,2626,219,2845
9,Cleveland,0,025,922,0,43,34,2020-07-20 20:07:05.240663,839,126,965
39,Columbia,5,027,1986,0,139,95,2020-07-20 20:07:05.240663,1331,794,2125
26,Conway,3,029,2255,0,114,85,2020-07-20 20:07:05.240663,1982,387,2369
154,Craighead,8,031,13099,0,739,577,2020-07-20 20:07:05.240663,13084,754,13838
103,Crawford,3,033,6045,0,360,254,2020-07-20 20:07:05.240663,5930,475,6405
117,Crittenden,15,035,6758,0,957,825,2020-07-20 20:07:05.240663,6845,870,7715
24,Cross,1,037,1719,0,117,92,2020-07-20 20:07:05.240663,1561,275,1836
9,Dallas,0,039,662,0,21,12,2020-07-20 20:07:05.240663,579,104,683
37,Desha,1,041,1372,0,110,72,2020-07-20 20:07:05.240663,1198,284,1482
34,Drew,2,043,2221,0,116,80,2020-07-20 20:07:05.240663,2027,310,2337
206,Faulkner,4,045,13194,0,926,716,2020-07-20 20:07:05.240663,12384,1736,14120
13,Franklin,1,047,1854,0,44,30,2020-07-20 20:07:05.240663,1680,218,1898
3,Fulton,0,049,1107,0,20,17,2020-07-20 20:07:05.240663,1033,94,1127
164,Garland,5,051,10092,0,499,330,2020-07-20 20:07:05.240663,9834,757,10591
22,Grant,0,053,1670,0,83,61,2020-07-20 20:07:05.240663,1625,128,1753
31,Greene,0,055,4877,0,175,144,2020-07-20 20:07:05.240663,4548,504,5052
50,Hempstead,1,057,2183,0,131,80,2020-07-20 20:07:05.240663,1787,527,2314
747,Hot Spring,2,059,4491,0,1354,605,2020-07-20 20:07:05.240663,2634,3211,5845
45,Howard,1,061,1921,0,178,132,2020-07-20 20:07:05.240663,1671,428,2099
44,Independence,0,063,3630,0,114,70,2020-07-20 20:07:05.240663,3511,233,3744
5,Izard,1,065,1155,0,28,22,2020-07-20 20:07:05.240663,1054,129,1183
12,Jackson,0,067,1524,0,48,36,2020-07-20 20:07:05.240663,1097,475,1572
229,Jefferson,30,069,10384,0,1029,770,2020-07-20 20:07:05.240663,7584,3829,11413
100,Johnson,0,071,1999,0,500,400,2020-07-20 20:07:05.240663,1338,1161,2499
11,Lafayette,2,073,453,0,38,25,2020-07-20 20:07:05.240663,410,81,491
36,Lawrence,9,075,1890,0,142,97,2020-07-20 20:07:05.240663,1739,293,2032
74,Lee,5,077,2545,0,865,786,2020-07-20 20:07:05.240663,1581,1829,3410
88,Lincoln,11,079,2228,0,1121,1022,2020-07-20 20:07:05.240663,2038,1311,3349
17,Little River,1,081,993,0,65,47,2020-07-20 20:07:05.240663,996,62,1058
36,Logan,0,083,2593,0,110,74,2020-07-20 20:07:05.240663,2357,346,2703
61,Lonoke,2,085,5996,0,261,198,2020-07-20 20:07:05.240663,5568,689,6257
17,Madison,1,087,2124,0,231,213,2020-07-20 20:07:05.240663,2182,173,2355
3,Marion,0,089,1107,0,15,12,2020-07-20 20:07:05.240663,1002,120,1122
86,Miller,2,091,3229,0,360,272,2020-07-20 20:07:05.240663,2951,638,3589
458,Missing County Info,0,05,58797,0,1255,797,2020-07-20 20:07:05.240663,59859,193,60052
147,Mississippi,6,093,4826,0,450,297,2020-07-20 20:07:05.240663,4446,830,5276
11,Monroe,0,095,979,0,35,24,2020-07-20 20:07:05.240663,871,143,1014
6,Montgomery,0,097,747,0,15,9,2020-07-20 20:07:05.240663,726,36,762
26,Nevada,6,099,1373,0,117,85,2020-07-20 20:07:05.240663,1221,269,1490
8,Newton,0,101,615,0,17,9,2020-07-20 20:07:05.240663,582,50,632
19,Ouachita,1,103,2288,0,52,32,2020-07-20 20:07:05.240663,1846,494,2340
6,Perry,0,105,1146,0,39,33,2020-07-20 20:07:05.240663,977,208,1185
53,Phillips,6,107,3080,0,214,155,2020-07-20 20:07:05.240663,1824,1470,3294
15,Pike,0,109,2210,0,35,20,2020-07-20 20:07:05.240663,2122,123,2245
24,Poinsett,3,111,2004,0,96,69,2020-07-20 20:07:05.240663,1870,230,2100
16,Polk,0,113,1814,0,104,88,2020-07-20 20:07:05.240663,1570,348,1918
214,Pope,4,115,7371,0,875,657,2020-07-20 20:07:05.240663,7044,1202,8246
20,Prairie,0,117,775,0,49,29,2020-07-20 20:07:05.240663,723,101,824
897,Pulaski,69,119,48033,0,3717,2751,2020-07-20 20:07:05.240663,43486,8264,51750
29,Randolph,2,121,2308,0,98,67,2020-07-20 20:07:05.240663,2108,298,2406
140,Saline,3,125,11790,0,594,451,2020-07-20 20:07:05.240663,11251,1133,12384
6,Scott,0,127,735,0,21,15,2020-07-20 20:07:05.240663,658,98,756
5,Searcy,0,129,936,0,20,15,2020-07-20 20:07:05.240663,913,43,956
396,Sebastian,9,131,15406,0,1166,761,2020-07-20 20:07:05.240663,15139,1433,16572
63,Sevier,9,133,3939,0,861,789,2020-07-20 20:07:05.240663,4540,260,4800
21,Sharp,5,135,1333,0,81,55,2020-07-20 20:07:05.240663,1256,158,1414
56,St. Francis,3,123,4960,0,960,901,2020-07-20 20:07:05.240663,4830,1090,5920
11,Stone,1,137,1437,0,32,20,2020-07-20 20:07:05.240663,1068,401,1469
47,Union,14,139,3544,0,313,252,2020-07-20 20:07:05.240663,3248,609,3857
0,Van Buren,2,141,1302,0,38,36,2020-07-20 20:07:05.240663,1180,160,1340
733,Washington,38,143,18791,0,5234,4463,2020-07-20 20:07:05.240663,16704,7321,24025
37,White,2,145,4942,0,169,130,2020-07-20 20:07:05.240663,4596,515,5111
5,Woodruff,0,147,867,0,18,13,2020-07-20 20:07:05.240663,822,63,885
135,Yell,13,149,2978,0,916,768,2020-07-20 20:07:05.240663,2886,1008,3894
85,Arkansas,1,001,2038,0,144,58,2020-07-21 21:50:36.663038,1810,372,2182
41,Ashley,4,003,1993,0,138,93,2020-07-21 21:50:36.663038,1797,334,2131
12,Baxter,0,005,2855,0,46,34,2020-07-21 21:50:36.663038,2462,439,2901
471,Benton,28,007,44198,0,3939,3440,2020-07-21 21:50:36.663038,44322,3815,48137
35,Boone,1,009,3161,0,81,45,2020-07-21 21:50:36.663038,2943,299,3242
34,Bradley,2,011,1479,0,103,67,2020-07-21 21:50:36.663038,1028,554,1582
2,Calhoun,0,013,446,0,7,5,2020-07-21 21:50:36.663038,372,81,453
66,Carroll,6,015,3458,0,291,219,2020-07-21 21:50:36.663038,2855,894,3749
71,Chicot,3,017,1749,0,264,190,2020-07-21 21:50:36.663038,1731,282,2013
25,Clark,0,019,2283,0,105,80,2020-07-21 21:50:36.663038,2002,386,2388
15,Clay,3,021,1905,0,92,74,2020-07-21 21:50:36.663038,1841,156,1997
25,Cleburne,5,023,2710,0,159,129,2020-07-21 21:50:36.663038,2649,220,2869
11,Cleveland,0,025,940,0,46,35,2020-07-21 21:50:36.663038,857,129,986
34,Columbia,5,027,2013,0,141,102,2020-07-21 21:50:36.663038,1340,814,2154
24,Conway,3,029,2302,0,115,88,2020-07-21 21:50:36.663038,2024,393,2417
171,Craighead,8,031,13230,0,795,616,2020-07-21 21:50:36.663038,13260,765,14025
104,Crawford,3,033,6173,0,370,263,2020-07-21 21:50:36.663038,6045,498,6543
113,Crittenden,15,035,6841,0,972,844,2020-07-21 21:50:36.663038,6932,881,7813
21,Cross,1,037,1742,0,121,99,2020-07-21 21:50:36.663038,1576,287,1863
