Active Cases,County Name,Deaths,FIPS,Negative Cases,Pending Cases,Positive Cases,Recovered,Scrape Time,Testing: Private Lab,Testing: Public Lab,Total Tested
3,Arkansas,0,001,550,0,7,4,2020-06-13 20:36:07.956582,521,36,557
10,Ashley,1,003,911,0,40,29,2020-06-13 20:36:07.956582,799,152,951
2,Baxter,0,005,1225,0,14,12,2020-06-13 20:36:07.956582,1160,79,1239
605,Benton,7,007,20694,0,1362,750,2020-06-13 20:36:07.956582,20650,1406,22056
3,Boone,0,009,1280,0,9,6,2020-06-13 20:36:07.956582,1262,27,1289
12,Bradley,1,011,608,0,34,21,2020-06-13 20:36:07.956582,418,224,642
0,Calhoun,0,013,156,0,0,0,2020-06-13 20:36:07.956582,147,9,156
40,Carroll,1,015,1545,0,70,29,2020-06-13 20:36:07.956582,1348,267,1615
24,Chicot,1,017,524,0,43,18,2020-06-13 20:36:07.956582,490,77,567
6,Clark,0,019,1067,0,45,39,2020-06-13 20:36:07.956582,820,292,1112
13,Clay,0,021,821,0,18,5,2020-06-13 20:36:07.956582,824,15,839
2,Cleburne,4,023,1098,0,75,69,2020-06-13 20:36:07.956582,1071,102,1173
0,Cleveland,0,025,456,0,19,19,2020-06-13 20:36:07.956582,383,92,475
6,Columbia,2,027,773,0,27,19,2020-06-13 20:36:07.956582,704,96,800
4,Conway,2,029,761,0,19,13,2020-06-13 20:36:07.956582,701,79,780
98,Craighead,1,031,7591,0,352,253,2020-06-13 20:36:07.956582,7629,314,7943
20,Crawford,0,033,2029,0,51,31,2020-06-13 20:36:07.956582,2000,80,2080
102,Crittenden,9,035,4219,0,517,406,2020-06-13 20:36:07.956582,4223,513,4736
22,Cross,0,037,933,0,75,53,2020-06-13 20:36:07.956582,806,202,1008
1,Dallas,0,039,229,0,3,2,2020-06-13 20:36:07.956582,218,14,232
1,Desha,0,041,582,0,20,19,2020-06-13 20:36:07.956582,491,111,602
6,Drew,1,043,948,0,25,18,2020-06-13 20:36:07.956582,886,87,973
41,Faulkner,3,045,4077,0,147,103,2020-06-13 20:36:07.956582,3764,460,4224
2,Franklin,0,047,550,0,6,4,2020-06-13 20:36:07.956582,490,66,556
2,Fulton,0,049,569,0,9,7,2020-06-13 20:36:07.956582,551,27,578
25,Garland,1,051,4776,0,161,135,2020-06-13 20:36:07.956582,4757,180,4937
5,Grant,0,053,741,0,24,19,2020-06-13 20:36:07.956582,719,46,765
5,Greene,0,055,2614,0,71,66,2020-06-13 20:36:07.956582,2451,234,2685
13,Hempstead,1,057,1023,0,34,20,2020-06-13 20:36:07.956582,951,106,1057
5,Hot Spring,0,059,1206,0,38,33,2020-06-13 20:36:07.956582,1169,75,1244
9,Howard,0,061,680,0,38,29,2020-06-13 20:36:07.956582,697,21,718
6,Independence,0,063,1609,0,39,33,2020-06-13 20:36:07.956582,1558,90,1648
0,Izard,1,065,490,0,19,18,2020-06-13 20:36:07.956582,482,27,509
11,Jackson,0,067,568,0,16,5,2020-06-13 20:36:07.956582,486,98,584
103,Jefferson,28,069,4203,0,628,497,2020-06-13 20:36:07.956582,3537,1294,4831
32,Johnson,0,071,806,0,84,52,2020-06-13 20:36:07.956582,514,376,890
1,Lafayette,1,073,231,0,11,9,2020-06-13 20:36:07.956582,233,9,242
8,Lawrence,9,075,1041,0,90,73,2020-06-13 20:36:07.956582,1089,42,1131
451,Lee,1,077,1179,0,481,29,2020-06-13 20:36:07.956582,727,933,1660
17,Lincoln,11,079,1100,0,987,959,2020-06-13 20:36:07.956582,1519,568,2087
15,Little River,0,081,616,0,34,19,2020-06-13 20:36:07.956582,617,33,650
6,Logan,0,083,679,0,18,12,2020-06-13 20:36:07.956582,619,78,697
14,Lonoke,0,085,2547,0,70,56,2020-06-13 20:36:07.956582,2331,286,2617
68,Madison,0,087,1121,0,107,39,2020-06-13 20:36:07.956582,1127,101,1228
0,Marion,0,089,505,0,2,2,2020-06-13 20:36:07.956582,494,13,507
15,Miller,1,091,1153,0,69,53,2020-06-13 20:36:07.956582,1149,73,1222
156,Missing County Info,0,05,32992,0,321,165,2020-06-13 20:36:07.956582,33069,244,33313
13,Mississippi,2,093,2292,0,91,76,2020-06-13 20:36:07.956582,2167,216,2383
2,Monroe,0,095,348,0,7,5,2020-06-13 20:36:07.956582,330,25,355
0,Montgomery,0,097,218,0,2,2,2020-06-13 20:36:07.956582,204,16,220
65,Nevada,0,099,530,0,74,9,2020-06-13 20:36:07.956582,505,99,604
0,Newton,0,101,298,0,3,3,2020-06-13 20:36:07.956582,294,7,301
3,Ouachita,0,103,1082,0,13,10,2020-06-13 20:36:07.956582,939,156,1095
2,Perry,0,105,405,0,16,14,2020-06-13 20:36:07.956582,375,46,421
13,Phillips,1,107,954,0,36,22,2020-06-13 20:36:07.956582,735,255,990
2,Pike,0,109,1023,0,7,5,2020-06-13 20:36:07.956582,1014,16,1030
13,Poinsett,3,111,1039,0,50,34,2020-06-13 20:36:07.956582,1038,51,1089
21,Polk,0,113,852,0,51,30,2020-06-13 20:36:07.956582,758,145,903
73,Pope,2,115,3301,0,245,170,2020-06-13 20:36:07.956582,3159,387,3546
4,Prairie,0,117,265,0,7,3,2020-06-13 20:36:07.956582,249,23,272
313,Pulaski,41,119,19411,0,1266,912,2020-06-13 20:36:07.956582,18304,2373,20677
4,Randolph,0,121,1291,0,28,24,2020-06-13 20:36:07.956582,1218,101,1319
44,Saline,2,125,5765,0,167,121,2020-06-13 20:36:07.956582,5512,420,5932
0,Scott,0,127,226,0,2,2,2020-06-13 20:36:07.956582,207,21,228
0,Searcy,0,129,609,0,7,7,2020-06-13 20:36:07.956582,605,11,616
81,Sebastian,2,131,3965,0,144,61,2020-06-13 20:36:07.956582,3895,214,4109
170,Sevier,4,133,2341,0,428,254,2020-06-13 20:36:07.956582,2623,146,2769
4,Sharp,3,135,688,0,50,43,2020-06-13 20:36:07.956582,667,71,738
88,St. Francis,2,123,3656,0,771,681,2020-06-13 20:36:07.956582,3817,610,4427
2,Stone,0,137,559,0,11,9,2020-06-13 20:36:07.956582,548,22,570
28,Union,11,139,1865,0,202,163,2020-06-13 20:36:07.956582,1859,208,2067
2,Van Buren,2,141,728,0,30,26,2020-06-13 20:36:07.956582,647,111,758
998,Washington,12,143,8368,0,1710,700,2020-06-13 20:36:07.956582,7277,2801,10078
10,White,1,145,2377,0,56,45,2020-06-13 20:36:07.956582,2260,173,2433
2,Woodruff,0,147,240,0,3,1,2020-06-13 20:36:07.956582,212,31,243
108,Yell,2,149,927,0,289,179,2020-06-13 20:36:07.956582,890,326,1216
3,Arkansas,0,001,550,0,7,4,2020-06-13 20:40:02.201532,521,36,557
10,Ashley,1,003,911,0,40,29,2020-06-13 20:40:02.201532,799,152,951
2,Baxter,0,005,1225,0,14,12,2020-06-13 20:40:02.201532,1160,79,1239
605,Benton,7,007,20694,0,1362,750,2020-06-13 20:40:02.201532,20650,1406,22056
3,Boone,0,009,1280,0,9,6,2020-06-13 20:40:02.201532,1262,27,1289
12,Bradley,1,011,608,0,34,21,2020-06-13 20:40:02.201532,418,224,642
0,Calhoun,0,013,156,0,0,0,2020-06-13 20:40:02.201532,147,9,156
40,Carroll,1,015,1545,0,70,29,2020-06-13 20:40:02.201532,1348,267,1615
24,Chicot,1,017,524,0,43,18,2020-06-13 20:40:02.201532,490,77,567
6,Clark,0,019,1067,0,45,39,2020-06-13 20:40:02.201532,820,292,1112
13,Clay,0,021,821,0,18,5,2020-06-13 20:40:02.201532,824,15,839
2,Cleburne,4,023,1098,0,75,69,2020-06-13 20:40:02.201532,1071,102,1173
0,Cleveland,0,025,456,0,19,19,2020-06-13 20:40:02.201532,383,92,475
6,Columbia,2,027,773,0,27,19,2020-06-13 20:40:02.201532,704,96,800
4,Conway,2,029,761,0,19,13,2020-06-13 20:40:02.201532,701,79,780
98,Craighead,1,031,7591,0,352,253,2020-06-13 20:40:02.201532,7629,314,7943
20,Crawford,0,033,2029,0,51,31,2020-06-13 20:40:02.201532,2000,80,2080
102,Crittenden,9,035,4219,0,517,406,2020-06-13 20:40:02.201532,4223,513,4736
22,Cross,0,037,933,0,75,53,2020-06-13 20:40:02.201532,806,202,1008
1,Dallas,0,039,229,0,3,2,2020-06-13 20:40:02.201532,218,14,232
1,Desha,0,041,582,0,20,19,2020-06-13 20:40:02.201532,491,111,602
6,Drew,1,043,948,0,25,18,2020-06-13 20:40:02.201532,886,87,973
41,Faulkner,3,045,4077,0,147,103,2020-06-13 20:40:02.201532,3764,460,4224
2,Franklin,0,047,550,0,6,4,2020-06-13 20:40:02.201532,490,66,556
2,Fulton,0,049,569,0,9,7,2020-06-13 20:40:02.201532,551,27,578
25,Garland,1,051,4776,0,161,135,2020-06-13 20:40:02.201532,4757,180,4937
5,Grant,0,053,741,0,24,19,2020-06-13 20:40:02.201532,719,46,765
5,Greene,0,055,2614,0,71,66,2020-06-13 20:40:02.201532,2451,234,2685
13,Hempstead,1,057,1023,0,34,20,2020-06-13 20:40:02.201532,951,106,1057
5,Hot Spring,0,059,1206,0,38,33,2020-06-13 20:40:02.201532,1169,75,1244
9,Howard,0,061,680,0,38,29,2020-06-13 20:40:02.201532,697,21,718
6,Independence,0,063,1609,0,39,33,2020-06-13 20:40:02.201532,1558,90,1648
0,Izard,1,065,490,0,19,18,2020-06-13 20:40:02.201532,482,27,509
11,Jackson,0,067,568,0,16,5,2020-06-13 20:40:02.201532,486,98,584
103,Jefferson,28,069,4203,0,628,497,2020-06-13 20:40:02.201532,3537,1294,4831
32,Johnson,0,071,806,0,84,52,2020-06-13 20:40:02.201532,514,376,890
1,Lafayette,1,073,231,0,11,9,2020-06-13 20:40:02.201532,233,9,242
8,Lawrence,9,075,1041,0,90,73,2020-06-13 20:40:02.201532,1089,42,1131
451,Lee,1,077,1179,0,481,29,2020-06-13 20:40:02.201532,727,933,1660
17,Lincoln,11,079,1100,0,987,959,2020-06-13 20:40:02.201532,1519,568,2087
15,Little River,0,081,616,0,34,19,2020-06-13 20:40:02.201532,617,33,650
6,Logan,0,083,679,0,18,12,2020-06-13 20:40:02.201532,619,78,697
14,Lonoke,0,085,2547,0,70,56,2020-06-13 20:40:02.201532,2331,286,2617
68,Madison,0,087,1121,0,107,39,2020-06-13 20:40:02.201532,1127,101,1228
0,Marion,0,089,505,0,2,2,2020-06-13 20:40:02.201532,494,13,507
15,Miller,1,091,1153,0,69,53,2020-06-13 20:40:02.201532,1149,73,1222
156,Missing County Info,0,05,32992,0,321,165,2020-06-13 20:40:02.201532,33069,244,33313
13,Mississippi,2,093,2292,0,91,76,2020-06-13 20:40:02.201532,2167,216,2383
2,Monroe,0,095,348,0,7,5,2020-06-13 20:40:02.201532,330,25,355
0,Montgomery,0,097,218,0,2,2,2020-06-13 20:40:02.201532,204,16,220
65,Nevada,0,099,530,0,74,9,2020-06-13 20:40:02.201532,505,99,604
0,Newton,0,101,298,0,3,3,2020-06-13 20:40:02.201532,294,7,301
3,Ouachita,0,103,1082,0,13,10,2020-06-13 20:40:02.201532,939,156,1095
2,Perry,0,105,405,0,16,14,2020-06-13 20:40:02.201532,375,46,421
13,Phillips,1,107,954,0,36,22,2020-06-13 20:40:02.201532,735,255,990
2,Pike,0,109,1023,0,7,5,2020-06-13 20:40:02.201532,1014,16,1030
13,Poinsett,3,111,1039,0,50,34,2020-06-13 20:40:02.201532,1038,51,1089
21,Polk,0,113,852,0,51,30,2020-06-13 20:40:02.201532,758,145,903
73,Pope,2,115,3301,0,245,170,2020-06-13 20:40:02.201532,3159,387,3546
4,Prairie,0,117,265,0,7,3,2020-06-13 20:40:02.201532,249,23,272
313,Pulaski,41,119,19411,0,1266,912,2020-06-13 20:40:02.201532,18304,2373,20677
4,Randolph,0,121,1291,0,28,24,2020-06-13 20:40:02.201532,1218,101,1319
44,Saline,2,125,5765,0,167,121,2020-06-13 20:40:02.201532,5512,420,5932
0,Scott,0,127,226,0,2,2,2020-06-13 20:40:02.201532,207,21,228
0,Searcy,0,129,609,0,7,7,2020-06-13 20:40:02.201532,605,11,616
81,Sebastian,2,131,3965,0,144,61,2020-06-13 20:40:02.201532,3895,214,4109
170,Sevier,4,133,2341,0,428,254,2020-06-13 20:40:02.201532,2623,146,2769
4,Sharp,3,135,688,0,50,43,2020-06-13 20:40:02.201532,667,71,738
88,St. Francis,2,123,3656,0,771,681,2020-06-13 20:40:02.201532,3817,610,4427
2,Stone,0,137,559,0,11,9,2020-06-13 20:40:02.201532,548,22,570
28,Union,11,139,1865,0,202,163,2020-06-13 20:40:02.201532,1859,208,2067
2,Van Buren,2,141,728,0,30,26,2020-06-13 20:40:02.201532,647,111,758
998,Washington,12,143,8368,0,1710,700,2020-06-13 20:40:02.201532,7277,2801,10078
10,White,1,145,2377,0,56,45,2020-06-13 20:40:02.201532,2260,173,2433
2,Woodruff,0,147,240,0,3,1,2020-06-13 20:40:02.201532,212,31,243
108,Yell,2,149,927,0,289,179,2020-06-13 20:40:02.201532,890,326,1216
2,Arkansas,0,001,561,0,8,6,2020-06-14 19:57:57.358327,531,38,569
10,Ashley,1,003,922,0,41,30,2020-06-14 19:57:57.358327,809,154,963
2,Baxter,0,005,1352,0,14,12,2020-06-14 19:57:57.358327,1285,81,1366
585,Benton,7,007,21104,0,1406,814,2020-06-14 19:57:57.358327,21060,1450,22510
3,Boone,0,009,1295,0,9,6,2020-06-14 19:57:57.358327,1276,28,1304
9,Bradley,1,011,616,0,34,24,2020-06-14 19:57:57.358327,418,232,650
0,Calhoun,0,013,156,0,0,0,2020-06-14 19:57:57.358327,147,9,156
48,Carroll,1,015,1613,0,80,31,2020-06-14 19:57:57.358327,1402,291,1693
29,Chicot,2,017,570,0,49,18,2020-06-14 19:57:57.358327,541,78,619
6,Clark,0,019,1070,0,45,39,2020-06-14 19:57:57.358327,821,294,1115
15,Clay,0,021,860,0,20,5,2020-06-14 19:57:57.358327,863,17,880
1,Cleburne,4,023,1106,0,75,70,2020-06-14 19:57:57.358327,1079,102,1181
1,Cleveland,0,025,458,0,20,19,2020-06-14 19:57:57.358327,386,92,478
7,Columbia,2,027,787,0,28,19,2020-06-14 19:57:57.358327,704,111,815
6,Conway,2,029,766,0,21,13,2020-06-14 19:57:57.358327,704,83,787
95,Craighead,1,031,7636,0,358,262,2020-06-14 19:57:57.358327,7657,337,7994
24,Crawford,0,033,2094,0,56,32,2020-06-14 19:57:57.358327,2065,85,2150
101,Crittenden,9,035,4259,0,522,412,2020-06-14 19:57:57.358327,4267,514,4781
22,Cross,0,037,934,0,76,54,2020-06-14 19:57:57.358327,807,203,1010
1,Dallas,0,039,230,0,3,2,2020-06-14 19:57:57.358327,219,14,233
3,Desha,0,041,590,0,22,19,2020-06-14 19:57:57.358327,501,111,612
7,Drew,1,043,957,0,26,18,2020-06-14 19:57:57.358327,895,88,983
47,Faulkner,3,045,4116,0,154,104,2020-06-14 19:57:57.358327,3796,474,4270
2,Franklin,0,047,565,0,6,4,2020-06-14 19:57:57.358327,504,67,571
2,Fulton,0,049,588,0,9,7,2020-06-14 19:57:57.358327,570,27,597
26,Garland,1,051,4793,0,162,135,2020-06-14 19:57:57.358327,4768,187,4955
5,Grant,0,053,745,0,24,19,2020-06-14 19:57:57.358327,722,47,769
5,Greene,0,055,2643,0,72,67,2020-06-14 19:57:57.358327,2465,250,2715
14,Hempstead,1,057,1031,0,36,21,2020-06-14 19:57:57.358327,956,111,1067
9,Hot Spring,0,059,1212,0,42,33,2020-06-14 19:57:57.358327,1170,84,1254
7,Howard,0,061,686,0,38,31,2020-06-14 19:57:57.358327,699,25,724
9,Independence,0,063,1615,0,42,33,2020-06-14 19:57:57.358327,1565,92,1657
1,Izard,1,065,495,0,20,18,2020-06-14 19:57:57.358327,489,26,515
10,Jackson,0,067,573,0,15,5,2020-06-14 19:57:57.358327,490,98,588
103,Jefferson,28,069,4242,0,630,499,2020-06-14 19:57:57.358327,3568,1304,4872
35,Johnson,0,071,844,0,88,53,2020-06-14 19:57:57.358327,518,414,932
1,Lafayette,1,073,230,0,11,9,2020-06-14 19:57:57.358327,233,8,241
9,Lawrence,9,075,1052,0,91,73,2020-06-14 19:57:57.358327,1100,43,1143
515,Lee,1,077,1599,0,545,29,2020-06-14 19:57:57.358327,727,1417,2144
25,Lincoln,11,079,1117,0,995,959,2020-06-14 19:57:57.358327,1530,582,2112
13,Little River,0,081,616,0,34,21,2020-06-14 19:57:57.358327,617,33,650
7,Logan,0,083,691,0,19,12,2020-06-14 19:57:57.358327,630,80,710
14,Lonoke,0,085,2560,0,71,57,2020-06-14 19:57:57.358327,2344,287,2631
69,Madison,0,087,1128,0,111,42,2020-06-14 19:57:57.358327,1133,106,1239
0,Marion,0,089,516,0,2,2,2020-06-14 19:57:57.358327,505,13,518
15,Miller,1,091,1164,0,69,53,2020-06-14 19:57:57.358327,1151,82,1233
169,Missing County Info,0,05,33290,0,340,171,2020-06-14 19:57:57.358327,33195,435,33630
16,Mississippi,2,093,2317,0,95,77,2020-06-14 19:57:57.358327,2183,229,2412
2,Monroe,0,095,358,0,7,5,2020-06-14 19:57:57.358327,339,26,365
0,Montgomery,0,097,219,0,2,2,2020-06-14 19:57:57.358327,205,16,221
70,Nevada,0,099,538,0,80,10,2020-06-14 19:57:57.358327,510,108,618
0,Newton,0,101,301,0,3,3,2020-06-14 19:57:57.358327,297,7,304
4,Ouachita,0,103,1087,0,14,10,2020-06-14 19:57:57.358327,942,159,1101
2,Perry,0,105,407,0,16,14,2020-06-14 19:57:57.358327,377,46,423
16,Phillips,1,107,973,0,39,22,2020-06-14 19:57:57.358327,738,274,1012
2,Pike,0,109,1030,0,7,5,2020-06-14 19:57:57.358327,1017,20,1037
12,Poinsett,3,111,1047,0,50,35,2020-06-14 19:57:57.358327,1043,54,1097
19,Polk,0,113,856,0,53,34,2020-06-14 19:57:57.358327,762,147,909
78,Pope,2,115,3328,0,256,176,2020-06-14 19:57:57.358327,3173,411,3584
4,Prairie,0,117,271,0,7,3,2020-06-14 19:57:57.358327,254,24,278
324,Pulaski,42,119,19654,0,1289,923,2020-06-14 19:57:57.358327,18540,2403,20943
4,Randolph,0,121,1315,0,28,24,2020-06-14 19:57:57.358327,1238,105,1343
48,Saline,2,125,5826,0,174,124,2020-06-14 19:57:57.358327,5553,447,6000
1,Scott,0,127,231,0,3,2,2020-06-14 19:57:57.358327,213,21,234
0,Searcy,0,129,633,0,7,7,2020-06-14 19:57:57.358327,629,11,640
79,Sebastian,2,131,4107,0,148,67,2020-06-14 19:57:57.358327,4036,219,4255
159,Sevier,4,133,2354,0,446,283,2020-06-14 19:57:57.358327,2651,149,2800
4,Sharp,3,135,695,0,50,43,2020-06-14 19:57:57.358327,673,72,745
91,St. Francis,2,123,3659,0,775,682,2020-06-14 19:57:57.358327,3822,612,4434
2,Stone,0,137,571,0,11,9,2020-06-14 19:57:57.358327,558,24,582
27,Union,11,139,1887,0,203,165,2020-06-14 19:57:57.358327,1872,218,2090
2,Van Buren,2,141,735,0,30,26,2020-06-14 19:57:57.358327,654,111,765
1031,Washington,12,143,8449,0,1804,761,2020-06-14 19:57:57.358327,7420,2833,10253
12,White,1,145,2405,0,58,45,2020-06-14 19:57:57.358327,2272,191,2463
3,Woodruff,0,147,241,0,4,1,2020-06-14 19:57:57.358327,213,32,245
111,Yell,2,149,947,0,303,190,2020-06-14 19:57:57.358327,906,344,1250
2,Arkansas,0,001,575,0,8,6,2020-06-15 20:22:10.708732,542,41,583
14,Ashley,1,003,942,0,45,30,2020-06-15 20:22:10.708732,821,166,987
2,Baxter,0,005,1365,0,14,12,2020-06-15 20:22:10.708732,1297,82,1379
608,Benton,8,007,22166,0,1480,864,2020-06-15 20:22:10.708732,22134,1512,23646
4,Boone,0,009,1368,0,10,6,2020-06-15 20:22:10.708732,1345,33,1378
9,Bradley,1,011,641,0,35,25,2020-06-15 20:22:10.708732,429,247,676
0,Calhoun,0,013,175,0,0,0,2020-06-15 20:22:10.708732,166,9,175
55,Carroll,1,015,1685,0,88,32,2020-06-15 20:22:10.708732,1460,313,1773
34,Chicot,2,017,604,0,54,18,2020-06-15 20:22:10.708732,575,83,658
9,Clark,0,019,1085,0,48,39,2020-06-15 20:22:10.708732,837,296,1133
15,Clay,0,021,867,0,20,5,2020-06-15 20:22:10.708732,867,20,887
1,Cleburne,4,023,1143,0,75,70,2020-06-15 20:22:10.708732,1112,106,1218
1,Cleveland,0,025,463,0,20,19,2020-06-15 20:22:10.708732,391,92,483
6,Columbia,2,027,799,0,28,20,2020-06-15 20:22:10.708732,714,113,827
8,Conway,2,029,862,0,24,14,2020-06-15 20:22:10.708732,795,91,886
86,Craighead,2,031,7746,0,363,275,2020-06-15 20:22:10.708732,7753,356,8109
29,Crawford,0,033,2183,0,61,32,2020-06-15 20:22:10.708732,2149,95,2244
107,Crittenden,9,035,4316,0,537,421,2020-06-15 20:22:10.708732,4335,518,4853
23,Cross,0,037,956,0,79,56,2020-06-15 20:22:10.708732,824,211,1035
1,Dallas,0,039,240,0,3,2,2020-06-15 20:22:10.708732,229,14,243
3,Desha,0,041,603,0,22,19,2020-06-15 20:22:10.708732,511,114,625
7,Drew,1,043,965,0,26,18,2020-06-15 20:22:10.708732,903,88,991
63,Faulkner,3,045,4737,0,172,106,2020-06-15 20:22:10.708732,4405,504,4909
2,Franklin,0,047,577,0,6,4,2020-06-15 20:22:10.708732,515,68,583
2,Fulton,0,049,609,0,9,7,2020-06-15 20:22:10.708732,587,31,618
27,Garland,1,051,4928,0,165,137,2020-06-15 20:22:10.708732,4881,212,5093
5,Grant,0,053,770,0,24,19,2020-06-15 20:22:10.708732,747,47,794
6,Greene,0,055,2688,0,73,67,2020-06-15 20:22:10.708732,2493,268,2761
17,Hempstead,1,057,1079,0,39,21,2020-06-15 20:22:10.708732,996,122,1118
9,Hot Spring,0,059,1254,0,42,33,2020-06-15 20:22:10.708732,1211,85,1296
9,Howard,0,061,724,0,41,32,2020-06-15 20:22:10.708732,737,28,765
7,Independence,0,063,1647,0,42,35,2020-06-15 20:22:10.708732,1592,97,1689
1,Izard,1,065,499,0,20,18,2020-06-15 20:22:10.708732,493,26,519
10,Jackson,0,067,594,0,16,6,2020-06-15 20:22:10.708732,502,108,610
103,Jefferson,28,069,4397,0,633,502,2020-06-15 20:22:10.708732,3639,1391,5030
36,Johnson,0,071,874,0,92,56,2020-06-15 20:22:10.708732,523,443,966
1,Lafayette,1,073,249,0,11,9,2020-06-15 20:22:10.708732,251,9,260
9,Lawrence,9,075,1074,0,91,73,2020-06-15 20:22:10.708732,1114,51,1165
513,Lee,1,077,1638,0,543,29,2020-06-15 20:22:10.708732,750,1431,2181
25,Lincoln,11,079,1132,0,995,959,2020-06-15 20:22:10.708732,1545,582,2127
12,Little River,0,081,728,0,34,22,2020-06-15 20:22:10.708732,728,34,762
8,Logan,0,083,737,0,20,12,2020-06-15 20:22:10.708732,668,89,757
15,Lonoke,0,085,2633,0,73,58,2020-06-15 20:22:10.708732,2403,303,2706
75,Madison,0,087,1152,0,119,44,2020-06-15 20:22:10.708732,1164,107,1271
0,Marion,0,089,526,0,2,2,2020-06-15 20:22:10.708732,512,16,528
17,Miller,1,091,1382,0,71,53,2020-06-15 20:22:10.708732,1370,83,1453
170,Missing County Info,0,05,34220,0,344,174,2020-06-15 20:22:10.708732,34097,467,34564
16,Mississippi,2,093,2366,0,96,78,2020-06-15 20:22:10.708732,2222,240,2462
2,Monroe,0,095,366,0,7,5,2020-06-15 20:22:10.708732,346,27,373
0,Montgomery,0,097,231,0,2,2,2020-06-15 20:22:10.708732,216,17,233
72,Nevada,0,099,577,0,83,11,2020-06-15 20:22:10.708732,545,115,660
0,Newton,0,101,316,0,3,3,2020-06-15 20:22:10.708732,312,7,319
5,Ouachita,0,103,1129,0,15,10,2020-06-15 20:22:10.708732,983,161,1144
2,Perry,0,105,541,0,16,14,2020-06-15 20:22:10.708732,511,46,557
25,Phillips,1,107,1065,0,49,23,2020-06-15 20:22:10.708732,802,312,1114
2,Pike,0,109,1077,0,7,5,2020-06-15 20:22:10.708732,1060,24,1084
12,Poinsett,3,111,1067,0,51,36,2020-06-15 20:22:10.708732,1053,65,1118
19,Polk,0,113,940,0,56,37,2020-06-15 20:22:10.708732,842,154,996
97,Pope,2,115,3398,0,281,182,2020-06-15 20:22:10.708732,3232,447,3679
4,Prairie,0,117,282,0,7,3,2020-06-15 20:22:10.708732,262,27,289
298,Pulaski,42,119,20403,0,1302,962,2020-06-15 20:22:10.708732,19231,2474,21705
4,Randolph,0,121,1346,0,28,24,2020-06-15 20:22:10.708732,1266,108,1374
50,Saline,2,125,6496,0,181,129,2020-06-15 20:22:10.708732,6212,465,6677
3,Scott,0,127,238,0,5,2,2020-06-15 20:22:10.708732,221,22,243
0,Searcy,0,129,641,0,7,7,2020-06-15 20:22:10.708732,634,14,648
89,Sebastian,2,131,4432,0,165,74,2020-06-15 20:22:10.708732,4365,232,4597
167,Sevier,5,133,2495,0,465,293,2020-06-15 20:22:10.708732,2804,156,2960
4,Sharp,3,135,720,0,50,43,2020-06-15 20:22:10.708732,694,76,770
91,St. Francis,2,123,3702,0,778,685,2020-06-15 20:22:10.708732,3865,615,4480
2,Stone,0,137,575,0,11,9,2020-06-15 20:22:10.708732,562,24,586
31,Union,11,139,1947,0,208,166,2020-06-15 20:22:10.708732,1908,247,2155
1,Van Buren,2,141,750,0,30,27,2020-06-15 20:22:10.708732,669,111,780
1107,Washington,12,143,8852,0,1925,806,2020-06-15 20:22:10.708732,7839,2938,10777
12,White,1,145,2460,0,59,46,2020-06-15 20:22:10.708732,2312,207,2519
4,Woodruff,0,147,288,0,5,1,2020-06-15 20:22:10.708732,257,36,293
98,Yell,2,149,1078,0,308,208,2020-06-15 20:22:10.708732,1027,359,1386
2,Arkansas,0,001,583,0,8,6,2020-06-16 20:26:15.786448,550,41,591
15,Ashley,1,003,966,0,47,31,2020-06-16 20:26:15.786448,846,167,1013
2,Baxter,0,005,1374,0,14,12,2020-06-16 20:26:15.786448,1306,82,1388
585,Benton,8,007,23062,0,1514,921,2020-06-16 20:26:15.786448,23029,1547,24576
3,Boone,0,009,1391,0,10,7,2020-06-16 20:26:15.786448,1365,36,1401
9,Bradley,1,011,653,0,35,25,2020-06-16 20:26:15.786448,435,253,688
0,Calhoun,0,013,176,0,0,0,2020-06-16 20:26:15.786448,167,9,176
52,Carroll,1,015,1749,0,92,39,2020-06-16 20:26:15.786448,1506,335,1841
38,Chicot,2,017,698,0,58,18,2020-06-16 20:26:15.786448,672,84,756
8,Clark,0,019,1111,0,48,40,2020-06-16 20:26:15.786448,863,296,1159
17,Clay,0,021,887,0,22,5,2020-06-16 20:26:15.786448,889,20,909
1,Cleburne,4,023,1154,0,75,70,2020-06-16 20:26:15.786448,1123,106,1229
1,Cleveland,0,025,469,0,20,19,2020-06-16 20:26:15.786448,397,92,489
