# Cases Race/Ethnicity: American Indian or Alaska Native (Hispanic),# Cases Race/Ethnicity: American Indian or Alaska Native (Not Hispanic),# Cases Race/Ethnicity: American Indian or Alaska Native (Unknown Ethnicity),# Cases Race/Ethnicity: Asian (Hispanic),# Cases Race/Ethnicity: Asian (Not Hispanic),# Cases Race/Ethnicity: Asian (Unknown Ethnicity),# Cases Race/Ethnicity: Black or African American (Hispanic),# Cases Race/Ethnicity: Black or African American (Not Hispanic),# Cases Race/Ethnicity: Black or African American (Unknown Ethnicity),# Cases Race/Ethnicity: Other Race (Hispanic),# Cases Race/Ethnicity: Other Race (Not Hispanic),# Cases Race/Ethnicity: Other Race (Unknown Ethnicity),# Cases Race/Ethnicity: Unknown Race (Hispanic),# Cases Race/Ethnicity: Unknown Race (Not Hispanic),# Cases Race/Ethnicity: Unknown Race (Unknown Ethnicity),# Cases Race/Ethnicity: White (Hispanic),# Cases Race/Ethnicity: White (Not Hispanic),# Cases Race/Ethnicity: White (Unknown Ethnicity),County Name,Report Date,Total Cases
0,0,0,0,0,0,0,46,14,7,0,13,0,0,41,0,17,19,BENTON,08/13/2020,157
0,2,5,0,2,0,0,487,244,4,22,46,0,7,178,2,112,56,BOLIVAR,08/13/2020,1167
0,1,0,1,0,0,0,118,10,32,3,15,0,3,103,8,116,18,CALHOUN,08/13/2020,428
0,0,6,0,0,0,1,78,13,0,1,8,0,0,14,2,91,49,CARROLL,08/13/2020,263
1,0,0,0,0,0,5,216,38,7,7,25,1,2,50,9,113,17,CHICKASAW,08/13/2020,491
0,0,0,0,0,0,0,42,13,0,0,4,0,0,22,0,44,13,CHOCTAW,08/13/2020,138
0,0,0,0,1,0,1,182,88,0,1,26,0,0,79,0,21,11,CLAIBORNE,08/13/2020,410
0,0,0,0,1,0,0,136,8,2,6,15,0,1,13,0,138,35,CLARKE,08/13/2020,355
0,0,0,0,0,0,0,245,44,1,4,14,0,0,22,1,63,12,CLAY,08/13/2020,406
0,0,0,0,0,0,0,249,162,3,7,108,1,2,175,7,43,41,COAHOMA,08/13/2020,798
0,3,1,0,1,0,3,474,84,45,20,117,1,3,81,4,107,29,COPIAH,08/13/2020,973
0,0,0,0,0,0,1,197,36,9,3,29,1,6,58,3,245,53,COVINGTON,08/13/2020,641
0,6,0,3,21,5,10,877,195,122,56,146,14,18,1250,91,793,189,DESOTO,08/13/2020,3796
0,0,1,0,5,3,1,497,134,106,22,166,2,5,229,16,516,162,FORREST,08/13/2020,1865
0,0,1,0,0,0,0,55,12,0,0,4,0,1,4,1,51,8,FRANKLIN,08/13/2020,137
0,0,0,0,6,1,0,47,100,2,3,36,0,1,44,7,198,160,GEORGE,08/13/2020,605
0,0,0,0,1,0,0,44,15,0,3,36,0,1,22,0,96,44,GREENE,08/13/2020,262
0,0,19,0,0,0,2,468,33,0,10,27,0,3,47,0,202,50,GRENADA,08/13/2020,861
0,0,0,0,1,0,0,46,8,2,7,40,0,1,21,10,232,46,HANCOCK,08/13/2020,414
3,3,2,1,29,10,3,611,101,38,41,158,1,13,321,85,969,274,HARRISON,08/13/2020,2663
1,5,1,0,18,5,16,3021,686,73,50,681,4,14,541,18,564,105,HINDS,08/13/2020,5803
0,1,1,0,0,0,0,657,122,2,15,33,0,1,36,0,53,7,HOLMES,08/13/2020,928
0,0,0,0,1,0,1,151,74,0,1,33,0,1,21,1,14,5,HUMPHREYS,08/13/2020,303
0,0,0,0,0,0,0,7,7,0,0,3,0,0,9,0,1,0,ISSAQUENA,08/13/2020,27
0,0,0,0,0,0,1,20,2,3,1,6,0,1,33,2,298,37,ITAWAMBA,08/13/2020,404
0,4,0,0,26,9,1,317,60,32,15,195,4,9,850,34,586,269,JACKSON,08/13/2020,2411
0,0,0,0,1,0,0,231,20,0,9,29,0,1,28,0,80,13,JASPER,08/13/2020,412
0,0,0,0,1,0,1,146,23,0,4,6,0,0,11,0,4,1,JEFFERSON,08/13/2020,197
0,2,0,0,0,0,0,119,25,1,5,1,0,0,8,0,69,13,JEFFERSON DAVIS,08/13/2020,243
0,12,2,0,4,1,1,586,67,182,26,179,3,3,76,34,634,135,JONES,08/13/2020,1945
0,10,18,0,1,1,2,128,20,0,4,3,0,0,10,0,36,8,KEMPER,08/13/2020,241
0,0,0,0,1,1,1,188,75,16,20,59,2,5,225,9,304,119,LAFAYETTE,08/13/2020,1025
0,1,1,0,2,1,0,222,53,46,8,148,3,8,161,10,469,113,LAMAR,08/13/2020,1246
0,4,4,0,8,0,0,698,98,3,8,42,0,4,52,5,442,90,LAUDERDALE,08/13/2020,1458
0,0,0,0,1,0,0,129,13,0,4,17,0,3,49,1,102,13,LAWRENCE,08/13/2020,332
1,59,131,0,0,0,1,258,14,69,6,25,3,0,40,11,162,24,LEAKE,08/13/2020,804
0,1,0,2,6,4,2,470,80,23,14,27,11,9,115,13,718,115,LEE,08/13/2020,1610
0,1,10,0,2,1,1,478,160,2,5,90,1,2,58,2,88,62,LEFLORE,08/13/2020,963
0,0,0,0,0,0,0,212,16,5,20,54,0,5,92,3,391,51,LINCOLN,08/13/2020,849
0,0,0,0,2,0,0,441,81,2,3,28,0,2,244,4,261,46,LOWNDES,08/13/2020,1114
1,4,1,0,15,1,5,947,182,130,42,231,4,10,209,13,584,124,MADISON,08/13/2020,2503
0,1,0,0,2,0,0,185,18,7,16,16,0,7,70,3,318,49,MARION,08/13/2020,692
0,1,0,0,1,0,0,266,62,16,9,28,1,3,170,11,114,58,MARSHALL,08/13/2020,740
0,1,0,0,1,0,0,261,39,0,9,21,0,5,67,0,362,73,MONROE,08/13/2020,839
0,3,21,0,0,1,0,113,45,0,1,7,0,0,16,1,78,60,MONTGOMERY,08/13/2020,346
2,263,418,0,3,0,1,189,42,2,7,32,0,1,49,3,226,71,NESHOBA,08/13/2020,1309
1,34,94,0,0,0,0,153,23,2,1,22,0,0,47,1,150,39,NEWTON,08/13/2020,567
0,0,1,0,0,0,0,252,39,1,4,30,0,1,65,0,52,21,NOXUBEE,08/13/2020,466
0,1,0,0,0,0,0,443,98,7,16,67,1,2,99,0,319,92,OKTIBBEHA,08/13/2020,1145
0,0,1,0,0,0,2,424,283,11,4,23,0,7,157,1,113,70,PANOLA,08/13/2020,1096
0,1,1,0,0,0,0,81,11,1,2,59,0,1,84,6,268,56,PEARL RIVER,08/13/2020,571
0,0,1,0,1,0,0,33,10,0,3,30,0,2,50,0,98,21,PERRY,08/13/2020,249
0,1,0,0,2,0,2,431,20,1,12,8,0,0,154,2,311,16,PIKE,08/13/2020,960
0,0,0,0,0,1,0,96,26,73,4,40,14,8,135,24,298,147,PONTOTOC,08/13/2020,866
0,2,2,0,0,0,0,70,6,1,3,9,0,2,72,0,254,41,PRENTISS,08/13/2020,462
0,0,0,0,0,0,1,122,66,0,5,32,0,2,32,0,9,6,QUITMAN,08/13/2020,275
0,3,1,2,9,1,4,492,74,73,34,228,2,12,304,12,916,170,RANKIN,08/13/2020,2337
3,4,5,0,0,0,1,357,29,189,8,26,2,2,115,19,224,33,SCOTT,08/13/2020,1017
0,0,1,0,0,0,0,55,32,1,0,9,0,1,76,0,28,6,SHARKEY,08/13/2020,209
0,2,0,0,0,0,0,205,91,5,7,23,0,18,112,0,274,85,SIMPSON,08/13/2020,822
0,0,0,0,0,0,0,104,10,2,6,12,0,2,26,0,229,24,SMITH,08/13/2020,415
0,0,0,0,0,0,0,46,10,0,5,28,0,0,18,6,87,25,STONE,08/13/2020,225
0,0,6,0,3,0,2,512,181,1,26,100,0,8,88,1,96,62,SUNFLOWER,08/13/2020,1086
0,0,1,0,0,0,0,165,164,4,4,23,0,1,50,0,44,94,TALLAHATCHIE,08/13/2020,550
0,0,1,0,0,0,3,199,107,4,3,25,1,4,154,4,174,74,TATE,08/13/2020,753
0,0,0,0,0,0,0,47,12,21,4,25,2,1,87,7,158,47,TIPPAH,08/13/2020,411
0,1,0,0,0,0,0,8,0,2,10,7,2,1,31,7,321,63,TISHOMINGO,08/13/2020,453
0,1,0,0,0,0,0,124,56,0,1,7,1,0,155,0,18,4,TUNICA,08/13/2020,367
1,1,0,0,0,0,0,109,35,36,2,6,1,9,124,8,302,98,UNION,08/13/2020,732
0,0,0,0,1,0,0,203,9,2,8,9,0,5,59,2,214,7,WALTHALL,08/13/2020,519
0,3,1,0,3,1,2,460,188,0,9,72,0,7,112,0,231,62,WARREN,08/13/2020,1151
0,0,2,0,0,4,1,698,367,3,16,238,1,13,227,0,113,56,WASHINGTON,08/13/2020,1739
0,0,0,0,0,0,0,424,48,4,31,84,0,2,25,3,131,38,WAYNE,08/13/2020,790
0,0,1,0,0,0,0,60,8,1,4,4,0,0,18,1,130,23,WEBSTER,08/13/2020,250
0,2,0,0,0,0,1,125,24,0,2,10,0,2,31,0,24,6,WILKINSON,08/13/2020,227
0,0,6,0,0,0,2,203,134,1,3,6,0,1,54,0,114,113,WINSTON,08/13/2020,637
0,0,0,0,0,0,0,140,15,0,0,9,0,0,77,2,65,10,YALOBUSHA,08/13/2020,318
0,3,0,0,1,1,5,432,78,2,3,52,1,4,147,30,100,15,YAZOO,08/13/2020,874
14,451,770,9,189,53,87,23481,5844,1453,784,4411,85,288,9255,591,17525,4696,Total,08/13/2020,69986
0,1,0,0,4,0,0,334,77,4,15,22,0,2,19,28,107,42,ADAMS,08/14/2020,655
0,1,0,0,0,1,0,32,3,2,4,19,0,4,160,1,188,32,ALCORN,08/14/2020,447
0,0,0,0,1,0,0,71,19,0,2,7,0,2,33,2,91,16,AMITE,08/14/2020,244
0,2,2,0,0,0,0,230,51,5,5,12,0,1,49,0,160,27,ATTALA,08/14/2020,544
0,0,0,0,0,0,0,46,14,7,0,13,0,0,42,0,18,19,BENTON,08/14/2020,159
0,2,5,0,2,0,0,498,242,4,20,46,0,10,187,2,116,55,BOLIVAR,08/14/2020,1189
0,1,0,1,0,0,0,118,10,32,3,15,0,3,104,8,118,17,CALHOUN,08/14/2020,430
0,0,6,0,0,0,1,77,14,0,1,8,0,0,15,2,91,49,CARROLL,08/14/2020,264
1,0,0,0,0,0,5,221,44,7,7,25,1,2,49,9,114,17,CHICKASAW,08/14/2020,502
0,0,0,0,0,0,0,42,13,0,0,4,0,0,22,0,44,13,CHOCTAW,08/14/2020,138
0,0,0,0,1,0,1,182,89,0,1,26,0,0,80,0,20,11,CLAIBORNE,08/14/2020,411
0,0,0,0,1,0,0,137,7,2,6,15,0,1,17,0,138,35,CLARKE,08/14/2020,359
0,0,0,0,0,0,0,249,44,1,4,14,0,0,22,1,63,13,CLAY,08/14/2020,411
0,0,0,0,0,0,0,251,164,3,7,107,1,4,179,7,46,41,COAHOMA,08/14/2020,810
0,3,1,0,1,0,3,475,83,44,20,117,1,3,87,5,107,30,COPIAH,08/14/2020,980
0,0,0,0,0,0,1,202,35,10,3,29,1,6,58,3,253,49,COVINGTON,08/14/2020,650
0,6,0,3,21,5,10,890,198,122,59,148,14,19,1252,91,804,190,DESOTO,08/14/2020,3832
0,0,1,0,5,3,1,504,137,106,22,166,2,5,233,16,525,163,FORREST,08/14/2020,1889
0,0,1,0,0,0,0,57,14,0,0,4,0,1,5,1,51,8,FRANKLIN,08/14/2020,142
0,0,0,0,6,1,0,47,100,2,3,37,0,1,56,7,200,166,GEORGE,08/14/2020,626
0,0,0,0,1,0,0,45,15,0,3,35,0,1,26,0,97,44,GREENE,08/14/2020,267
0,0,19,0,0,0,2,470,33,0,10,27,0,3,47,0,202,50,GRENADA,08/14/2020,863
0,0,0,0,1,0,0,47,8,2,7,40,0,1,22,10,234,47,HANCOCK,08/14/2020,419
3,3,2,1,29,11,3,620,104,38,41,158,1,14,335,85,982,280,HARRISON,08/14/2020,2710
1,5,1,0,18,5,16,3045,694,74,51,685,4,14,539,18,575,107,HINDS,08/14/2020,5852
0,1,1,0,0,0,0,663,123,2,15,33,0,1,37,0,54,8,HOLMES,08/14/2020,938
0,0,0,0,1,0,1,153,77,0,1,33,0,1,22,1,14,5,HUMPHREYS,08/14/2020,309
0,0,0,0,0,0,0,7,7,0,0,3,0,0,9,0,1,0,ISSAQUENA,08/14/2020,27
0,0,0,0,0,1,1,20,2,3,1,6,0,1,33,2,304,40,ITAWAMBA,08/14/2020,414
0,4,0,0,26,10,1,318,60,32,14,197,4,5,857,35,597,270,JACKSON,08/14/2020,2430
0,0,0,0,1,0,0,231,21,0,9,28,0,2,30,0,81,13,JASPER,08/14/2020,416
0,0,0,0,1,0,1,147,22,0,4,6,0,0,11,0,4,1,JEFFERSON,08/14/2020,197
0,2,0,0,0,0,0,124,27,1,5,2,0,0,9,0,69,13,JEFFERSON DAVIS,08/14/2020,252
0,12,2,0,4,1,1,590,67,183,29,178,3,3,86,33,639,134,JONES,08/14/2020,1965
0,10,18,0,1,1,2,129,22,0,4,3,0,0,11,0,37,8,KEMPER,08/14/2020,246
0,0,0,0,1,1,1,191,80,17,20,59,2,5,223,9,316,118,LAFAYETTE,08/14/2020,1043
0,1,1,0,2,1,0,225,59,46,8,146,3,9,166,10,468,120,LAMAR,08/14/2020,1265
0,4,4,0,8,0,0,706,98,3,8,42,0,4,54,5,454,91,LAUDERDALE,08/14/2020,1481
0,0,0,0,1,0,0,131,14,0,4,17,0,3,52,1,105,12,LAWRENCE,08/14/2020,340
1,59,131,0,0,0,1,261,14,69,6,25,3,0,41,11,164,25,LEAKE,08/14/2020,811
0,1,0,2,6,4,2,484,81,23,14,27,11,12,120,13,737,120,LEE,08/14/2020,1657
0,1,10,0,2,1,1,480,163,2,5,90,1,5,58,2,88,62,LEFLORE,08/14/2020,971
0,0,0,0,0,0,0,216,15,5,21,52,0,5,97,3,395,53,LINCOLN,08/14/2020,862
0,0,0,0,2,0,0,444,81,2,4,27,0,2,245,4,264,46,LOWNDES,08/14/2020,1121
1,4,1,0,17,1,5,951,182,130,42,232,4,11,213,13,590,124,MADISON,08/14/2020,2521
0,1,0,0,2,0,0,189,20,7,16,14,0,7,69,3,322,48,MARION,08/14/2020,698
0,1,0,0,1,0,0,265,67,17,9,27,1,3,177,11,118,60,MARSHALL,08/14/2020,757
0,1,0,0,1,0,0,265,40,0,9,26,0,5,68,0,370,73,MONROE,08/14/2020,858
0,3,21,0,0,1,0,118,44,0,1,7,0,0,17,1,83,59,MONTGOMERY,08/14/2020,355
2,263,418,0,3,0,1,191,41,2,7,32,0,0,50,3,235,72,NESHOBA,08/14/2020,1320
1,34,94,0,0,0,0,155,25,2,1,24,0,0,45,1,151,42,NEWTON,08/14/2020,575
0,0,1,0,0,0,0,254,41,1,4,31,0,1,65,0,52,22,NOXUBEE,08/14/2020,472
0,1,0,0,0,0,0,445,100,7,16,67,1,3,102,0,323,92,OKTIBBEHA,08/14/2020,1157
0,0,1,0,0,0,2,432,282,11,4,23,0,7,156,1,116,73,PANOLA,08/14/2020,1108
0,1,1,0,0,0,0,82,12,1,2,59,0,1,88,6,270,61,PEARL RIVER,08/14/2020,584
0,0,1,0,1,0,0,34,10,0,3,30,0,2,51,0,98,21,PERRY,08/14/2020,251
0,1,0,0,2,0,2,439,17,1,12,7,0,1,153,2,313,16,PIKE,08/14/2020,966
0,0,0,0,0,1,0,96,26,78,4,37,14,8,135,24,304,149,PONTOTOC,08/14/2020,876
0,2,2,0,0,0,0,77,7,1,3,9,0,2,70,0,265,37,PRENTISS,08/14/2020,475
0,0,0,0,0,0,1,123,66,0,5,31,0,2,32,0,9,6,QUITMAN,08/14/2020,275
0,3,1,2,9,1,4,497,77,74,35,230,2,12,313,12,934,176,RANKIN,08/14/2020,2382
3,4,5,0,0,0,1,359,30,189,8,26,2,2,117,19,226,34,SCOTT,08/14/2020,1025
0,0,1,0,0,0,0,56,32,1,0,9,0,1,79,0,29,6,SHARKEY,08/14/2020,214
0,2,0,0,0,0,0,208,91,5,7,23,0,23,114,0,280,89,SIMPSON,08/14/2020,842
0,0,0,0,0,0,0,104,10,2,6,12,0,2,26,0,234,23,SMITH,08/14/2020,419
0,0,0,0,0,0,0,47,12,0,5,28,0,0,24,6,88,25,STONE,08/14/2020,235
0,0,6,0,3,0,2,512,186,1,26,100,0,12,91,1,98,63,SUNFLOWER,08/14/2020,1101
0,0,1,0,0,0,1,165,165,4,4,23,0,7,52,0,47,94,TALLAHATCHIE,08/14/2020,563
0,0,1,0,0,0,3,204,107,4,3,25,1,4,154,5,174,75,TATE,08/14/2020,760
0,0,0,0,0,0,0,47,12,21,4,25,2,1,90,7,169,48,TIPPAH,08/14/2020,426
0,1,0,0,0,0,0,5,3,2,10,7,3,1,31,7,348,45,TISHOMINGO,08/14/2020,463
0,1,0,0,0,0,0,129,58,0,1,7,1,0,151,0,18,4,TUNICA,08/14/2020,370
1,1,0,0,0,0,0,112,35,37,2,6,1,9,123,8,316,99,UNION,08/14/2020,750
0,0,0,0,1,0,0,204,9,2,8,9,0,5,60,2,214,7,WALTHALL,08/14/2020,521
0,3,1,0,3,1,2,467,190,0,10,72,0,7,117,0,230,63,WARREN,08/14/2020,1166
0,0,2,0,0,4,1,711,378,3,16,241,1,15,228,0,114,57,WASHINGTON,08/14/2020,1771
0,0,0,0,0,0,0,430,49,4,31,84,0,2,27,3,135,40,WAYNE,08/14/2020,805
0,0,1,0,0,0,0,60,8,1,4,4,0,0,20,1,132,23,WEBSTER,08/14/2020,254
0,2,0,0,0,0,1,126,25,0,2,10,0,2,32,0,25,6,WILKINSON,08/14/2020,231
0,0,6,0,0,0,2,209,132,1,3,6,0,1,55,0,115,114,WINSTON,08/14/2020,644
0,0,0,0,0,0,0,140,15,0,0,9,0,0,78,2,65,11,YALOBUSHA,08/14/2020,320
0,3,0,0,1,1,5,437,80,2,3,51,1,4,148,30,103,13,YAZOO,08/14/2020,882
14,451,770,9,191,56,88,23755,5929,1464,792,4416,86,318,9420,593,17848,4730,Total,08/14/2020,70930
0,1,0,0,4,0,0,339,77,4,15,22,0,2,20,28,110,42,ADAMS,08/15/2020,664
0,1,0,0,0,1,0,32,3,2,4,19,0,4,160,1,191,33,ALCORN,08/15/2020,451
0,0,0,0,1,0,0,71,19,0,2,7,0,2,35,2,91,16,AMITE,08/15/2020,246
0,2,2,0,0,0,0,234,50,5,5,12,0,1,48,0,161,29,ATTALA,08/15/2020,549
0,0,0,0,0,0,0,46,14,7,0,13,0,0,45,0,21,19,BENTON,08/15/2020,165
0,2,5,0,2,0,0,510,242,4,18,46,0,9,205,2,118,56,BOLIVAR,08/15/2020,1219
0,1,0,1,0,0,0,119,10,32,3,15,1,3,102,9,119,18,CALHOUN,08/15/2020,433
0,0,6,0,0,0,1,78,14,0,1,8,0,0,15,2,92,48,CARROLL,08/15/2020,265
1,0,0,0,0,0,5,226,45,7,7,25,1,2,47,9,116,17,CHICKASAW,08/15/2020,508
0,0,0,0,0,0,0,42,13,0,0,4,0,0,22,0,44,16,CHOCTAW,08/15/2020,141
0,0,0,0,1,0,1,184,90,0,1,26,0,0,81,0,20,10,CLAIBORNE,08/15/2020,414
0,0,0,0,1,0,0,139,7,2,6,15,0,1,18,0,145,34,CLARKE,08/15/2020,368
0,0,0,0,0,0,0,252,44,1,4,14,0,0,23,1,65,13,CLAY,08/15/2020,417
0,0,0,0,0,0,0,256,166,3,7,107,1,4,173,7,47,41,COAHOMA,08/15/2020,812
0,3,1,0,1,0,3,478,84,44,20,117,1,4,87,5,107,31,COPIAH,08/15/2020,986
0,0,0,0,0,0,1,202,36,10,3,29,1,6,58,3,257,50,COVINGTON,08/15/2020,656
0,6,0,3,21,5,10,905,202,122,60,147,14,19,1256,95,827,196,DESOTO,08/15/2020,3888
0,0,1,0,5,3,1,510,139,106,22,166,2,7,236,16,527,164,FORREST,08/15/2020,1905
0,0,1,0,0,0,0,64,14,0,0,4,0,1,5,1,51,9,FRANKLIN,08/15/2020,150
0,0,0,0,6,1,0,47,100,2,3,37,0,1,63,7,201,169,GEORGE,08/15/2020,637
0,0,0,0,1,0,0,45,15,0,3,35,0,1,28,0,99,48,GREENE,08/15/2020,275
0,0,19,0,0,0,2,470,34,0,10,27,0,3,47,0,203,51,GRENADA,08/15/2020,866
0,0,0,0,1,0,0,48,8,2,7,40,0,1,22,10,237,46,HANCOCK,08/15/2020,422
3,3,2,1,29,11,3,630,109,38,41,157,1,14,338,87,991,297,HARRISON,08/15/2020,2755
1,5,1,0,19,5,16,3064,695,74,51,687,4,14,540,18,581,103,HINDS,08/15/2020,5878
0,1,1,0,0,0,0,668,123,2,15,33,0,1,39,0,54,8,HOLMES,08/15/2020,945
0,0,0,0,1,0,1,160,71,0,1,33,0,1,22,1,14,5,HUMPHREYS,08/15/2020,310
0,0,0,0,0,0,0,8,6,0,0,3,0,0,9,0,1,0,ISSAQUENA,08/15/2020,27
0,0,0,0,0,1,1,20,2,3,1,6,0,1,33,2,310,42,ITAWAMBA,08/15/2020,422
0,4,0,0,26,10,1,319,60,32,14,198,4,5,870,35,598,273,JACKSON,08/15/2020,2449
0,0,0,0,1,0,0,233,21,0,9,28,0,2,35,0,82,13,JASPER,08/15/2020,424
0,0,0,0,1,0,1,147,23,0,4,6,0,0,11,0,4,1,JEFFERSON,08/15/2020,198
0,2,0,0,0,0,0,124,27,1,5,2,0,0,9,0,70,13,JEFFERSON DAVIS,08/15/2020,253
0,12,2,0,4,1,1,595,71,183,29,178,3,4,81,33,645,136,JONES,08/15/2020,1978
0,10,17,0,1,1,2,129,23,0,4,3,0,0,13,0,37,8,KEMPER,08/15/2020,248
0,0,0,0,1,1,1,195,84,18,20,59,2,6,229,9,316,121,LAFAYETTE,08/15/2020,1062
0,1,1,0,2,1,0,230,63,47,8,146,3,10,169,10,472,121,LAMAR,08/15/2020,1284
0,4,4,0,8,0,0,707,99,3,8,42,0,3,55,5,457,93,LAUDERDALE,08/15/2020,1488
0,0,0,0,1,0,0,133,14,0,4,16,0,3,49,1,109,11,LAWRENCE,08/15/2020,341
1,58,131,0,0,0,1,262,14,69,5,24,3,1,41,11,165,25,LEAKE,08/15/2020,811
0,1,0,2,6,4,2,494,82,23,14,26,12,13,120,16,760,125,LEE,08/15/2020,1700
0,1,10,0,2,1,1,483,165,2,5,90,1,5,56,2,89,63,LEFLORE,08/15/2020,976
0,0,0,0,0,0,0,220,15,5,21,49,0,5,99,3,404,50,LINCOLN,08/15/2020,871
0,0,0,0,2,0,0,451,83,2,5,27,0,2,247,4,267,46,LOWNDES,08/15/2020,1136
1,4,1,0,17,1,5,958,183,132,43,232,4,11,213,13,592,128,MADISON,08/15/2020,2538
0,1,0,0,2,0,0,193,19,7,16,14,0,7,68,3,326,51,MARION,08/15/2020,707
0,1,0,0,1,0,0,267,67,17,9,26,1,3,180,12,121,61,MARSHALL,08/15/2020,766
0,1,0,0,1,0,0,268,41,0,9,26,0,5,70,0,372,75,MONROE,08/15/2020,868
0,3,20,0,0,1,0,121,44,0,1,7,0,0,20,1,88,59,MONTGOMERY,08/15/2020,365
2,264,418,0,3,0,1,191,41,2,7,32,0,0,50,3,237,77,NESHOBA,08/15/2020,1328
1,35,94,0,0,0,0,155,29,2,1,24,0,0,44,1,152,49,NEWTON,08/15/2020,587
0,0,1,0,0,0,0,258,45,1,4,31,0,1,67,0,52,22,NOXUBEE,08/15/2020,482
0,1,0,0,0,0,0,450,103,7,16,67,1,3,103,0,328,92,OKTIBBEHA,08/15/2020,1171
0,0,1,0,0,0,2,438,295,12,4,23,0,7,158,1,116,82,PANOLA,08/15/2020,1139
0,1,1,0,0,0,0,83,14,1,2,58,0,1,93,7,273,62,PEARL RIVER,08/15/2020,596
0,0,1,0,1,0,0,34,11,0,3,30,0,3,52,0,99,22,PERRY,08/15/2020,256
0,1,0,0,2,0,2,450,18,1,12,6,0,1,149,2,318,15,PIKE,08/15/2020,977
0,0,0,0,0,1,0,96,27,78,4,37,14,8,134,25,309,151,PONTOTOC,08/15/2020,884
0,2,2,0,0,0,0,79,7,1,3,9,0,2,73,0,282,37,PRENTISS,08/15/2020,497
0,0,0,0,0,0,1,125,66,0,5,30,0,2,33,0,10,6,QUITMAN,08/15/2020,278
0,3,1,2,9,1,4,506,77,75,35,226,2,13,322,12,943,180,RANKIN,08/15/2020,2411
3,4,5,0,0,0,1,360,30,190,8,26,2,1,116,19,232,32,SCOTT,08/15/2020,1029
0,0,1,0,0,0,0,57,32,1,0,9,0,1,78,0,29,7,SHARKEY,08/15/2020,215
0,2,0,0,0,0,0,208,93,5,7,23,0,22,113,0,285,94,SIMPSON,08/15/2020,852
0,0,0,0,0,0,0,105,9,2,6,12,0,2,27,0,235,23,SMITH,08/15/2020,421
0,0,0,0,0,0,0,48,14,0,5,28,0,0,27,6,91,30,STONE,08/15/2020,249
0,0,6,0,3,0,2,519,181,1,26,100,0,13,93,1,100,61,SUNFLOWER,08/15/2020,1106
0,0,1,0,0,0,1,166,164,4,4,23,0,7,54,0,47,94,TALLAHATCHIE,08/15/2020,565
0,0,1,0,0,0,3,208,109,4,3,25,1,4,154,5,176,75,TATE,08/15/2020,768
0,0,0,0,0,0,0,49,10,21,4,24,2,1,93,7,176,47,TIPPAH,08/15/2020,434
0,1,0,0,0,0,0,5,3,2,10,7,3,1,31,8,349,47,TISHOMINGO,08/15/2020,467
0,1,0,0,0,0,0,135,59,0,1,6,1,0,150,0,18,4,TUNICA,08/15/2020,375
1,1,0,0,0,0,0,114,34,37,2,6,1,9,125,8,326,97,UNION,08/15/2020,761
0,0,0,0,1,0,0,205,10,2,8,9,0,5,59,2,217,7,WALTHALL,08/15/2020,525
0,3,1,0,3,1,2,471,188,0,10,72,0,7,121,0,231,63,WARREN,08/15/2020,1173
0,0,2,0,0,4,1,724,405,4,16,238,1,15,226,0,116,59,WASHINGTON,08/15/2020,1811
0,0,0,0,0,0,0,432,49,4,31,84,0,2,26,3,137,40,WAYNE,08/15/2020,808
0,0,1,0,0,0,0,60,8,1,4,4,0,0,20,1,134,24,WEBSTER,08/15/2020,257
0,2,0,0,0,0,1,127,25,0,2,10,0,2,33,0,25,6,WILKINSON,08/15/2020,233
0,0,6,0,0,0,2,213,132,1,3,6,0,1,57,0,117,114,WINSTON,08/15/2020,652
0,0,0,0,0,0,0,141,16,0,0,9,0,0,80,2,64,12,YALOBUSHA,08/15/2020,324
0,3,0,0,1,1,5,440,79,2,3,51,1,4,149,30,106,12,YAZOO,08/15/2020,887
14,452,768,9,192,56,88,24028,6013,1472,792,4398,88,325,9522,607,18104,4827,Total,08/15/2020,71755
0,1,0,0,4,0,0,343,75,4,15,21,0,2,20,30,113,40,ADAMS,08/16/2020,668
0,1,0,0,0,1,0,34,3,2,5,18,0,4,159,1,194,35,ALCORN,08/16/2020,457
0,0,0,0,1,0,0,71,20,0,2,7,0,2,36,2,91,16,AMITE,08/16/2020,248
0,2,2,0,0,0,0,234,51,5,5,12,0,1,48,0,164,27,ATTALA,08/16/2020,551
0,0,0,0,0,0,0,47,13,7,0,13,0,0,46,0,21,19,BENTON,08/16/2020,166
0,2,5,0,2,0,0,512,242,4,18,46,0,10,204,2,120,54,BOLIVAR,08/16/2020,1221
0,1,0,1,0,0,0,119,10,32,3,15,1,3,102,9,119,18,CALHOUN,08/16/2020,433
0,0,6,0,0,0,1,78,15,0,1,8,0,0,15,2,93,48,CARROLL,08/16/2020,267
1,0,0,0,0,0,5,228,45,7,7,25,1,2,48,9,118,17,CHICKASAW,08/16/2020,513
0,0,0,0,0,0,0,42,13,0,0,4,0,0,22,0,45,15,CHOCTAW,08/16/2020,141
0,0,0,0,1,0,1,191,87,0,1,25,0,0,78,0,20,10,CLAIBORNE,08/16/2020,414
0,0,0,0,1,0,0,140,7,2,6,16,0,1,17,0,145,34,CLARKE,08/16/2020,369
0,0,0,0,0,0,0,253,43,1,4,14,0,0,23,1,65,13,CLAY,08/16/2020,417
