% Cases Race/Ethnicity: Asian,% Cases Race/Ethnicity: Black or African American,% Cases Race/Ethnicity: Hispanic or Latino,% Cases Race/Ethnicity: Not Hispanic or Latino,% Cases Race/Ethnicity: Other Race,% Cases Race/Ethnicity: Unknown Ethnicity,% Cases Race/Ethnicity: Unknown Race,% Cases Race/Ethnicity: White,% Deaths Race/Ethnicity: Asian,% Deaths Race/Ethnicity: Black or African American,% Deaths Race/Ethnicity: Hispanic or Latino,% Deaths Race/Ethnicity: Not Hispanic or Latino,% Deaths Race/Ethnicity: Other Race,% Deaths Race/Ethnicity: Unknown Ethnicity,% Deaths Race/Ethnicity: Unknown Race,% Deaths Race/Ethnicity: White,PctCaseAge_0_19,PctCaseAge_20_29,PctCaseAge_30_39,PctCaseAge_40_49,PctCaseAge_50_59,PctCaseAge_60_69,PctCaseAge_70_79,PctCaseAge_80_plus,PctCaseFemale,PctCaseMale,PctDeathAge_0_19,PctDeathAge_20_29,PctDeathAge_30_39,PctDeathAge_40_49,PctDeathAge_50_59,PctDeathAge_60_69,PctDeathAge_70_79,PctDeathAge_80_plus,PctDeathFemale,PctDeathMale,Scrape_Time
1.3 ,7.4 ,7.4 ,44.1 ,12.1 ,48.5 ,18.5 ,60.8 ,0.5 ,10.9 ,2.5 ,50.8 ,13.4 ,46.7 ,6.4 ,68.7 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-11-12 20:47:21.834884
1.3 ,7.3 ,7.4 ,44.3 ,12.0 ,48.3 ,18.7 ,60.7 ,0.5 ,10.8 ,2.5 ,50.9 ,13.4 ,46.7 ,6.4 ,68.9 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-11-13 21:18:10.815802
1.3 ,7.2 ,7.3 ,44.6 ,11.8 ,48.1 ,19.0 ,60.6 ,0.5 ,10.8 ,2.5 ,50.9 ,13.4 ,46.6 ,6.4 ,68.9 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-11-14 20:00:53.561605
1.3 ,7.2 ,7.3 ,45.0 ,11.8 ,47.7 ,19.1 ,60.7 ,0.5 ,10.7 ,2.5 ,50.9 ,13.4 ,46.6 ,6.5 ,68.9 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-11-15 19:59:58.833647
1.3 ,7.1 ,7.3 ,45.1 ,11.7 ,47.6 ,19.2 ,60.7 ,0.5 ,10.7 ,2.5 ,50.9 ,13.3 ,46.6 ,6.5 ,69.0 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-11-16 19:56:08.198329
1.3 ,7.1 ,7.2 ,45.2 ,11.6 ,47.5 ,19.5 ,60.6 ,0.5 ,10.6 ,2.5 ,51.1 ,13.4 ,46.4 ,6.5 ,69.1 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-11-17 20:35:59.270471
1.3 ,7.2 ,7.2 ,45.6 ,11.7 ,47.2 ,17.8 ,62.0 ,0.5 ,10.5 ,2.5 ,51.2 ,13.3 ,46.3 ,6.1 ,69.5 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-11-18 20:01:59.809102
1.3 ,7.1 ,7.2 ,45.8 ,11.6 ,47.0 ,18.1 ,61.9 ,0.5 ,10.4 ,2.5 ,51.1 ,13.4 ,46.4 ,6.2 ,69.5 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-11-19 20:33:57.136128
1.3 ,7.1 ,7.2 ,46.0 ,11.5 ,46.9 ,18.3 ,61.8 ,0.5 ,10.4 ,2.5 ,51.3 ,13.3 ,46.2 ,6.2 ,69.6 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-11-20 21:18:09.144168
1.3 ,7.0 ,7.1 ,46.2 ,11.3 ,46.7 ,18.8 ,61.7 ,0.5 ,10.3 ,2.5 ,51.4 ,13.4 ,46.1 ,6.3 ,69.6 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-11-22 19:52:08.979469
1.3 ,6.9 ,7.1 ,46.4 ,11.3 ,46.5 ,18.9 ,61.7 ,0.5 ,10.3 ,2.5 ,51.4 ,13.4 ,46.1 ,6.4 ,69.4 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-11-23 20:09:21.466472
1.3 ,6.9 ,7.1 ,46.6 ,11.2 ,46.4 ,19.0 ,61.7 ,0.5 ,10.1 ,2.5 ,51.5 ,13.3 ,46.0 ,6.6 ,69.5 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-11-24 23:54:30.206873
1.3 ,7.0 ,7.0 ,46.8 ,11.3 ,46.2 ,17.3 ,63.1 ,0.5 ,10.0 ,2.5 ,51.6 ,13.3 ,45.9 ,6.1 ,70.1 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-11-25 19:34:16.009947
1.3 ,6.9 ,7.0 ,46.8 ,11.3 ,46.2 ,17.5 ,63.0 ,0.5 ,10.0 ,2.5 ,51.7 ,13.3 ,45.9 ,6.1 ,70.1 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-11-26 20:03:51.325954
1.3 ,6.9 ,6.9 ,46.9 ,11.3 ,46.2 ,17.7 ,62.9 ,0.5 ,10.0 ,2.4 ,51.7 ,13.4 ,45.9 ,6.2 ,70.0 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-11-27 20:06:23.397405
1.3 ,6.9 ,6.9 ,46.9 ,11.3 ,46.2 ,17.8 ,62.8 ,0.5 ,9.9 ,2.4 ,51.7 ,13.4 ,45.9 ,6.2 ,70.0 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-11-28 20:05:39.765794
1.3 ,6.9 ,6.9 ,47.0 ,11.3 ,46.1 ,17.9 ,62.7 ,0.5 ,9.9 ,2.4 ,51.7 ,13.4 ,45.8 ,6.2 ,70.0 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-11-29 21:33:52.939730
1.3 ,6.8 ,6.8 ,47.1 ,11.3 ,46.1 ,18.0 ,62.6 ,0.5 ,9.9 ,2.4 ,51.7 ,13.3 ,45.9 ,6.3 ,70.0 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-11-30 20:32:14.580983
1.3 ,6.8 ,6.8 ,47.2 ,11.3 ,46.0 ,18.0 ,62.6 ,0.5 ,9.8 ,2.4 ,51.8 ,13.3 ,45.8 ,6.5 ,70.0 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-12-01 20:04:46.861731
1.3 ,6.9 ,6.8 ,47.4 ,11.4 ,45.8 ,16.8 ,63.7 ,0.5 ,9.8 ,2.3 ,51.9 ,13.3 ,45.8 ,6.0 ,70.4 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-12-02 20:02:43.078159
1.3 ,6.8 ,6.7 ,47.6 ,11.4 ,45.7 ,17.0 ,63.6 ,0.5 ,9.7 ,2.3 ,51.9 ,13.3 ,45.8 ,6.1 ,70.5 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-12-03 20:16:58.733497
